"","es_score","brier_score","location","target_date","X22D_50_CI","X22F_50_CI","X23A_50_CI","X23D_50_CI","X23B_50_CI","X23E_50_CI","X23G_50_CI","other_50_CI","X22D_95_CI","X22F_95_CI","X23A_95_CI","X23D_95_CI","X23B_95_CI","X23E_95_CI","X23G_95_CI","other_95_CI"
"31",NA,NA,"AK",2023-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",NA,NA,"AK",2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",NA,NA,"AK",2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",NA,NA,"AK",2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",NA,NA,"AK",2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",NA,NA,"AK",2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",NA,NA,"AK",2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",NA,NA,"AK",2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",NA,NA,"AK",2023-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",NA,NA,"AK",2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",NA,NA,"AK",2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,NA,"AK",2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,"AL",2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,NA,"AL",2023-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",NA,NA,"AL",2023-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",NA,NA,"AL",2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",0.0552443435441352,0.0542822911108547,"AL",2023-04-27,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"48",NA,NA,"AL",2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,"AL",2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,"AL",2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",NA,NA,"AL",2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",NA,NA,"AL",2023-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",0.587432680453032,0.315267219420211,"AL",2023-05-03,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"54",NA,NA,"AL",2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",NA,NA,"AL",2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,NA,"AL",2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,"AL",2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",NA,NA,"AL",2023-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",NA,NA,"AL",2023-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",NA,NA,"AL",2023-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",NA,NA,"AL",2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,NA,"AL",2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,"AL",2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,"AL",2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",NA,NA,"AL",2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",NA,NA,"AL",2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",NA,NA,"AL",2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",NA,NA,"AL",2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",0.534119117324428,0.344242311586813,"AL",2023-05-19,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"70",NA,NA,"AL",2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",NA,NA,"AL",2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",NA,NA,"AL",2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",0.257227217623577,0.202317499516168,"AL",2023-05-23,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"74",NA,NA,"AL",2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",NA,NA,"AL",2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",NA,NA,"AL",2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,"AL",2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",NA,NA,"AL",2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",NA,NA,"AL",2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",NA,NA,"AL",2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",0.854959776519284,0.274787312666797,"AL",2023-05-31,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
"82",NA,NA,"AL",2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",NA,NA,"AL",2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,"AL",2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",0.00624989055123383,0.00587862484301779,"AR",2023-04-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"86",0.00664447027550186,0.00622838054917596,"AR",2023-04-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"87",NA,NA,"AR",2023-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",NA,NA,"AR",2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",NA,NA,"AR",2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",NA,NA,"AR",2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",NA,NA,"AR",2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",0.0697453133711508,0.00915335182568108,"AR",2023-04-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"93",NA,NA,"AR",2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",1.26317204663599,0.879830227214569,"AR",2023-05-02,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0
"95",0.0116920388843651,0.0112846984059782,"AR",2023-05-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"96",NA,NA,"AR",2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",NA,NA,"AR",2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",NA,NA,"AR",2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",1.13359984842433,0.778472476973241,"AR",2023-05-08,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1
"101",0.0616889756512064,0.0174331812753366,"AR",2023-05-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"102",2.26111096815423,0.577044480693775,"AR",2023-05-10,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1
"103",NA,NA,"AR",2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,NA,"AR",2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,NA,"AR",2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",NA,NA,"AR",2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",NA,NA,"AR",2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",NA,NA,"AR",2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",NA,NA,"AR",2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",NA,NA,"AR",2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",NA,NA,"AR",2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",NA,NA,"AR",2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",0.283176533656606,0.04830655335433,"AR",2023-05-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"116",NA,NA,"AR",2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",NA,NA,"AR",2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",0.0620567092687145,0.0596657457846763,"AR",2023-05-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"119",NA,NA,"AR",2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",0.868544675679454,0.550188227929133,"AR",2023-05-29,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
"122",0.850561818858677,0.53690666897558,"AR",2023-05-30,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
"123",0.0943440958334545,0.0842163618960349,"AR",2023-05-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"124",NA,NA,"AR",2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",NA,NA,"AR",2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,NA,"AR",2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",1.73605624204052,0.0764400793394444,"AZ",2023-04-23,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1
"128",1.24503701857966,0.0461143265841725,"AZ",2023-04-24,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1
"129",1.27462748300598,0.13214242825103,"AZ",2023-04-25,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1
"130",1.00637554990567,0.096867149313148,"AZ",2023-04-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"131",0.556533253193853,0.0735275542795153,"AZ",2023-04-27,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
"132",0.648376309474809,0.014554659219308,"AZ",2023-04-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"133",0.347838022091182,0.0154545316087943,"AZ",2023-04-29,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"134",1.60518715166344,0.205694693132007,"AZ",2023-04-30,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
"135",1.70051809774989,0.0922791775985967,"AZ",2023-05-01,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1
"136",3.72761874536073,0.208853361993757,"AZ",2023-05-02,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0
"137",1.30268274546482,0.140709196092668,"AZ",2023-05-03,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
"138",1.19229468337632,0.0772720728342508,"AZ",2023-05-04,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"139",1.36862371498452,0.247739480360819,"AZ",2023-05-05,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1
"140",0.781715419646624,0.0236938191967409,"AZ",2023-05-06,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
"141",3.6658037907333,0.309675221630373,"AZ",2023-05-07,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0
"142",6.68286586568039,0.306614312640598,"AZ",2023-05-08,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0
"143",3.09330795272567,0.103204151562399,"AZ",2023-05-09,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0
"144",1.78335705440644,0.142667073576089,"AZ",2023-05-10,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1
"145",0.152530948167939,0.0322704477089877,"AZ",2023-05-11,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
"146",1.01417394333676,0.145098276884539,"AZ",2023-05-12,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"147",NA,NA,"AZ",2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",1.58800339298381,0.389720310183319,"AZ",2023-05-14,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
"149",1.7778218507655,0.211151458842867,"AZ",2023-05-15,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0
"150",1.48699743851104,0.19385900230439,"AZ",2023-05-16,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0
"151",1.00553633256123,0.180287346315328,"AZ",2023-05-17,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"152",1.25058962024046,0.26894906842247,"AZ",2023-05-18,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1
"153",0.900685733581381,0.628282736228681,"AZ",2023-05-19,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
"154",1.81160994526279,0.619291845952952,"AZ",2023-05-20,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1
"155",1.27675930074587,0.198727940352079,"AZ",2023-05-21,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0
"156",1.31852734172044,0.20544239192079,"AZ",2023-05-22,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
"157",1.4420246171549,0.177458370388381,"AZ",2023-05-23,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1
"158",1.12275115056087,0.2757804517695,"AZ",2023-05-24,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1
"159",0.592243597522948,0.0767912561746038,"AZ",2023-05-25,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
"160",0.946604134600088,0.274577331542244,"AZ",2023-05-26,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
"161",0.626205063223014,0.0869805810547798,"AZ",2023-05-27,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"162",1.88367929190042,0.298728058830226,"AZ",2023-05-28,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1
"163",1.63517550321688,0.301765173478894,"AZ",2023-05-29,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0
"164",1.47693199414558,0.349237535668991,"AZ",2023-05-30,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1
"165",2.3262585386327,0.242283571087715,"AZ",2023-05-31,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0
"166",2.02759884414839,0.411722789488758,"AZ",2023-06-01,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1
"167",0.814439042313877,0.297630697342703,"AZ",2023-06-02,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1
"168",1.17530202383344,0.237234990878902,"AZ",2023-06-03,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
"169",2.13164858698385,0.272073287680964,"CA",2023-04-23,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
"170",2.25887610999912,0.156936984640584,"CA",2023-04-24,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0
"171",7.13116627088451,0.244196362720057,"CA",2023-04-25,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0
"172",4.0266524082636,0.140495313205737,"CA",2023-04-26,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1
"173",1.73476223591339,0.167991496588281,"CA",2023-04-27,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1
"174",2.21978142516726,0.177774808140636,"CA",2023-04-28,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1
"175",6.56933843779286,0.282748582455909,"CA",2023-04-29,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
"176",2.74687653772166,0.18868385037234,"CA",2023-04-30,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0
"177",6.04301771464537,0.251256626780072,"CA",2023-05-01,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
"178",7.98739168243637,0.280478818238502,"CA",2023-05-02,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0
"179",2.27357605141676,0.191217275536218,"CA",2023-05-03,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1
"180",1.6780611040455,0.233632951966793,"CA",2023-05-04,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1
"181",4.78393708640054,0.206195003956523,"CA",2023-05-05,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1
"182",2.13535580119881,0.191649211385714,"CA",2023-05-06,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,0
"183",1.15608607063214,0.270688713676209,"CA",2023-05-07,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1
"184",9.76025616567062,0.368290623359506,"CA",2023-05-08,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"185",5.39743311266851,0.195712454095913,"CA",2023-05-09,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1
"186",3.79474522494985,0.286957380976262,"CA",2023-05-10,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1
"187",3.9258374719156,0.288551127910758,"CA",2023-05-11,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0
"188",1.74208051265934,0.22399916358323,"CA",2023-05-12,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0
"189",1.5562528611599,0.413037815430554,"CA",2023-05-13,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1
"190",5.10008391518616,0.553138550355628,"CA",2023-05-14,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0
"191",4.45913384173197,0.348307766274962,"CA",2023-05-15,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1
"192",1.35279089948178,0.233334433603706,"CA",2023-05-16,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
"193",2.09422634110144,0.322480827401042,"CA",2023-05-17,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0
"194",1.52605550440155,0.322660265792533,"CA",2023-05-18,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
"195",2.30254741726835,0.24540262509572,"CA",2023-05-19,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1
"196",1.13944397401232,0.113260223104706,"CA",2023-05-20,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1
"197",1.05008968803843,0.440940607079932,"CA",2023-05-21,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1
"198",1.401618508623,0.285961290062843,"CA",2023-05-22,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0
"199",1.42978543548879,0.284238022161795,"CA",2023-05-23,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
"200",1.42965288072073,0.273516388063473,"CA",2023-05-24,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0
"201",2.85540641793546,0.287929504011147,"CA",2023-05-25,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0
"202",2.13021863096237,0.331547516212135,"CA",2023-05-26,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1
"203",1.00578622416294,0.303277966264881,"CA",2023-05-27,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
"204",1.44444310179908,0.412503491616642,"CA",2023-05-28,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1
"205",1.78741097762832,0.478977223309461,"CA",2023-05-29,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
"206",3.1333961197836,0.300363077281746,"CA",2023-05-30,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1
"207",2.76449227539729,0.331384760248562,"CA",2023-05-31,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1
"208",2.81936973804748,0.327565407163881,"CA",2023-06-01,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1
"209",1.58958965871659,0.374063865973539,"CA",2023-06-02,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0
