"","es_score","brier_score","location","target_date","X22F_50_CI","X24A_50_CI","recombinant_50_CI","X23H_50_CI","other_50_CI","X22F_95_CI","X24A_95_CI","recombinant_95_CI","X23H_95_CI","other_95_CI"
"35",NA,NA,"AK",2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",NA,NA,"AK",2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",NA,NA,"AK",2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",NA,NA,"AK",2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",NA,NA,"AK",2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",NA,NA,"AK",2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",NA,NA,"AK",2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,NA,"AK",2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,"AL",2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",1.0281082565015,0.665386564054802,"AL",2024-02-05,1,0,1,1,0,1,0,1,1,0
"45",NA,NA,"AL",2024-02-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",1.2050386909577,0.821222440017234,"AL",2024-02-07,0,0,1,1,1,0,0,1,1,1
"47",0.0235446051645426,0.0255137702987226,"AL",2024-02-08,1,1,1,1,1,0,0,1,1,1
"48",NA,NA,"AL",2024-02-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,"AL",2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,"AL",2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",NA,NA,"AL",2024-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",NA,NA,"AL",2024-02-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",NA,NA,"AL",2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",0.0100618890611986,0.0119577804261323,"AL",2024-02-15,1,1,1,1,1,1,1,1,1,1
"55",NA,NA,"AL",2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,NA,"AL",2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,"AL",2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",NA,NA,"AL",2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",0.00622673987932945,0.00679575697718301,"AL",2024-02-20,1,1,1,1,1,1,1,1,1,1
"60",NA,NA,"AL",2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",NA,NA,"AL",2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,NA,"AL",2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,"AL",2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,"AL",2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",0.0112825471457648,0.00338644038534362,"AL",2024-02-26,1,1,1,1,1,1,1,1,1,1
"66",NA,NA,"AL",2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",NA,NA,"AL",2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",0.00218828336013766,0.00237748418755974,"AL",2024-02-29,1,1,1,1,1,1,1,1,1,1
"69",NA,NA,"AL",2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",NA,NA,"AL",2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",NA,NA,"AL",2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",0.00136495650703473,0.00147753470634092,"AL",2024-03-04,1,1,1,1,1,1,1,1,1,1
"73",0.00437696046978203,0.00131114059972105,"AL",2024-03-05,1,1,1,1,1,1,1,1,1,1
"74",NA,NA,"AL",2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",NA,NA,"AL",2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",NA,NA,"AL",2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,"AL",2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",NA,NA,"AL",2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",NA,NA,"AL",2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",NA,NA,"AL",2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",1.27395567540119,0.319289366301095,"AL",2024-03-13,1,0,1,1,0,1,0,1,1,0
"82",NA,NA,"AL",2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",NA,NA,"AL",2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,"AL",2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",NA,NA,"AR",2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",0.00841527778804053,0.0048441907401555,"AR",2024-02-05,1,1,1,1,1,1,1,1,1,1
"87",0.00695728017727569,0.00427845765960375,"AR",2024-02-06,1,1,1,1,1,1,0,1,1,0
"88",0.00684841401698215,0.00377708198778104,"AR",2024-02-07,1,1,1,1,1,1,1,1,1,1
"89",0.0220735639597429,0.00333307191854456,"AR",2024-02-08,1,1,1,1,1,1,0,1,1,0
"90",0.0201428128531675,0.00294013513320671,"AR",2024-02-09,1,1,1,1,1,1,1,1,1,1
"91",NA,NA,"AR",2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,"AR",2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",0.00357408536705477,0.00201411166704539,"AR",2024-02-12,1,1,1,1,1,1,1,1,1,1
"94",1.18372046704788,0.460372729423561,"AR",2024-02-13,1,0,1,1,0,1,0,1,1,0
"95",0.0112688668734069,0.00156308620434456,"AR",2024-02-14,1,1,1,1,1,1,1,1,1,1
"96",NA,NA,"AR",2024-02-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",NA,NA,"AR",2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",NA,NA,"AR",2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",0.00553434204661737,0.000826770541076401,"AR",2024-02-19,1,1,1,1,1,1,1,1,1,1
"101",0.00470003922928411,0.00072763974874512,"AR",2024-02-20,1,1,1,1,1,1,1,1,1,1
"102",NA,NA,"AR",2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",NA,NA,"AR",2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,NA,"AR",2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,NA,"AR",2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",0.00231765608045451,0.000337907731643549,"AR",2024-02-26,1,1,1,1,1,1,1,1,1,1
"108",NA,NA,"AR",2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",NA,NA,"AR",2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",1.37381120623758,0.970708365287516,"AR",2024-02-29,1,0,1,1,0,1,0,1,1,0
"111",0.000365149942547681,0.00020275446397117,"AR",2024-03-01,1,1,1,1,1,1,1,1,1,1
"112",NA,NA,"AR",2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",0.00199918205846107,0.000138365071895182,"AR",2024-03-04,1,1,1,1,1,1,1,1,1,1
"115",NA,NA,"AR",2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",NA,NA,"AR",2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",NA,NA,"AR",2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",0.000161206203958382,8.32961124526798e-05,"AR",2024-03-08,1,1,1,1,1,1,1,1,1,1
"119",NA,NA,"AR",2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",NA,NA,"AR",2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",NA,NA,"AR",2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",NA,NA,"AR",2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",NA,NA,"AR",2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",NA,NA,"AR",2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,NA,"AR",2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",0.0628923376378074,0.0025494102920592,"AZ",2024-02-04,1,1,1,1,1,1,1,1,1,1
"128",2.39284262511493,0.162393740637052,"AZ",2024-02-05,1,0,1,1,0,1,0,1,1,0
"129",1.01093682954971,0.0414624111515398,"AZ",2024-02-06,0,1,1,1,1,0,0,1,0,0
"130",0.482927951819534,0.00167702686844782,"AZ",2024-02-07,1,1,1,1,1,1,1,1,1,1
"131",0.00202716200863178,0.00145747853487896,"AZ",2024-02-08,1,1,1,1,1,1,1,1,1,1
"132",1.22071130133282,0.319075869011034,"AZ",2024-02-09,1,0,1,0,1,1,0,1,0,1
"133",0.0066605534306006,0.00109991325553382,"AZ",2024-02-10,1,1,1,1,1,1,1,1,1,1
"134",0.817822330287227,0.118409726267978,"AZ",2024-02-11,1,1,1,1,0,1,0,1,1,0
"135",0.0846173207371803,0.000829301975155212,"AZ",2024-02-12,1,1,1,1,1,1,0,1,1,0
"136",0.967754535063856,0.0651817626762984,"AZ",2024-02-13,1,1,0,1,1,1,0,0,1,1
"137",0.203515326248605,0.000624829984187279,"AZ",2024-02-14,1,1,1,1,1,1,0,1,0,0
"138",0.000917442766565205,0.000542250036853836,"AZ",2024-02-15,1,1,1,1,1,1,1,1,1,1
"139",0.00664854200429574,0.000470536136802312,"AZ",2024-02-16,1,1,1,1,1,1,1,1,1,1
"140",0.0390814319183897,0.000408273850698594,"AZ",2024-02-17,1,1,1,1,1,1,1,1,1,1
"141",0.669531893376983,0.0510614817404996,"AZ",2024-02-18,1,1,1,1,1,1,0,1,1,0
"142",0.112875054576214,0.000307326512985346,"AZ",2024-02-19,1,1,1,1,1,1,1,1,1,1
"143",1.45470072381016,0.0674292170693457,"AZ",2024-02-20,1,0,0,1,1,1,0,0,1,0
"144",0.936903075925636,0.0352571760971938,"AZ",2024-02-21,1,1,0,1,1,1,1,0,1,0
"145",1.30881288202024,0.245695528710367,"AZ",2024-02-22,1,0,0,1,1,1,0,0,1,1
"146",0.00226562495596461,0.000174119970974124,"AZ",2024-02-23,1,1,1,1,1,1,1,1,1,1
"147",0.000924511431682894,0.000151075297420292,"AZ",2024-02-24,1,1,1,1,1,1,1,1,1,1
"148",2.17019768156639,0.218261670180999,"AZ",2024-02-25,1,0,0,1,0,1,0,0,1,0
"149",0.00817969576647237,0.000113754537150766,"AZ",2024-02-26,1,1,1,1,1,1,0,1,1,0
"150",1.22444822967425,0.0898367249762372,"AZ",2024-02-27,1,0,0,1,1,1,1,1,1,1
"151",0.00328483075413484,8.56836417286448e-05,"AZ",2024-02-28,1,1,1,1,1,1,1,1,1,1
"152",0.00134579830033989,7.43762524124081e-05,"AZ",2024-02-29,1,1,1,1,1,1,1,1,1,1
"153",7.85029946898351e-05,6.45692274889751e-05,"AZ",2024-03-01,1,1,1,1,1,1,1,1,1,1
"154",0.00174085646850378,5.60630697169451e-05,"AZ",2024-03-02,1,1,1,1,1,1,1,1,1,1
"155",0.00165312921630336,4.86847592645444e-05,"AZ",2024-03-03,1,1,1,1,1,1,1,1,1,1
"156",0.00431592571219043,4.22842636908369e-05,"AZ",2024-03-04,1,1,1,1,1,1,1,1,1,1
"157",0.00235324418248227,3.67315015908822e-05,"AZ",2024-03-05,1,1,1,1,1,1,1,1,1,1
"158",0.000624401175087608,3.19137023734763e-05,"AZ",2024-03-06,1,1,1,1,1,1,1,1,1,1
"159",3.86928829835386e-05,2.77331116281268e-05,"AZ",2024-03-07,1,1,1,1,1,1,1,1,1,1
"160",NA,NA,"AZ",2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",0.000317486213532159,2.0955920921106e-05,"AZ",2024-03-09,1,1,1,1,1,1,1,1,1,1
"162",1.38875884962191,0.331412536123128,"AZ",2024-03-10,1,0,0,1,1,1,0,0,1,1
"163",0.0003933352190452,1.58487617090073e-05,"AZ",2024-03-11,1,1,1,1,1,1,1,1,1,1
"164",1.37783675263272,0.331008622647269,"AZ",2024-03-12,1,0,1,1,0,1,0,1,1,0
"165",0.00152885133489107,1.19976179028099e-05,"AZ",2024-03-13,1,1,1,1,1,1,1,1,1,1
"166",0.00034490171878333,1.04425906813818e-05,"AZ",2024-03-14,1,1,1,1,1,1,1,1,1,1
"167",NA,NA,"AZ",2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",NA,NA,"AZ",2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169",0.394178336300037,0.0345940221977231,"CA",2024-02-04,1,1,1,1,1,1,1,1,1,1
"170",1.38907136297687,0.0640498949709709,"CA",2024-02-05,1,1,0,1,1,1,1,0,1,0
"171",6.5768703021789,0.107645148034975,"CA",2024-02-06,1,0,0,1,0,1,0,0,1,0
"172",3.75574204037755,0.0854675574295456,"CA",2024-02-07,1,0,0,1,0,1,0,0,1,0
"173",0.941190637879827,0.0334111319354928,"CA",2024-02-08,1,1,1,1,1,1,0,0,1,0
"174",6.80524996730074,0.118126370067976,"CA",2024-02-09,1,0,0,1,1,1,0,0,1,1
"175",5.00065948665438,0.14730271985497,"CA",2024-02-10,1,0,0,1,0,1,0,0,1,0
"176",0.0136918715248209,0.000705443919672953,"CA",2024-02-11,1,1,1,1,1,1,1,1,1,1
"177",4.4496155586184,0.109773667241,"CA",2024-02-12,1,0,0,1,1,1,0,0,1,1
"178",3.24255361408014,0.0880168640580533,"CA",2024-02-13,1,0,0,0,0,1,0,0,0,1
"179",1.34775682932976,0.0385309635997612,"CA",2024-02-14,1,1,0,1,1,1,0,0,1,0
"180",6.80165221706802,0.117346928111612,"CA",2024-02-15,1,0,0,0,0,1,0,0,0,0
"181",1.4941781625848,0.0362974682786665,"CA",2024-02-16,1,1,0,1,1,1,0,0,1,0
"182",0.766826324547634,0.0327150410049412,"CA",2024-02-17,1,1,0,1,1,1,0,0,1,1
"183",1.22818122217182,0.0542174385390006,"CA",2024-02-18,1,0,0,1,1,1,0,0,1,0
"184",0.994067894575808,0.0383912027414176,"CA",2024-02-19,1,1,1,1,1,1,1,1,1,1
"185",0.0663591300372854,0.000233076819631185,"CA",2024-02-20,1,1,1,1,1,1,1,1,1,1
"186",4.89541958116769,0.0863327378725487,"CA",2024-02-21,1,0,0,0,0,1,0,0,0,0
"187",3.37279759199141,0.0642604633510888,"CA",2024-02-22,1,0,1,0,0,1,0,1,0,0
"188",3.17619441093354,0.0642998830899066,"CA",2024-02-23,1,0,0,1,0,1,0,0,1,0
"189",2.04232367832693,0.0578083101159904,"CA",2024-02-24,1,0,0,1,1,1,0,0,1,1
"190",0.11360170072548,0.000128623967414253,"CA",2024-02-25,1,1,1,1,1,1,1,1,1,1
"191",4.95290348316569,0.0779878179395385,"CA",2024-02-26,1,0,0,1,0,1,0,1,1,0
"192",8.31480933950036,0.11568893319169,"CA",2024-02-27,1,0,0,1,0,1,0,0,1,0
"193",5.12592841523928,0.0769511109027163,"CA",2024-02-28,1,0,0,1,1,1,0,0,1,1
"194",0.00515266934044928,8.09881889402111e-05,"CA",2024-02-29,1,1,1,1,1,1,1,1,1,1
"195",0.00663892389386157,7.22830301664751e-05,"CA",2024-03-01,1,1,1,1,1,1,1,1,1,1
"196",0.049847082309137,6.45650226466571e-05,"CA",2024-03-02,1,1,1,1,1,1,1,1,1,1
"197",1.10269852075134,0.0449168565337284,"CA",2024-03-03,1,0,0,1,1,1,0,0,1,1
"198",4.09022594533779,0.0898340017646036,"CA",2024-03-04,1,0,0,1,0,1,0,0,1,0
"199",6.6149108806091,0.116318840386218,"CA",2024-03-05,1,0,0,1,0,1,0,0,1,0
"200",2.96907629219069,0.0593792650600242,"CA",2024-03-06,1,0,0,1,0,1,0,0,1,0
"201",5.87403261195674,0.123741624236294,"CA",2024-03-07,1,0,0,1,0,1,0,1,1,0
"202",1.99602407218303,0.0522141585425208,"CA",2024-03-08,1,0,1,0,0,1,0,1,0,0
"203",2.63971122770993,0.141586588229712,"CA",2024-03-09,1,0,1,1,0,1,0,1,1,0
"204",2.62415734664321,0.116665083703309,"CA",2024-03-10,1,0,1,1,0,1,0,0,1,0
"205",2.7107629184924,0.198408035055571,"CA",2024-03-11,1,0,1,1,0,1,0,1,1,0
"206",3.41621591332739,0.110255751622537,"CA",2024-03-12,1,0,0,1,0,1,0,0,1,0
"207",5.30728512003431,0.113484580620342,"CA",2024-03-13,1,0,1,1,0,1,0,1,1,0
"208",4.73761871907645,0.120381045017061,"CA",2024-03-14,1,0,0,1,0,1,0,0,1,0
"209",1.18223917400075,0.0354682609285208,"CA",2024-03-15,1,0,0,1,1,1,0,0,1,1
"210",2.32278303312935,0.152857844151678,"CA",2024-03-16,1,0,0,1,0,1,0,0,1,0
"211",NA,NA,"CO",2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",0.00211222695450096,0.00152500204842055,"CO",2024-02-05,1,1,1,1,1,1,1,1,1,1
"213",0.00170388693005188,0.0013337448950705,"CO",2024-02-06,1,1,1,1,1,1,1,1,1,1
"214",0.00168804773812603,0.00116635878804604,"CO",2024-02-07,1,1,1,1,1,1,1,1,1,1
"215",0.00514584427877628,0.00101991224368453,"CO",2024-02-08,1,1,1,1,1,1,1,1,1,1
"216",0.00450621107547032,0.000891822351815086,"CO",2024-02-09,1,1,1,1,1,1,1,1,1,1
"217",1.31711543207204,0.48254275895432,"CO",2024-02-10,1,0,0,1,1,1,0,0,1,1
"218",NA,NA,"CO",2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",0.00300136858904795,0.000596298674660154,"CO",2024-02-12,1,1,1,1,1,1,1,1,1,1
"220",1.33657313814077,0.485352117586614,"CO",2024-02-13,1,0,0,1,1,1,0,0,1,1
"221",NA,NA,"CO",2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222",0.000564624766193608,0.000398989325779514,"CO",2024-02-15,1,1,1,1,1,1,1,1,1,1
"223",NA,NA,"CO",2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",NA,NA,"CO",2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",NA,NA,"CO",2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",NA,NA,"CO",2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227",0.000248548033922876,0.000204938272210976,"CO",2024-02-20,1,1,1,1,1,1,1,1,1,1
"228",0.003764455143939,0.00017950275406907,"CO",2024-02-21,1,1,1,1,1,1,1,1,1,1
"229",NA,NA,"CO",2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230",1.36659306021643,0.491846844133521,"CO",2024-02-23,1,0,0,1,1,1,0,0,1,1
"231",NA,NA,"CO",2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",NA,NA,"CO",2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",0.00104885326929442,9.2981853441772e-05,"CO",2024-02-26,1,1,1,1,1,1,1,1,1,1
"234",0.000126586255747772,8.16096434288161e-05,"CO",2024-02-27,1,1,1,1,1,1,1,1,1,1
"235",7.56321411668499e-05,7.16577864069458e-05,"CO",2024-02-28,1,1,1,1,1,1,1,1,1,1
"236",0.000386509383642392,6.29465417600226e-05,"CO",2024-02-29,1,1,1,1,1,1,1,1,1,1
"237",NA,NA,"CO",2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",NA,NA,"CO",2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",NA,NA,"CO",2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",0.000211905760409931,3.76552028978411e-05,"CO",2024-03-04,1,1,1,1,1,1,1,1,1,1
"241",NA,NA,"CO",2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",NA,NA,"CO",2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243",NA,NA,"CO",2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244",5.1236957255972e-05,2.27120847972388e-05,"CO",2024-03-08,1,1,1,1,1,1,1,1,1,1
"245",NA,NA,"CO",2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246",NA,NA,"CO",2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247",NA,NA,"CO",2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248",0.000117634283906458,1.38259542336564e-05,"CO",2024-03-12,1,1,1,1,1,1,1,1,1,1
"249",8.18829654102449e-06,1.22313906388049e-05,"CO",2024-03-13,1,1,1,1,1,1,1,1,1,1
"250",NA,NA,"CO",2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251",1.16672618871516e-05,9.59136904796093e-06,"CO",2024-03-15,1,1,1,1,1,1,1,1,1,1
"252",NA,NA,"CO",2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253",0.00167434400849133,0.000816603018063525,"CT",2024-02-04,1,1,1,1,1,1,1,1,1,1
"254",0.0102728647379772,0.000707702431251987,"CT",2024-02-05,1,1,1,1,1,1,1,1,1,1
"255",1.06327134286442,0.190811426422394,"CT",2024-02-06,1,0,1,1,0,1,0,1,1,0
"256",0.0169886669738689,0.000531339710137515,"CT",2024-02-07,1,1,1,1,1,1,1,1,1,1
"257",1.28635587912814,0.479249895751145,"CT",2024-02-08,1,0,1,1,0,1,0,1,1,0
"258",0.00627070966966965,0.000398800147168743,"CT",2024-02-09,1,1,1,1,1,1,1,1,1,1
"259",NA,NA,"CT",2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260",0.000563903517146847,0.000299281147213409,"CT",2024-02-11,1,1,1,1,1,1,1,1,1,1
"261",0.015489745416657,0.000259264029282936,"CT",2024-02-12,1,1,1,1,1,1,1,1,1,1
"262",NA,NA,"CT",2024-02-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263",0.000371414908642804,0.000194586448321459,"CT",2024-02-14,1,1,1,1,1,1,1,1,1,1
"264",0.0003535816755364,0.000168591676003619,"CT",2024-02-15,1,1,1,1,1,1,1,1,1,1
"265",NA,NA,"CT",2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266",0.000209798582129959,0.000126589619548676,"CT",2024-02-17,1,1,1,1,1,1,1,1,1,1
"267",NA,NA,"CT",2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268",0.000728901645430227,9.50957679532091e-05,"CT",2024-02-19,1,1,1,1,1,1,1,1,1,1
"269",NA,NA,"CT",2024-02-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
