"","es_score","brier_score","location","target_date","X24A_50_CI","recombinant_50_CI","X24B_50_CI","X24C_50_CI","other_50_CI","X24A_95_CI","recombinant_95_CI","X24B_95_CI","X24C_95_CI","other_95_CI"
"96",0.00995416555486422,0.00134022266717856,"AR",2024-03-21,1,1,1,1,1,1,1,1,1,1
"97",NA,NA,"AR",2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",NA,NA,"AR",2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",NA,NA,"AR",2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",NA,NA,"AR",2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",0.0052354044573656,0.00200382288187228,"AR",2024-03-27,1,1,1,1,1,1,1,1,1,1
"103",NA,NA,"AR",2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,NA,"AR",2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,NA,"AR",2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",NA,NA,"AR",2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",NA,NA,"AR",2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",NA,NA,"AR",2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",NA,NA,"AR",2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",NA,NA,"AR",2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",NA,NA,"AR",2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",NA,NA,"AR",2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",NA,NA,"AR",2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",NA,NA,"AR",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",NA,NA,"AR",2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",NA,NA,"AR",2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",NA,NA,"AR",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",NA,NA,"AR",2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",NA,NA,"AR",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",NA,NA,"AR",2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",NA,NA,"AR",2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",NA,NA,"AR",2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,NA,"AR",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",1.22675898155937,0.315337813896623,"AZ",2024-03-10,0,0,1,1,1,0,0,1,1,1
"128",0.0185108266471755,0.00176999858138461,"AZ",2024-03-11,1,1,1,1,1,1,1,1,1,1
"129",1.18322921567672,0.307115499152067,"AZ",2024-03-12,0,1,0,1,1,0,1,0,1,1
"130",0.0944632863158639,0.00208895463371407,"AZ",2024-03-13,1,1,1,1,1,0,1,0,1,0
"131",0.0244075975295891,0.00228170153616738,"AZ",2024-03-14,1,1,1,1,1,1,1,1,1,1
"132",NA,NA,"AZ",2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",NA,NA,"AZ",2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",NA,NA,"AZ",2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",0.00209727871729267,0.00334137320035974,"AZ",2024-03-18,1,1,1,1,1,1,1,1,1,1
"136",0.0506789851518926,0.0036964459041959,"AZ",2024-03-19,1,1,1,1,1,1,1,1,1,1
"137",1.06166386239792,0.0937808704034162,"AZ",2024-03-20,0,0,1,1,1,0,0,1,1,1
"138",0.125329057493167,0.00454608248858583,"AZ",2024-03-21,1,1,1,1,1,1,1,1,1,1
"139",0.0435788081490109,0.00505163536854466,"AZ",2024-03-22,1,1,1,1,1,0,1,1,1,0
"140",0.028408545821703,0.00561932212745163,"AZ",2024-03-23,1,1,1,1,1,1,1,1,1,1
"141",0.0152059312028555,0.00625618497266343,"AZ",2024-03-24,1,1,1,1,1,1,1,1,1,1
"142",0.0164209748594701,0.0069699709588861,"AZ",2024-03-25,1,1,1,1,1,1,1,1,1,1
"143",0.0164949469087004,0.00776918005087484,"AZ",2024-03-26,1,1,1,1,1,1,1,1,1,1
"144",0.037240393781731,0.00866311227684349,"AZ",2024-03-27,1,1,1,1,1,1,1,1,1,1
"145",0.0429415246680293,0.00966191291680963,"AZ",2024-03-28,1,1,1,1,1,1,1,1,1,1
"146",0.971180475024169,0.275106401862921,"AZ",2024-03-29,0,1,0,1,1,0,1,0,1,1
"147",2.20486141255153,0.304438514503262,"AZ",2024-03-30,0,0,1,1,1,0,0,1,1,1
"148",NA,NA,"AZ",2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",0.448337171842606,0.0989393567980467,"AZ",2024-04-01,1,1,1,1,1,1,1,1,1,1
"150",0.959809434256072,0.112935627229755,"AZ",2024-04-02,1,1,1,0,1,0,1,1,0,1
"151",0.128617163063112,0.0185409839261313,"AZ",2024-04-03,1,1,1,1,1,1,1,1,1,1
"152",1.00044366121219,0.191054763639193,"AZ",2024-04-04,1,1,1,0,1,0,1,1,0,1
"153",0.788898264927558,0.255387631577783,"AZ",2024-04-05,1,1,0,1,1,1,1,1,1,1
"154",0.168852441312975,0.0255055120918139,"AZ",2024-04-06,1,1,1,1,1,1,1,1,1,1
"155",0.999369860888931,0.2352192242746,"AZ",2024-04-07,1,1,1,0,1,0,1,1,0,1
"156",0.996792452068892,0.195104003400736,"AZ",2024-04-08,1,1,1,1,0,0,1,1,1,0
"157",0.0216096074599302,0.0347986101020869,"AZ",2024-04-09,1,1,1,1,1,1,1,1,1,1
"158",NA,NA,"AZ",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159",NA,NA,"AZ",2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160",0.0914094798400041,0.0469781579727517,"AZ",2024-04-12,1,1,1,1,1,1,1,1,1,1
"161",0.200118040769789,0.0517793691795878,"AZ",2024-04-13,1,1,1,1,1,1,1,1,1,1
"162",NA,NA,"AZ",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",0.910033282703766,0.205374153917463,"AZ",2024-04-15,1,1,1,1,1,1,1,1,1,1
"164",0.366531737459592,0.148014914135878,"AZ",2024-04-16,1,1,1,1,1,1,1,1,1,1
"165",0.986826486953627,0.181817417874427,"AZ",2024-04-17,1,1,1,0,1,1,1,0,0,1
"166",0.055703962963296,0.0822540692891794,"AZ",2024-04-18,1,1,1,1,1,1,1,1,1,1
"167",0.0557646892930834,0.0897627347982893,"AZ",2024-04-19,1,1,1,1,1,1,1,1,1,1
"168",NA,NA,"AZ",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169",1.49340691064672,0.102527297478772,"CA",2024-03-10,0,1,0,1,1,0,1,0,1,1
"170",3.63266945073818,0.287110522345393,"CA",2024-03-11,0,0,1,1,0,0,0,0,1,0
"171",1.64063421749602,0.0997058251535355,"CA",2024-03-12,0,0,0,1,1,0,0,0,1,1
"172",4.4027955922894,0.133565211170189,"CA",2024-03-13,0,1,0,1,1,0,0,0,1,1
"173",2.12915143497932,0.102445800242048,"CA",2024-03-14,0,1,0,1,1,0,0,0,1,1
"174",0.892056297812299,0.0350867032243063,"CA",2024-03-15,1,0,1,1,1,0,0,1,1,1
"175",1.30909702731362,0.141359683335588,"CA",2024-03-16,0,0,1,1,1,0,0,0,1,1
"176",2.29809818483475,0.139987712067861,"CA",2024-03-17,0,1,0,1,1,0,1,0,1,1
"177",2.25376112845322,0.119886634690825,"CA",2024-03-18,0,0,1,0,1,0,0,1,0,1
"178",0.961487075474631,0.0897340812350898,"CA",2024-03-19,1,1,1,1,0,0,1,1,1,0
"179",1.03147976812996,0.109051140406467,"CA",2024-03-20,1,0,1,1,1,0,1,0,1,1
"180",1.26817152604366,0.150858202274991,"CA",2024-03-21,0,0,1,1,1,0,1,0,1,1
"181",1.85500489968094,0.171374728935954,"CA",2024-03-22,0,0,1,0,1,0,0,0,0,1
"182",0.898556988537822,0.0992284656012679,"CA",2024-03-23,1,0,1,1,1,0,0,1,1,1
"183",0.316723233014823,0.0125117176191299,"CA",2024-03-24,1,1,1,1,1,1,1,1,1,1
"184",1.88759568003508,0.158781873487894,"CA",2024-03-25,1,0,1,1,1,0,0,1,1,1
"185",0.370540559895669,0.0733873252011035,"CA",2024-03-26,1,1,1,1,1,0,1,0,1,1
"186",1.07902716526378,0.150101573185628,"CA",2024-03-27,1,0,1,1,1,0,0,0,1,1
"187",0.987275477206442,0.141810614503615,"CA",2024-03-28,1,1,1,1,0,0,1,1,1,0
"188",0.25205893322227,0.0220568225468528,"CA",2024-03-29,1,1,1,1,1,1,1,1,1,1
"189",0.21618535201248,0.0246609409051943,"CA",2024-03-30,1,1,1,1,1,1,1,1,1,1
"190",0.937687764077647,0.361699905810019,"CA",2024-03-31,0,1,0,1,1,0,1,0,1,1
"191",0.982720039878857,0.152691144009254,"CA",2024-04-01,1,0,1,1,1,0,0,0,1,1
"192",0.360915319958746,0.0342715700216797,"CA",2024-04-02,1,1,1,1,1,1,1,1,1,1
"193",0.465863723604978,0.0381587547237605,"CA",2024-04-03,1,1,1,1,1,0,1,0,1,1
"194",2.75848253692292,0.38700302248438,"CA",2024-04-04,0,1,0,0,0,0,1,0,0,0
"195",1.88617330365749,0.209618998843226,"CA",2024-04-05,1,0,1,1,1,0,0,0,1,1
"196",0.368037861298962,0.0522417277848194,"CA",2024-04-06,1,1,1,1,1,1,1,1,1,1
"197",0.200966410326399,0.0578322565324347,"CA",2024-04-07,1,1,1,1,1,1,1,1,1,1
"198",0.685773300428812,0.0639142536847248,"CA",2024-04-08,1,1,1,1,1,1,1,1,1,1
"199",0.443916378650357,0.18776579571759,"CA",2024-04-09,1,1,1,1,1,1,1,1,1,1
"200",1.18666086574384,0.309641038573302,"CA",2024-04-10,0,1,1,0,1,0,1,0,0,1
"201",2.39409182284379,0.329215295841278,"CA",2024-04-11,0,1,0,0,1,0,1,0,0,1
"202",1.06397869640889,0.273229577158856,"CA",2024-04-12,1,1,1,0,1,0,1,0,0,1
"203",0.360858374662916,0.174446606656946,"CA",2024-04-13,1,1,1,1,1,1,1,1,1,1
"204",0.448163472665635,0.222245787319427,"CA",2024-04-14,1,1,1,1,1,0,1,0,1,1
"205",1.18739373123466,0.222499807339423,"CA",2024-04-15,1,1,1,1,1,0,1,0,1,1
"206",1.30453807953199,0.132745186025866,"CA",2024-04-16,0,1,1,1,1,0,1,0,1,1
"207",4.30743922357431,0.324613140681188,"CA",2024-04-17,1,0,0,1,0,0,0,0,1,0
"208",1.72249819371009,0.292458988380771,"CA",2024-04-18,0,0,1,1,1,0,0,0,1,1
"209",0.456884473825116,0.168508987474034,"CA",2024-04-19,1,1,1,1,1,1,1,1,1,1
"210",0.0992787960793424,0.181612912999506,"CA",2024-04-20,1,1,1,1,1,1,1,1,1,1
"211",NA,NA,"CO",2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",NA,NA,"CO",2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",0.00897095735609973,0.00301850296599156,"CO",2024-03-12,1,1,1,1,1,1,1,1,1,1
"214",0.00203607155450723,0.00310170643165494,"CO",2024-03-13,1,1,1,1,1,1,1,1,1,1
"215",NA,NA,"CO",2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",0.0024283178263823,0.00331460906667391,"CO",2024-03-15,1,1,1,1,1,1,1,1,1,1
"217",NA,NA,"CO",2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",NA,NA,"CO",2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",0.00301395780245173,0.00377623661653405,"CO",2024-03-18,1,1,1,1,1,1,1,1,1,1
"220",NA,NA,"CO",2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221",NA,NA,"CO",2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222",NA,NA,"CO",2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",NA,NA,"CO",2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",NA,NA,"CO",2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",NA,NA,"CO",2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",1.30910622641627,0.914030134839492,"CO",2024-03-25,0,1,1,1,0,0,1,1,1,0
"227",NA,NA,"CO",2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",NA,NA,"CO",2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229",0.00941364184839101,0.00753956218217629,"CO",2024-03-28,1,1,1,1,1,1,1,1,1,1
"230",NA,NA,"CO",2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231",NA,NA,"CO",2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",NA,NA,"CO",2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",NA,NA,"CO",2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234",0.0476576442274937,0.0119675753387771,"CO",2024-04-02,1,1,1,1,1,1,1,1,1,1
"235",NA,NA,"CO",2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",0.9316071549618,0.396961061402494,"CO",2024-04-04,0,1,0,1,1,0,1,0,1,1
"237",NA,NA,"CO",2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",0.0212147307459249,0.0178597839548921,"CO",2024-04-06,1,1,1,1,1,1,1,1,1,1
"239",NA,NA,"CO",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",NA,NA,"CO",2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241",NA,NA,"CO",2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",NA,NA,"CO",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243",NA,NA,"CO",2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244",NA,NA,"CO",2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245",NA,NA,"CO",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246",NA,NA,"CO",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247",0.729868860691506,0.335086660290771,"CO",2024-04-15,1,1,0,1,1,0,1,0,1,1
"248",NA,NA,"CO",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249",0.908271219418099,0.418806860306085,"CO",2024-04-17,1,1,1,0,1,1,1,0,0,1
"250",NA,NA,"CO",2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251",NA,NA,"CO",2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252",NA,NA,"CO",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253",NA,NA,"CT",2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254",NA,NA,"CT",2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255",NA,NA,"CT",2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256",0.000426696517079325,0.000365303681434517,"CT",2024-03-13,1,1,1,1,1,1,1,1,1,1
"257",NA,NA,"CT",2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258",0.00061053013868359,0.000444307101619314,"CT",2024-03-15,1,1,1,1,1,1,1,1,1,1
"259",NA,NA,"CT",2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260",NA,NA,"CT",2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261",NA,NA,"CT",2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262",NA,NA,"CT",2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263",NA,NA,"CT",2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264",0.00158987303266502,0.000842048670796099,"CT",2024-03-21,1,1,1,1,1,1,1,1,1,1
"265",0.00180924584077019,0.000941371981114669,"CT",2024-03-22,1,1,1,1,1,1,1,1,1,1
"266",0.00193634121391106,0.00105338135360156,"CT",2024-03-23,1,1,1,1,1,1,1,1,1,1
"267",0.00255706782898593,0.00117964224665646,"CT",2024-03-24,1,1,1,1,1,1,1,1,1,1
"268",NA,NA,"CT",2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269",0.010028610575302,0.00148216055236739,"CT",2024-03-26,1,1,1,1,1,1,1,1,1,1
"270",NA,NA,"CT",2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271",NA,NA,"CT",2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272",NA,NA,"CT",2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273",NA,NA,"CT",2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
