"","es_score","brier_score","location","target_date","X24A_50_CI","X24B_50_CI","X24C_50_CI","recombinant_50_CI","X24G_50_CI","X24E_50_CI","other_50_CI","X24A_95_CI","X24B_95_CI","X24C_95_CI","recombinant_95_CI","X24G_95_CI","X24E_95_CI","other_95_CI"
"27",NA,NA,"AK",2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",NA,NA,"AK",2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",NA,NA,"AK",2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",NA,NA,"AK",2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",0.739015427183591,0.520006617892801,"AK",2024-07-02,1,1,1,1,0,1,1,1,1,0,1,0,1,1
"32",NA,NA,"AK",2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",NA,NA,"AK",2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",NA,NA,"AK",2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",NA,NA,"AK",2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",NA,NA,"AK",2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",NA,NA,"AK",2024-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",NA,NA,"AK",2024-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",NA,NA,"AK",2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",NA,NA,"AK",2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",NA,NA,"AK",2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,NA,"AK",2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,"AL",2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,NA,"AL",2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",NA,NA,"AL",2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",NA,NA,"AL",2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",NA,NA,"AL",2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",NA,NA,"AL",2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,"AL",2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,"AL",2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",NA,NA,"AL",2024-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",NA,NA,"AL",2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",NA,NA,"AL",2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",NA,NA,"AL",2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",NA,NA,"AL",2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,NA,"AL",2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,"AL",2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",NA,NA,"AL",2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",NA,NA,"AL",2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",NA,NA,"AL",2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",NA,NA,"AL",2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,NA,"AL",2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,"AL",2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,"AL",2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",NA,NA,"AL",2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",NA,NA,"AL",2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",NA,NA,"AL",2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",NA,NA,"AL",2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",NA,NA,"AL",2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",NA,NA,"AL",2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",0.638871542372594,0.441464030150211,"AL",2024-06-30,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"72",NA,NA,"AL",2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",NA,NA,"AL",2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",NA,NA,"AL",2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",NA,NA,"AL",2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",NA,NA,"AL",2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,"AL",2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",NA,NA,"AL",2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",NA,NA,"AL",2024-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",0.789186774535257,0.512370661300115,"AL",2024-07-09,1,0,1,1,1,1,1,1,0,0,1,1,1,1
"81",NA,NA,"AL",2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",NA,NA,"AL",2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",NA,NA,"AL",2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,"AL",2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",NA,NA,"AR",2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",NA,NA,"AR",2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",NA,NA,"AR",2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",NA,NA,"AR",2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",NA,NA,"AR",2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",NA,NA,"AR",2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",NA,NA,"AR",2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,"AR",2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",0.487079376304338,0.294950783654083,"AR",2024-06-10,1,1,1,1,1,1,1,0,1,1,1,0,1,1
"94",NA,NA,"AR",2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",NA,NA,"AR",2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",NA,NA,"AR",2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",NA,NA,"AR",2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",NA,NA,"AR",2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",NA,NA,"AR",2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",NA,NA,"AR",2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",NA,NA,"AR",2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",NA,NA,"AR",2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,NA,"AR",2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,NA,"AR",2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",NA,NA,"AR",2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",NA,NA,"AR",2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",NA,NA,"AR",2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",NA,NA,"AR",2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",NA,NA,"AR",2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",NA,NA,"AR",2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",NA,NA,"AR",2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",NA,NA,"AR",2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",NA,NA,"AR",2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",NA,NA,"AR",2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",NA,NA,"AR",2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",NA,NA,"AR",2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",0.911960027897259,0.625137583888774,"AR",2024-07-08,0,1,1,1,1,1,1,0,1,1,1,1,0,1
"122",0.809392082114386,0.561960051066655,"AR",2024-07-09,1,0,1,1,1,1,1,1,0,1,1,1,0,1
"123",0.819262727096734,0.580927298816014,"AR",2024-07-10,1,0,1,1,1,1,1,1,0,1,1,1,0,1
"124",NA,NA,"AR",2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",NA,NA,"AR",2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,NA,"AR",2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",1.68384481156369,0.319504384355372,"AZ",2024-06-02,0,1,0,1,1,1,1,0,1,0,1,1,1,1
"128",1.45065912398744,0.348711259753429,"AZ",2024-06-03,0,0,1,1,1,1,1,1,1,0,1,0,1,1
"129",1.04890485794444,0.360394399845138,"AZ",2024-06-04,1,1,1,1,1,1,0,0,1,0,1,0,1,0
"130",1.34880401246782,0.355827851226425,"AZ",2024-06-05,1,0,1,1,1,1,1,0,0,0,1,1,1,1
"131",2.20297873000436,0.336561904845892,"AZ",2024-06-06,0,1,0,1,1,1,1,0,0,0,1,1,1,1
"132",0.902395660534681,0.27098511863533,"AZ",2024-06-07,1,1,0,1,1,1,1,0,1,0,1,1,1,1
"133",2.22937449177313,0.390784216340128,"AZ",2024-06-08,0,0,0,0,1,1,1,0,0,0,0,1,1,1
"134",1.30531048152497,0.386933540685054,"AZ",2024-06-09,0,1,1,1,1,0,1,1,1,0,1,1,0,1
"135",4.29839874931425,0.357785588164505,"AZ",2024-06-10,0,0,1,1,0,1,1,0,0,0,1,0,0,1
"136",4.67624884672378,0.401206583573234,"AZ",2024-06-11,0,1,0,1,0,1,1,0,0,0,1,0,0,1
"137",5.94158055116822,0.388637549460115,"AZ",2024-06-12,0,1,0,1,1,1,1,0,0,0,1,0,0,1
"138",2.40564258755887,0.400201875343697,"AZ",2024-06-13,0,0,1,1,0,1,1,0,0,0,1,0,0,1
"139",1.37518347411351,0.259870648955559,"AZ",2024-06-14,1,1,0,1,1,1,1,0,0,0,1,1,1,1
"140",0.620814156454059,0.441769169513676,"AZ",2024-06-15,0,1,1,1,1,1,1,0,0,1,1,1,1,1
"141",3.12053241128886,0.397144972176134,"AZ",2024-06-16,0,1,0,1,1,1,1,0,1,0,1,0,0,1
"142",2.60123190266987,0.350884946074113,"AZ",2024-06-17,1,1,1,1,0,1,1,0,0,0,1,0,0,1
"143",3.50956154351442,0.379052482734615,"AZ",2024-06-18,0,1,1,0,0,1,1,0,0,0,0,0,0,1
"144",2.81588621832634,0.362787076541213,"AZ",2024-06-19,0,1,1,1,1,1,1,0,0,0,1,1,0,1
"145",1.89347520582033,0.400855707399106,"AZ",2024-06-20,1,0,0,1,1,1,1,0,0,0,1,1,0,1
"146",1.47350772520029,0.353071020190179,"AZ",2024-06-21,0,1,1,1,1,1,1,0,1,0,1,1,0,1
"147",0.586093658170216,0.346030677034608,"AZ",2024-06-22,1,1,1,1,1,1,1,0,1,1,1,1,0,1
"148",0.921215576339785,0.296158326498992,"AZ",2024-06-23,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"149",1.58536221217116,0.390235746697872,"AZ",2024-06-24,0,1,1,1,1,1,1,0,0,0,1,1,0,1
"150",3.78634560841441,0.363324685824973,"AZ",2024-06-25,0,1,1,1,1,1,1,0,1,0,1,1,0,1
"151",3.43221734138145,0.491741129354514,"AZ",2024-06-26,0,0,0,1,1,1,1,0,0,0,1,0,0,1
"152",NA,NA,"AZ",2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",0.687689732971301,0.367496276100748,"AZ",2024-06-28,0,1,1,1,1,1,1,0,1,0,1,1,1,1
"154",1.6070399899519,0.563634141340945,"AZ",2024-06-29,0,1,1,1,1,1,1,0,1,0,1,1,1,1
"155",6.34125386616343,0.49627620664992,"AZ",2024-06-30,0,1,0,0,0,1,1,0,0,0,0,0,0,1
"156",12.3257466205284,0.470855536811502,"AZ",2024-07-01,0,1,0,0,1,1,0,0,0,0,0,0,0,0
"157",4.6940236193127,0.402906388757079,"AZ",2024-07-02,0,1,1,1,1,0,1,0,0,0,1,1,0,1
"158",NA,NA,"AZ",2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159",0.785152887662702,0.20718734050482,"AZ",2024-07-04,1,1,0,1,1,1,1,1,1,0,1,1,0,1
"160",0.773735400948289,0.393297886328894,"AZ",2024-07-05,0,1,1,1,1,1,1,0,1,0,1,1,0,1
"161",1.27027652937414,0.373445385710172,"AZ",2024-07-06,0,1,1,1,1,1,1,0,1,0,1,0,0,1
"162",2.1360475132126,0.471483839664438,"AZ",2024-07-07,0,1,1,1,0,0,1,0,1,0,1,1,0,1
"163",16.3495159312218,0.475097130988021,"AZ",2024-07-08,0,1,0,1,0,0,1,0,0,0,1,0,0,1
"164",13.5247495685975,0.450959100879204,"AZ",2024-07-09,0,0,1,1,1,0,1,0,0,0,1,0,0,1
"165",7.64266553823199,0.463621857534507,"AZ",2024-07-10,0,0,1,1,1,0,1,0,0,0,1,1,0,1
"166",1.56007270966835,0.441007113995897,"AZ",2024-07-11,0,1,1,1,0,1,1,0,1,0,1,0,1,1
"167",1.12280795270785,0.431863280779082,"AZ",2024-07-12,0,1,1,1,1,1,1,0,0,0,1,1,0,1
"168",NA,NA,"AZ",2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169",5.12720455265908,0.400271096527638,"CA",2024-06-02,0,1,1,1,0,0,0,1,0,0,0,0,0,0
"170",7.00324534430124,0.392682195234511,"CA",2024-06-03,1,0,1,1,0,1,0,0,0,0,0,0,0,0
"171",9.40325854826695,0.400622199613472,"CA",2024-06-04,1,0,1,1,0,1,0,0,0,0,0,0,0,0
"172",18.0535539026471,0.39714176304261,"CA",2024-06-05,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"173",12.685790055812,0.37201626873534,"CA",2024-06-06,0,0,1,1,1,1,1,0,0,0,0,0,1,1
"174",2.95560886277167,0.33945701225429,"CA",2024-06-07,1,1,1,0,1,1,1,0,0,0,1,0,0,0
"175",6.69120109771876,0.419684026045372,"CA",2024-06-08,0,0,1,1,1,0,1,0,0,0,1,1,0,1
"176",8.39393160202376,0.405011459014999,"CA",2024-06-09,0,0,1,1,0,1,1,0,0,0,1,0,0,1
"177",9.30441245357263,0.380074131517496,"CA",2024-06-10,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"178",15.3619367590932,0.412735826929035,"CA",2024-06-11,0,0,1,1,0,1,1,0,0,0,0,0,0,1
"179",14.0288087674433,0.417336816292581,"CA",2024-06-12,0,0,0,1,0,1,1,0,0,0,0,0,1,1
"180",12.8813791068963,0.411955026655726,"CA",2024-06-13,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"181",9.79528390101784,0.452570766659824,"CA",2024-06-14,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"182",4.44096524796131,0.422274061276423,"CA",2024-06-15,0,0,1,1,1,1,0,0,0,0,1,0,0,0
"183",6.46708831173564,0.387962902488749,"CA",2024-06-16,0,0,1,1,1,1,1,0,0,0,0,1,0,1
"184",9.00922426238979,0.427581823209113,"CA",2024-06-17,0,0,1,1,0,1,0,0,0,0,1,0,1,0
"185",10.9939020026909,0.38958317492717,"CA",2024-06-18,0,0,1,1,1,0,1,0,0,0,0,0,0,1
"186",18.8851148844812,0.423816604753866,"CA",2024-06-19,0,0,0,1,0,1,1,0,0,0,0,0,0,1
"187",7.4695663701435,0.395756145270079,"CA",2024-06-20,0,1,0,1,1,1,0,0,0,1,0,0,1,0
"188",11.5017871962567,0.404412944958095,"CA",2024-06-21,0,1,0,1,1,0,1,0,0,0,1,0,0,1
"189",4.3097357041341,0.391138089835405,"CA",2024-06-22,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"190",5.33129261581213,0.40062331520198,"CA",2024-06-23,0,0,1,1,0,1,1,0,0,0,1,0,0,1
"191",8.37787177847902,0.42574187348695,"CA",2024-06-24,0,0,1,1,0,1,1,0,0,0,0,0,0,1
"192",15.3504934761169,0.428270402445144,"CA",2024-06-25,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"193",29.8267709373518,0.414163354916746,"CA",2024-06-26,0,1,0,0,0,0,0,0,0,1,1,0,0,0
"194",33.8202442726926,0.439890700662039,"CA",2024-06-27,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"195",31.0883006031012,0.446400309965137,"CA",2024-06-28,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"196",23.3487939419385,0.461215808013357,"CA",2024-06-29,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"197",21.8143264215827,0.465760874975191,"CA",2024-06-30,0,1,1,1,1,0,1,0,1,0,0,0,0,1
"198",35.7896435747533,0.467261638215015,"CA",2024-07-01,0,1,0,1,1,0,1,0,0,0,0,0,0,1
"199",22.627010743345,0.474279938221106,"CA",2024-07-02,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"200",25.5498720228427,0.486222511815685,"CA",2024-07-03,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"201",8.71657047135513,0.499109445645875,"CA",2024-07-04,0,1,0,1,0,0,1,0,0,1,1,0,0,1
"202",20.2707710413506,0.562068072683695,"CA",2024-07-05,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"203",19.659693445027,0.565744845135,"CA",2024-07-06,0,1,1,1,0,0,0,0,0,0,1,0,0,0
"204",26.2713280707272,0.576816701435442,"CA",2024-07-07,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"205",28.8713666969162,0.568499531018569,"CA",2024-07-08,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"206",38.5344190686055,0.603520764477672,"CA",2024-07-09,0,0,1,0,0,0,1,0,0,0,1,0,0,1
"207",29.2045753566077,0.536242094967903,"CA",2024-07-10,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"208",30.0003665313761,0.59182272664818,"CA",2024-07-11,0,1,1,0,0,0,1,0,0,0,0,0,0,1
"209",62.055453626319,0.620524184202158,"CA",2024-07-12,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"210",18.8858599072204,0.593140396775037,"CA",2024-07-13,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"211",NA,NA,"CO",2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",NA,NA,"CO",2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",0.305437376121377,0.277956766123512,"CO",2024-06-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"214",0.747109425658221,0.273062771527038,"CO",2024-06-05,1,0,1,1,1,1,1,0,0,0,1,1,1,1
"215",0.5842372480063,0.303711493728242,"CO",2024-06-06,0,1,1,1,1,1,1,0,1,0,1,1,1,1
"216",NA,NA,"CO",2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",NA,NA,"CO",2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",NA,NA,"CO",2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",1.59350263855831,0.40025769242438,"CO",2024-06-10,1,1,0,1,1,1,1,1,0,1,1,0,1,1
"220",0.566006917974047,0.441520415352705,"CO",2024-06-11,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"221",0.293630969774648,0.252568828754284,"CO",2024-06-12,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"222",0.673686425553346,0.368136296624451,"CO",2024-06-13,0,1,1,1,1,1,1,0,1,0,1,1,1,1
"223",0.678252270613874,0.376950168512179,"CO",2024-06-14,0,1,1,1,1,1,1,0,1,0,1,1,1,1
"224",NA,NA,"CO",2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",NA,NA,"CO",2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",0.312808667378854,0.256237730426852,"CO",2024-06-17,1,1,1,1,1,1,1,1,0,1,1,0,1,1
"227",NA,NA,"CO",2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
