"","es_score","brier_score","location","target_date","X21L_50_CI","X22F_50_CI","X23A_50_CI","X23B_50_CI","X23D_50_CI","X23F_50_CI","X23H_50_CI","X23I_50_CI","X24A_50_CI","other_50_CI","X21L_95_CI","X22F_95_CI","X23A_95_CI","X23B_95_CI","X23D_95_CI","X23F_95_CI","X23H_95_CI","X23I_95_CI","X24A_95_CI","other_95_CI"
"27",NA,NA,"AK",2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",NA,NA,"AK",2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",NA,NA,"AK",2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",NA,NA,"AK",2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",NA,NA,"AK",2024-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",NA,NA,"AK",2024-01-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",0.125615666926213,0.0749626211746741,"AK",2024-01-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
"34",0.813013145028018,0.288704931331027,"AK",2024-01-05,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
"35",NA,NA,"AK",2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",NA,NA,"AK",2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",0.0924753823013915,0.0541927617442271,"AK",2024-01-08,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
"38",0.46608890294807,0.0500380830405982,"AK",2024-01-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"39",0.247794980506269,0.0462565427849304,"AK",2024-01-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"40",0.0798846672491425,0.0428268433249781,"AK",2024-01-11,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
"41",NA,NA,"AK",2024-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,NA,"AK",2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",0.692269856424505,0.506589313754545,"AL",2023-12-03,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"44",NA,NA,"AL",2023-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",NA,NA,"AL",2023-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",NA,NA,"AL",2023-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",0.699963715604009,0.515960431808161,"AL",2023-12-07,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
"48",NA,NA,"AL",2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,"AL",2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,"AL",2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",0.209096354071787,0.138496082012174,"AL",2023-12-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
"52",NA,NA,"AL",2023-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",NA,NA,"AL",2023-12-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",NA,NA,"AL",2023-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",0.810518944014512,0.394238087705259,"AL",2023-12-15,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1
"56",NA,NA,"AL",2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,"AL",2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",0.872797074374285,0.610283447060663,"AL",2023-12-18,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"59",NA,NA,"AL",2023-12-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",NA,NA,"AL",2023-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",NA,NA,"AL",2023-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,NA,"AL",2023-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,"AL",2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,"AL",2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",NA,NA,"AL",2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",NA,NA,"AL",2023-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",NA,NA,"AL",2023-12-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",0.364155494963237,0.246654759825669,"AL",2023-12-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
"69",NA,NA,"AL",2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",NA,NA,"AL",2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",NA,NA,"AL",2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",NA,NA,"AL",2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",0.315958842185104,0.233121446748919,"AL",2024-01-02,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1
"74",1.01216909560978,0.477722288117305,"AL",2024-01-03,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1
"75",0.284810449067408,0.209543303508661,"AL",2024-01-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"76",NA,NA,"AL",2024-01-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,"AL",2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",0.957523321623419,0.333876913332553,"AL",2024-01-07,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
"79",NA,NA,"AL",2024-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",NA,NA,"AL",2024-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",NA,NA,"AL",2024-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",NA,NA,"AL",2024-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",NA,NA,"AL",2024-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,"AL",2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",NA,NA,"AR",2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",NA,NA,"AR",2023-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",0.469286504970796,0.347897921847684,"AR",2023-12-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
"88",NA,NA,"AR",2023-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",1.63310125620765,0.582440811924092,"AR",2023-12-07,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0
"90",NA,NA,"AR",2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",NA,NA,"AR",2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",0.504319205365677,0.365630448495663,"AR",2023-12-10,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"93",NA,NA,"AR",2023-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",0.912180663599524,0.458393117504326,"AR",2023-12-12,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1
"95",0.810568255370592,0.584333461662851,"AR",2023-12-13,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1
"96",2.31176188839738,0.405459033024789,"AR",2023-12-14,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1
"97",0.416856474605257,0.290369896772163,"AR",2023-12-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
"98",NA,NA,"AR",2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",1.8439491351782,0.510272177398783,"AR",2023-12-18,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1
"101",1.24887240015046,0.414144671265593,"AR",2023-12-19,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0
"102",NA,NA,"AR",2023-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",2.27635040884131,0.487700029835924,"AR",2023-12-21,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1
"104",1.36530368306941,0.458805196988357,"AR",2023-12-22,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"105",NA,NA,"AR",2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",NA,NA,"AR",2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",NA,NA,"AR",2023-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",0.777720621726788,0.391331962280141,"AR",2023-12-27,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1
"110",2.05468086622726,0.430277205415965,"AR",2023-12-28,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1
"111",NA,NA,"AR",2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",NA,NA,"AR",2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",NA,NA,"AR",2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",0.108623721279877,0.0835727842264089,"AR",2024-01-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
"116",0.536777409054989,0.0766586483379776,"AR",2024-01-03,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1
"117",1.14459497341442,0.328416069952511,"AR",2024-01-04,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1
"118",0.0815695612876786,0.0643242636618674,"AR",2024-01-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"119",NA,NA,"AR",2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",NA,NA,"AR",2024-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",NA,NA,"AR",2024-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",1.09857124921621,0.774449792528982,"AR",2024-01-10,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0
"124",0.153616548836904,0.037890475870674,"AR",2024-01-11,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
"125",0.961098674792603,0.412170765247067,"AR",2024-01-12,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
"126",NA,NA,"AR",2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",2.62406867569101,0.327511052475551,"AZ",2023-12-03,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0
"128",2.57671406493494,0.364909539410872,"AZ",2023-12-04,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1
"129",4.16382846634291,0.301947874833476,"AZ",2023-12-05,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
"130",2.64120852210911,0.404521917525453,"AZ",2023-12-06,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1
"131",1.66593937854423,0.299348219469425,"AZ",2023-12-07,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0
"132",0.738175827663102,0.297556791175136,"AZ",2023-12-08,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
"133",1.11312110406401,0.18282657406735,"AZ",2023-12-09,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"134",1.06220148145303,0.455177554112801,"AZ",2023-12-10,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1
"135",1.70255181396369,0.397107923805781,"AZ",2023-12-11,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
"136",3.56473324993263,0.474796917487122,"AZ",2023-12-12,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1
"137",2.83499323439551,0.42357018683937,"AZ",2023-12-13,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1
"138",2.09917349398874,0.381701560206968,"AZ",2023-12-14,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1
"139",1.05930704301473,0.367803976421122,"AZ",2023-12-15,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
"140",2.07691696563267,0.388712872360226,"AZ",2023-12-16,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0
"141",2.00292717948733,0.263937807529287,"AZ",2023-12-17,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1
"142",4.65687644254557,0.407488975931396,"AZ",2023-12-18,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
"143",4.42675826107024,0.376561210235567,"AZ",2023-12-19,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0
"144",1.02674799475526,0.341448113428571,"AZ",2023-12-20,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"145",1.67174370193006,0.39288657351439,"AZ",2023-12-21,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1
"146",0.95474220117217,0.381041069718711,"AZ",2023-12-22,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1
"147",1.14900288879525,0.353604886548891,"AZ",2023-12-23,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0
"148",2.38736170250638,0.334081286752024,"AZ",2023-12-24,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1
"149",2.30695912569727,0.348316129821914,"AZ",2023-12-25,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1
"150",5.33592261256289,0.316091205774545,"AZ",2023-12-26,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0
"151",2.33878728377958,0.32623490593002,"AZ",2023-12-27,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0
"152",1.03922472371015,0.313501276311592,"AZ",2023-12-28,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1
"153",0.790497140680462,0.345709646388788,"AZ",2023-12-29,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
"154",0.610632266194113,0.149707744911213,"AZ",2023-12-30,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1
"155",1.23274746524186,0.188824866257186,"AZ",2023-12-31,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"156",3.48109214346669,0.307246069395754,"AZ",2024-01-01,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0
"157",2.87679044130789,0.302059431751784,"AZ",2024-01-02,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1
"158",0.844578759774909,0.314184212192645,"AZ",2024-01-03,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1
"159",0.880347887629772,0.234834916791213,"AZ",2024-01-04,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1
"160",0.371953052962881,0.236967139342589,"AZ",2024-01-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
"161",1.34417006720598,0.14271222961615,"AZ",2024-01-06,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1
"162",1.57524248158728,0.0788803209571416,"AZ",2024-01-07,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1
"163",1.89577129104251,0.175679356920271,"AZ",2024-01-08,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0
"164",1.96706005362156,0.191053110189207,"AZ",2024-01-09,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1
"165",0.292247219510187,0.0614552288070109,"AZ",2024-01-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
"166",1.56987287277989,0.32129048513233,"AZ",2024-01-11,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1
"167",0.77634593352553,0.219166668322569,"AZ",2024-01-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
"168",0.961184706141238,0.166547067993809,"AZ",2024-01-13,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1
"169",1.28815730009761,0.284273030629217,"CA",2023-12-03,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"170",4.24790980096139,0.378098018115866,"CA",2023-12-04,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
"171",2.22727203226843,0.337695769730554,"CA",2023-12-05,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0
"172",3.17024916737096,0.409697612493309,"CA",2023-12-06,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
"173",2.66616766252131,0.537620727555262,"CA",2023-12-07,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1
"174",1.06948235433727,0.383673320325139,"CA",2023-12-08,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1
"175",1.1667223172734,0.392667306958309,"CA",2023-12-09,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0
"176",2.06232823871826,0.389314211935704,"CA",2023-12-10,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0
"177",2.83780022374699,0.342771767415344,"CA",2023-12-11,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0
"178",2.89301975718167,0.347991350758678,"CA",2023-12-12,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0
"179",5.59434137986872,0.350060807060321,"CA",2023-12-13,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0
"180",3.09036600987261,0.373384437530272,"CA",2023-12-14,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1
"181",2.05611158433389,0.382491609485459,"CA",2023-12-15,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0
