"","es_score","brier_score","location","target_date","X24A_50_CI","X24B_50_CI","X24C_50_CI","X24E_50_CI","recombinant_50_CI","X24G_50_CI","X24D_50_CI","other_50_CI","X24A_95_CI","X24B_95_CI","X24C_95_CI","X24E_95_CI","recombinant_95_CI","X24G_95_CI","X24D_95_CI","other_95_CI"
"40",NA,NA,"AK",2024-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",0.319494574121366,0.270810309660513,"AK",2024-08-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"42",NA,NA,"AK",2024-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,"AL",2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,NA,"AL",2024-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",0.446934788941343,0.300002982779928,"AL",2024-07-09,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"46",NA,NA,"AL",2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",NA,NA,"AL",2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",NA,NA,"AL",2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,"AL",2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,"AL",2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",NA,NA,"AL",2024-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",0.581966756588799,0.431167100245455,"AL",2024-07-16,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
"53",0.485747300338915,0.326270968307471,"AL",2024-07-17,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
"54",NA,NA,"AL",2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",NA,NA,"AL",2024-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,NA,"AL",2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,"AL",2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",NA,NA,"AL",2024-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",NA,NA,"AL",2024-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",0.502424442033007,0.37221612837029,"AL",2024-07-24,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"61",NA,NA,"AL",2024-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",0.529005179905545,0.36576220737022,"AL",2024-07-26,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"63",NA,NA,"AL",2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,"AL",2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",NA,NA,"AL",2024-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",NA,NA,"AL",2024-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",NA,NA,"AL",2024-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",NA,NA,"AL",2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",0.80733181346139,0.576703380619963,"AL",2024-08-02,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"70",0.606367314479981,0.409943744897655,"AL",2024-08-03,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"71",NA,NA,"AL",2024-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",NA,NA,"AL",2024-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",NA,NA,"AL",2024-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",NA,NA,"AL",2024-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",0.961857779817946,0.483649372947761,"AL",2024-08-08,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1
"76",NA,NA,"AL",2024-08-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,"AL",2024-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",NA,NA,"AL",2024-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",NA,NA,"AL",2024-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",1.23739637996547,0.393290423793474,"AL",2024-08-13,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
"81",NA,NA,"AL",2024-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",0.885748300752472,0.628825400297032,"AL",2024-08-15,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"83",NA,NA,"AL",2024-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,"AL",2024-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",NA,NA,"AR",2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",0.438801434616859,0.209772702080369,"AR",2024-07-08,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"87",0.565698789288254,0.41889639067996,"AR",2024-07-09,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
"88",0.574349646793299,0.417395499255002,"AR",2024-07-10,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"89",NA,NA,"AR",2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",NA,NA,"AR",2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",NA,NA,"AR",2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,"AR",2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",NA,NA,"AR",2024-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",NA,NA,"AR",2024-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",0.500687363575017,0.449849086920455,"AR",2024-07-17,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"96",NA,NA,"AR",2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",0.625600025078138,0.499933888103863,"AR",2024-07-19,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"98",NA,NA,"AR",2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",1.04027832080196,0.40810698484127,"AR",2024-07-22,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1
"101",0.480545115791637,0.435836840119799,"AR",2024-07-23,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
"102",1.16930207507858,0.438634595736804,"AR",2024-07-24,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"103",NA,NA,"AR",2024-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",0.597824602011235,0.417132387329654,"AR",2024-07-26,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"105",NA,NA,"AR",2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",2.82345167487635,0.422766762408363,"AR",2024-07-29,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1
"108",0.621237020668645,0.425085343650659,"AR",2024-07-30,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"109",NA,NA,"AR",2024-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",NA,NA,"AR",2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",NA,NA,"AR",2024-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",NA,NA,"AR",2024-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2024-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",0.670910932602636,0.374145075324291,"AR",2024-08-05,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"115",0.712487622261312,0.373202968377208,"AR",2024-08-06,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"116",0.510451489941898,0.43656390868385,"AR",2024-08-07,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"117",NA,NA,"AR",2024-08-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",0.732363999107993,0.337809243743034,"AR",2024-08-09,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1
"119",NA,NA,"AR",2024-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2024-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",1.33245598514133,0.506648784892141,"AR",2024-08-12,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"122",4.23885166055433,0.399691314370763,"AR",2024-08-13,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1
"123",NA,NA,"AR",2024-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",0.606753009439829,0.368347593784884,"AR",2024-08-15,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
"125",NA,NA,"AR",2024-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,NA,"AR",2024-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",0.846074125514566,0.376399986514299,"AZ",2024-07-07,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1
"128",7.69632509307084,0.403887689351259,"AZ",2024-07-08,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1
"129",3.91529497838144,0.370799808846355,"AZ",2024-07-09,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1
"130",2.82366132732631,0.395822119408139,"AZ",2024-07-10,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0
"131",0.738050110000803,0.398563954622747,"AZ",2024-07-11,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
"132",0.687451136709664,0.404769116788886,"AZ",2024-07-12,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"133",NA,NA,"AZ",2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",1.02841114518075,0.512104047710949,"AZ",2024-07-14,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1
"135",2.03288062329861,0.396206075591232,"AZ",2024-07-15,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1
"136",2.39913753769606,0.4114372352241,"AZ",2024-07-16,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1
"137",3.41175837013135,0.400591965716394,"AZ",2024-07-17,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1
"138",5.09112530046551,0.479126256582821,"AZ",2024-07-18,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1
"139",1.03818997407166,0.475456679497352,"AZ",2024-07-19,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1
"140",1.23356793405521,0.411593366044491,"AZ",2024-07-20,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1
"141",4.20258497005928,0.500726269222216,"AZ",2024-07-21,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1
"142",4.62573860940177,0.407095520718576,"AZ",2024-07-22,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1
"143",1.87874509686944,0.412534211266676,"AZ",2024-07-23,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1
"144",5.86585083097994,0.464772599062038,"AZ",2024-07-24,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1
"145",1.2684124873761,0.39837320625595,"AZ",2024-07-25,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1
"146",1.3703065582444,0.44189298645987,"AZ",2024-07-26,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
"147",2.48835403889829,0.526538587719138,"AZ",2024-07-27,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1
"148",2.45249147917893,0.430758048281375,"AZ",2024-07-28,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0
"149",5.01658367827546,0.432768141973902,"AZ",2024-07-29,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1
"150",2.23463050162163,0.444308943838658,"AZ",2024-07-30,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1
"151",1.27069046787269,0.349862694546718,"AZ",2024-07-31,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1
"152",0.592488239636843,0.268573635841418,"AZ",2024-08-01,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"153",0.748013417454879,0.521592092659595,"AZ",2024-08-02,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"154",2.08970135638457,0.416799122979621,"AZ",2024-08-03,0,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1
"155",2.30028655733328,0.492969610975195,"AZ",2024-08-04,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1
"156",5.10914061672895,0.49444388112936,"AZ",2024-08-05,0,1,0,0,1,1,1,1,0,0,1,0,1,1,0,1
"157",6.43325213385735,0.439376278623113,"AZ",2024-08-06,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1
"158",7.88464745410894,0.451013959064747,"AZ",2024-08-07,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
"159",1.25240561970595,0.395460342198301,"AZ",2024-08-08,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1
"160",2.03895286592248,0.398213409932258,"AZ",2024-08-09,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1
"161",1.34076394906009,0.465804234760125,"AZ",2024-08-10,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1
"162",1.41540996871165,0.432616612684217,"AZ",2024-08-11,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1
"163",1.31315411239558,0.380930729751783,"AZ",2024-08-12,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1
"164",6.65220480110493,0.420886683528212,"AZ",2024-08-13,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
"165",3.2207841726278,0.506293498947872,"AZ",2024-08-14,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1
"166",3.57815509422327,0.472247592807505,"AZ",2024-08-15,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1
"167",2.49411890197651,0.53303670580425,"AZ",2024-08-16,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1
"168",1.73712842097306,0.438482412058633,"AZ",2024-08-17,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1
"169",5.69706248112987,0.38478763976803,"CA",2024-07-07,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1
"170",8.45856845660847,0.402032529827566,"CA",2024-07-08,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1
"171",14.3778902011584,0.404738793889154,"CA",2024-07-09,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1
"172",8.96038935697304,0.411002186701043,"CA",2024-07-10,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1
"173",10.3252800256816,0.410977239910773,"CA",2024-07-11,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1
"174",9.89019060852892,0.399734249037886,"CA",2024-07-12,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
"175",3.99541431588892,0.407683429898521,"CA",2024-07-13,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1
"176",10.7955637022956,0.397034575312496,"CA",2024-07-14,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0
"177",8.33680704016913,0.406860436562772,"CA",2024-07-15,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
"178",15.8473638502248,0.418216576834501,"CA",2024-07-16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"179",5.80507367376921,0.405062468261855,"CA",2024-07-17,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1
"180",7.54730823165323,0.393873744253764,"CA",2024-07-18,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1
"181",3.62082353658284,0.407170197948649,"CA",2024-07-19,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1
"182",3.51432608950338,0.399525347106429,"CA",2024-07-20,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1
"183",13.3287804550227,0.427316327932111,"CA",2024-07-21,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1
"184",17.716955025049,0.414073735812674,"CA",2024-07-22,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1
"185",12.4200159664546,0.413010634805605,"CA",2024-07-23,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1
"186",17.3025217619585,0.434525378868419,"CA",2024-07-24,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1
"187",11.0440417442618,0.424119382016761,"CA",2024-07-25,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
"188",13.0215176689393,0.434472234664355,"CA",2024-07-26,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1
"189",8.09945232396567,0.419981232830164,"CA",2024-07-27,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1
"190",3.17360532065969,0.383769849435144,"CA",2024-07-28,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1
"191",11.798906545328,0.437772014150975,"CA",2024-07-29,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1
"192",14.1905821290506,0.434476750619778,"CA",2024-07-30,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1
"193",7.89775085830092,0.411315294364468,"CA",2024-07-31,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
"194",12.2140406728142,0.42175764379512,"CA",2024-08-01,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1
"195",8.45935749608991,0.42384317575138,"CA",2024-08-02,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"196",3.42138630424334,0.396193032394468,"CA",2024-08-03,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1
"197",17.4027280702535,0.425706357951179,"CA",2024-08-04,0,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1
"198",33.5322107710044,0.440772093979569,"CA",2024-08-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"199",16.4806817208202,0.431288003710318,"CA",2024-08-06,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"200",19.3020535753287,0.433311297415935,"CA",2024-08-07,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1
"201",9.99089156880253,0.426387617698202,"CA",2024-08-08,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1
"202",16.0718786182825,0.424436783346618,"CA",2024-08-09,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
"203",18.8033641773577,0.462779557571472,"CA",2024-08-10,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1
"204",19.1439167176237,0.466393203900828,"CA",2024-08-11,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
"205",24.3603171690863,0.453369858283061,"CA",2024-08-12,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"206",16.3701883247052,0.474344689097803,"CA",2024-08-13,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
"207",10.3457664852446,0.425326342933255,"CA",2024-08-14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"208",19.2521797972959,0.474025257725603,"CA",2024-08-15,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
"209",7.6348442513431,0.475639131079025,"CA",2024-08-16,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1
"210",10.9593813411534,0.474955596852849,"CA",2024-08-17,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
"211",NA,NA,"CO",2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
