"","es_score","brier_score","location","target_date","X22E_50_CI","X22F_50_CI","X23A_50_CI","X23B_50_CI","X23C_50_CI","X23D_50_CI","X23E_50_CI","X23F_50_CI","other_50_CI","X22E_95_CI","X22F_95_CI","X23A_95_CI","X23B_95_CI","X23C_95_CI","X23D_95_CI","X23E_95_CI","X23F_95_CI","other_95_CI"
"21",0.298055025857431,0.244317987125984,"AK",2023-07-01,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"22",0.292764085215271,0.240607156514006,"AK",2023-07-02,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
"23",0.750546585124146,0.56012757278965,"AK",2023-07-03,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1
"24",NA,NA,"AK",2023-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",NA,NA,"AK",2023-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",NA,NA,"AK",2023-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",NA,NA,"AK",2023-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",NA,NA,"AK",2023-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",NA,NA,"AK",2023-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",NA,NA,"AK",2023-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",NA,NA,"AK",2023-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",NA,NA,"AK",2023-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",NA,NA,"AK",2023-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",NA,NA,"AK",2023-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",NA,NA,"AK",2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",0.766219988724882,0.501123327212538,"AK",2023-07-16,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1
"37",NA,NA,"AK",2023-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",NA,NA,"AK",2023-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",NA,NA,"AK",2023-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",NA,NA,"AK",2023-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",NA,NA,"AK",2023-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,NA,"AK",2023-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,"AL",2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,NA,"AL",2023-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",NA,NA,"AL",2023-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",NA,NA,"AL",2023-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",NA,NA,"AL",2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",NA,NA,"AL",2023-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,"AL",2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,"AL",2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",NA,NA,"AL",2023-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",NA,NA,"AL",2023-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",0.385199049461026,0.236577965807367,"AL",2023-06-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"54",NA,NA,"AL",2023-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",NA,NA,"AL",2023-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,NA,"AL",2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,"AL",2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",0.863252094643309,0.608190742350771,"AL",2023-06-26,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
"59",0.727213716062384,0.52411775191445,"AL",2023-06-27,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1
"60",0.424565352773509,0.345825472105644,"AL",2023-06-28,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"61",NA,NA,"AL",2023-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,NA,"AL",2023-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,"AL",2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",0.520778077391352,0.32156692415472,"AL",2023-07-02,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"65",NA,NA,"AL",2023-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",NA,NA,"AL",2023-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",1.171331292006,0.451435651196503,"AL",2023-07-05,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1
"68",0.634608989679148,0.453696343179475,"AL",2023-07-06,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"69",0.366219568099043,0.307198062961938,"AL",2023-07-07,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"70",NA,NA,"AL",2023-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",0.701192030972221,0.509005692163524,"AL",2023-07-09,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1
"72",NA,NA,"AL",2023-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",NA,NA,"AL",2023-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",0.62458360144665,0.401028738357337,"AL",2023-07-12,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"75",0.350764801859763,0.292276852469034,"AL",2023-07-13,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"76",0.714675708734134,0.509825548237487,"AL",2023-07-14,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1
"77",NA,NA,"AL",2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",0.663520705038119,0.431945035012173,"AL",2023-07-16,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
"79",0.703789799847752,0.512200265135643,"AL",2023-07-17,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1
"80",NA,NA,"AL",2023-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",0.353078129969004,0.286658463446487,"AL",2023-07-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"82",NA,NA,"AL",2023-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",NA,NA,"AL",2023-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",0.348451671700908,0.287421418114494,"AL",2023-07-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"85",NA,NA,"AR",2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",0.45853700970345,0.10233074428373,"AR",2023-06-12,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"87",0.652785141066144,0.48132212666434,"AR",2023-06-13,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"88",0.635821394825055,0.47098833751008,"AR",2023-06-14,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"89",NA,NA,"AR",2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",0.614270378191391,0.450332613221011,"AR",2023-06-16,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"91",NA,NA,"AR",2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,"AR",2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",0.225543869950392,0.1413516366788,"AR",2023-06-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"94",NA,NA,"AR",2023-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",NA,NA,"AR",2023-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",0.260444709050356,0.160957953647105,"AR",2023-06-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"97",0.260964503243155,0.167869881166943,"AR",2023-06-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"98",NA,NA,"AR",2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",2.20399998901021,0.1896916078654,"AR",2023-06-26,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1
"101",0.457264077353395,0.340987976377321,"AR",2023-06-27,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"102",NA,NA,"AR",2023-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",NA,NA,"AR",2023-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,NA,"AR",2023-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,NA,"AR",2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2023-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",NA,NA,"AR",2023-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",NA,NA,"AR",2023-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",NA,NA,"AR",2023-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",NA,NA,"AR",2023-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",NA,NA,"AR",2023-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",NA,NA,"AR",2023-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2023-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",1.86409094672479,0.585176069999032,"AR",2023-07-10,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1
"115",NA,NA,"AR",2023-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",NA,NA,"AR",2023-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",0.492419616312305,0.33619203769413,"AR",2023-07-13,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"118",NA,NA,"AR",2023-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",NA,NA,"AR",2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2023-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",0.555531060280277,0.373065724813376,"AR",2023-07-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"122",NA,NA,"AR",2023-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",1.07996949346844,0.518106896913466,"AR",2023-07-19,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
"124",NA,NA,"AR",2023-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",0.255225836729871,0.177709321587738,"AR",2023-07-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"126",NA,NA,"AR",2023-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",1.09278227430505,0.224082682928237,"AZ",2023-06-11,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0
"128",1.19854157001654,0.352190865931007,"AZ",2023-06-12,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1
"129",2.31724762981623,0.4530425884395,"AZ",2023-06-13,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1
"130",2.24644516758966,0.288790859728604,"AZ",2023-06-14,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1
"131",1.37976360393031,0.649449044529222,"AZ",2023-06-15,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1
"132",1.01844015290603,0.247817417624204,"AZ",2023-06-16,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
"133",0.514145068550206,0.322434380366333,"AZ",2023-06-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"134",6.67025160132445,0.446090851520971,"AZ",2023-06-18,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1
"135",4.11633897721035,0.412556141648934,"AZ",2023-06-19,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0
"136",3.49367930117475,0.464861214385084,"AZ",2023-06-20,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1
"137",1.96365607212014,0.366565664370671,"AZ",2023-06-21,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1
"138",1.96299093176306,0.41012439422247,"AZ",2023-06-22,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0
"139",0.296309164991694,0.196512414143449,"AZ",2023-06-23,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
"140",1.24029947888449,0.415131604250845,"AZ",2023-06-24,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1
"141",1.28807859393208,0.36820244431388,"AZ",2023-06-25,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1
"142",2.04760399977343,0.364349131336479,"AZ",2023-06-26,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1
"143",4.35812956770381,0.351663537875062,"AZ",2023-06-27,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1
"144",1.96823990378243,0.346899297445112,"AZ",2023-06-28,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1
"145",2.19717786043482,0.370132623638256,"AZ",2023-06-29,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1
"146",1.12193528947637,0.37058795237405,"AZ",2023-06-30,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1
"147",1.23307224242437,0.297583518287809,"AZ",2023-07-01,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1
"148",2.28680877372878,0.362296845465477,"AZ",2023-07-02,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1
"149",4.05622676558816,0.3329177400533,"AZ",2023-07-03,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1
"150",3.35622211233919,0.356814629477365,"AZ",2023-07-04,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1
"151",1.25038088032514,0.38126572655705,"AZ",2023-07-05,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1
"152",1.14172176733985,0.426612741801052,"AZ",2023-07-06,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1
"153",0.445917375391388,0.305911958295285,"AZ",2023-07-07,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"154",1.87164089350569,0.394033870293474,"AZ",2023-07-08,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0
"155",3.7600801618808,0.393188662350273,"AZ",2023-07-09,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0
"156",2.65431923831608,0.387617413329955,"AZ",2023-07-10,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0
"157",2.63726145610743,0.388291009193341,"AZ",2023-07-11,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1
"158",3.61824198671311,0.396060244725477,"AZ",2023-07-12,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0
"159",3.5825544623889,0.391131292651777,"AZ",2023-07-13,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0
"160",1.48186266431188,0.424189761584799,"AZ",2023-07-14,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1
"161",1.83823615410666,0.403090272034264,"AZ",2023-07-15,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1
"162",3.1969794846118,0.393703608477675,"AZ",2023-07-16,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1
"163",6.37570031338177,0.419208064757685,"AZ",2023-07-17,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1
"164",2.56977587173118,0.411043570567613,"AZ",2023-07-18,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1
"165",3.51014578698496,0.39648357267871,"AZ",2023-07-19,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1
"166",1.13339546916727,0.396699491443579,"AZ",2023-07-20,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1
"167",1.66188757095965,0.381980199847418,"AZ",2023-07-21,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1
"168",1.70998219969266,0.39388825819019,"AZ",2023-07-22,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1
"169",0.768234233463012,0.340571039178221,"CA",2023-06-11,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
"170",1.71238237147791,0.375186486569093,"CA",2023-06-12,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0
"171",1.74772262208205,0.327912793794114,"CA",2023-06-13,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1
"172",2.53066201611213,0.388496859205667,"CA",2023-06-14,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1
"173",1.41576597901775,0.355461317194842,"CA",2023-06-15,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1
"174",1.7835809792461,0.398480469946172,"CA",2023-06-16,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0
"175",1.333838422441,0.484298815159326,"CA",2023-06-17,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1
"176",0.555835936563375,0.381334728322648,"CA",2023-06-18,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"177",2.43211980269991,0.377590443913816,"CA",2023-06-19,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1
"178",2.73004677653441,0.393045673769348,"CA",2023-06-20,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1
"179",3.29606845499954,0.44650760844941,"CA",2023-06-21,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0
"180",2.64602186591535,0.423607492619766,"CA",2023-06-22,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1
"181",3.98593826230773,0.412613468267559,"CA",2023-06-23,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1
"182",1.67550015388165,0.424669320208616,"CA",2023-06-24,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1
"183",1.28586741475192,0.355479668206034,"CA",2023-06-25,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1
"184",1.85214753405713,0.401892309954812,"CA",2023-06-26,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1
"185",1.75241832313264,0.377913326385782,"CA",2023-06-27,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1
"186",3.51837801772004,0.454236823662498,"CA",2023-06-28,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1
"187",2.70299633052121,0.401952074935516,"CA",2023-06-29,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1
"188",1.89872874416667,0.386482323785195,"CA",2023-06-30,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1
"189",1.4263443937339,0.433447262000933,"CA",2023-07-01,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1
"190",1.55344194590184,0.374709627349797,"CA",2023-07-02,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1
"191",2.82345833166792,0.403756318661926,"CA",2023-07-03,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1
"192",1.75675483523879,0.387852369361543,"CA",2023-07-04,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1
"193",6.56811295700022,0.44585637337439,"CA",2023-07-05,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
"194",2.79863354926403,0.38250872046454,"CA",2023-07-06,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1
"195",2.12788539169633,0.449103267404677,"CA",2023-07-07,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1
