"","es_score","brier_score","location","target_date","X24A_50_CI","X24B_50_CI","X24C_50_CI","X24D_50_CI","X24G_50_CI","other_50_CI","X24A_95_CI","X24B_95_CI","X24C_95_CI","X24D_95_CI","X24G_95_CI","other_95_CI"
"42",NA,NA,"AK",2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,"AL",2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,NA,"AL",2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",NA,NA,"AL",2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",NA,NA,"AL",2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",NA,NA,"AL",2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",NA,NA,"AL",2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,"AL",2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,"AL",2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",1.57067938814815,0.539801752814931,"AL",2024-05-06,1,1,0,1,1,1,0,0,0,1,1,1
"52",NA,NA,"AL",2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",NA,NA,"AL",2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",NA,NA,"AL",2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",NA,NA,"AL",2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,NA,"AL",2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,"AL",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",NA,NA,"AL",2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",NA,NA,"AL",2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",NA,NA,"AL",2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",NA,NA,"AL",2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,NA,"AL",2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,"AL",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,"AL",2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",NA,NA,"AL",2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",NA,NA,"AL",2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",NA,NA,"AL",2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",NA,NA,"AL",2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",NA,NA,"AL",2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",NA,NA,"AL",2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",NA,NA,"AL",2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",NA,NA,"AL",2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",NA,NA,"AL",2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",NA,NA,"AL",2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",NA,NA,"AL",2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",NA,NA,"AL",2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,"AL",2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",NA,NA,"AL",2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",NA,NA,"AL",2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",NA,NA,"AL",2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",NA,NA,"AL",2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",NA,NA,"AL",2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",NA,NA,"AL",2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,"AL",2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",NA,NA,"AR",2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",NA,NA,"AR",2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",NA,NA,"AR",2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",NA,NA,"AR",2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",NA,NA,"AR",2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",NA,NA,"AR",2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",NA,NA,"AR",2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,"AR",2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",NA,NA,"AR",2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",NA,NA,"AR",2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",0.194860484396243,0.129131143651752,"AR",2024-05-08,1,1,1,1,1,1,1,1,1,1,1,1
"96",NA,NA,"AR",2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",NA,NA,"AR",2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",NA,NA,"AR",2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",NA,NA,"AR",2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",NA,NA,"AR",2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",NA,NA,"AR",2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",NA,NA,"AR",2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,NA,"AR",2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,NA,"AR",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",NA,NA,"AR",2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",NA,NA,"AR",2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",NA,NA,"AR",2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",NA,NA,"AR",2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",NA,NA,"AR",2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",NA,NA,"AR",2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",NA,NA,"AR",2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",NA,NA,"AR",2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",NA,NA,"AR",2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",NA,NA,"AR",2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",NA,NA,"AR",2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",NA,NA,"AR",2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",NA,NA,"AR",2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",NA,NA,"AR",2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",NA,NA,"AR",2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",NA,NA,"AR",2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",NA,NA,"AR",2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,NA,"AR",2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",0.425103845509558,0.0556762800149519,"AZ",2024-04-28,1,1,1,1,1,1,1,1,1,1,1,1
"128",0.629152327656318,0.290223764214762,"AZ",2024-04-29,1,1,1,1,1,1,1,0,0,1,1,1
"129",1.08249431837999,0.28140795548332,"AZ",2024-04-30,1,1,0,1,1,1,0,0,1,1,1,1
"130",0.292148736523444,0.0732494610249341,"AZ",2024-05-01,1,1,1,1,1,1,1,1,1,1,1,1
"131",0.319795687834732,0.0800170057295269,"AZ",2024-05-02,1,1,1,1,1,1,0,1,0,1,1,1
"132",0.619222822010344,0.0872646819909784,"AZ",2024-05-03,1,1,1,1,1,1,0,0,0,1,1,1
"133",NA,NA,"AZ",2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",NA,NA,"AZ",2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",1.42542563043665,0.111993849667364,"AZ",2024-05-06,0,1,1,1,1,1,0,0,0,1,1,1
"136",1.14631452528184,0.121253290409625,"AZ",2024-05-07,0,1,1,1,1,1,0,0,0,1,1,1
"137",2.18744547331884,0.178021957999775,"AZ",2024-05-08,0,1,0,1,1,1,0,0,0,1,0,1
"138",0.569479623533367,0.275939885854508,"AZ",2024-05-09,1,1,1,1,1,1,0,1,0,1,1,1
"139",1.63989317806463,0.390814304418429,"AZ",2024-05-10,1,0,1,1,1,1,0,0,1,1,1,1
"140",0.940895000655955,0.471062420100397,"AZ",2024-05-11,0,1,1,1,1,1,1,0,0,1,1,1
"141",0.23795285857228,0.175087363648846,"AZ",2024-05-12,1,1,1,1,1,1,1,1,1,1,1,1
"142",1.30700215982728,0.420069148291867,"AZ",2024-05-13,1,1,1,0,0,1,0,1,1,0,0,1
"143",0.51311040003752,0.254494454210555,"AZ",2024-05-14,1,1,1,1,1,1,0,0,1,1,1,1
"144",0.524013613887482,0.25792735369763,"AZ",2024-05-15,1,1,1,1,1,1,1,1,1,1,1,1
"145",0.521480304962122,0.332443199187867,"AZ",2024-05-16,1,1,1,1,1,1,0,1,0,1,1,1
"146",0.657447987009364,0.494568047949873,"AZ",2024-05-17,1,0,1,1,1,1,0,0,1,1,1,1
"147",0.34823593330165,0.254279019547878,"AZ",2024-05-18,1,1,1,1,1,1,1,1,1,1,1,1
"148",0.372925316098621,0.268666138744183,"AZ",2024-05-19,1,1,1,1,1,1,0,1,0,1,1,1
"149",0.414927388190034,0.275168616057857,"AZ",2024-05-20,1,1,1,1,1,1,1,1,1,1,1,1
"150",0.954590106589387,0.298147436430776,"AZ",2024-05-21,0,1,1,1,1,1,0,1,0,1,1,1
"151",0.38388125750998,0.281272874980791,"AZ",2024-05-22,1,1,1,1,1,1,1,0,0,1,1,1
"152",NA,NA,"AZ",2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",0.459946953615771,0.343552601455218,"AZ",2024-05-24,1,1,1,1,1,1,0,1,1,0,1,1
"154",NA,NA,"AZ",2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",1.04062357038922,0.384141025259077,"AZ",2024-05-26,1,1,1,1,1,1,0,1,0,1,0,1
"156",2.15768388966085,0.519875858399257,"AZ",2024-05-27,1,1,0,0,1,1,1,1,0,0,1,1
"157",1.30703521631401,0.294314264356816,"AZ",2024-05-28,0,1,1,1,1,1,0,0,1,0,1,1
"158",1.00135124114415,0.441047486358895,"AZ",2024-05-29,1,1,1,1,1,0,0,0,0,1,1,0
"159",0.627940802865533,0.493733166156671,"AZ",2024-05-30,1,0,1,1,1,1,1,0,0,1,1,1
"160",NA,NA,"AZ",2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",0.852719864195565,0.482539967080821,"AZ",2024-06-01,1,1,1,1,1,1,0,0,0,1,1,1
"162",1.03774922168274,0.142533860883969,"AZ",2024-06-02,1,1,0,1,1,1,1,0,0,1,1,1
"163",1.20724459412247,0.346779983297399,"AZ",2024-06-03,1,0,1,1,1,1,1,0,0,0,0,1
"164",1.54766307227991,0.385964885738099,"AZ",2024-06-04,0,1,1,0,1,1,0,0,0,0,0,1
"165",2.01741757040203,0.453308967984584,"AZ",2024-06-05,1,0,0,1,1,1,1,0,1,0,0,1
"166",4.08489312055651,0.448226736417544,"AZ",2024-06-06,0,1,0,1,1,1,0,0,0,1,1,1
"167",0.521641086963394,0.111198999947711,"AZ",2024-06-07,1,1,1,1,1,1,1,1,1,1,1,1
"168",3.19798588940789,0.509025804571351,"AZ",2024-06-08,0,1,0,1,1,0,0,1,0,0,1,0
"169",4.58212160906293,0.475744854132951,"CA",2024-04-28,0,1,0,1,1,1,0,0,0,0,1,1
"170",1.44535369442078,0.248466736691058,"CA",2024-04-29,1,1,1,1,1,0,0,0,1,0,1,0
"171",2.31405617075567,0.326661817460291,"CA",2024-04-30,1,0,1,1,0,0,1,0,1,0,0,0
"172",1.45812746306233,0.327989439686468,"CA",2024-05-01,1,1,1,0,1,1,0,0,0,0,1,1
"173",1.89695157272719,0.291697106101956,"CA",2024-05-02,1,0,1,1,0,1,0,0,0,1,0,1
"174",4.6681198716033,0.274484919084045,"CA",2024-05-03,0,0,1,0,1,1,0,0,0,0,1,1
"175",1.94896346849944,0.268556511680278,"CA",2024-05-04,0,0,1,1,1,1,0,0,1,0,1,1
"176",2.45637156590348,0.224628680039579,"CA",2024-05-05,0,0,1,1,1,1,0,0,1,0,1,1
"177",5.372411839811,0.291522499433662,"CA",2024-05-06,0,0,1,1,1,1,0,0,0,0,1,0
"178",6.46808862675036,0.393338962481846,"CA",2024-05-07,0,0,0,1,0,1,0,0,0,0,0,1
"179",3.83209377737992,0.317354242416268,"CA",2024-05-08,0,0,1,1,1,1,0,0,0,0,1,1
"180",4.91570364906253,0.335975752696365,"CA",2024-05-09,0,0,1,0,0,1,0,0,0,0,0,1
"181",2.17586135277064,0.331263999020348,"CA",2024-05-10,1,1,0,1,0,0,0,1,0,0,0,0
"182",3.71818462882881,0.403852169484715,"CA",2024-05-11,1,0,0,1,1,0,0,0,1,0,1,0
"183",3.62248862468298,0.360256340901122,"CA",2024-05-12,1,1,0,1,1,1,0,0,0,0,1,1
"184",3.61536942448076,0.440662395178134,"CA",2024-05-13,1,0,1,1,0,0,0,0,0,1,0,0
"185",10.3043459343785,0.447957518122429,"CA",2024-05-14,0,0,0,1,0,0,0,0,1,1,0,0
"186",3.25626161905878,0.347265881971741,"CA",2024-05-15,0,1,1,0,1,0,0,0,0,0,1,0
"187",7.00794702013074,0.348017755876784,"CA",2024-05-16,0,0,1,0,1,1,0,0,0,0,1,1
"188",6.64599208940354,0.360755375514306,"CA",2024-05-17,0,0,0,0,1,0,0,0,0,1,0,0
"189",5.17181202636519,0.394590889722602,"CA",2024-05-18,0,0,1,1,1,1,0,0,0,1,1,1
"190",6.22197969441861,0.436554074505022,"CA",2024-05-19,0,0,0,0,0,1,0,0,0,1,0,1
"191",8.13795450988901,0.311929734420535,"CA",2024-05-20,0,1,0,0,1,1,0,0,0,0,1,1
"192",13.2255425028521,0.40905493737436,"CA",2024-05-21,0,0,1,0,1,0,0,0,0,0,1,0
"193",14.242471658371,0.401212737690823,"CA",2024-05-22,0,0,1,0,1,0,0,0,0,0,0,0
"194",6.46401692201751,0.339781711215533,"CA",2024-05-23,0,1,1,0,1,1,0,0,0,0,0,1
"195",9.22498053056055,0.429288406906597,"CA",2024-05-24,0,0,1,0,1,0,0,0,0,1,0,0
"196",4.0238841754842,0.353113915389808,"CA",2024-05-25,0,1,1,0,1,0,0,1,0,1,1,0
"197",11.2016949567934,0.460837090876467,"CA",2024-05-26,0,0,1,1,0,0,0,0,0,0,0,0
"198",9.75776572531285,0.404301462712573,"CA",2024-05-27,0,0,1,0,1,0,0,0,0,0,0,0
"199",11.13020043761,0.395234822688556,"CA",2024-05-28,0,0,1,0,1,0,0,0,0,0,0,0
"200",7.23880157368031,0.388838742500551,"CA",2024-05-29,0,1,1,0,1,1,0,0,0,0,0,1
"201",8.28495324547197,0.406215288288881,"CA",2024-05-30,0,1,0,0,0,0,0,0,0,0,0,0
"202",25.8370302535309,0.464540927067807,"CA",2024-05-31,0,0,1,0,0,0,0,0,0,0,0,0
"203",2.93813539513694,0.363382037629045,"CA",2024-06-01,1,1,0,1,1,1,0,0,0,0,0,1
"204",7.31011183369369,0.407736469694526,"CA",2024-06-02,0,1,1,0,1,0,0,1,0,0,0,0
"205",13.495741399272,0.436506638901499,"CA",2024-06-03,0,0,1,0,1,0,0,0,0,0,0,0
"206",15.2435838710906,0.436109803920788,"CA",2024-06-04,0,0,1,0,0,0,0,0,0,0,0,0
"207",26.9436565309745,0.466941867660862,"CA",2024-06-05,0,0,1,0,1,0,0,0,0,0,0,0
"208",27.6331395623496,0.43333184760082,"CA",2024-06-06,0,0,1,0,1,0,0,0,0,0,0,0
"209",11.9496315040561,0.356681815516767,"CA",2024-06-07,0,1,1,0,1,1,0,0,0,0,0,1
"210",10.3151369440701,0.494465368406603,"CA",2024-06-08,0,0,1,0,1,0,0,0,0,0,1,0
"211",NA,NA,"CO",2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",0.185403751447188,0.139191947461244,"CO",2024-04-29,1,1,1,1,1,1,0,0,1,1,1,1
"213",NA,NA,"CO",2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214",NA,NA,"CO",2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215",NA,NA,"CO",2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",NA,NA,"CO",2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",NA,NA,"CO",2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",NA,NA,"CO",2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",0.540990215436888,0.327334932244982,"CO",2024-05-06,1,1,1,1,1,1,0,0,1,1,1,1
"220",NA,NA,"CO",2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221",NA,NA,"CO",2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222",NA,NA,"CO",2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",0.351867718574541,0.255882291623054,"CO",2024-05-10,1,1,1,1,1,1,0,0,1,1,1,1
"224",NA,NA,"CO",2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",NA,NA,"CO",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",0.408466553538658,0.29113346905608,"CO",2024-05-13,1,1,1,1,1,1,0,0,1,1,1,1
"227",NA,NA,"CO",2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",0.437587134145913,0.314678368892528,"CO",2024-05-15,1,1,1,1,1,1,0,0,1,1,1,1
"229",NA,NA,"CO",2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230",NA,NA,"CO",2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231",NA,NA,"CO",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",NA,NA,"CO",2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",0.775688883946067,0.547931828571358,"CO",2024-05-20,1,1,1,1,0,1,1,0,1,1,0,1
"234",NA,NA,"CO",2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",0.648182569085069,0.411051718722128,"CO",2024-05-22,1,1,1,1,1,1,1,1,0,0,1,1
"236",NA,NA,"CO",2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",0.585166216682906,0.414844759864816,"CO",2024-05-24,0,1,1,1,1,1,0,0,1,1,1,1
"238",NA,NA,"CO",2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",NA,NA,"CO",2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",NA,NA,"CO",2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241",NA,NA,"CO",2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",0.668237022335105,0.462655186935086,"CO",2024-05-29,0,1,1,1,1,1,0,1,1,0,1,1
"243",NA,NA,"CO",2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244",NA,NA,"CO",2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245",NA,NA,"CO",2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246",NA,NA,"CO",2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247",NA,NA,"CO",2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248",0.43547820232512,0.260774123809757,"CO",2024-06-04,1,1,1,1,1,1,1,0,1,0,1,1
