...1,es_score,brier_score,location,target_date,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,X23H_50_CI,X23G_50_CI,X24A_50_CI,X23I_50_CI,other_50_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,X23H_95_CI,X23G_95_CI,X24A_95_CI,X23I_95_CI,other_95_CI
55,NA,NA,AL,2023-10-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2023-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,0.790865163300671,0.56914311261793,AL,2023-10-30,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
59,0.440203584892073,0.2763681384180715,AL,2023-10-31,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
60,0.410128410171604,0.2748011720336985,AL,2023-11-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
61,NA,NA,AL,2023-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,0.402909884311092,0.283954161032327,AL,2023-11-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
63,NA,NA,AL,2023-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.420560101962127,0.2667368884645355,AL,2023-11-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
66,NA,NA,AL,2023-11-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2023-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,0.435189646288405,0.2617010666986515,AL,2023-11-09,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
69,NA,NA,AL,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,0.438300873700219,0.254766084656158,AL,2023-11-13,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
73,NA,NA,AL,2023-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2023-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2023-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2023-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2023-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,0.767313911330852,0.547449245338455,AL,2023-11-21,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
81,NA,NA,AL,2023-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2023-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2023-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,2.25938166253169,0.241167736040828,AR,2023-10-16,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
87,0.79039431494583,0.56509959406145,AR,2023-10-17,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
88,NA,NA,AR,2023-10-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,1.60644336656013,0.1844395357782765,AR,2023-10-19,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
90,0.270921089999155,0.182996929868947,AR,2023-10-20,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
91,0.28181385784229,0.1815574786195735,AR,2023-10-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
92,NA,NA,AR,2023-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,2.45356735122807,0.403388994072624,AR,2023-10-23,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0
94,0.566553865082368,0.408113346715771,AR,2023-10-24,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
95,1.16197580525789,0.567375860947955,AR,2023-10-25,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
96,NA,NA,AR,2023-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,0.404504549967798,0.293371703395363,AR,2023-10-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
98,NA,NA,AR,2023-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,0.790580298168759,0.576407887155235,AR,2023-10-30,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
101,NA,NA,AR,2023-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,0.885876767926918,0.643410721632995,AR,2023-11-01,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1
103,NA,NA,AR,2023-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,0.788471323913056,0.57996244750627,AR,2023-11-03,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
105,NA,NA,AR,2023-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,2.5690754583058,0.508079966677325,AR,2023-11-06,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0
108,0.801366109005542,0.58353099005919,AR,2023-11-07,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
109,0.249094032996339,0.1569833479118605,AR,2023-11-08,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
110,NA,NA,AR,2023-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2023-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2023-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,0.571548174386853,0.448004675756012,AR,2023-11-15,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
117,NA,NA,AR,2023-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2023-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,0.567194631091572,0.4555602336091345,AR,2023-11-20,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
122,0.855445367314782,0.417903431638379,AR,2023-11-21,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1
123,NA,NA,AR,2023-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2023-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.75872397990426,0.4064496265712495,AZ,2023-10-15,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1
128,3.8196798058993,0.353903676073637,AZ,2023-10-16,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1
129,5.01350807833351,0.3650481601434005,AZ,2023-10-17,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1
130,4.46995592380298,0.353698213915021,AZ,2023-10-18,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0
131,2.22724710696638,0.384107706621847,AZ,2023-10-19,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
132,1.87552386095827,0.341373847088728,AZ,2023-10-20,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1
133,2.58116714437202,0.342646717094095,AZ,2023-10-21,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0
134,3.31247541726509,0.3520068582013065,AZ,2023-10-22,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1
135,3.83524303119028,0.379413963866843,AZ,2023-10-23,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0
136,3.56250779940189,0.327027165596426,AZ,2023-10-24,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0
137,1.6532592786398,0.342295638800608,AZ,2023-10-25,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0
138,0.364384442136584,0.272226831307371,AZ,2023-10-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
139,1.41433599488248,0.3392897101020325,AZ,2023-10-27,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1
140,1.99529691439566,0.4615007794846325,AZ,2023-10-28,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0
141,3.72465886849055,0.3616138664063165,AZ,2023-10-29,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0
142,5.01480440706917,0.381397669918029,AZ,2023-10-30,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0
143,2.68349246622747,0.3677328321120595,AZ,2023-10-31,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0
144,1.44705660297743,0.3342967540445565,AZ,2023-11-01,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0
145,3.49961672050501,0.3799613620737715,AZ,2023-11-02,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0
146,2.02970766093163,0.4110481817308985,AZ,2023-11-03,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0
147,0.762173111504031,0.3746424954523775,AZ,2023-11-04,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0
148,3.66598121444355,0.3861940901961905,AZ,2023-11-05,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0
149,7.72389850404136,0.375625223864658,AZ,2023-11-06,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0
150,3.94862636694407,0.353325837401835,AZ,2023-11-07,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0
151,3.06285415753416,0.3861592790289465,AZ,2023-11-08,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0
152,2.17361847914862,0.394141376249161,AZ,2023-11-09,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0
153,1.21050555264236,0.3700198524440485,AZ,2023-11-10,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
154,1.50241936871233,0.357912821031901,AZ,2023-11-11,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1
155,7.11806137943517,0.355778020590067,AZ,2023-11-12,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0
156,8.45733028533049,0.3575579375339975,AZ,2023-11-13,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0
157,3.38184371091264,0.388844018421818,AZ,2023-11-14,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0
158,4.53764142487749,0.362586578361464,AZ,2023-11-15,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0
159,2.01245002620687,0.285894409592414,AZ,2023-11-16,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
160,0.524643872586338,0.395882277563993,AZ,2023-11-17,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
161,0.86584703110793,0.3669594111644055,AZ,2023-11-18,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
162,2.10946579501333,0.389560629188831,AZ,2023-11-19,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0
163,7.16930659361326,0.3827850900917375,AZ,2023-11-20,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0
164,3.11235843893884,0.39069226518885,AZ,2023-11-21,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0
165,1.45101765239458,0.373679968335145,AZ,2023-11-22,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1
166,1.16471892494998,0.4767865947171785,AZ,2023-11-23,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1
167,2.17254028315808,0.3459109058275895,AZ,2023-11-24,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1
168,2.37722444817034,0.401131774853287,AZ,2023-11-25,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1
169,1.75828689568542,0.4029243421816895,CA,2023-10-15,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1
170,4.17168344463044,0.353875847704113,CA,2023-10-16,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0
171,1.97508996045739,0.35240952894036,CA,2023-10-17,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0
172,4.64896258465337,0.4046790559907015,CA,2023-10-18,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0
173,2.11685684090725,0.3811424418884265,CA,2023-10-19,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0
174,1.40812229985989,0.394106567514306,CA,2023-10-20,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1
175,0.595666823076577,0.41752334458566,CA,2023-10-21,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
176,0.649475717829253,0.374528775572173,CA,2023-10-22,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
177,2.10076341965874,0.346565566947778,CA,2023-10-23,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0
178,1.62824168952242,0.3303685556067055,CA,2023-10-24,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0
179,2.01082469359435,0.417135737117243,CA,2023-10-25,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0
180,3.29877782452153,0.36404115351832,CA,2023-10-26,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0
181,1.97527696531087,0.4039558823588315,CA,2023-10-27,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0
182,1.37396867989633,0.395493083875905,CA,2023-10-28,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1
183,1.52401358782825,0.184065214718638,CA,2023-10-29,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
184,2.95494791476101,0.433883752141392,CA,2023-10-30,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0
185,1.41703774466924,0.3401139323912075,CA,2023-10-31,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1
186,2.15136281423057,0.482713853112046,CA,2023-11-01,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0
