...1,es_score,brier_score,location,target_date,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23C_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,other_50_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23C_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,other_95_CI
21,0.379595581688799,0.289581259271204,AK,2023-07-01,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
22,0.388645501970454,0.28833848034251,AK,2023-07-02,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
23,0.849500281857848,0.56584420941013,AK,2023-07-03,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1
24,NA,NA,AK,2023-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,NA,NA,AK,2023-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,NA,NA,AK,2023-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,NA,NA,AK,2023-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,AK,2023-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2023-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,AK,2023-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,AK,2023-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,AK,2023-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,AK,2023-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,AK,2023-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,0.80766094333957394,0.56497307879044,AK,2023-07-16,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1
37,NA,NA,AK,2023-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2023-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2023-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2023-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2023-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2023-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2023-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2023-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2023-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2023-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2023-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,AL,2023-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,0.121267568340741,0.0579813092575755,AL,2023-06-21,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
54,NA,NA,AL,2023-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2023-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,1.00638002469354,0.75859441255439,AL,2023-06-26,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
59,0.953401986582415,0.74247832031613,AL,2023-06-27,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1
60,0.788185553777981,0.61247155979867,AL,2023-06-28,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
61,NA,NA,AL,2023-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2023-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,0.147626599943653,0.057636379180768,AL,2023-07-02,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
65,NA,NA,AL,2023-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2023-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,1.26426626281681,0.518833926392985,AL,2023-07-05,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1
68,0.84784215886302,0.68803031144556,AL,2023-07-06,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
69,0.7824793010461,0.613234278386495,AL,2023-07-07,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
70,NA,NA,AL,2023-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,0.926422610182917,0.74293448572619,AL,2023-07-09,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1
72,NA,NA,AL,2023-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2023-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,0.138615004853411,0.058939344715127,AL,2023-07-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75,0.768524039599438,0.611832080820045,AL,2023-07-13,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
76,0.938017351203382,0.740759718190235,AL,2023-07-14,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1
77,NA,NA,AL,2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,0.150232246004898,0.06034177327352,AL,2023-07-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
79,0.922556164441829,0.738478522655205,AL,2023-07-17,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1
80,NA,NA,AL,2023-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,0.746860790976927,0.60776095521566,AL,2023-07-19,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
82,NA,NA,AL,2023-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2023-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,0.734239062207009,0.60442887243369,AL,2023-07-22,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1
85,NA,NA,AR,2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,0.388150750641715,0.0938220643687955,AR,2023-06-12,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1
87,0.710007446215694,0.50315323068849,AR,2023-06-13,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
88,0.709323673959392,0.498389515380111,AR,2023-06-14,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
89,NA,NA,AR,2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,0.678776095325097,0.4891040100520415,AR,2023-06-16,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
91,NA,NA,AR,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,0.15959892184762,0.109023795352982,AR,2023-06-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
94,NA,NA,AR,2023-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,NA,NA,AR,2023-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,0.177865413330515,0.115429230346206,AR,2023-06-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
97,0.174888564492285,0.117531965379795,AR,2023-06-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
98,NA,NA,AR,2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,1.56964359075645,0.1237005363363115,AR,2023-06-26,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
101,0.606577169550182,0.4443584229874175,AR,2023-06-27,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
102,NA,NA,AR,2023-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2023-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2023-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2023-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2023-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2023-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2023-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2023-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2023-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,2.04873146160562,0.631489970002475,AR,2023-07-10,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1
115,NA,NA,AR,2023-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2023-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,0.276465217267747,0.1506074340398735,AR,2023-07-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
118,NA,NA,AR,2023-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,0.283664723952099,0.154156553548867,AR,2023-07-17,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
122,NA,NA,AR,2023-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,0.851179710934625,0.4182796111005015,AR,2023-07-19,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
124,NA,NA,AR,2023-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,0.449929103144651,0.3966943187413115,AR,2023-07-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
126,NA,NA,AR,2023-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.13238793069267,0.2298481763497935,AZ,2023-06-11,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
128,1.21522358138554,0.348941936510145,AZ,2023-06-12,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1
129,2.08330405124568,0.443075925531452,AZ,2023-06-13,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1
130,2.13564821033088,0.2859845536942425,AZ,2023-06-14,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1
131,1.34033851776311,0.636332663152705,AZ,2023-06-15,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1
132,1.08336691674976,0.255565790512477,AZ,2023-06-16,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
133,0.491025429292524,0.314475977679662,AZ,2023-06-17,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1
134,6.08876694959041,0.422416751870709,AZ,2023-06-18,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1
135,3.69338687726062,0.404975492228673,AZ,2023-06-19,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0
136,3.14621016500997,0.449643649452669,AZ,2023-06-20,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1
137,2.07038163133548,0.3722211988329485,AZ,2023-06-21,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1
138,1.85120121352236,0.4102628596014955,AZ,2023-06-22,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0
139,0.296939847697748,0.226065756749378,AZ,2023-06-23,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
140,1.17437315048676,0.3987110463177805,AZ,2023-06-24,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1
141,1.22805247246455,0.3550882918324055,AZ,2023-06-25,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
142,2.12655810364601,0.366943471537255,AZ,2023-06-26,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1
143,4.23857733544943,0.362784706298362,AZ,2023-06-27,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1
144,2.13081537319923,0.3619668045663565,AZ,2023-06-28,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1
145,2.128430491535,0.372665103557719,AZ,2023-06-29,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1
146,1.02880705005924,0.364619964811485,AZ,2023-06-30,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1
147,1.36690126274092,0.3292582737861985,AZ,2023-07-01,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1
148,2.01494725851103,0.3569463902456195,AZ,2023-07-02,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1
149,4.32294068649373,0.3501817918868675,AZ,2023-07-03,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1
150,3.2067730872151,0.368057433081827,AZ,2023-07-04,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0
151,1.44911537223775,0.3904826167924505,AZ,2023-07-05,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1
152,1.24535975205637,0.426065822404025,AZ,2023-07-06,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1
153,0.487534795548246,0.3583626552487775,AZ,2023-07-07,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
154,1.48672919713987,0.3643949006808955,AZ,2023-07-08,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0
155,2.89150022354283,0.373158076511704,AZ,2023-07-09,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,0
156,3.28053321722417,0.401374588366282,AZ,2023-07-10,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0
157,4.59159572952342,0.4202357479633055,AZ,2023-07-11,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1
158,4.03089424812891,0.4158739452718755,AZ,2023-07-12,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0
159,4.06656411900393,0.4306046543559225,AZ,2023-07-13,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0
160,1.12681400752178,0.3996706823434715,AZ,2023-07-14,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1
161,2.58757198966817,0.4826411677964285,AZ,2023-07-15,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1
162,2.51629464745504,0.3807019828267255,AZ,2023-07-16,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1
163,6.79543087704605,0.438360814415204,AZ,2023-07-17,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1
164,3.65110222008345,0.432681623428592,AZ,2023-07-18,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1
165,4.11195966200219,0.4361642674331045,AZ,2023-07-19,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1
166,0.96265582818307,0.3760682858192605,AZ,2023-07-20,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1
167,1.20194585445004,0.3142621050346535,AZ,2023-07-21,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1
168,1.99748833782639,0.455125461842607,AZ,2023-07-22,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1
169,0.827858213487751,0.344477175827631,CA,2023-06-11,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1
170,1.51931307232309,0.3695747942642115,CA,2023-06-12,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0
171,1.62336146856654,0.327545457775326,CA,2023-06-13,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0
172,2.00696776058109,0.383669385590586,CA,2023-06-14,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1
173,1.1863301054801,0.350473114395239,CA,2023-06-15,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
174,1.44504867086341,0.389991396497408,CA,2023-06-16,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0
175,1.36690101029946,0.481356723069304,CA,2023-06-17,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1
176,0.58332585821332394,0.3922944497945675,CA,2023-06-18,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1
177,2.03559633185066,0.366189853834292,CA,2023-06-19,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1
178,2.76511939478234,0.396449534913516,CA,2023-06-20,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1
179,3.09961050853201,0.44229030732297703,CA,2023-06-21,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
180,2.32992338798496,0.4179888935351985,CA,2023-06-22,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1
181,2.7454843559238302,0.4004680472539905,CA,2023-06-23,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1
182,1.47004458278387,0.4150981183469865,CA,2023-06-24,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1
183,1.09934836722703,0.347314301625727,CA,2023-06-25,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
184,1.96929403636474,0.401670734056242,CA,2023-06-26,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1
185,1.37436116576523,0.3694430724293925,CA,2023-06-27,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1
186,2.58617476065681,0.4285184717619045,CA,2023-06-28,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1
187,3.25838566045712,0.4083272916948355,CA,2023-06-29,1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1
188,1.59754309505601,0.3822130043995155,CA,2023-06-30,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1
189,1.16044464144629,0.4023479318030445,CA,2023-07-01,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0
190,1.74295580485894,0.381751402519412,CA,2023-07-02,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1
191,2.44474176124484,0.3842911120273105,CA,2023-07-03,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1
192,1.57797814772051,0.3779557028155555,CA,2023-07-04,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
193,5.02495809415802,0.4281378906051715,CA,2023-07-05,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1
194,3.3532086805439,0.3887394960448105,CA,2023-07-06,1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1
195,1.88560416863369,0.4356119138119515,CA,2023-07-07,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1
196,1.85517119531703,0.344046086628916,CA,2023-07-08,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1
197,0.70823108966443,0.3997097422937215,CA,2023-07-09,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1
198,3.45877921348421,0.435205095235164,CA,2023-07-10,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1
199,2.02943228992444,0.427987469895906,CA,2023-07-11,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1
200,2.12752850359145,0.420561433489714,CA,2023-07-12,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0
