...1,es_score,brier_score,location,target_date,X24A_50_CI,X24B_50_CI,recombinant_50_CI,X24C_50_CI,X24D_50_CI,X24G_50_CI,other_50_CI,X24A_95_CI,X24B_95_CI,recombinant_95_CI,X24C_95_CI,X24D_95_CI,X24G_95_CI,other_95_CI
35,NA,NA,AK,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,0.889904914862291,0.69782247932967,AK,2024-06-10,1,1,1,0,1,1,1,1,0,1,0,1,1,1
38,NA,NA,AK,2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,0.12718828655389,0.061698775731016,AK,2024-06-13,1,1,1,1,1,1,1,0,0,1,1,1,1,1
41,NA,NA,AK,2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,1.51053966138322,0.4902448161129365,AL,2024-05-06,1,1,1,0,1,1,1,1,0,1,0,1,1,1
45,NA,NA,AL,2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,AL,2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2024-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,AR,2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,0.0708247343477275,0.04989983907060245,AR,2024-05-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
89,NA,NA,AR,2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,AR,2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,NA,NA,AR,2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,NA,NA,AR,2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,0.108130712292619,0.092387487624583,AR,2024-06-10,1,1,1,1,1,1,1,0,1,1,0,1,1,1
122,NA,NA,AR,2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,NA,NA,AZ,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,0.833612465808977,0.04632451365374915,AZ,2024-05-06,0,1,1,1,1,1,1,0,0,1,0,1,1,1
129,0.654132351515395,0.0478243217106599,AZ,2024-05-07,1,1,1,1,1,1,1,0,1,0,1,1,1,1
130,1.08780531200761,0.1189749909922855,AZ,2024-05-08,0,1,1,1,1,1,1,0,0,0,0,0,1,1
131,0.521932967344386,0.258254030679182,AZ,2024-05-09,1,1,1,1,1,1,1,0,0,1,1,1,1,1
132,2.33672585697899,0.4608999680943235,AZ,2024-05-10,0,0,1,1,1,1,1,0,0,1,0,1,1,1
133,1.37898160580274,0.656174958331975,AZ,2024-05-11,0,0,1,0,1,1,1,0,0,1,0,1,1,1
134,0.0891099500137437,0.0553699707762095,AZ,2024-05-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
135,1.59389020326113,0.448400936282103,AZ,2024-05-13,0,1,1,1,0,0,1,0,0,1,0,0,0,1
136,0.556085952537557,0.248843185839947,AZ,2024-05-14,1,1,1,1,1,1,1,1,0,1,0,1,1,1
137,0.557763847634873,0.2481924851997025,AZ,2024-05-15,1,1,1,1,1,1,1,0,1,1,0,1,1,1
138,0.883061959718248,0.61985060827068,AZ,2024-05-16,1,1,1,0,1,1,1,1,0,1,0,1,1,1
139,0.872170238403474,0.65253879257473,AZ,2024-05-17,1,0,1,1,1,1,1,0,0,1,1,1,1,1
140,0.0970763847109603,0.06443645649757,AZ,2024-05-18,1,1,1,1,1,1,1,0,0,1,1,1,1,1
141,0.0976490846356762,0.065947637566348,AZ,2024-05-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
142,0.870429497067882,0.600680464773855,AZ,2024-05-20,1,1,1,0,1,1,1,1,1,1,1,1,1,1
143,0.313159784470607,0.0689757468441935,AZ,2024-05-21,1,1,1,1,1,1,1,0,0,1,1,1,1,1
144,0.615314959761657,0.3309126730161345,AZ,2024-05-22,1,1,1,0,1,1,1,0,0,1,0,1,1,1
145,NA,NA,AZ,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,0.106119545047048,0.073551300334558,AZ,2024-05-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
147,NA,NA,AZ,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,1.27011615276796,0.400014137487,AZ,2024-05-26,1,0,1,1,1,1,1,0,0,1,0,1,1,1
149,1.67515283848755,0.396705638320129,AZ,2024-05-27,1,1,1,1,0,1,1,1,0,1,0,0,1,1
150,1.80816390154445,0.3217499554876045,AZ,2024-05-28,1,1,1,0,1,1,1,0,0,1,0,1,1,1
151,1.45139166370341,0.50051043269912,AZ,2024-05-29,0,1,1,1,1,1,0,0,1,1,0,1,1,0
152,0.81003293300803,0.63214469738311,AZ,2024-05-30,1,0,1,1,1,1,1,0,0,1,1,1,1,1
153,NA,NA,AZ,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,0.563976804203455,0.358243801723192,AZ,2024-06-01,1,1,1,1,1,1,1,1,0,1,0,1,1,1
155,2.60696633450083,0.540471950444225,AZ,2024-06-02,0,1,1,0,1,1,1,0,1,1,0,1,1,1
156,3.18876351942161,0.511739622286565,AZ,2024-06-03,0,0,1,0,1,1,1,0,0,1,0,1,1,0
157,2.13222355335031,0.3993831025434265,AZ,2024-06-04,0,1,1,0,0,1,1,0,1,1,0,0,1,1
158,1.79450875103616,0.4322518055189175,AZ,2024-06-05,0,0,1,1,1,1,1,0,0,1,1,1,1,1
159,1.05527030772348,0.286635780944036,AZ,2024-06-06,1,1,1,1,1,1,1,0,0,1,0,1,1,1
160,1.63717644141084,0.516205597234505,AZ,2024-06-07,0,1,1,0,1,1,1,0,1,1,0,1,1,1
161,1.0541908563947,0.2693477136197605,AZ,2024-06-08,1,1,0,1,1,1,1,0,0,0,1,1,1,1
162,2.71356872047833,0.59465239350641,AZ,2024-06-09,0,0,1,0,1,1,0,0,0,1,0,1,1,0
163,4.46825200421009,0.3373842462727605,AZ,2024-06-10,1,1,1,0,1,0,1,0,0,1,0,0,0,1
164,4.77054615066389,0.4123712532660975,AZ,2024-06-11,0,1,1,1,1,0,1,0,0,1,0,0,0,1
165,4.8333462379866,0.373287790174208,AZ,2024-06-12,1,1,1,0,1,0,0,0,0,1,0,1,1,0
166,2.42914970274243,0.3611961544382065,AZ,2024-06-13,1,1,1,0,1,0,1,0,0,1,0,1,0,1
167,3.02006627428752,0.4058440286623615,AZ,2024-06-14,0,1,1,0,1,1,1,0,1,1,0,1,1,1
168,0.155280903573586,0.1151322888391715,AZ,2024-06-15,1,1,1,1,1,1,1,0,1,1,0,1,1,1
169,1.31451929328381,0.1559284368094755,CA,2024-05-05,0,1,1,1,1,1,1,0,0,1,1,0,1,1
170,2.06684181982578,0.236399918091803,CA,2024-05-06,1,1,1,1,0,1,1,0,0,1,1,0,1,1
171,10.8152508622179,0.4687483981659075,CA,2024-05-07,0,0,1,0,1,0,1,0,0,0,0,1,0,1
172,1.59521776058714,0.2658320324288305,CA,2024-05-08,1,1,1,1,0,1,1,0,0,0,0,0,1,1
173,2.81860811350962,0.30741098715777,CA,2024-05-09,1,1,1,0,1,0,1,0,0,1,0,0,0,1
174,3.16964611144162,0.3509737844623335,CA,2024-05-10,0,0,1,1,1,0,1,0,0,0,0,1,0,0
175,4.61518306472132,0.3971422795188065,CA,2024-05-11,0,1,1,0,1,1,1,0,1,1,0,0,1,1
176,6.43578068180094,0.4029210015752525,CA,2024-05-12,0,0,1,0,1,1,1,0,0,0,0,0,0,1
177,3.01066134378459,0.407045386173215,CA,2024-05-13,0,1,0,0,1,0,1,0,0,0,0,1,0,1
178,7.76304910914311,0.379549981824025,CA,2024-05-14,1,0,1,0,1,0,1,0,0,0,0,0,0,1
179,4.43377795224752,0.3488475194120565,CA,2024-05-15,0,0,0,0,1,1,1,0,0,0,0,0,0,0
180,2.56873825969096,0.288761025355817,CA,2024-05-16,1,1,1,0,1,1,1,0,0,1,0,0,1,1
181,1.90942889684746,0.280601909008511,CA,2024-05-17,1,1,1,1,1,0,1,0,0,0,1,1,0,1
182,2.49333606795253,0.204658754760074,CA,2024-05-18,0,0,1,1,1,1,1,0,0,1,0,1,1,1
183,5.77665151380841,0.4042997509108715,CA,2024-05-19,0,1,1,0,1,0,1,0,0,0,0,0,0,1
184,3.66072008854015,0.2674037227517345,CA,2024-05-20,1,0,1,0,1,1,1,0,0,0,0,0,1,1
185,3.8479218320132,0.301472306861171,CA,2024-05-21,1,1,0,0,1,1,1,0,0,0,0,1,0,0
186,3.73144817736384,0.309528391467215,CA,2024-05-22,1,1,1,1,1,0,1,0,0,0,1,1,0,0
187,4.78295838402245,0.322496706929021,CA,2024-05-23,1,0,1,0,1,1,1,0,0,1,0,0,1,1
188,4.05966629738263,0.3652255594815855,CA,2024-05-24,1,1,0,0,1,0,1,0,0,0,0,0,0,0
189,2.80645955401083,0.334071974144806,CA,2024-05-25,1,1,1,1,1,1,0,0,0,1,0,1,1,0
190,8.24324520567215,0.41334072128302,CA,2024-05-26,0,1,1,0,1,0,0,0,1,0,0,0,0,0
191,3.70225211386659,0.3486346455026035,CA,2024-05-27,1,1,1,0,1,0,1,0,0,0,0,0,0,1
192,6.34408039605487,0.352633551434011,CA,2024-05-28,0,1,0,0,1,1,1,0,0,0,0,1,0,1
193,4.86780353456379,0.3537965117556255,CA,2024-05-29,1,1,1,0,1,0,1,0,0,1,0,1,0,0
194,12.745050196465,0.421304609349091,CA,2024-05-30,0,1,1,0,1,0,0,0,1,0,0,0,0,0
195,9.74400582689753,0.370917589733325,CA,2024-05-31,1,0,1,0,1,0,0,0,0,0,0,1,0,1
196,6.67585105318477,0.410706420553835,CA,2024-06-01,0,1,1,0,1,0,1,0,0,0,0,0,0,1
197,10.8589704738186,0.4159393947908415,CA,2024-06-02,0,1,1,0,1,0,0,0,0,0,0,0,0,0
198,9.28134999370151,0.392946299475225,CA,2024-06-03,1,1,0,0,1,0,1,0,0,0,0,0,0,0
199,14.2535333454731,0.409044600512205,CA,2024-06-04,0,1,1,0,1,0,0,0,0,1,0,0,0,0
200,15.3346431610461,0.3890197968486865,CA,2024-06-05,1,0,1,0,1,0,0,0,0,0,0,0,0,0
201,13.7908469279646,0.3680816118531715,CA,2024-06-06,1,1,1,0,0,0,0,0,0,0,0,0,0,0
202,11.6226314763102,0.354010406468631,CA,2024-06-07,0,1,1,0,1,0,1,0,0,0,0,0,0,1
203,6.62005745976348,0.418862810618993,CA,2024-06-08,1,0,1,0,1,1,0,0,0,0,0,0,0,0
204,8.70830507637694,0.4042649210824125,CA,2024-06-09,1,0,1,0,1,0,0,0,0,0,0,0,0,0
205,9.30311143770574,0.3737091742243995,CA,2024-06-10,1,1,1,0,1,0,1,0,0,1,0,0,1,0
206,14.7117245245652,0.4112116277361825,CA,2024-06-11,1,0,1,0,1,0,0,0,0,0,0,1,0,0
207,9.62584230297741,0.400783528172412,CA,2024-06-12,1,1,1,0,1,0,0,0,0,0,0,0,0,0
208,8.75599078974613,0.3934953441938325,CA,2024-06-13,1,0,1,0,1,0,1,1,0,0,0,0,0,1
209,8.50408725984412,0.4457679988120265,CA,2024-06-14,1,0,1,0,1,0,0,0,0,0,0,1,0,0
210,4.81082576483259,0.417332705773353,CA,2024-06-15,1,1,1,0,1,0,0,0,1,0,0,0,1,0
211,NA,NA,CO,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,0.747545242064569,0.4893441147617755,CO,2024-05-06,1,0,1,1,1,1,1,1,0,0,1,1,1,1
213,NA,NA,CO,2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,NA,NA,CO,2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,NA,NA,CO,2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,0.161152407153646,0.1216766127710315,CO,2024-05-10,1,1,1,1,1,1,1,0,1,1,1,0,1,1
217,NA,NA,CO,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,0.164022086887253,0.133643735466471,CO,2024-05-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
220,NA,NA,CO,2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,0.173824580914044,0.141827562251595,CO,2024-05-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
222,NA,NA,CO,2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,NA,NA,CO,2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,NA,NA,CO,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,0.9199666262667,0.623279372082925,CO,2024-05-20,1,1,1,1,1,0,1,0,1,1,1,1,0,1
227,NA,NA,CO,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,0.600816227947661,0.3799214586621105,CO,2024-05-22,1,1,1,0,1,1,1,1,0,1,0,1,1,1
229,NA,NA,CO,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,0.202830836461787,0.1811836473414345,CO,2024-05-24,1,1,1,1,1,1,1,0,0,1,1,1,1,1
231,NA,NA,CO,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,NA,NA,CO,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
