...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23C_50_CI,X23D_50_CI,recombinant_50_CI,X23B_50_CI,X23E_50_CI,other_50_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,X23D_95_CI,recombinant_95_CI,X23B_95_CI,X23E_95_CI,other_95_CI
25,NA,NA,AK,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,NA,NA,AK,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,NA,NA,AK,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,AK,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,AK,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,AK,2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,AK,2023-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,AK,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,AK,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,1.80245027526652,0.4904691488250365,AK,2023-06-06,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1
39,NA,NA,AK,2023-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,0.870620698737476,0.47169298073766053,AK,2023-06-08,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1
41,NA,NA,AK,2023-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2023-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,0.700521272018974,0.342031617730212,AL,2023-05-03,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
47,NA,NA,AL,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2023-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,AL,2023-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2023-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,0.711376522831539,0.3600863112877415,AL,2023-05-19,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1
63,NA,NA,AL,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,0.112314549973582,0.108877841354136,AL,2023-05-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
67,NA,NA,AL,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,0.361408004698837,0.130985779157905,AL,2023-05-31,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
75,NA,NA,AL,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2023-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,0.828310370485719,0.558488135093005,AL,2023-06-07,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1
82,0.162000454451754,0.156085871466811,AL,2023-06-08,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
83,NA,NA,AL,2023-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,0.0620892048437494,0.0102161039013852,AR,2023-04-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
86,NA,NA,AR,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,1.23577327106935,0.854888097811285,AR,2023-05-02,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0
88,0.010804506735942,0.0115084251820889,AR,2023-05-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
89,NA,NA,AR,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,1.20584936061548,0.789969553984425,AR,2023-05-08,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1
94,0.0459517080881891,0.0150229705773093,AR,2023-05-09,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
95,2.31046744049085,0.579726286373255,AR,2023-05-10,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
96,NA,NA,AR,2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,0.139919245326503,0.0311015300773798,AR,2023-05-23,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
109,NA,NA,AR,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,0.0274778017657004,0.0368325553289844,AR,2023-05-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
112,NA,NA,AR,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,1.06710144780638,0.660178852214315,AR,2023-05-29,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1
115,1.04399259007683,0.653054017206385,AR,2023-05-30,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1
116,0.0374962320494344,0.04898417314282515,AR,2023-05-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
117,NA,NA,AR,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2023-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,0.0600623852946424,0.0719262239472685,AR,2023-06-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
124,0.0603204085593075,0.0756947700514545,AR,2023-06-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
125,0.0691488205637222,0.0795497127871135,AR,2023-06-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
126,NA,NA,AR,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.68201904875122,0.208119972421785,AZ,2023-04-30,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0
128,1.54876550130519,0.0908115795937815,AZ,2023-05-01,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0
129,3.69444418281093,0.210932649873984,AZ,2023-05-02,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1
130,1.49480919705791,0.14166763281369751,AZ,2023-05-03,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1
131,1.18301032434913,0.0743838060815995,AZ,2023-05-04,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
132,1.43973214463482,0.2521141377999415,AZ,2023-05-05,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1
133,0.640115433584799,0.01666018419297395,AZ,2023-05-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
134,3.95607533664651,0.3170044280065305,AZ,2023-05-07,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1
135,6.78852563939572,0.319832203761139,AZ,2023-05-08,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0
136,1.87845091306942,0.0976123619757275,AZ,2023-05-09,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0
137,1.3975220817166,0.141513119082501,AZ,2023-05-10,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1
138,0.111651842251798,0.0169492730007773,AZ,2023-05-11,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
139,0.872539888890136,0.135824132190061,AZ,2023-05-12,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0
140,NA,NA,AZ,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,1.84858990344101,0.4227120751875335,AZ,2023-05-14,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1
142,2.52591246358148,0.2178373032689485,AZ,2023-05-15,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0
143,1.34279734233719,0.1951471347426965,AZ,2023-05-16,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0
144,1.21715142083618,0.1820806521479285,AZ,2023-05-17,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1
145,1.59782769349737,0.288214709181391,AZ,2023-05-18,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1
146,1.01271684702716,0.774438402897995,AZ,2023-05-19,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1
147,2.0445388591389,0.77498009518543,AZ,2023-05-20,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1
148,0.957191313676414,0.196999989212819,AZ,2023-05-21,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0
149,1.53219852767139,0.2061258838414855,AZ,2023-05-22,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0
150,0.847224311359655,0.1614691854461995,AZ,2023-05-23,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
151,2.05547419869175,0.3021399384033145,AZ,2023-05-24,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1
152,0.252590269108245,0.0156161615922084,AZ,2023-05-25,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
153,1.1784049307091,0.3214069682460115,AZ,2023-05-26,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
154,0.255237568500213,0.01521669081098755,AZ,2023-05-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
155,3.34311954719118,0.3321345545556415,AZ,2023-05-28,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0
156,1.73320887156483,0.314182015262203,AZ,2023-05-29,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1
157,2.64106165917026,0.4196105498716825,AZ,2023-05-30,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1
158,1.64440129971664,0.2018532584162975,AZ,2023-05-31,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0
159,2.62287086923685,0.5952206979108,AZ,2023-06-01,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1
160,0.910645455950833,0.294338009773554,AZ,2023-06-02,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1
161,0.888028919349868,0.23609542867171,AZ,2023-06-03,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
162,0.813330880119825,0.181271381229389,AZ,2023-06-04,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1
163,0.819549739713316,0.245111224361232,AZ,2023-06-05,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1
164,1.87208557426835,0.4958628185801595,AZ,2023-06-06,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1
165,1.26129701279733,0.295753902459572,AZ,2023-06-07,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1
166,2.53598261315709,0.4367343772428545,AZ,2023-06-08,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0
167,2.16184175997925,0.489907168818483,AZ,2023-06-09,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1
168,1.35924087329213,0.565253093565715,AZ,2023-06-10,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1
169,2.83016213519657,0.1884445305165575,CA,2023-04-30,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
170,4.3343206833404,0.2491001484862145,CA,2023-05-01,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0
171,4.604561050028,0.277328062796696,CA,2023-05-02,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0
172,3.53373692938074,0.19263821105068,CA,2023-05-03,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1
173,1.73033500272047,0.233153287507438,CA,2023-05-04,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0
174,4.02459704846704,0.2046829651183345,CA,2023-05-05,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1
175,2.48882155314522,0.1926192376538995,CA,2023-05-06,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0
176,1.10402688856252,0.2697779059208625,CA,2023-05-07,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
177,7.88644618269302,0.3609519125379485,CA,2023-05-08,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1
178,4.77520326191176,0.19442076658083501,CA,2023-05-09,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1
179,2.64341069745514,0.2844740880297715,CA,2023-05-10,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1
180,4.00186995214707,0.287930628345619,CA,2023-05-11,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
181,1.62466695063778,0.2224135646329475,CA,2023-05-12,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1
182,1.36066475952574,0.401513237243287,CA,2023-05-13,1,1,1,0,1,1,0,1,0,0,1,0,1,1,0,1
183,4.36756876081283,0.54349254509474,CA,2023-05-14,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0
184,5.2222516022014,0.3591216613663265,CA,2023-05-15,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1
185,1.87639804928195,0.235656381655971,CA,2023-05-16,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1
186,1.46392607586532,0.3158954079853275,CA,2023-05-17,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1
187,1.96428134816644,0.324644613623538,CA,2023-05-18,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1
188,1.79791632487704,0.2362741516039265,CA,2023-05-19,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0
189,1.13569200068008,0.108707802273729,CA,2023-05-20,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1
190,1.08478558727544,0.4486295327335205,CA,2023-05-21,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
191,2.23540413428072,0.2905948531762395,CA,2023-05-22,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1
192,1.52720287968766,0.281116426710869,CA,2023-05-23,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0
193,1.90861656159818,0.2808543736881975,CA,2023-05-24,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1
194,2.06873464583882,0.2752471076106715,CA,2023-05-25,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0
195,2.23802970460948,0.328416482883888,CA,2023-05-26,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1
196,1.47540683676687,0.3172768058383555,CA,2023-05-27,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1
197,1.49873303715801,0.413283161256761,CA,2023-05-28,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1
198,1.51339290661859,0.467466027056576,CA,2023-05-29,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1
199,2.7742372952516,0.2916151489049105,CA,2023-05-30,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1
200,2.28954218924784,0.321798993452469,CA,2023-05-31,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0
201,3.07210671451493,0.323653117489468,CA,2023-06-01,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1
202,1.76638765988705,0.3714577926477035,CA,2023-06-02,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0
203,2.01624010722076,0.3154011478307455,CA,2023-06-03,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1
204,2.05129373296499,0.4229774976509355,CA,2023-06-04,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0
205,1.53268334713745,0.3001907319862685,CA,2023-06-05,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1
206,1.86954597632369,0.4014497574461125,CA,2023-06-06,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
207,2.87285741637526,0.3989644714121615,CA,2023-06-07,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0
208,1.04171134541212,0.3539562019892985,CA,2023-06-08,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1
209,3.1642431130544,0.4628624101440015,CA,2023-06-09,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0
210,1.19412279144318,0.57312300012385,CA,2023-06-10,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1
211,0.168471464521552,0.0215649687036305,CO,2023-04-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
212,0.705175731306209,0.0222431227282955,CO,2023-05-01,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0
213,0.425747567750968,0.16880115465863,CO,2023-05-02,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
214,0.0621611206496902,0.0236184852009808,CO,2023-05-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
215,0.394670204496057,0.02431414957117695,CO,2023-05-04,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
