...1,es_score,brier_score,location,target_date,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23C_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,X23G_50_CI,other_50_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23C_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,X23G_95_CI,other_95_CI
49,NA,NA,AL,2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.914415003629828,0.634093802228865,AL,2023-06-26,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0
52,0.810092018807526,0.549413020423325,AL,2023-06-27,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1
53,0.5964640576296,0.414301760043466,AL,2023-06-28,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54,NA,NA,AL,2023-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2023-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,0.25500561539149,0.1963166589423965,AL,2023-07-02,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
58,NA,NA,AL,2023-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2023-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,1.12315698758798,0.4633255766259145,AL,2023-07-05,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1
61,0.750142968515841,0.505569672997835,AL,2023-07-06,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
62,0.592746910417037,0.4049571001831955,AL,2023-07-07,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
63,NA,NA,AL,2023-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,0.815510309373572,0.525842343930145,AL,2023-07-09,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1
65,NA,NA,AL,2023-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2023-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,0.272016511535424,0.2161070160571085,AL,2023-07-12,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
68,0.580673627833624,0.3990505282730815,AL,2023-07-13,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
69,0.803176005382635,0.51549123529986,AL,2023-07-14,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1
70,NA,NA,AL,2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,0.271845688686831,0.22523460703041,AL,2023-07-16,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
72,0.783075858762372,0.509121037781905,AL,2023-07-17,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1
73,NA,NA,AL,2023-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,0.585133505884304,0.3928205643685795,AL,2023-07-19,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75,NA,NA,AL,2023-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2023-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,0.54921900093901,0.3894634094912625,AL,2023-07-22,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
78,0.839250740761999,0.56675244035662,AL,2023-07-23,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
79,0.580032027469438,0.387112319845439,AL,2023-07-24,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
80,0.820251227509774,0.403139020876555,AL,2023-07-25,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1
81,1.13877553303511,0.51017074563258,AL,2023-07-26,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1
82,NA,NA,AL,2023-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2023-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,0.118514999636182,0.07648140228717,AR,2023-06-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
87,NA,NA,AR,2023-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,AR,2023-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,0.120511727764078,0.081413685109115,AR,2023-06-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
90,0.119329643216528,0.083043376741856,AR,2023-06-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
91,NA,NA,AR,2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,1.21207494521555,0.087867442252635,AR,2023-06-26,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
94,0.754481507046587,0.52463282470427,AR,2023-06-27,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
95,NA,NA,AR,2023-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,NA,NA,AR,2023-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2023-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2023-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2023-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2023-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2023-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2023-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2023-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,2.19240196896182,0.657089727152595,AR,2023-07-10,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1
108,NA,NA,AR,2023-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2023-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,0.144726825746801,0.1118487161122365,AR,2023-07-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
111,NA,NA,AR,2023-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.147694284206204,0.1164011060685045,AR,2023-07-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
115,NA,NA,AR,2023-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,0.797851338389686,0.3977024020196505,AR,2023-07-19,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
117,NA,NA,AR,2023-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,0.69870475442522,0.465483635544803,AR,2023-07-21,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
119,NA,NA,AR,2023-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2023-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2023-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,1.17747262480885,0.55214799006125,AR,2023-07-26,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1
124,NA,NA,AR,2023-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,2.02854958536815,0.54789375605716,AR,2023-07-28,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1
126,NA,NA,AR,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,5.80667138013345,0.4217305271257815,AZ,2023-06-18,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1
128,4.05446947857928,0.4084528121305855,AZ,2023-06-19,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0
129,3.01092025774303,0.448263875562688,AZ,2023-06-20,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1
130,2.02838223289134,0.366507594022199,AZ,2023-06-21,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1
131,1.74974591773416,0.406343200454755,AZ,2023-06-22,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0
132,0.304681959874595,0.211172084556464,AZ,2023-06-23,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
133,1.08906534277108,0.3925867191585495,AZ,2023-06-24,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1
134,1.26630671349813,0.364305825147111,AZ,2023-06-25,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1
135,1.79795590477353,0.362775483168595,AZ,2023-06-26,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1
136,4.00801501634169,0.3551584030827385,AZ,2023-06-27,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1
137,2.01004592209534,0.352012160993632,AZ,2023-06-28,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1
138,1.97332254900046,0.3690925462597195,AZ,2023-06-29,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1
139,0.895182950223553,0.3533269202512315,AZ,2023-06-30,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1
140,1.35475823033139,0.317489659499206,AZ,2023-07-01,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
141,1.77181619639015,0.3550187568965135,AZ,2023-07-02,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
142,4.32208024234662,0.339673117204457,AZ,2023-07-03,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1
143,2.96395341515569,0.349909061871802,AZ,2023-07-04,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0
144,1.41416829705005,0.3913040640878995,AZ,2023-07-05,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1
145,1.37885313798768,0.4368945551700365,AZ,2023-07-06,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1
146,0.462629264339589,0.31826935333688,AZ,2023-07-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
147,1.60403440739495,0.3786091583164215,AZ,2023-07-08,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0
148,2.35822417389764,0.3745928405473805,AZ,2023-07-09,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1
149,2.61367150908875,0.3899841042464285,AZ,2023-07-10,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1
150,4.61669257151313,0.409057496897287,AZ,2023-07-11,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0
151,3.77138532287406,0.3994139878034285,AZ,2023-07-12,1,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1
152,4.04573840005207,0.4091164357991685,AZ,2023-07-13,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0
153,0.979101002817118,0.383653203301972,AZ,2023-07-14,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
154,2.48944949613286,0.45831935256075,AZ,2023-07-15,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1
155,2.19972531011993,0.3644064178460435,AZ,2023-07-16,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1
156,6.37452122682542,0.415223803590459,AZ,2023-07-17,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1
157,3.50311091749629,0.4167182802106645,AZ,2023-07-18,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1
158,3.79361868655482,0.4084082804325675,AZ,2023-07-19,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1
159,0.972803204659796,0.380246890590414,AZ,2023-07-20,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1
160,1.08031739209072,0.3072040335129905,AZ,2023-07-21,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1
161,1.89483158561495,0.4204899709104515,AZ,2023-07-22,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1
162,0.741213497558907,0.3976089487932805,AZ,2023-07-23,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1
163,6.84421342585702,0.4340780948359735,AZ,2023-07-24,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1
164,7.08728511529332,0.452687136527879,AZ,2023-07-25,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1
165,3.06705129562032,0.4311196320309775,AZ,2023-07-26,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1
166,2.23452687061005,0.452871755525394,AZ,2023-07-27,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
167,1.3184121257814,0.4140039285926625,AZ,2023-07-28,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1
168,0.814810443111417,0.395982776248043,AZ,2023-07-29,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
169,0.624379615258622,0.440102426831259,CA,2023-06-18,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
170,1.96551695538893,0.348405425599258,CA,2023-06-19,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0
171,2.60761684544182,0.38594260470319,CA,2023-06-20,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1
172,2.98764174897299,0.431598710812365,CA,2023-06-21,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0
173,2.44279243821509,0.421073565853374,CA,2023-06-22,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1
174,2.82221074880658,0.3997867209046765,CA,2023-06-23,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1
175,1.31318266127966,0.3993581480364185,CA,2023-06-24,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1
176,1.1754190620348,0.350970197813599,CA,2023-06-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
177,1.86566711087353,0.3981179097059195,CA,2023-06-26,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1
178,1.47314342366937,0.3660746377867215,CA,2023-06-27,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
179,2.49149175318463,0.412823418090153,CA,2023-06-28,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1
180,2.97346634830608,0.4036931176670785,CA,2023-06-29,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1
181,1.75062941982154,0.386365963457953,CA,2023-06-30,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1
182,1.21378455888858,0.4148172531747885,CA,2023-07-01,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1
183,1.94212827765355,0.419739159048115,CA,2023-07-02,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1
184,2.70970360600466,0.408239472402359,CA,2023-07-03,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1
185,1.4888547971252,0.34639263145227,CA,2023-07-04,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1
186,4.18069780526006,0.398768708156043,CA,2023-07-05,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1
