...1,es_score,brier_score,location,target_date,X24A_50_CI,X24B_50_CI,X24C_50_CI,X24D_50_CI,X24E_50_CI,X24G_50_CI,other_50_CI,X24A_95_CI,X24B_95_CI,X24C_95_CI,X24D_95_CI,X24E_95_CI,X24G_95_CI,other_95_CI
24,NA,NA,AK,2024-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,NA,NA,AK,2024-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,NA,NA,AK,2024-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,NA,NA,AK,2024-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,AK,2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,AK,2024-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,AK,2024-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,AK,2024-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,AK,2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,0.655078175391241,0.4488599760933125,AK,2024-08-02,1,1,1,1,0,1,1,0,1,1,1,0,1,1
35,NA,NA,AK,2024-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2024-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,1.39675881488303,0.4493991614228245,AK,2024-08-05,1,1,1,1,0,1,1,1,0,0,1,0,1,1
38,NA,NA,AK,2024-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,0.672993588368049,0.4498769080783175,AK,2024-08-07,1,1,1,1,0,1,1,1,1,1,1,1,1,1
40,NA,NA,AK,2024-08-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,1.42798159367052,0.4503891718988555,AK,2024-08-09,1,1,1,1,0,1,1,1,1,0,1,0,0,1
42,NA,NA,AK,2024-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,0.468263844729059,0.3376025939684765,AL,2024-06-30,1,1,1,1,1,1,1,0,0,1,1,1,1,1
44,NA,NA,AL,2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2024-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,0.477620309972433,0.3398134957569805,AL,2024-07-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
53,NA,NA,AL,2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2024-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,0.693090142890879,0.512857056058325,AL,2024-07-16,1,1,1,1,0,1,1,1,0,1,1,0,1,1
60,0.484338517368608,0.340505037648329,AL,2024-07-17,1,1,1,1,1,1,1,0,0,1,1,1,1,1
61,NA,NA,AL,2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2024-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2024-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2024-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,0.681382165802732,0.50883372587917,AL,2024-07-24,1,1,1,1,0,1,1,1,1,1,1,0,0,1
68,NA,NA,AL,2024-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,0.478379318403682,0.338829303924244,AL,2024-07-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1
70,NA,NA,AL,2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2024-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2024-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2024-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,0.540541089671689,0.3402966361637455,AL,2024-08-02,0,1,1,1,1,1,1,1,1,1,1,1,1,1
77,0.467125289725315,0.334781237605135,AL,2024-08-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
78,NA,NA,AL,2024-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2024-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2024-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2024-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,0.791629931896754,0.432340435108931,AL,2024-08-08,1,1,1,1,1,0,1,1,0,1,1,1,0,1
83,NA,NA,AL,2024-08-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2024-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,AR,2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,AR,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,NA,NA,AR,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,0.379145607307642,0.2512813066269145,AR,2024-07-08,1,1,1,1,1,1,1,0,1,0,1,1,1,1
94,0.575387043108288,0.436522480054816,AR,2024-07-09,1,0,1,1,1,1,1,1,0,0,1,1,1,1
95,0.571749388842876,0.4358469238584185,AR,2024-07-10,1,0,1,1,1,1,1,1,0,1,1,1,1,0
96,NA,NA,AR,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2024-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2024-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,0.55721134415376,0.4051729439596315,AR,2024-07-17,1,1,0,1,1,1,1,1,0,0,1,1,1,1
103,NA,NA,AR,2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,0.708542632213329,0.4757151794939725,AR,2024-07-19,1,1,1,1,1,0,1,0,1,1,1,1,0,1
105,NA,NA,AR,2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,1.01577982555147,0.40122922615545,AR,2024-07-22,1,1,1,1,1,1,1,0,1,0,1,1,0,1
108,0.572827995410963,0.3998842261272875,AR,2024-07-23,1,1,0,1,1,1,1,1,0,0,1,1,1,1
109,1.31416542794125,0.429512583572596,AR,2024-07-24,1,0,1,1,1,1,1,1,0,0,1,0,0,1
110,NA,NA,AR,2024-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,0.571737099351075,0.422382107163854,AR,2024-07-26,1,0,1,1,1,1,1,1,1,1,1,1,1,1
112,NA,NA,AR,2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,2.66972895600323,0.419064670812482,AR,2024-07-29,1,0,1,1,1,1,1,0,0,0,1,0,1,1
115,0.55996990914078,0.417892452159702,AR,2024-07-30,1,0,1,1,1,1,1,1,1,1,1,1,1,1
116,NA,NA,AR,2024-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2024-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2024-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,0.409985079659575,0.308495272701088,AR,2024-08-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
122,0.852047862671395,0.443486148530851,AR,2024-08-06,1,1,1,1,0,1,1,1,1,1,1,0,0,1
123,0.573162075101633,0.3899270278772435,AR,2024-08-07,1,1,0,1,1,1,1,1,1,0,1,1,0,1
124,NA,NA,AR,2024-08-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,0.709400512124911,0.397155653421474,AR,2024-08-09,1,1,1,1,0,1,1,0,1,0,1,1,1,1
126,NA,NA,AR,2024-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,2.47862706119352,0.400520173770707,AZ,2024-06-30,1,1,0,1,1,0,0,0,0,0,1,1,0,0
128,5.12907109121246,0.397030237446284,AZ,2024-07-01,1,1,0,0,0,1,0,1,0,0,0,0,1,0
129,1.56974914243654,0.330654814993393,AZ,2024-07-02,1,1,1,1,1,1,1,0,0,0,1,1,1,1
130,NA,NA,AZ,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,0.996816678174969,0.2960011154343505,AZ,2024-07-04,1,1,0,1,1,1,1,1,0,0,1,1,1,1
132,0.7031351269665,0.377671304273646,AZ,2024-07-05,1,1,1,1,0,1,1,1,0,1,1,0,1,1
133,2.12443730787117,0.437072338025633,AZ,2024-07-06,1,1,1,1,0,1,1,0,0,1,1,0,1,1
134,0.808705889131097,0.37297846389091,AZ,2024-07-07,1,1,1,1,1,1,1,1,0,0,1,1,0,1
135,4.67955317458132,0.383580639272812,AZ,2024-07-08,1,1,0,1,0,1,1,0,0,0,1,1,0,1
136,3.33510431085255,0.368563385128094,AZ,2024-07-09,1,0,1,1,1,1,1,0,0,0,1,0,0,1
137,2.05214606938326,0.3822961263548015,AZ,2024-07-10,1,1,1,1,1,1,1,0,0,0,1,0,0,1
138,0.959762780099169,0.407759539262649,AZ,2024-07-11,1,1,1,1,1,1,1,0,0,0,1,1,0,1
139,0.691143776756562,0.393041268160423,AZ,2024-07-12,1,1,1,1,1,1,1,0,0,1,1,0,1,1
140,NA,NA,AZ,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,1.04481830040945,0.508271366168045,AZ,2024-07-14,1,1,1,1,1,0,1,0,0,1,1,0,0,1
142,1.31374949079251,0.3608401551727765,AZ,2024-07-15,1,0,1,1,1,1,1,0,1,1,1,0,0,1
143,2.40240842907036,0.403925585737761,AZ,2024-07-16,0,0,1,1,0,1,1,0,0,0,1,0,0,1
144,2.05194516031472,0.3786200684771135,AZ,2024-07-17,1,1,1,1,1,0,1,0,0,0,1,0,0,1
145,3.3641382504192,0.403543525142608,AZ,2024-07-18,1,0,0,1,1,1,1,0,0,0,1,0,1,1
146,0.880588271287722,0.4164052956470255,AZ,2024-07-19,1,1,1,1,1,1,1,0,0,0,1,0,1,1
147,0.972610225221129,0.3772877771827315,AZ,2024-07-20,1,0,1,1,1,1,1,1,1,1,1,1,1,1
148,2.76642834276378,0.391429598742251,AZ,2024-07-21,0,1,0,1,1,0,1,0,0,0,1,1,0,1
149,1.85995379507104,0.366444627950186,AZ,2024-07-22,1,1,1,1,1,1,1,0,1,1,1,1,0,1
150,1.89354811616416,0.409963049101852,AZ,2024-07-23,1,1,1,1,1,0,0,1,0,1,0,1,0,0
151,3.82266550376699,0.405503470260815,AZ,2024-07-24,1,0,0,1,0,0,1,0,0,0,0,0,1,1
152,1.21036506766461,0.398825727026389,AZ,2024-07-25,1,0,1,1,1,1,1,0,1,0,1,1,1,1
153,1.05374778529108,0.398125410529825,AZ,2024-07-26,1,1,1,1,1,1,1,1,1,0,1,1,0,1
154,1.63841521202068,0.3729968138960335,AZ,2024-07-27,0,1,1,1,1,0,1,0,0,0,1,1,0,1
155,2.76052348616835,0.434488313062409,AZ,2024-07-28,0,1,1,1,0,1,0,0,0,0,1,0,0,1
156,1.84755717115597,0.389044205823234,AZ,2024-07-29,1,1,1,1,1,1,0,0,0,0,1,0,0,0
157,1.89932941448425,0.43035738000902,AZ,2024-07-30,0,1,1,1,1,0,1,0,0,1,1,0,0,1
158,4.49724369829061,0.4075393692913305,AZ,2024-07-31,0,1,1,1,0,1,1,0,0,0,1,0,0,1
159,1.10967067736013,0.381355931011431,AZ,2024-08-01,1,1,1,1,1,1,1,0,0,0,1,0,1,1
160,0.601986448572769,0.430653234130587,AZ,2024-08-02,1,0,1,1,1,1,1,1,1,1,1,1,1,1
161,2.4421189105092,0.4107095967723035,AZ,2024-08-03,1,1,1,1,0,1,1,0,0,0,1,0,1,1
162,1.61180987696835,0.437287893620139,AZ,2024-08-04,1,1,1,1,1,0,1,0,0,0,1,1,0,1
163,2.32308842109379,0.3773338665976805,AZ,2024-08-05,0,1,0,1,1,1,1,0,0,0,1,0,1,1
164,2.6793825506547,0.38716719523754,AZ,2024-08-06,1,1,1,1,0,1,1,0,0,0,1,1,0,1
165,4.7254472560527,0.409450212383199,AZ,2024-08-07,1,1,1,1,0,1,0,0,1,0,1,0,0,0
166,1.715370996324,0.40505255949316,AZ,2024-08-08,1,1,1,1,0,1,1,0,0,0,1,0,1,1
167,1.87469716658266,0.37738942769672,AZ,2024-08-09,1,1,1,1,0,1,1,1,0,0,1,0,1,1
168,1.45335403672366,0.483759300476529,AZ,2024-08-10,0,1,1,1,1,1,0,0,0,0,1,0,0,0
169,7.13056348423938,0.379067918168549,CA,2024-06-30,1,0,1,1,1,1,1,1,0,0,1,0,0,1
170,11.689195616048,0.372992955216962,CA,2024-07-01,1,0,1,1,0,1,1,0,0,0,1,0,0,0
171,5.39830845648277,0.390125422919025,CA,2024-07-02,1,1,1,1,1,1,1,0,0,1,0,0,0,0
172,6.37044829721714,0.388269262129582,CA,2024-07-03,1,1,1,1,1,1,1,1,0,1,0,0,0,0
173,2.02819997937945,0.382194367561577,CA,2024-07-04,1,1,1,1,1,1,1,0,0,0,0,0,0,1
174,5.33634972545393,0.3865170709611405,CA,2024-07-05,0,0,1,1,1,0,1,0,0,0,0,0,0,1
175,3.76468155211924,0.38745643180279,CA,2024-07-06,1,1,1,1,1,1,1,0,0,0,1,0,1,0
176,4.09322268441607,0.378146143216753,CA,2024-07-07,1,1,1,0,1,1,1,0,0,1,0,0,0,1
177,5.92454351309013,0.3936603755804305,CA,2024-07-08,0,1,0,0,1,1,1,0,0,0,0,0,0,0
178,10.220044843921,0.3935953066999805,CA,2024-07-09,0,1,0,1,1,1,0,0,0,0,1,0,0,0
179,8.48332985169626,0.4165013263883645,CA,2024-07-10,1,1,0,1,0,0,1,0,0,0,1,0,0,0
180,7.76389390226916,0.404242041262754,CA,2024-07-11,1,0,0,1,1,0,1,0,0,0,1,0,0,0
181,8.735233581822,0.3985557824948645,CA,2024-07-12,1,1,1,1,1,1,1,0,0,0,0,0,0,1
182,4.59241719622975,0.4133223857790005,CA,2024-07-13,1,0,1,1,0,1,0,0,0,0,1,0,1,0
183,6.48935208493781,0.384722678141995,CA,2024-07-14,0,1,1,1,1,0,1,0,0,0,0,0,0,1
184,8.96831358882062,0.4094578323258645,CA,2024-07-15,1,1,1,0,1,1,1,0,0,0,0,0,0,0
185,10.4974341380246,0.411288342428369,CA,2024-07-16,1,0,0,0,1,1,1,0,0,0,0,0,0,0
186,4.42217689586858,0.40110909415684,CA,2024-07-17,1,1,1,1,1,1,1,0,0,0,0,0,0,1
187,6.35680016596603,0.388984198478287,CA,2024-07-18,1,0,1,1,1,0,1,1,0,0,1,0,0,0
188,2.73406142124004,0.397842449467777,CA,2024-07-19,1,1,1,1,1,1,1,0,0,0,0,0,0,0
189,4.65654584747469,0.4045241962619905,CA,2024-07-20,1,1,1,1,1,1,1,0,0,0,0,0,0,0
190,10.3439884356791,0.4271410424331315,CA,2024-07-21,1,0,0,1,1,0,1,0,0,0,0,0,0,1
191,14.7023671519333,0.422092286160183,CA,2024-07-22,1,0,0,1,0,1,1,0,0,0,1,0,0,1
192,6.22494092158337,0.3964244075810625,CA,2024-07-23,1,1,0,1,1,0,1,0,0,0,1,0,0,1
193,12.8195737750828,0.4338068527753865,CA,2024-07-24,1,1,0,0,0,0,1,0,0,0,0,0,0,1
194,9.78865755410986,0.427717931071994,CA,2024-07-25,1,1,0,0,0,1,0,0,0,0,0,0,0,1
195,9.45261576140216,0.431934733980305,CA,2024-07-26,1,0,0,1,1,1,0,0,0,0,1,0,0,0
196,6.04423288629292,0.4212050258255485,CA,2024-07-27,1,1,0,1,0,1,1,0,0,0,0,0,0,1
197,10.2995834855272,0.4220388256596635,CA,2024-07-28,0,1,1,0,0,1,1,0,0,0,0,0,0,1
198,6.47446884921493,0.4174337852464975,CA,2024-07-29,0,1,0,1,1,1,1,0,0,0,0,0,0,0
199,14.2603235559044,0.458587149954601,CA,2024-07-30,1,1,0,1,0,0,1,0,0,0,0,0,1,0
200,8.61985692646392,0.421031256384384,CA,2024-07-31,1,0,1,0,0,0,1,0,0,0,0,0,0,0
201,11.4496839405244,0.442477808319436,CA,2024-08-01,0,0,0,1,0,1,1,0,0,0,0,0,0,1
202,6.02262451788928,0.4252854133307145,CA,2024-08-02,1,1,0,1,0,1,1,0,0,0,0,0,0,0
203,5.3723997295697,0.4120299671059895,CA,2024-08-03,1,0,1,1,0,0,1,0,0,0,1,0,0,1
204,10.471093679728,0.4144367441839465,CA,2024-08-04,0,1,0,1,0,1,1,0,0,0,1,0,1,1
205,11.3878693826295,0.415699872042736,CA,2024-08-05,1,1,1,1,1,1,0,0,0,0,0,0,0,1
206,10.9082284332443,0.4358309512165,CA,2024-08-06,1,1,0,1,0,1,0,1,0,0,1,0,0,0
207,6.99735468576902,0.4128097194570835,CA,2024-08-07,1,1,1,1,1,1,0,1,0,0,1,0,0,0
208,5.56159998827391,0.4185691148621745,CA,2024-08-08,1,1,1,1,0,1,1,0,0,0,1,0,0,1
209,14.8661904938987,0.4514576165821235,CA,2024-08-09,1,1,0,1,0,0,0,0,0,0,1,0,0,0
210,8.75126965409276,0.425337168717552,CA,2024-08-10,0,1,0,1,1,0,1,0,0,0,1,0,0,1
211,NA,NA,CO,2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,0.541373948340907,0.3705111355278005,CO,2024-07-01,1,0,1,1,1,1,1,1,0,1,1,0,1,1
213,NA,NA,CO,2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,NA,NA,CO,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,NA,NA,CO,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,0.495376440093784,0.3838977206632235,CO,2024-07-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
217,NA,NA,CO,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,0.484397108259302,0.3848359441523615,CO,2024-07-08,1,1,1,1,1,1,1,1,1,0,1,0,1,1
220,NA,NA,CO,2024-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,0.502652469884528,0.385739774644076,CO,2024-07-10,1,1,0,1,1,1,1,1,1,1,1,1,1,1
222,0.766431365865454,0.4011444848356225,CO,2024-07-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
223,0.639440339233458,0.413011911251547,CO,2024-07-12,1,1,1,1,0,1,1,1,1,1,1,0,0,1
224,NA,NA,CO,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,0.834933933068713,0.404990963201771,CO,2024-07-15,1,1,1,1,1,1,1,0,0,1,1,0,0,1
227,1.41635725369268,0.42332031099628,CO,2024-07-16,1,1,1,1,1,0,1,0,1,0,1,1,0,1
228,0.812555641741901,0.411337025513279,CO,2024-07-17,1,1,1,1,1,0,1,1,0,1,1,1,0,1
229,1.08300662230513,0.398008472881674,CO,2024-07-18,0,1,1,1,1,1,1,0,0,0,1,0,0,1
230,0.545968261537854,0.4041467374443615,CO,2024-07-19,0,1,1,1,1,1,1,0,1,1,1,0,1,1
231,NA,NA,CO,2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,NA,NA,CO,2024-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,1.17413333886836,0.389136223573367,CO,2024-07-23,1,1,0,1,1,1,1,0,1,0,1,1,1,1
235,0.737950827088378,0.389391663061861,CO,2024-07-24,1,1,1,1,1,1,1,1,1,0,1,0,1,1
