...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,recombinant_50_CI,X23G_50_CI,other_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,recombinant_95_CI,X23G_95_CI,other_95_CI
28,NA,NA,AK,2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2023-09-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,AK,2023-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,AK,2023-09-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,0.679893310118837,0.445284199479863,AK,2023-09-06,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33,NA,NA,AK,2023-09-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,AK,2023-09-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2023-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2023-09-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2023-09-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2023-09-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2023-09-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,0.820887588016056,0.581917055258895,AK,2023-09-14,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1
41,NA,NA,AK,2023-09-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2023-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2023-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,0.737514183068476,0.521480367951195,AL,2023-08-08,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
46,0.519492557345743,0.372206611911171,AL,2023-08-09,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
47,0.525109573192324,0.373402269274447,AL,2023-08-10,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
48,NA,NA,AL,2023-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.419845697943017,0.290163360320743,AL,2023-08-14,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
52,NA,NA,AL,2023-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,0.89397189855426,0.478717067941598,AL,2023-08-16,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1
54,0.564279819872341,0.334685891120869,AL,2023-08-17,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
55,0.964388367611145,0.3438097628863005,AL,2023-08-18,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
56,0.942537325439869,0.2869848114420735,AL,2023-08-19,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1
57,1.0181709933739,0.358346292629999,AL,2023-08-20,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1
58,NA,NA,AL,2023-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,0.414779999103642,0.2850561335331095,AL,2023-08-22,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
60,0.874578352482979,0.480122689347914,AL,2023-08-23,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1
61,1.36982490061853,0.4382414090457295,AL,2023-08-24,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
62,0.889044251527323,0.4806626849370025,AL,2023-08-25,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1
63,0.669619091013421,0.503504535793185,AL,2023-08-26,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
64,NA,NA,AL,2023-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.969107623440282,0.381339267945562,AL,2023-08-28,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0
66,0.695282937659168,0.4639966005534835,AL,2023-08-29,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
67,0.998662311110736,0.457479493639502,AL,2023-08-30,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1
68,NA,NA,AL,2023-08-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,0.6393490173731,0.3699816401222775,AL,2023-09-01,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1
70,0.411154535353096,0.2777277901694715,AL,2023-09-02,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
71,NA,NA,AL,2023-09-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,0.40806791525718,0.276350473469249,AL,2023-09-04,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
73,0.399701116693779,0.2756579354819915,AL,2023-09-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
74,1.00886749975776,0.3369491175261525,AL,2023-09-06,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
75,NA,NA,AL,2023-09-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2023-09-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,0.391410303816812,0.272175343924181,AL,2023-09-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
79,0.611061711704955,0.468723762435294,AL,2023-09-11,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1
80,NA,NA,AL,2023-09-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,0.39875527651597,0.2700941700035675,AL,2023-09-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
82,0.384856640180049,0.269407105415123,AL,2023-09-14,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
83,NA,NA,AL,2023-09-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,0.612295471556876,0.4699640867967745,AR,2023-08-07,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1
87,1.70621276968743,0.3592440576685865,AR,2023-08-08,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1
88,1.21649450417926,0.433529850171483,AR,2023-08-09,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,1,1
89,0.555031319809935,0.367784270210296,AR,2023-08-10,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
90,0.510477735731772,0.311394657390226,AR,2023-08-11,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
91,NA,NA,AR,2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,0.512550802737038,0.3124944992362155,AR,2023-08-14,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
94,0.592376384952499,0.357827053048732,AR,2023-08-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
95,1.31363028271939,0.4435160212096205,AR,2023-08-16,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
96,1.21936546178035,0.2794988972249825,AR,2023-08-17,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1
97,1.11601906477298,0.3894821291917355,AR,2023-08-18,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1
98,0.750981272069342,0.546979811919235,AR,2023-08-19,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
99,NA,NA,AR,2023-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,2.24012186651982,0.42386045702902,AR,2023-08-21,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0
101,0.586352331858175,0.46961237070397,AR,2023-08-22,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1
102,2.41728570014339,0.4441887144316615,AR,2023-08-23,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
103,2.30994393403973,0.52698224912897,AR,2023-08-24,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1
104,0.388440356295866,0.235161130220283,AR,2023-08-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
105,NA,NA,AR,2023-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,0.394344146390115,0.2324819636655205,AR,2023-08-27,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
107,2.21649000812065,0.3684498804565275,AR,2023-08-28,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0
108,2.70556389196739,0.343823399938106,AR,2023-08-29,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1
109,2.14481084721608,0.5295971313148,AR,2023-08-30,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1
110,1.03833293619248,0.52815728699681,AR,2023-08-31,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1
111,NA,NA,AR,2023-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-09-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2023-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,2.88495016018456,0.4387255970368505,AR,2023-09-05,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0
116,0.93195392110888,0.515173427584015,AR,2023-09-06,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1
117,0.763258211717165,0.3812922987089525,AR,2023-09-07,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1
118,1.7890063906594,0.443466924897386,AR,2023-09-08,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1
119,NA,NA,AR,2023-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-09-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,2.71323796688656,0.541447473001925,AR,2023-09-11,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1
122,0.800633228649662,0.304913038953608,AR,2023-09-12,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
123,0.960961961972148,0.4871505372363595,AR,2023-09-13,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
124,0.747757487397492,0.544876229430555,AR,2023-09-14,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
125,1.2064742517151,0.4997972014592135,AR,2023-09-15,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1
126,NA,NA,AR,2023-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,0.827192410772752,0.373895304418438,AZ,2023-08-06,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1
128,2.59328147398197,0.38601066844767,AZ,2023-08-07,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1
129,4.99482353311685,0.4098567135060295,AZ,2023-08-08,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1
130,2.86488510093191,0.42129411423591,AZ,2023-08-09,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1
131,0.955744395495968,0.4404421957655685,AZ,2023-08-10,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1
132,0.873993182638619,0.433773569148521,AZ,2023-08-11,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1
133,0.428072574192544,0.285404120397184,AZ,2023-08-12,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
134,1.55990225834691,0.37758686563857,AZ,2023-08-13,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1
135,7.02624540646899,0.4371210880742115,AZ,2023-08-14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
136,2.44349925000211,0.370424718072815,AZ,2023-08-15,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1
137,3.64358625385887,0.384826601089467,AZ,2023-08-16,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1
138,1.8499446688634,0.4529818429051225,AZ,2023-08-17,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1
139,1.20614087213391,0.4095501706464025,AZ,2023-08-18,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0
140,0.97373052446168,0.3786245954363395,AZ,2023-08-19,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1
141,2.48271038153371,0.414467001819578,AZ,2023-08-20,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1
142,3.78713122744937,0.377807859387444,AZ,2023-08-21,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0
143,3.38327699115932,0.38650806754267,AZ,2023-08-22,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1
144,3.13400964132613,0.39726464090999,AZ,2023-08-23,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1
145,2.10775997612189,0.3816244752329785,AZ,2023-08-24,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1
146,0.895899153204534,0.437925363479114,AZ,2023-08-25,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1
147,1.80077249657689,0.461790341252578,AZ,2023-08-26,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1
148,4.48450666411594,0.4422842042842425,AZ,2023-08-27,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0
149,4.41073352389043,0.3678602166819515,AZ,2023-08-28,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0
150,1.2993687297557,0.416615009817834,AZ,2023-08-29,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1
151,2.41887674393302,0.3885084041590575,AZ,2023-08-30,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1
152,1.18168297180596,0.480979892551762,AZ,2023-08-31,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0
153,0.540939912064518,0.383730034389415,AZ,2023-09-01,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1
154,NA,NA,AZ,2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,3.92466168111367,0.412095958452748,AZ,2023-09-03,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1
156,4.92864319474262,0.3958159221261495,AZ,2023-09-04,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1
157,3.96463854643944,0.4029849264118325,AZ,2023-09-05,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0
158,NA,NA,AZ,2023-09-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,NA,NA,AZ,2023-09-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,NA,NA,AZ,2023-09-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,1.75922852193484,0.48734392614559,AZ,2023-09-09,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0
162,3.41248055223946,0.412131431932164,AZ,2023-09-10,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1
163,7.21196872298472,0.3989780411927315,AZ,2023-09-11,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1
164,2.50444323682239,0.3787663850143145,AZ,2023-09-12,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1
165,2.10967853104154,0.419838307100244,AZ,2023-09-13,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1
166,1.29457209823691,0.4414040141370645,AZ,2023-09-14,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
167,1.58469577559654,0.4156607087014795,AZ,2023-09-15,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1
168,1.7081025986004,0.417871775349137,AZ,2023-09-16,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,1
169,0.867661352054917,0.4231118436664275,CA,2023-08-06,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1
170,2.19911841257955,0.4097876604476615,CA,2023-08-07,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1
171,3.08002202965033,0.418136651721676,CA,2023-08-08,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1
172,2.77812220325564,0.4147233852601545,CA,2023-08-09,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0
173,3.77578709838352,0.417258072697391,CA,2023-08-10,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0
174,3.87292651389774,0.406038672336644,CA,2023-08-11,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1
175,2.30200584383729,0.3973608774511115,CA,2023-08-12,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1
176,1.45569704829776,0.407726752046158,CA,2023-08-13,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1
177,2.94454318283244,0.407581178399827,CA,2023-08-14,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1
178,3.55724655961063,0.4118940304463345,CA,2023-08-15,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1
179,5.4744140192827,0.422927188372244,CA,2023-08-16,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1
180,5.21567250431628,0.420529922046913,CA,2023-08-17,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1
181,7.44191874098918,0.40776585446087,CA,2023-08-18,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1
182,2.72478721342515,0.4148905877808565,CA,2023-08-19,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0
183,2.2063568358344,0.4307836612419455,CA,2023-08-20,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0
184,6.00333503557893,0.4024260035140635,CA,2023-08-21,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0
185,4.7465553939149,0.426453031682836,CA,2023-08-22,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1
186,4.86551997864361,0.4074759675928505,CA,2023-08-23,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1
187,5.65468289946707,0.4070365706600555,CA,2023-08-24,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1
188,4.47251067210875,0.4081077312174215,CA,2023-08-25,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0
189,3.10872737324003,0.40645507677989,CA,2023-08-26,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1
190,3.45970529485834,0.3994382250580075,CA,2023-08-27,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1
191,5.1353432712349,0.411048552435111,CA,2023-08-28,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0
192,7.13695183760074,0.400325041836812,CA,2023-08-29,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1
193,13.3187997323781,0.4039981664009225,CA,2023-08-30,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
194,6.18844372548985,0.402171026949637,CA,2023-08-31,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0
195,4.56289142453291,0.3957087469249005,CA,2023-09-01,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1
196,1.37734611675196,0.407467667440295,CA,2023-09-02,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1
197,1.44669156523353,0.414856578106756,CA,2023-09-03,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1
198,1.69673995207995,0.389766820922542,CA,2023-09-04,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1
199,3.28550759949106,0.4168907086469175,CA,2023-09-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1
200,6.34596726596053,0.390081149211284,CA,2023-09-06,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1
201,4.0851775257003196,0.3972394421937295,CA,2023-09-07,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1
202,8.76921985615698,0.379548948632512,CA,2023-09-08,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1
