...1,es_score,brier_score,location,target_date,X24A_50_CI,X24B_50_CI,X24C_50_CI,recombinant_50_CI,X24D_50_CI,X24G_50_CI,X24E_50_CI,other_50_CI,X24A_95_CI,X24B_95_CI,X24C_95_CI,recombinant_95_CI,X24D_95_CI,X24G_95_CI,X24E_95_CI,other_95_CI
35,NA,NA,AK,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,0.764551032936452,0.524810656345575,AK,2024-07-02,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1
39,NA,NA,AK,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,AL,2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2024-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,0.598646047889499,0.5384663457339,AL,2024-06-30,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
79,NA,NA,AL,2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,AR,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,AR,2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,NA,NA,AR,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,AR,2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,NA,NA,AR,2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,NA,NA,AR,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,0.237683507440489,0.1851836100075885,AR,2024-06-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
101,NA,NA,AR,2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,0.905123541900694,0.343845219895976,AZ,2024-05-26,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1
128,1.73921646032739,0.4277805634791035,AZ,2024-05-27,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1
129,1.12925732533236,0.2995052681621025,AZ,2024-05-28,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1
130,1.02054013102284,0.427706682747519,AZ,2024-05-29,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1
131,0.693778581883732,0.449105167587282,AZ,2024-05-30,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
132,NA,NA,AZ,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,0.584443440078672,0.3342775076071565,AZ,2024-06-01,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
134,1.87924536441954,0.3684175906197135,AZ,2024-06-02,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1
135,1.95656524113849,0.3774396387266375,AZ,2024-06-03,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1
136,1.03962978773786,0.3592196937382505,AZ,2024-06-04,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1
137,1.47806677358267,0.3572355877353425,AZ,2024-06-05,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
138,1.32541266853896,0.3050630389761665,AZ,2024-06-06,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1
139,1.13017559386719,0.348165248251832,AZ,2024-06-07,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1
140,1.50636059866168,0.3338512458228835,AZ,2024-06-08,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1
141,1.79734742876718,0.432197871700637,AZ,2024-06-09,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1
142,2.50406682095726,0.3340123632593695,AZ,2024-06-10,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0
143,3.10952212906811,0.3776530601107555,AZ,2024-06-11,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1
144,2.51845726623689,0.357366257678216,AZ,2024-06-12,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1
145,1.75350929914335,0.367461460288721,AZ,2024-06-13,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1
146,1.92116253661002,0.31720673358537,AZ,2024-06-14,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1
147,0.348197763681781,0.284398026532376,AZ,2024-06-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
148,1.33860407541102,0.349267167356658,AZ,2024-06-16,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1
149,4.75370160442871,0.3601525392273985,AZ,2024-06-17,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1
150,3.54410704659586,0.373745582167083,AZ,2024-06-18,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1
151,1.36423877088803,0.329003786277301,AZ,2024-06-19,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1
152,1.31205040403101,0.358657554393619,AZ,2024-06-20,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
153,0.921843932002325,0.3231844424154485,AZ,2024-06-21,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
154,0.417826404032185,0.309450563135011,AZ,2024-06-22,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
155,1.61918500799708,0.336964264155583,AZ,2024-06-23,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1
156,0.998856789612706,0.3598106897880785,AZ,2024-06-24,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1
157,3.27426239688065,0.352804794901122,AZ,2024-06-25,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1
158,2.4004849366078,0.409713667515278,AZ,2024-06-26,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1
159,NA,NA,AZ,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,0.42912396786957,0.3139580996526065,AZ,2024-06-28,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1
161,0.983790851499277,0.3338033644077845,AZ,2024-06-29,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1
162,2.80328550513099,0.409444022221883,AZ,2024-06-30,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1
163,5.48064048125065,0.4029346528677985,AZ,2024-07-01,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1
164,1.7138632134102,0.334740513179743,AZ,2024-07-02,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
165,NA,NA,AZ,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,1.02702423624256,0.2862261871021715,AZ,2024-07-04,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1
167,0.80438807046856,0.386883521166739,AZ,2024-07-05,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1
168,2.22673108737746,0.439987772681198,AZ,2024-07-06,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0
169,6.72900747462142,0.41301207306278,CA,2024-05-26,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
170,2.47019762481068,0.349004849569122,CA,2024-05-27,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1
171,3.46183342812195,0.354637511593,CA,2024-05-28,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1
172,2.88286160517767,0.3535955339228025,CA,2024-05-29,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1
173,9.18739719856008,0.426369891976269,CA,2024-05-30,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1
174,7.6950274167971,0.362624226718098,CA,2024-05-31,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1
175,5.44349801213391,0.4242290558849435,CA,2024-06-01,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1
176,7.8655262212785,0.424928746506848,CA,2024-06-02,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1
177,5.42389686782712,0.3926994229920225,CA,2024-06-03,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1
178,8.55906382439561,0.4087677415251805,CA,2024-06-04,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1
179,8.88657769343911,0.377696610951654,CA,2024-06-05,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0
180,6.0304471875969,0.3635603309512535,CA,2024-06-06,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1
181,9.64973148521147,0.3719411632671485,CA,2024-06-07,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1
182,4.51230507872358,0.401018318738333,CA,2024-06-08,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1
183,5.0432666372582,0.3906872179526375,CA,2024-06-09,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1
184,5.05330986584454,0.368189136496445,CA,2024-06-10,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1
185,9.41750657060489,0.395743766062738,CA,2024-06-11,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1
186,6.15445432075898,0.379263098104918,CA,2024-06-12,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1
187,6.21399810257124,0.365447772566609,CA,2024-06-13,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1
188,5.8223975488065,0.412623538283873,CA,2024-06-14,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1
189,2.7260336440256,0.4097032151240245,CA,2024-06-15,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0
190,3.72141222747502,0.34697888125677,CA,2024-06-16,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1
191,4.68893206612586,0.3874810400718125,CA,2024-06-17,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1
192,7.10489603592933,0.3780774911053135,CA,2024-06-18,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1
193,8.80069017637993,0.3853103830144305,CA,2024-06-19,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1
194,4.46649507879982,0.385255667965744,CA,2024-06-20,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1
195,4.17266837346576,0.3573510193289545,CA,2024-06-21,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1
196,4.04966681640042,0.3952246187919715,CA,2024-06-22,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1
197,5.02701237453867,0.39656501168266,CA,2024-06-23,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1
198,8.89448239370879,0.4354550102100765,CA,2024-06-24,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1
199,9.9705871307274,0.3992414824544775,CA,2024-06-25,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
200,21.8567797897035,0.396861638152707,CA,2024-06-26,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1
201,16.1060857978236,0.3967484533285335,CA,2024-06-27,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1
202,17.6982756591148,0.4061508920603775,CA,2024-06-28,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
203,11.7690754601802,0.40204718251869,CA,2024-06-29,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1
204,6.18070751360227,0.3747042196213575,CA,2024-06-30,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1
205,14.9114736112743,0.385156360093468,CA,2024-07-01,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1
206,12.8380934196462,0.4065221295083975,CA,2024-07-02,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1
207,15.4184809535546,0.409433965078006,CA,2024-07-03,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1
208,4.33393801928569,0.4004240851166835,CA,2024-07-04,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1
209,8.1500130834317,0.3971046850905745,CA,2024-07-05,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1
210,5.76482159603985,0.392913755371657,CA,2024-07-06,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1
211,NA,NA,CO,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,NA,NA,CO,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,NA,NA,CO,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,0.302147363843146,0.205273602065681,CO,2024-05-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
