...1,es_score,brier_score,location,target_date,X24A_50_CI,X24B_50_CI,X24C_50_CI,X24E_50_CI,X24G_50_CI,other_50_CI,X24A_95_CI,X24B_95_CI,X24C_95_CI,X24E_95_CI,X24G_95_CI,other_95_CI
38,NA,NA,AK,2024-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2024-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,0.695393741232857,0.51724937226542,AK,2024-08-02,1,1,1,0,1,1,0,1,1,0,1,1
42,NA,NA,AK,2024-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,0.520689095065317,0.405984696206386,AL,2024-06-30,1,0,1,1,1,1,1,0,1,1,0,1
51,NA,NA,AL,2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,AL,2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2024-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,0.525142849556286,0.3983757611244005,AL,2024-07-09,1,0,1,1,1,1,1,0,0,1,1,1
60,NA,NA,AL,2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2024-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,0.694083359235368,0.53576019350359,AL,2024-07-16,1,1,1,0,1,1,1,0,1,0,1,1
67,0.517746484351454,0.390185822643935,AL,2024-07-17,1,0,1,1,1,1,1,0,0,1,1,1
68,NA,NA,AL,2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2024-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2024-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2024-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,0.681281572806403,0.530857529607235,AL,2024-07-24,1,1,1,0,1,1,1,1,1,1,1,1
75,NA,NA,AL,2024-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,0.527082613175858,0.379873924641523,AL,2024-07-26,1,0,1,1,1,1,1,1,1,1,1,1
77,NA,NA,AL,2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2024-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2024-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2024-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,0.537856332514741,0.320680996581998,AL,2024-08-02,0,1,1,1,1,1,0,0,1,1,1,1
84,0.528751979147253,0.370401184124195,AL,2024-08-03,1,0,1,1,1,1,1,0,0,1,1,1
85,NA,NA,AR,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,AR,2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,AR,2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,NA,NA,AR,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,AR,2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,NA,NA,AR,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,NA,NA,AR,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,0.351093267065087,0.2640421594324545,AR,2024-07-08,1,1,1,1,1,1,0,1,1,1,0,1
101,0.577412168631169,0.4422363417469895,AR,2024-07-09,1,0,1,1,1,1,1,1,1,1,1,1
102,0.583249434097675,0.442164261431046,AR,2024-07-10,1,0,1,1,1,1,0,0,1,1,1,1
103,NA,NA,AR,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2024-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2024-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,0.570890437953535,0.4034608957763375,AR,2024-07-17,1,1,0,1,1,1,0,1,0,1,1,1
110,NA,NA,AR,2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,0.690309417155903,0.4864441676936665,AR,2024-07-19,1,1,1,1,0,1,1,1,0,1,0,1
112,NA,NA,AR,2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,1.02305801370351,0.4087953274703395,AR,2024-07-22,1,1,1,1,1,1,0,0,0,1,1,1
115,0.586794471535225,0.402117715389996,AR,2024-07-23,1,1,0,1,1,1,1,0,0,1,1,1
116,1.37619535711498,0.441816882136926,AR,2024-07-24,0,0,1,1,1,1,0,0,0,0,0,1
117,NA,NA,AR,2024-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,0.580910508747059,0.4393544722297605,AR,2024-07-26,1,0,1,1,1,1,1,0,0,1,1,1
119,NA,NA,AR,2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,2.63930551700919,0.438442800670275,AR,2024-07-29,0,0,1,1,1,1,0,0,1,1,1,1
122,0.579731493039411,0.438117852489103,AR,2024-07-30,1,0,1,1,1,1,0,0,1,1,1,1
123,NA,NA,AR,2024-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2024-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.55726941706112,0.3457225791331375,AZ,2024-06-23,1,1,0,1,1,1,0,0,0,1,0,1
128,0.911027677156863,0.36224768438097,AZ,2024-06-24,1,1,1,1,1,1,0,0,1,1,1,1
129,2.45882254373903,0.353244460420261,AZ,2024-06-25,1,1,1,1,1,1,0,0,0,0,0,0
130,2.64040303967311,0.416346284571006,AZ,2024-06-26,1,0,0,1,1,1,0,0,0,1,0,1
131,NA,NA,AZ,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,0.399773807916982,0.3012999203450525,AZ,2024-06-28,1,1,1,1,1,1,0,1,0,1,1,1
133,0.975417674828041,0.290576789827918,AZ,2024-06-29,0,1,1,1,1,1,0,0,1,0,1,1
134,2.53921710804345,0.396322433441497,AZ,2024-06-30,1,1,0,1,0,0,0,0,0,0,0,1
135,5.52357652252136,0.396019770192274,AZ,2024-07-01,1,1,0,0,1,0,0,0,0,0,0,0
136,1.61574458048309,0.330387094393458,AZ,2024-07-02,1,1,1,1,1,1,0,1,0,1,0,1
137,NA,NA,AZ,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,1.02840670066104,0.317207025313642,AZ,2024-07-04,1,1,0,1,1,1,0,1,0,0,1,1
139,0.736907948960252,0.3871638487230585,AZ,2024-07-05,1,1,1,0,1,1,0,1,0,1,1,1
140,2.18165535234211,0.4514133218227,AZ,2024-07-06,1,1,1,0,1,1,0,0,0,0,0,1
141,0.811919717486932,0.3703294421293045,AZ,2024-07-07,1,1,1,1,1,1,0,0,0,1,1,1
142,4.63588866545881,0.381919994440914,AZ,2024-07-08,1,1,1,0,1,1,0,0,0,0,0,1
143,3.10561987970943,0.367816877205365,AZ,2024-07-09,1,0,1,1,1,1,0,0,0,0,0,1
144,2.10705362918247,0.381280689113722,AZ,2024-07-10,1,1,1,1,1,1,1,1,0,0,0,1
145,0.968051562609021,0.412088467202541,AZ,2024-07-11,1,1,1,1,1,1,0,0,0,0,0,1
146,0.719502477945553,0.3970025650011755,AZ,2024-07-12,1,1,1,1,1,1,0,1,1,0,1,1
147,NA,NA,AZ,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,0.979375989057154,0.4940985201904505,AZ,2024-07-14,1,1,1,1,0,1,0,0,1,1,1,1
149,1.30003177411351,0.353550627574694,AZ,2024-07-15,1,0,1,1,1,1,0,1,1,1,0,1
150,2.224549141418,0.4068679497267305,AZ,2024-07-16,1,1,1,0,1,1,0,0,0,0,0,1
151,2.06670522442808,0.375192208001574,AZ,2024-07-17,1,1,1,1,0,1,1,0,0,0,0,1
152,3.4190940491649,0.389423007313233,AZ,2024-07-18,1,0,0,1,1,1,0,0,0,0,0,1
153,0.893333463016655,0.415131498975209,AZ,2024-07-19,1,1,1,0,1,1,0,1,0,0,1,1
154,0.842206086828691,0.3729336263461995,AZ,2024-07-20,1,0,1,1,1,1,0,0,0,1,1,1
155,2.78665873027036,0.367382176104716,AZ,2024-07-21,0,1,0,1,0,1,0,0,0,0,1,1
156,1.87816309056544,0.361715614569511,AZ,2024-07-22,1,1,1,1,1,1,0,1,0,1,0,1
157,1.96104181428894,0.4139523335466785,AZ,2024-07-23,1,1,1,1,0,0,0,0,1,0,0,0
158,3.37840239329216,0.3966165575060285,AZ,2024-07-24,1,0,0,1,1,1,0,0,0,0,0,1
159,1.14976327522806,0.4077873456951955,AZ,2024-07-25,1,0,1,1,1,1,0,1,0,1,1,1
160,1.11510730430263,0.393749703860582,AZ,2024-07-26,1,1,1,1,0,1,0,0,0,0,0,1
161,1.6691445847733,0.340220673549969,AZ,2024-07-27,0,1,1,1,0,1,0,0,0,1,0,1
162,2.75245534828507,0.446981760205908,AZ,2024-07-28,0,1,1,0,1,0,0,0,0,0,1,0
163,1.76282844024022,0.3874956479310305,AZ,2024-07-29,1,1,1,1,1,0,0,0,0,1,1,0
164,1.82234669718017,0.435129467817971,AZ,2024-07-30,1,1,1,1,0,1,0,0,0,0,0,1
165,4.60798056093523,0.433091347779715,AZ,2024-07-31,0,1,1,0,1,1,0,0,1,0,0,1
166,1.22676118328553,0.417170251042877,AZ,2024-08-01,1,1,0,0,1,1,1,0,0,0,0,1
167,0.573345710650514,0.443917327995704,AZ,2024-08-02,1,0,1,1,1,1,1,0,0,1,1,1
168,2.5423660784128,0.428055911480671,AZ,2024-08-03,1,1,1,0,1,1,1,0,0,0,1,1
169,2.8499783450582,0.3809223133250255,CA,2024-06-23,1,1,1,1,1,1,0,0,0,0,0,1
170,5.32887388029209,0.4072125081706925,CA,2024-06-24,0,1,1,1,0,1,0,1,0,0,0,1
171,5.5524136338074,0.3834889451613705,CA,2024-06-25,1,1,0,1,1,0,0,0,0,0,0,0
172,15.4807843799304,0.380198360861721,CA,2024-06-26,0,0,0,1,1,1,0,0,0,0,0,0
173,11.6500899666303,0.3854477650320965,CA,2024-06-27,1,0,1,1,1,1,0,0,0,0,0,0
174,8.13663258742124,0.3926220426155425,CA,2024-06-28,1,1,1,1,1,1,0,0,0,0,0,0
175,5.74865341843813,0.38632826271136,CA,2024-06-29,1,1,1,1,1,0,0,0,0,0,0,1
176,7.43967033595833,0.3756366729664325,CA,2024-06-30,1,0,1,1,1,1,0,0,0,0,0,0
177,12.1912886733446,0.3743145603116455,CA,2024-07-01,1,0,1,0,0,1,0,0,0,0,0,0
178,6.05117378144377,0.3926448872856275,CA,2024-07-02,1,1,1,1,1,1,0,0,0,0,0,0
179,6.54713487046139,0.3931496488517205,CA,2024-07-03,1,1,1,1,1,1,0,0,0,0,0,0
180,2.14743015498694,0.3858508103881975,CA,2024-07-04,1,1,1,1,1,1,0,0,1,0,0,1
181,4.65749952626752,0.3868520485418755,CA,2024-07-05,0,1,1,1,0,1,0,0,0,0,0,1
182,3.66985317352263,0.385430271012211,CA,2024-07-06,1,1,1,1,1,1,0,0,0,0,0,0
183,3.92147931695711,0.3800307527162055,CA,2024-07-07,1,1,1,1,1,1,0,0,0,0,0,0
184,5.75295991096291,0.3906939274053025,CA,2024-07-08,0,1,1,1,1,1,0,0,0,0,0,1
185,8.64955511624601,0.3851147895307585,CA,2024-07-09,0,1,0,1,1,1,0,0,0,0,0,0
186,10.5644476304001,0.41274116276938,CA,2024-07-10,0,1,0,0,1,1,0,0,0,0,0,0
187,8.1891155291659,0.402646426310482,CA,2024-07-11,1,0,0,0,0,1,0,0,0,0,0,1
188,9.35014337791931,0.3960280198306365,CA,2024-07-12,1,1,1,1,0,1,0,0,0,0,0,0
189,5.00743607515353,0.4087220060113375,CA,2024-07-13,1,0,1,0,1,1,0,0,0,0,1,0
190,6.78824246872626,0.380747745491704,CA,2024-07-14,0,1,1,0,0,1,0,0,0,0,1,0
191,11.274895582833,0.407616944156348,CA,2024-07-15,1,1,1,0,1,0,0,0,0,0,0,0
192,10.6391715725192,0.4013721285498195,CA,2024-07-16,1,1,0,1,1,0,0,0,0,0,0,0
193,4.59243754477878,0.397524127384055,CA,2024-07-17,1,1,1,1,1,1,0,0,0,1,0,0
194,5.8872881820062,0.3982648633467105,CA,2024-07-18,1,1,1,1,0,1,0,0,0,0,0,1
195,2.89965345829958,0.3911098381047685,CA,2024-07-19,1,1,1,0,1,1,1,0,0,0,0,1
196,5.51840510849078,0.407212554782363,CA,2024-07-20,0,1,1,1,1,1,0,0,0,0,1,0
197,10.543827987423,0.40623905511603,CA,2024-07-21,1,0,0,1,0,1,0,0,0,0,0,1
198,17.7057072897816,0.40783467040105,CA,2024-07-22,1,0,0,0,1,1,0,0,0,0,0,1
199,6.04843676973694,0.391961162598547,CA,2024-07-23,1,1,1,1,0,1,0,0,0,0,0,0
200,13.6750946014663,0.4183318718702235,CA,2024-07-24,1,1,0,0,0,1,0,0,0,0,0,0
201,9.81722473244445,0.4184931086983295,CA,2024-07-25,1,1,0,0,1,0,0,0,0,0,0,0
202,10.498908963837,0.405320751250091,CA,2024-07-26,1,0,0,0,1,1,0,0,0,0,0,0
203,7.07033893760656,0.4035722195723045,CA,2024-07-27,1,1,0,0,1,1,0,0,0,0,0,1
204,11.9356623326742,0.4343483610627885,CA,2024-07-28,0,1,1,0,1,1,0,0,0,0,0,0
205,6.96582943774293,0.398249405902779,CA,2024-07-29,0,1,0,0,1,1,0,1,0,0,0,0
206,14.6962309116522,0.4336103928012615,CA,2024-07-30,1,1,0,0,0,1,0,0,0,0,0,0
207,9.38525035486527,0.4319171091429935,CA,2024-07-31,1,0,1,0,0,0,0,0,0,0,0,0
208,11.9209994378798,0.415383885622777,CA,2024-08-01,1,0,0,0,1,1,1,0,0,0,0,1
209,6.46980024844385,0.4052267979062285,CA,2024-08-02,1,1,0,0,1,1,1,1,0,0,0,0
210,5.58195930208793,0.4221690763975955,CA,2024-08-03,1,1,1,0,1,1,0,0,0,0,0,1
211,NA,NA,CO,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,NA,NA,CO,2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,0.885352758776333,0.460222921281716,CO,2024-06-25,1,1,1,0,1,1,1,0,1,0,1,1
214,0.815065265467561,0.409184019583001,CO,2024-06-26,1,1,1,1,1,1,0,1,1,1,0,1
215,0.522744357481107,0.312450358781165,CO,2024-06-27,1,1,0,1,1,1,1,0,0,1,1,1
216,0.502899250081252,0.381897645929312,CO,2024-06-28,1,1,1,1,1,1,1,0,0,1,1,1
217,NA,NA,CO,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,0.48225381099954,0.3833344879423705,CO,2024-07-01,1,1,1,1,1,1,0,0,1,1,1,1
220,NA,NA,CO,2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,NA,NA,CO,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,NA,NA,CO,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,0.534737143068089,0.3113014343810345,CO,2024-07-05,1,1,0,1,1,1,0,1,0,1,1,1
224,NA,NA,CO,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,0.539554944418499,0.3114014194310485,CO,2024-07-08,1,1,0,1,1,1,1,1,1,1,1,1
227,NA,NA,CO,2024-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,0.511256036058199,0.311546490002802,CO,2024-07-10,1,1,0,1,1,1,1,0,0,1,1,1
229,0.790338143660657,0.439266462040107,CO,2024-07-11,1,1,1,0,1,1,0,0,0,0,1,1
230,0.715375984887851,0.488003516924522,CO,2024-07-12,1,1,1,0,1,1,1,1,1,1,1,1
231,NA,NA,CO,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,1.01762346900472,0.440412867466089,CO,2024-07-15,1,1,1,1,1,1,1,0,0,0,0,1
234,1.47414697818888,0.527561113146745,CO,2024-07-16,1,1,1,1,0,1,1,0,0,1,0,1
235,0.815591097401865,0.447439575062246,CO,2024-07-17,1,1,1,1,0,1,1,0,1,1,0,1
236,1.0420653247622,0.4008307211704445,CO,2024-07-18,1,1,1,1,1,1,0,0,0,0,1,1
237,0.508689577857821,0.3686733433825725,CO,2024-07-19,0,1,1,1,1,1,0,1,0,1,1,1
238,NA,NA,CO,2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,CO,2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,NA,NA,CO,2024-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,1.29345667185428,0.364081763052686,CO,2024-07-23,1,1,0,1,1,1,1,0,0,0,1,1
242,0.775866049485471,0.430039795820516,CO,2024-07-24,1,1,1,0,1,1,1,0,0,0,0,1
243,0.953033124376793,0.4617093051041595,CO,2024-07-25,1,1,1,1,1,1,0,0,1,0,0,1
244,0.682942538333759,0.4630244056841905,CO,2024-07-26,1,1,1,0,1,1,0,1,1,0,1,1
245,NA,NA,CO,2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,NA,NA,CO,2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,0.848698276171718,0.418699731149292,CO,2024-07-29,1,1,1,1,0,1,1,0,1,1,0,1
248,NA,NA,CO,2024-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,0.48749524002006,0.3975639003031285,CO,2024-07-31,1,1,1,1,1,1,1,1,1,1,1,1
250,NA,NA,CO,2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,0.698748835629506,0.453518121535633,CO,2024-08-02,1,1,1,0,1,1,1,0,1,0,1,1
252,NA,NA,CO,2024-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,NA,NA,CT,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,0.690458169069756,0.180811709494757,CT,2024-06-24,0,1,1,1,1,1,0,1,0,1,1,1
255,1.07515910519071,0.4986346293063565,CT,2024-06-25,1,1,1,0,1,1,1,0,1,0,0,1
256,NA,NA,CT,2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,1.62605597477666,0.18726261646182,CT,2024-06-27,0,1,1,1,1,1,0,0,0,1,1,1
