...1,es_score,brier_score,location,target_date,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,other_50_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,other_95_CI
16,NA,NA,AK,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,NA,NA,AK,2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,NA,NA,AK,2023-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,NA,NA,AK,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,NA,NA,AK,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,NA,NA,AK,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,AK,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,NA,NA,AK,2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,1.86296513379172,0.562526191387145,AK,2023-06-06,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1
25,NA,NA,AK,2023-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,0.913555670947182,0.546997184940205,AK,2023-06-08,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
27,NA,NA,AK,2023-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,AK,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,AK,2023-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,AK,2023-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,AK,2023-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,AK,2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,AK,2023-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,0.923179959907563,0.506194322251385,AK,2023-06-19,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
38,NA,NA,AK,2023-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,0.925206966348997,0.491271532469165,AK,2023-06-21,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
40,NA,NA,AK,2023-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2023-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,0.628926063416001,0.3084469889178975,AL,2023-05-19,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
49,NA,NA,AL,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,0.113416052632756,0.129753822923083,AL,2023-05-23,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
53,NA,NA,AL,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,0.366675441599397,0.159310286257275,AL,2023-05-31,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
61,NA,NA,AL,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2023-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,0.752196208623403,0.374888355516573,AL,2023-06-07,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
68,0.16022630939779,0.189204218159869,AL,2023-06-08,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
69,NA,NA,AL,2023-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2023-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2023-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2023-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2023-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2023-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2023-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,0.227710445112632,0.233240225489846,AL,2023-06-21,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
82,NA,NA,AL,2023-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2023-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,AR,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,AR,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,NA,NA,AR,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,0.246902059296023,0.0211286230084338,AR,2023-05-23,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0
95,NA,NA,AR,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,NA,NA,AR,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,0.0476876206537814,0.02531107471615565,AR,2023-05-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
98,NA,NA,AR,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,0.91453559368533,0.720548812694255,AR,2023-05-29,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
101,0.93205550769612,0.712404309112995,AR,2023-05-30,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
102,0.0670364521932251,0.03509102183618675,AR,2023-05-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
103,NA,NA,AR,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2023-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,0.0988308014821496,0.0581438824840755,AR,2023-06-07,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
110,0.102040769280904,0.0626999440497065,AR,2023-06-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
111,0.108778549379921,0.06764383198339,AR,2023-06-09,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
112,NA,NA,AR,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.341896125568775,0.0850175691656495,AR,2023-06-12,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1
115,0.740906386197795,0.56697170321422,AR,2023-06-13,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
116,0.724816157245977,0.55518960651389,AR,2023-06-14,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1
117,NA,NA,AR,2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,0.712051592906369,0.531869028473835,AR,2023-06-16,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
119,NA,NA,AR,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,0.185355526747217,0.1413220626940815,AR,2023-06-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
122,NA,NA,AR,2023-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2023-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,0.212296973925924,0.1708957331664255,AR,2023-06-22,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
125,0.232072600986854,0.181115587932713,AR,2023-06-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
126,NA,NA,AR,2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.63162157710376,0.394364179446823,AZ,2023-05-14,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1
128,1.65380454649531,0.211657839770015,AZ,2023-05-15,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0
129,1.37822964000208,0.1935203383457575,AZ,2023-05-16,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1
130,1.10068168340184,0.179353743892637,AZ,2023-05-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131,1.32830197200459,0.2706404330278905,AZ,2023-05-18,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1
132,0.914978185966863,0.68100628869286,AZ,2023-05-19,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
133,1.89936567919187,0.676191781615435,AZ,2023-05-20,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1
134,1.06081821457518,0.1951032504104385,AZ,2023-05-21,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1
135,1.27903786726032,0.2018043343358535,AZ,2023-05-22,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1
136,1.0501210509483,0.165901583079731,AZ,2023-05-23,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1
137,1.1799527112554,0.2783409887970875,AZ,2023-05-24,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1
138,0.469101551582411,0.0490324823183374,AZ,2023-05-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
139,1.02450405266598,0.2893240441122925,AZ,2023-05-26,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1
140,0.478859057322824,0.052912963086792,AZ,2023-05-27,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
141,1.92167689420562,0.2990947019593805,AZ,2023-05-28,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1
142,1.38897529256334,0.2951458740154035,AZ,2023-05-29,0,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1
143,1.83224722689853,0.3685355426020195,AZ,2023-05-30,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1
144,1.5161580867449,0.212031177699129,AZ,2023-05-31,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1
145,2.24708911699402,0.479009957355399,AZ,2023-06-01,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
146,0.810267449686535,0.284649272320136,AZ,2023-06-02,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1
147,0.902105312606493,0.2230698005475355,AZ,2023-06-03,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1
148,0.761388072714754,0.1843344283943255,AZ,2023-06-04,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
149,0.635816561874436,0.2283889791416465,AZ,2023-06-05,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1
150,1.4683090948787,0.408938594928526,AZ,2023-06-06,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1
151,0.998625445011261,0.273526271102802,AZ,2023-06-07,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1
152,1.59518901031214,0.3674666635536375,AZ,2023-06-08,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1
153,1.21457980777515,0.3985985063573795,AZ,2023-06-09,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1
154,1.05805615427127,0.454009195788593,AZ,2023-06-10,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0
155,0.956937256791041,0.2151789085801035,AZ,2023-06-11,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
156,1.52365613191566,0.3615858141015665,AZ,2023-06-12,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1
157,2.34272381271604,0.461430913145272,AZ,2023-06-13,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1
158,2.12367872234821,0.2869401143323295,AZ,2023-06-14,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1
159,1.38977879649012,0.66973269591244,AZ,2023-06-15,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1
160,0.898881192197193,0.2390473741576355,AZ,2023-06-16,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1
161,0.544123497483051,0.326532302395347,AZ,2023-06-17,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1
162,6.43868903022516,0.4614442617005125,AZ,2023-06-18,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1
163,4.11040085415474,0.418066131224512,AZ,2023-06-19,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0
164,3.63630048083703,0.486508807563033,AZ,2023-06-20,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0
165,2.18690181352951,0.3737259079635535,AZ,2023-06-21,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1
166,1.95302529972771,0.4127451415847375,AZ,2023-06-22,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0
167,0.246129332256206,0.1586845986320605,AZ,2023-06-23,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
168,1.31938115255315,0.4318739077235785,AZ,2023-06-24,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1
169,4.67505211012162,0.53670386273255,CA,2023-05-14,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0
170,4.58749740796604,0.3521457308140755,CA,2023-05-15,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1
171,1.73278336796387,0.2365781461690765,CA,2023-05-16,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1
172,1.68741524694606,0.3175725915158055,CA,2023-05-17,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0
173,1.77742383869284,0.323115197000718,CA,2023-05-18,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
174,1.97748542308456,0.2402085428598765,CA,2023-05-19,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1
175,1.14399604672924,0.1136197276859315,CA,2023-05-20,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1
176,0.963406399345047,0.4339857038010745,CA,2023-05-21,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1
177,1.72304537714527,0.2875369637054765,CA,2023-05-22,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0
178,1.50792346559884,0.282774835616263,CA,2023-05-23,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
179,1.38808028897681,0.274375311676446,CA,2023-05-24,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1
180,2.15463675037844,0.2774094734083815,CA,2023-05-25,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1
181,1.48305471531295,0.323662972463519,CA,2023-05-26,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0
182,1.12817790557132,0.3103739292299205,CA,2023-05-27,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
183,1.43426487540497,0.4109543665274795,CA,2023-05-28,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1
184,1.7702449139342,0.4753323522989615,CA,2023-05-29,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1
185,2.05509460104712,0.2898065405898775,CA,2023-05-30,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
186,1.92194871204857,0.321158735747268,CA,2023-05-31,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
187,1.70293265281709,0.3165862693042695,CA,2023-06-01,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1
188,1.47146693064441,0.373234497772344,CA,2023-06-02,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1
189,1.31861195246886,0.2962980475155755,CA,2023-06-03,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
190,2.30847514210974,0.441011492884055,CA,2023-06-04,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1
191,1.79493319557785,0.3066715149594435,CA,2023-06-05,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1
192,2.15734191809776,0.4196031068779785,CA,2023-06-06,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1
193,1.84644021540469,0.392805292176296,CA,2023-06-07,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
194,1.34930178252159,0.366650905320508,CA,2023-06-08,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1
195,3.1666216360835,0.4662573276059285,CA,2023-06-09,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0
196,1.2192361020063,0.60467212415942,CA,2023-06-10,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0
197,1.01070544731002,0.3593314168568925,CA,2023-06-11,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1
198,1.39176117502524,0.3673752571016345,CA,2023-06-12,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0
199,2.17801806244301,0.3393014862356845,CA,2023-06-13,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1
200,2.93109991026082,0.40752639857823453,CA,2023-06-14,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0
201,1.60603922032466,0.3673018439958695,CA,2023-06-15,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1
202,1.92860841243638,0.401331157869487,CA,2023-06-16,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0
203,1.28908042992956,0.4860961868581885,CA,2023-06-17,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1
204,0.698310401064908,0.4977883364552115,CA,2023-06-18,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1
205,2.26885219950044,0.388970916215594,CA,2023-06-19,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0
206,2.64768524752702,0.406888837202038,CA,2023-06-20,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0
207,2.70573158040606,0.452006711899676,CA,2023-06-21,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0
208,2.96595256886055,0.455467302869214,CA,2023-06-22,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1
209,4.09380462491468,0.44081141384928,CA,2023-06-23,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1
210,1.36972793734924,0.4190164641067525,CA,2023-06-24,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0
211,0.0989260346240263,0.0607806614585625,CO,2023-05-14,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
212,0.935610862667808,0.169808160810195,CO,2023-05-15,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
213,0.745934027666425,0.381332208079308,CO,2023-05-16,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
214,0.107580371082849,0.0690473105942335,CO,2023-05-17,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
215,0.957671540180161,0.445314011963332,CO,2023-05-18,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1
216,0.974200981009227,0.70751288078481,CO,2023-05-19,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
