...1,es_score,brier_score,location,target_date,X24A_50_CI,recombinant_50_CI,X23H_50_CI,other_50_CI,X24A_95_CI,recombinant_95_CI,X23H_95_CI,other_95_CI
82,NA,NA,AL,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA
86,0.0190856746620855,0.02622502602652795,AR,2024-02-12,1,1,1,1,1,1,1,1
87,0.905435843069593,0.366018601874457,AR,2024-02-13,0,1,1,0,0,1,1,0
88,0.0511980458026264,0.02481297553249115,AR,2024-02-14,1,1,1,1,1,1,1,1
89,NA,NA,AR,2024-02-15,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA
93,0.0377772995840941,0.0219131637735814,AR,2024-02-19,1,1,1,1,1,1,1,1
94,0.0446616534415633,0.0214252991693425,AR,2024-02-20,1,1,1,1,1,1,1,1
95,NA,NA,AR,2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA
96,NA,NA,AR,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA
100,0.0295745204088309,0.01900720198431365,AR,2024-02-26,1,1,1,1,1,1,1,1
101,NA,NA,AR,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA
103,1.2137288353408,0.749468104812285,AR,2024-02-29,0,1,1,0,0,1,1,0
104,0.0068347244311765,0.01778667080656455,AR,2024-03-01,1,1,1,1,1,1,1,1
105,NA,NA,AR,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA
107,0.0566769396662357,0.01702940021496535,AR,2024-03-04,1,1,1,1,1,1,1,1
108,NA,NA,AR,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA
111,0.00829833646824776,0.01618822046241815,AR,2024-03-08,1,1,1,1,1,1,1,1
112,NA,NA,AR,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA
124,0.0322669715028468,0.0143284784566979,AR,2024-03-21,1,1,1,1,1,1,1,1
125,NA,NA,AR,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA
127,0.626258287593474,0.114890700445107,AZ,2024-02-11,1,1,1,1,0,0,1,1
128,0.187079822004967,0.002833664767491285,AZ,2024-02-12,1,1,1,1,0,1,1,0
129,0.731879562466572,0.064155006949806,AZ,2024-02-13,1,0,1,1,1,1,1,1
130,0.591943847061025,0.002503574686617375,AZ,2024-02-14,1,1,1,1,0,1,1,0
131,0.00387396935060008,0.0023659362982745,AZ,2024-02-15,1,1,1,1,1,1,1,1
132,0.027243347890035,0.002244376490257535,AZ,2024-02-16,1,1,1,1,1,1,1,1
133,0.147399195251186,0.002137502633763385,AZ,2024-02-17,1,1,1,1,0,0,1,1
134,0.532612193335476,0.050311937260391,AZ,2024-02-18,1,1,1,1,0,0,1,0
135,0.5071772992771,0.001963117210894655,AZ,2024-02-19,1,1,1,1,1,1,1,1
136,0.707570766756008,0.0656785537395875,AZ,2024-02-20,1,1,1,1,0,1,1,0
137,0.675813882074637,0.03499596015149885,AZ,2024-02-21,1,1,1,1,0,0,1,0
138,1.03348795113952,0.233935700024306,AZ,2024-02-22,0,0,1,1,1,0,1,0
139,0.0230514692560592,0.001747250550642625,AZ,2024-02-23,1,1,1,1,0,0,1,1
140,0.0120668569355349,0.00171735608750827,AZ,2024-02-24,1,1,1,1,1,1,1,1
141,1.50297273107996,0.2080710518962535,AZ,2024-02-25,0,0,1,0,0,0,1,0
142,0.140007902184307,0.001683884367748915,AZ,2024-02-26,1,1,1,1,1,1,1,1
143,0.624701474150116,0.085938071969117,AZ,2024-02-27,1,1,1,1,0,0,1,1
144,0.0724985976085362,0.00168458522923093,AZ,2024-02-28,1,1,1,1,1,1,1,1
145,0.0247882633470558,0.00169777688168643,AZ,2024-02-29,1,1,1,1,1,1,1,1
146,0.00436772787203586,0.001719744441349995,AZ,2024-03-01,1,1,1,1,1,1,1,1
147,0.0557523107558062,0.001750780755596875,AZ,2024-03-02,1,1,1,1,1,1,1,1
148,0.0594771086689132,0.00179129075616579,AZ,2024-03-03,1,1,1,1,1,1,1,1
149,0.20010047227369,0.00184179942210291,AZ,2024-03-04,1,1,1,1,1,1,1,1
150,0.120253405251457,0.001902961878058225,AZ,2024-03-05,1,1,1,1,0,0,1,0
151,0.0375663936785969,0.00197557586220376,AZ,2024-03-06,1,1,1,1,1,1,1,1
152,0.00762077261069825,0.00206059684779596,AZ,2024-03-07,1,1,1,1,1,1,1,1
153,NA,NA,AZ,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA
154,0.0594607076697352,0.002272582481452345,AZ,2024-03-09,1,1,1,1,1,1,1,1
155,0.910798026024153,0.304121438746116,AZ,2024-03-10,0,0,1,1,0,0,1,1
156,0.103018440838239,0.002550494473404695,AZ,2024-03-11,1,1,1,1,0,0,1,1
157,1.05729971430093,0.3123390515759625,AZ,2024-03-12,0,1,1,0,1,0,1,0
158,0.387329681986682,0.00290999029076003,AZ,2024-03-13,1,1,1,1,1,1,1,1
159,0.154252965504288,0.003126633787012605,AZ,2024-03-14,1,1,1,1,1,1,1,1
160,NA,NA,AZ,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA
161,NA,NA,AZ,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA
162,NA,NA,AZ,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA
163,0.0252220887238444,0.00432089165207913,AZ,2024-03-18,1,1,1,1,1,1,1,1
164,0.281895869318476,0.004724644607814015,AZ,2024-03-19,1,1,1,1,0,1,1,0
165,1.23409407541485,0.09363118680862,AZ,2024-03-20,1,1,1,0,0,0,1,0
166,0.643453574227864,0.00570162202529245,AZ,2024-03-21,1,1,1,1,0,0,1,1
167,0.30288131762603,0.0062911182105342,AZ,2024-03-22,1,1,1,1,0,0,1,1
168,0.254761415213438,0.0069608844914719,AZ,2024-03-23,1,1,1,1,0,0,1,1
169,0.0937608694511579,0.00311317865168563,CA,2024-02-11,1,1,1,1,1,1,1,1
170,2.54911160291915,0.1071217888531775,CA,2024-02-12,1,0,1,1,0,0,1,1
171,1.51551469859778,0.086078035911314,CA,2024-02-13,1,1,0,1,0,0,0,0
172,2.20007694380608,0.03883760340188755,CA,2024-02-14,1,1,1,0,0,0,1,0
173,2.40716462331432,0.1133675768719875,CA,2024-02-15,0,1,0,1,0,0,0,0
174,2.10304836587524,0.03672321084488985,CA,2024-02-16,1,1,1,0,0,1,1,0
175,1.08054276772307,0.033212910557905,CA,2024-02-17,1,1,1,1,0,0,1,1
176,0.771519426893425,0.053332729809933,CA,2024-02-18,1,1,1,1,0,0,1,0
177,1.49222313320836,0.03824448714930375,CA,2024-02-19,1,1,1,1,1,0,1,0
178,0.683555881296768,0.001958941211472445,CA,2024-02-20,1,1,1,1,1,1,1,1
179,1.53909641234571,0.0837840938691415,CA,2024-02-21,1,1,0,1,0,1,0,0
180,1.66695806892073,0.0626270713781025,CA,2024-02-22,1,1,0,1,0,1,1,0
181,1.3084381354278,0.062627930645859,CA,2024-02-23,1,1,1,1,0,0,1,0
182,1.30722838111932,0.056686470610258,CA,2024-02-24,1,1,1,1,0,0,1,1
183,1.55096150844219,0.001651300068376785,CA,2024-02-25,0,1,1,1,1,1,1,1
184,1.78810281318757,0.0752922608174325,CA,2024-02-26,1,1,1,1,0,0,1,0
185,2.43477852408076,0.1110757415572815,CA,2024-02-27,1,1,1,1,0,0,1,0
186,2.06593058665442,0.0745455130175275,CA,2024-02-28,1,1,1,1,0,0,1,1
187,0.217753859410565,0.001519315841463,CA,2024-02-29,1,1,1,1,0,0,1,1
188,0.328674345525184,0.00150016168065411,CA,2024-03-01,1,1,1,1,0,0,1,1
189,1.53515946538482,0.001486335477169915,CA,2024-03-02,0,1,1,1,0,0,1,0
190,0.891579740173233,0.0439868717072106,CA,2024-03-03,1,1,1,1,1,0,0,1
191,1.29977287938002,0.086351984701875,CA,2024-03-04,1,1,1,1,0,0,1,0
192,1.80581903362742,0.1112848931535635,CA,2024-03-05,1,1,1,1,0,0,1,0
193,1.31066993652338,0.0574855153681805,CA,2024-03-06,1,1,1,1,0,0,1,1
194,2.01380967866895,0.1153150598377625,CA,2024-03-07,1,1,1,0,0,0,1,0
195,1.63494781368377,0.0511074836226085,CA,2024-03-08,1,1,0,1,0,0,0,0
196,1.2828543788928,0.1348972787321755,CA,2024-03-09,1,1,1,0,0,1,1,0
197,1.15864530532768,0.111379651432683,CA,2024-03-10,1,1,1,0,1,1,1,1
198,1.41553339831152,0.1882292369049415,CA,2024-03-11,1,1,1,0,0,1,1,0
199,1.2036625807138,0.105075191128442,CA,2024-03-12,1,1,1,1,0,1,1,0
200,2.26516193903766,0.108253641183728,CA,2024-03-13,1,1,1,0,0,1,0,0
201,1.80874261421242,0.114446084950335,CA,2024-03-14,1,1,1,0,0,0,1,0
202,1.43119518399188,0.0347584750959355,CA,2024-03-15,1,1,1,1,0,0,1,1
203,0.86362924452456,0.1441601181780265,CA,2024-03-16,1,1,1,1,0,0,1,0
204,1.90794126267269,0.1659521528585475,CA,2024-03-17,1,1,1,0,0,1,1,0
205,1.32474512886508,0.116954516533082,CA,2024-03-18,1,1,1,1,1,0,0,1
206,0.711388716309373,0.002284685444754465,CA,2024-03-19,1,1,1,1,0,1,1,0
207,0.854978401595508,0.0722478990104295,CA,2024-03-20,1,1,1,1,0,0,1,1
208,0.918433450791721,0.154857794092763,CA,2024-03-21,1,1,1,1,0,0,1,0
209,1.35217929328641,0.1741931801790155,CA,2024-03-22,1,1,1,1,0,0,1,0
210,0.702807815474177,0.115028308918289,CA,2024-03-23,1,1,1,1,0,0,1,1
211,NA,NA,CO,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA
212,0.0333574545835935,0.0087071353249619,CO,2024-02-12,1,1,1,1,1,1,1,1
213,1.19310993627619,0.4548520312306415,CO,2024-02-13,0,0,1,1,0,0,1,1
214,NA,NA,CO,2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA
215,0.00618534584938661,0.00711937783682465,CO,2024-02-15,1,1,1,1,1,1,1,1
216,NA,NA,CO,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA
217,NA,NA,CO,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA
219,NA,NA,CO,2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA
220,0.00573278336788498,0.0050822577906641,CO,2024-02-20,1,1,1,1,1,1,1,1
221,0.0634030549008864,0.004750254020491415,CO,2024-02-21,1,1,1,1,1,1,1,1
222,NA,NA,CO,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA
223,1.20533972647965,0.4644872427022715,CO,2024-02-23,0,0,1,1,0,0,1,1
224,NA,NA,CO,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA
226,0.03477593905,0.00338995097788662,CO,2024-02-26,1,1,1,1,1,1,1,1
227,0.00494896964513333,0.003169752602758005,CO,2024-02-27,1,1,1,1,0,0,1,1
228,0.00370256666842214,0.002964474881637345,CO,2024-02-28,1,1,1,1,1,1,1,1
229,0.0192661433513912,0.00277322738532316,CO,2024-02-29,1,1,1,1,1,1,1,1
230,NA,NA,CO,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA
231,NA,NA,CO,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA
233,0.0163776079779099,0.002132582772232385,CO,2024-03-04,1,1,1,1,1,1,1,1
234,NA,NA,CO,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA
235,NA,NA,CO,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA
236,NA,NA,CO,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA
237,0.00434159320500846,0.001658153271447075,CO,2024-03-08,1,1,1,1,1,1,1,1
238,NA,NA,CO,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,CO,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA
240,NA,NA,CO,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA
241,0.0155665225267707,0.001314548130433785,CO,2024-03-12,1,1,1,1,1,1,1,1
242,0.00540329989133599,0.001245786750063415,CO,2024-03-13,1,1,1,1,1,1,1,1
243,NA,NA,CO,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA
244,0.00546626067844305,0.00112634931277603,CO,2024-03-15,1,1,1,1,1,1,1,1
245,NA,NA,CO,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA
246,NA,NA,CO,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA
247,0.00611078850749235,9.88197048066795e-4,CO,2024-03-18,1,1,1,1,1,1,1,1
248,NA,NA,CO,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA
249,NA,NA,CO,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA
250,NA,NA,CO,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA
251,NA,NA,CO,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA
252,NA,NA,CO,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA
253,0.00171268333812001,9.8908020221304e-4,CT,2024-02-11,1,1,1,1,1,1,1,1
254,0.0326630442889831,9.26632157687635e-4,CT,2024-02-12,1,1,1,1,0,1,1,0
255,NA,NA,CT,2024-02-13,NA,NA,NA,NA,NA,NA,NA,NA
256,0.0012648867550825,8.19450309365955e-4,CT,2024-02-14,1,1,1,1,1,1,1,1
257,0.00116181887046503,7.73569148285875e-4,CT,2024-02-15,1,1,1,1,1,1,1,1
258,NA,NA,CT,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA
259,0.00125331848820126,6.9483757155164e-4,CT,2024-02-17,1,1,1,1,1,1,1,1
260,NA,NA,CT,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA
261,0.00436762804470661,6.30911230974805e-4,CT,2024-02-19,1,1,1,1,1,1,1,1
262,NA,NA,CT,2024-02-20,NA,NA,NA,NA,NA,NA,NA,NA
263,0.00650100112653176,5.7930592244108e-4,CT,2024-02-21,1,1,1,1,1,1,1,1
264,1.27319492919506,0.4770088625112345,CT,2024-02-22,0,1,1,0,0,1,1,0
265,0.00364480022085646,5.38096929408e-4,CT,2024-02-23,1,1,1,1,1,1,1,1
266,NA,NA,CT,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA
267,0.00630072043916391,5.05812149160465e-4,CT,2024-02-25,1,1,1,1,0,1,1,0
268,8.8087120388931e-4,4.9266018956435e-4,CT,2024-02-26,1,1,1,1,1,1,1,1
269,0.00304214579702491,4.81353298280285e-4,CT,2024-02-27,1,1,1,1,1,1,1,1
270,0.00117395282300231,4.71803447405705e-4,CT,2024-02-28,1,1,1,1,1,1,1,1
271,0.0101481576721683,4.6394008169074e-4,CT,2024-02-29,1,1,1,1,1,1,1,1
272,NA,NA,CT,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA
273,NA,NA,CT,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA
274,NA,NA,CT,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA
275,0.00102722816580552,4.4851977078532e-4,CT,2024-03-04,1,1,1,1,1,1,1,1
276,0.00109031623291767,4.486075902289e-4,CT,2024-03-05,1,1,1,1,1,1,1,1
277,NA,NA,CT,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA
278,0.00131449736738001,4.536591311205e-4,CT,2024-03-07,1,1,1,1,1,1,1,1
279,0.00114439575978288,4.5873766399373e-4,CT,2024-03-08,1,1,1,1,1,1,1,1
280,NA,NA,CT,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA
281,NA,NA,CT,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA
282,NA,NA,CT,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA
283,NA,NA,CT,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA
284,0.00216825809550521,5.1403396584886e-4,CT,2024-03-13,1,1,1,1,1,1,1,1
285,NA,NA,CT,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA
286,0.00344427470263067,5.53564859589055e-4,CT,2024-03-15,1,1,1,1,1,1,1,1
287,NA,NA,CT,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA
288,NA,NA,CT,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA
289,NA,NA,CT,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA
290,NA,NA,CT,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA
291,NA,NA,CT,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA
292,0.00442644601713554,7.69393446052415e-4,CT,2024-03-21,1,1,1,1,1,1,1,1
293,0.00605952326495733,8.26416141661965e-4,CT,2024-03-22,1,1,1,1,1,1,1,1
294,0.00610803078978098,8.9214395172963e-4,CT,2024-03-23,1,1,1,1,1,1,1,1
295,NA,NA,DC,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA
296,0.0141903923205678,0.00330270148000516,DC,2024-02-12,1,1,1,1,0,1,1,0
297,0.00352386664541331,0.00309930195857881,DC,2024-02-13,1,1,1,1,1,1,1,1
298,NA,NA,DC,2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA
299,NA,NA,DC,2024-02-15,NA,NA,NA,NA,NA,NA,NA,NA
300,NA,NA,DC,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA
301,NA,NA,DC,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA
302,NA,NA,DC,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA
303,NA,NA,DC,2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA
304,NA,NA,DC,2024-02-20,NA,NA,NA,NA,NA,NA,NA,NA
305,NA,NA,DC,2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA
306,NA,NA,DC,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA
307,0.003952062226072,0.001800923761917745,DC,2024-02-23,1,1,1,1,1,1,1,1
308,NA,NA,DC,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA
309,NA,NA,DC,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA
310,NA,NA,DC,2024-02-26,NA,NA,NA,NA,NA,NA,NA,NA
311,NA,NA,DC,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA
312,NA,NA,DC,2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA
313,NA,NA,DC,2024-02-29,NA,NA,NA,NA,NA,NA,NA,NA
314,NA,NA,DC,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA
315,NA,NA,DC,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA
