...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23C_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,recombinant_50_CI,X23G_50_CI,other_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23C_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,recombinant_95_CI,X23G_95_CI,other_95_CI
63,NA,NA,AL,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.764387467282653,0.419638221079498,AL,2023-07-31,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
66,1.01414510958671,0.451906270022507,AL,2023-08-01,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1
67,0.620818387691218,0.3718534011194885,AL,2023-08-02,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1
68,0.47108419679945,0.344931123632507,AL,2023-08-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
69,0.761213078954696,0.51309574070427,AL,2023-08-04,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
70,NA,NA,AL,2023-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2023-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,0.759560754269175,0.50983895112447,AL,2023-08-08,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
74,0.488140206324071,0.348831359559936,AL,2023-08-09,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
75,0.486079131483557,0.349113389701437,AL,2023-08-10,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
76,NA,NA,AL,2023-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0.458843018765263,0.314792192648947,AL,2023-08-14,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
80,NA,NA,AL,2023-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,0.90488579632311394,0.470877963474862,AL,2023-08-16,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1
82,0.549898236433807,0.3322437022734295,AL,2023-08-17,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
83,1.09284906326234,0.3725145358457005,AL,2023-08-18,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
84,1.03090290704161,0.317994254347999,AL,2023-08-19,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
85,NA,NA,AR,2023-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,1.96091138140038,0.57627281810313,AR,2023-07-10,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1
87,NA,NA,AR,2023-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,AR,2023-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,0.211855668583065,0.1471610963208925,AR,2023-07-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
90,NA,NA,AR,2023-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2023-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,0.224335947704615,0.152735637231366,AR,2023-07-17,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
94,NA,NA,AR,2023-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,0.760164602396534,0.3870640701210915,AR,2023-07-19,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
96,NA,NA,AR,2023-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,0.641458775328725,0.45108591817393,AR,2023-07-21,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
98,NA,NA,AR,2023-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2023-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2023-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,1.0383448377353801,0.511599406149635,AR,2023-07-26,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1
103,NA,NA,AR,2023-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,1.67363830036042,0.50110329654965,AR,2023-07-28,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1
105,NA,NA,AR,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.607207512831517,0.441695162223512,AR,2023-07-31,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
108,1.92964217001137,0.4768191470436315,AR,2023-08-01,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1
109,1.65437789092375,0.405698781918634,AR,2023-08-02,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
110,NA,NA,AR,2023-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,0.734912977431882,0.5363553665007,AR,2023-08-04,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
112,NA,NA,AR,2023-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.808542592331498,0.564370634943115,AR,2023-08-07,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1
115,2.33361627197413,0.4761880649188035,AR,2023-08-08,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1
116,1.68657829693247,0.4750723812816745,AR,2023-08-09,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1
117,0.27670120714232,0.175046230574209,AR,2023-08-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
118,0.474358621040782,0.306334157316758,AR,2023-08-11,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
119,NA,NA,AR,2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,0.474320826096574,0.307010552092457,AR,2023-08-14,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
122,0.948775334186369,0.4970794363262665,AR,2023-08-15,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1
123,1.08077199414122,0.372257663184945,AR,2023-08-16,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1
124,1.64118463758785,0.372114055477316,AR,2023-08-17,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
125,0.807087398926303,0.342240211435796,AR,2023-08-18,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1
126,0.788820450893506,0.572004663863235,AR,2023-08-19,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1
127,4.12024708642766,0.4016408538779085,AZ,2023-07-09,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1
128,1.9350162744691,0.381613665647131,AZ,2023-07-10,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1
129,2.45482843234453,0.3873969273552815,AZ,2023-07-11,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1
130,1.92131130976248,0.3730825368843685,AZ,2023-07-12,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0
131,2.46647428605464,0.3548467525184035,AZ,2023-07-13,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0
132,1.06369436700728,0.3882207503346045,AZ,2023-07-14,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1
133,1.96237918295172,0.4251625648675415,AZ,2023-07-15,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1
134,1.7295995879478,0.3511176646817375,AZ,2023-07-16,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1
135,2.9244626954338,0.3833144921130945,AZ,2023-07-17,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1
136,1.84069109431358,0.3962755381461635,AZ,2023-07-18,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1
137,1.79567950029604,0.35607099481352,AZ,2023-07-19,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1
138,1.34261414466952,0.4076104169436735,AZ,2023-07-20,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1
139,1.76410812266645,0.3815279004341285,AZ,2023-07-21,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1
140,1.14607579075119,0.3392209360324485,AZ,2023-07-22,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1
141,0.789607460076223,0.4218068313735185,AZ,2023-07-23,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1
142,3.21376598580722,0.40005521055751597,AZ,2023-07-24,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1
143,3.50392976122379,0.4242753505659605,AZ,2023-07-25,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1
144,2.01931279279193,0.4248568049628495,AZ,2023-07-26,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1
145,1.56866741876366,0.4441374295874805,AZ,2023-07-27,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1
146,0.755319977529378,0.3478201455588975,AZ,2023-07-28,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1
147,0.60028801200351,0.365564088152562,AZ,2023-07-29,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
148,7.13876694505495,0.438111426991935,AZ,2023-07-30,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1
149,3.04015107959822,0.4292614771783675,AZ,2023-07-31,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1
150,1.70225026662545,0.3812129660473985,AZ,2023-08-01,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1
151,3.07060998348543,0.3964088759396835,AZ,2023-08-02,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1
152,2.20533941605131,0.3857177479395735,AZ,2023-08-03,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1
153,0.711231069430134,0.4015514992218095,AZ,2023-08-04,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
154,1.91407464679663,0.384400329907747,AZ,2023-08-05,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1
155,0.770790078568223,0.3704302116695975,AZ,2023-08-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
156,2.8562958544284,0.3895759086004575,AZ,2023-08-07,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1
157,8.73501348666922,0.4331886570444585,AZ,2023-08-08,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1
158,3.44352329161887,0.4346615805904875,AZ,2023-08-09,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1
159,1.02742785723089,0.4536046901233105,AZ,2023-08-10,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1
160,0.93835278270137,0.45008547038819,AZ,2023-08-11,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1
161,0.421303752048144,0.3089860340478675,AZ,2023-08-12,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
162,1.79102221446205,0.3835590573992925,AZ,2023-08-13,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1
163,5.88850813992959,0.429167547821762,AZ,2023-08-14,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
164,4.32720346417402,0.3967024942043025,AZ,2023-08-15,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1
165,4.83060172023076,0.4259387258299655,AZ,2023-08-16,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
166,1.75206983940446,0.448826716877001,AZ,2023-08-17,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1
167,1.28067277956755,0.4094647033497665,AZ,2023-08-18,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1
168,0.834146113939829,0.3551227435090785,AZ,2023-08-19,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1
169,0.699174998855023,0.4013679918296625,CA,2023-07-09,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1
170,2.50713604444052,0.3896179722819225,CA,2023-07-10,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1
171,1.49867244607018,0.4055376963333035,CA,2023-07-11,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1
172,1.40734837300108,0.391296656814097,CA,2023-07-12,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1
173,1.58768415622533,0.385400263564645,CA,2023-07-13,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1
174,2.04653414267378,0.402954629377646,CA,2023-07-14,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1
175,1.21510247181382,0.4107562134154315,CA,2023-07-15,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1
176,1.78046827720155,0.3848659154010335,CA,2023-07-16,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1
177,1.887941295971,0.4217196931024325,CA,2023-07-17,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
178,1.81379062205611,0.4028821968826485,CA,2023-07-18,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1
179,2.41837329509038,0.393518593226616,CA,2023-07-19,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1
180,2.02394226281979,0.401851567424166,CA,2023-07-20,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1
181,3.32391896882676,0.4153857578466155,CA,2023-07-21,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1
182,2.12679804563963,0.407041120670185,CA,2023-07-22,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1
183,1.72013023388347,0.4085726434468165,CA,2023-07-23,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1
184,4.81140389433054,0.4805584892170735,CA,2023-07-24,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
185,2.9297660222436,0.4039886363579415,CA,2023-07-25,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1
186,2.7240055176577,0.394524161641083,CA,2023-07-26,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1
187,3.56203540439981,0.4188870825138455,CA,2023-07-27,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1
