...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23C_50_CI,X23D_50_CI,recombinant_50_CI,X23B_50_CI,X23E_50_CI,other_50_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,X23D_95_CI,recombinant_95_CI,X23B_95_CI,X23E_95_CI,other_95_CI
25,NA,NA,AK,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,NA,NA,AK,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,NA,NA,AK,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,AK,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,AK,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,AK,2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,AK,2023-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,AK,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,AK,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,1.59278706149443,0.71673377649056,AK,2023-06-06,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1
39,NA,NA,AK,2023-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,0.770136794595684,0.709388897322845,AK,2023-06-08,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1
41,NA,NA,AK,2023-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2023-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,0.710407523156604,0.3739173475478355,AL,2023-05-03,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
47,NA,NA,AL,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2023-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,AL,2023-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2023-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,0.672915375201945,0.346468267289901,AL,2023-05-19,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1
63,NA,NA,AL,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,0.11854803565786701,0.082091078263953,AL,2023-05-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
67,NA,NA,AL,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,0.344756907173109,0.1070276424586805,AL,2023-05-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75,NA,NA,AL,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2023-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,0.848903851404586,0.528914244871625,AL,2023-06-07,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1
82,0.154814722208549,0.139758179674317,AL,2023-06-08,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
83,NA,NA,AL,2023-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,0.0672470736139395,0.002113400784322455,AR,2023-04-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
86,NA,NA,AR,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,1.25463364740729,0.93092077037995,AR,2023-05-02,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0
88,0.00778692855599815,0.00219105530256573,AR,2023-05-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
89,NA,NA,AR,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,1.2193815742183,0.91216197047657,AR,2023-05-08,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1
94,0.0356129724476291,0.002560783418225845,AR,2023-05-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
95,2.35302369503189,0.62582538835261,AR,2023-05-10,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
96,NA,NA,AR,2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,0.115855800520284,0.00598561322538125,AR,2023-05-23,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
109,NA,NA,AR,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,0.0189393742579057,0.0077266659371422,AR,2023-05-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
112,NA,NA,AR,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,1.10066135790027,0.825852395307215,AR,2023-05-29,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1
115,1.0836230401773,0.818883932767505,AR,2023-05-30,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1
116,0.027777926166321,0.0120488356934511,AR,2023-05-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
117,NA,NA,AR,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2023-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,0.0461904068992691,0.02175098476741935,AR,2023-06-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
124,0.0515361624439682,0.02351454353487245,AR,2023-06-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
125,0.0561256531454077,0.02538020606114905,AR,2023-06-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
126,NA,NA,AR,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.60596340015317,0.207712621497274,AZ,2023-04-30,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0
128,1.65974595956958,0.0907590337580155,AZ,2023-05-01,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0
129,3.56469590995151,0.2108156403658675,AZ,2023-05-02,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0
130,1.47914110066989,0.141585017249248,AZ,2023-05-03,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1
131,1.22011263900276,0.0744668562068465,AZ,2023-05-04,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
132,1.3613811230984,0.2514261827353855,AZ,2023-05-05,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0
133,0.687636090471571,0.0170810087391145,AZ,2023-05-06,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
134,4.02211108739691,0.316770717677357,AZ,2023-05-07,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0
135,6.80428975995519,0.318424691440704,AZ,2023-05-08,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0
136,2.09404537999595,0.0979099524826425,AZ,2023-05-09,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0
137,1.4143827709791,0.14123800948473,AZ,2023-05-10,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0
138,0.110578660489428,0.0179648880135042,AZ,2023-05-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
139,0.875783528933042,0.1360792056444535,AZ,2023-05-12,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
140,NA,NA,AZ,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,1.84512168962003,0.419454458216957,AZ,2023-05-14,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1
142,2.53680705355056,0.216613973937244,AZ,2023-05-15,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1
143,1.3723851438997,0.194808525885142,AZ,2023-05-16,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1
144,1.23385105376224,0.181154816447395,AZ,2023-05-17,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1
145,1.58482750011682,0.2858132601362875,AZ,2023-05-18,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1
146,1.00342515279293,0.75963627980142,AZ,2023-05-19,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1
147,2.0426955232665,0.759097301765715,AZ,2023-05-20,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1
148,0.971826534791193,0.1959313336306915,AZ,2023-05-21,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0
149,1.51838903391525,0.2052826050859195,AZ,2023-05-22,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1
150,0.83000972135626,0.1610143347712625,AZ,2023-05-23,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
151,1.99491743354326,0.297782183864859,AZ,2023-05-24,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1
152,0.276418821165878,0.0190621005142132,AZ,2023-05-25,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
153,1.18274250467432,0.31427352097537,AZ,2023-05-26,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
154,0.292259639355836,0.01909103912248895,AZ,2023-05-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
155,3.13842883601227,0.326068528595539,AZ,2023-05-28,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1
156,1.75204427764259,0.310871353333168,AZ,2023-05-29,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0
157,2.64961515103457,0.4121308900220095,AZ,2023-05-30,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1
158,1.65210267646102,0.2020490699267305,AZ,2023-05-31,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
159,2.61590438739118,0.57200472087857,AZ,2023-06-01,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1
160,0.884355168323317,0.2947968362341985,AZ,2023-06-02,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1
161,0.865755965646114,0.229705372003816,AZ,2023-06-03,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
162,0.808231995057525,0.1796124831333895,AZ,2023-06-04,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1
163,0.802658530176911,0.2390101898120775,AZ,2023-06-05,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1
164,1.80248336962649,0.4791070715057845,AZ,2023-06-06,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1
165,1.23813753716483,0.2901179813060965,AZ,2023-06-07,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0
166,2.51105332435587,0.4258477261240205,AZ,2023-06-08,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0
167,2.07495145836852,0.473553468520934,AZ,2023-06-09,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1
168,1.35531329070451,0.54120635894949,AZ,2023-06-10,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1
169,2.5168700494076,0.189171356694391,CA,2023-04-30,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1
170,4.01818168355039,0.2481522262812775,CA,2023-05-01,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1
171,4.81588045903421,0.2764976660911885,CA,2023-05-02,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0
172,3.48841311755804,0.1939662495721665,CA,2023-05-03,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0
173,1.72489547235264,0.232772568422615,CA,2023-05-04,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1
174,4.02464405214384,0.2039805400378725,CA,2023-05-05,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1
175,2.28899789315949,0.194372338088642,CA,2023-05-06,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1
176,1.20218772994094,0.2695899821413715,CA,2023-05-07,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1
177,7.94133812253691,0.356777709527328,CA,2023-05-08,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0
178,5.4330224616663,0.194155314011075,CA,2023-05-09,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1
179,2.72037675813365,0.284150355990606,CA,2023-05-10,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0
180,4.14481136266088,0.2882896896856985,CA,2023-05-11,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1
181,1.69990496157055,0.222901344504944,CA,2023-05-12,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1
182,1.32802710993836,0.3981754151190435,CA,2023-05-13,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1
183,4.5165481978294,0.545266653789515,CA,2023-05-14,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1
184,5.47593815409271,0.3666229885449835,CA,2023-05-15,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1
185,2.10762793507517,0.23798380862661,CA,2023-05-16,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1
186,1.49197323397212,0.315404193643401,CA,2023-05-17,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0
187,1.86608634595526,0.327883140668543,CA,2023-05-18,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1
188,1.83289046161362,0.232825696808015,CA,2023-05-19,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0
189,1.20207302794812,0.1045224438971305,CA,2023-05-20,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
190,1.09832830575898,0.4579866574354645,CA,2023-05-21,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
191,2.37341682704128,0.29565348941296,CA,2023-05-22,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1
192,1.62469005385958,0.2819950921598115,CA,2023-05-23,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0
193,1.92215974373439,0.2881531320320535,CA,2023-05-24,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1
194,2.10891402488879,0.268437063029184,CA,2023-05-25,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0
195,2.31001304356776,0.329554236603204,CA,2023-05-26,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0
196,1.67182136959142,0.3347254052899965,CA,2023-05-27,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1
197,1.46054899681071,0.422819660793848,CA,2023-05-28,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1
198,1.51083701316999,0.4764089738841625,CA,2023-05-29,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1
199,3.24850960339532,0.2898180405861695,CA,2023-05-30,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1
200,2.36855585459088,0.320143227361748,CA,2023-05-31,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0
201,3.53712792809786,0.327683562219508,CA,2023-06-01,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1
202,2.10834543475177,0.385978918654304,CA,2023-06-02,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0
203,2.24425576151068,0.3235803999423065,CA,2023-06-03,1,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0
204,2.31857108855967,0.4536269696822045,CA,2023-06-04,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0
205,1.52415845661472,0.2821829896833335,CA,2023-06-05,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
206,2.12719377410158,0.410861384705472,CA,2023-06-06,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1
207,3.2479042466975,0.4327124839643135,CA,2023-06-07,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1
208,1.10444390881038,0.358404112746373,CA,2023-06-08,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
209,3.35808647370526,0.4786525127114505,CA,2023-06-09,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0
210,1.26500148222857,0.61921157650592,CA,2023-06-10,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1
211,0.203790903637817,0.02299961033553685,CO,2023-04-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
212,0.77083919458939,0.0242667789509534,CO,2023-05-01,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0
213,0.481038499561973,0.1665479906551845,CO,2023-05-02,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1
214,0.0676031982795555,0.02702410557539705,CO,2023-05-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
215,0.419569263113687,0.0285222266800172,CO,2023-05-04,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1
