...1,es_score,brier_score,location,target_date,X24A_50_CI,X24B_50_CI,X24C_50_CI,recombinant_50_CI,X24G_50_CI,X24E_50_CI,other_50_CI,X24A_95_CI,X24B_95_CI,X24C_95_CI,recombinant_95_CI,X24G_95_CI,X24E_95_CI,other_95_CI
28,NA,NA,AK,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,AK,2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,0.809395080243871,0.588379382935155,AK,2024-07-02,1,1,1,1,0,1,1,1,1,0,1,0,1,1
32,NA,NA,AK,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,AK,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,AK,2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2024-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2024-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2024-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,AL,2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,0.544834076362454,0.4252345961014745,AL,2024-06-30,1,0,1,1,1,1,1,0,0,1,1,1,1,1
72,NA,NA,AL,2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2024-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,0.529625496454244,0.436008972055708,AL,2024-07-09,1,0,1,1,1,1,1,0,0,1,1,1,1,1
81,NA,NA,AL,2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,AR,2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,AR,2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,NA,NA,AR,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,0.228439981324608,0.1503081870521205,AR,2024-06-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
94,NA,NA,AR,2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,NA,NA,AR,2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,NA,NA,AR,2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,0.268638959438489,0.182270866363122,AR,2024-07-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
122,0.642617030438264,0.51640930951762,AR,2024-07-09,1,0,1,1,1,1,1,1,0,0,1,1,1,1
123,0.644725339998087,0.516762785289925,AR,2024-07-10,1,0,1,1,1,1,1,1,1,1,1,1,1,1
124,NA,NA,AR,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.91960207665104,0.4060274457489305,AZ,2024-06-02,0,1,0,1,1,1,1,0,1,0,1,1,1,1
128,1.88781801951154,0.394326381968743,AZ,2024-06-03,0,0,1,1,1,1,1,0,1,0,1,1,1,1
129,1.15123411135118,0.3648198712618355,AZ,2024-06-04,1,1,1,1,1,1,0,1,0,1,1,1,1,0
130,1.36362520812326,0.358140150585115,AZ,2024-06-05,1,0,1,1,1,1,1,0,0,1,1,1,1,1
131,1.21261600863183,0.295446747913104,AZ,2024-06-06,1,1,1,1,1,1,1,0,1,1,1,0,0,1
132,1.1824348964498,0.3876186533400185,AZ,2024-06-07,1,1,0,1,1,1,1,0,1,0,1,1,1,1
133,1.56443837034636,0.3189529114581615,AZ,2024-06-08,0,1,1,0,1,1,1,1,1,0,0,1,1,1
134,1.69594976000093,0.4529085038427355,AZ,2024-06-09,0,1,1,1,1,0,1,0,0,0,1,1,0,1
135,2.60984242999072,0.3329466001895875,AZ,2024-06-10,1,0,1,1,0,1,1,0,0,0,1,0,0,1
136,2.97921943373623,0.3753344913051725,AZ,2024-06-11,1,1,1,1,0,1,1,0,0,0,1,0,0,1
137,2.31296969720973,0.354179268535243,AZ,2024-06-12,1,1,1,1,1,0,1,0,0,0,0,0,0,1
138,1.78050461614779,0.366980668107816,AZ,2024-06-13,1,0,1,1,0,1,1,0,0,0,1,0,1,1
139,1.98689483598592,0.345269594193887,AZ,2024-06-14,1,1,0,1,1,1,1,0,0,0,1,1,1,1
140,0.37235439809961,0.2467270501998825,AZ,2024-06-15,1,1,1,1,1,1,1,0,1,0,1,1,1,1
141,1.36680766152413,0.3422732057571995,AZ,2024-06-16,1,1,1,1,1,1,1,0,0,0,1,0,0,1
142,5.04228581327619,0.3720688727815055,AZ,2024-06-17,0,1,0,1,0,1,1,0,0,0,1,0,0,1
143,3.65807598113246,0.381988285839781,AZ,2024-06-18,1,1,1,0,0,1,1,0,0,0,0,0,0,1
144,1.37101943252986,0.32810100047572,AZ,2024-06-19,1,1,1,1,1,1,1,0,0,0,1,1,0,1
145,1.27732519922464,0.3500467308296235,AZ,2024-06-20,1,0,1,1,1,1,1,1,0,0,1,1,1,1
146,0.949804336650249,0.326130245094094,AZ,2024-06-21,1,1,1,1,1,1,1,0,0,0,1,0,1,1
147,0.440064674331749,0.314391706554259,AZ,2024-06-22,1,1,1,1,1,1,1,0,0,0,1,1,0,1
148,1.69786875407497,0.359267341605615,AZ,2024-06-23,1,1,0,1,1,1,1,0,0,0,1,1,0,1
149,0.950788088036015,0.3628010396298425,AZ,2024-06-24,1,1,1,1,1,1,1,0,1,0,1,1,1,1
150,3.00721495493287,0.3644239639686175,AZ,2024-06-25,1,1,0,1,1,1,1,0,0,0,1,0,0,1
151,2.27227108340691,0.3875099216645675,AZ,2024-06-26,1,0,0,1,0,1,1,0,0,0,1,0,0,1
152,NA,NA,AZ,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,0.477496369503036,0.3209095001283985,AZ,2024-06-28,1,1,1,1,1,1,1,0,1,0,1,1,1,1
154,0.949795064225679,0.2811680296225615,AZ,2024-06-29,0,1,1,1,1,1,1,1,1,1,1,1,1,1
155,2.67807661436752,0.397581778675655,AZ,2024-06-30,1,1,1,0,0,1,1,0,0,0,0,0,1,1
156,5.31739797663013,0.394334301210529,AZ,2024-07-01,1,1,0,0,1,0,0,0,0,0,1,0,0,0
157,1.76935710453241,0.336635824994868,AZ,2024-07-02,1,1,1,1,1,1,1,0,0,0,0,1,1,1
158,NA,NA,AZ,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,1.08253236918274,0.366182574052748,AZ,2024-07-04,1,1,0,1,1,1,1,0,1,0,1,1,1,1
160,0.784603343705957,0.3997969298212435,AZ,2024-07-05,1,1,1,1,1,0,1,1,0,1,1,1,0,1
161,2.13014134607911,0.455510459204714,AZ,2024-07-06,1,1,1,1,1,0,1,0,0,1,1,1,0,1
162,0.900894666518892,0.3797241528550495,AZ,2024-07-07,1,1,1,1,0,1,1,0,0,0,1,0,0,1
163,5.27412618740684,0.3840993867136105,AZ,2024-07-08,1,1,1,1,0,0,1,0,0,0,1,0,0,0
164,3.59435054761717,0.3683937197734835,AZ,2024-07-09,1,1,1,1,1,1,1,0,0,0,0,0,0,1
165,2.25366289016562,0.3777741726830285,AZ,2024-07-10,1,1,1,1,1,1,1,0,0,0,1,0,0,1
166,1.09475302817157,0.4194744131273385,AZ,2024-07-11,1,1,1,1,0,1,1,0,1,0,1,0,0,1
167,0.716767752942709,0.391099041657876,AZ,2024-07-12,1,1,1,1,1,1,1,0,1,0,1,1,1,1
168,NA,NA,AZ,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,8.57194357986351,0.4251905078930285,CA,2024-06-02,0,1,1,1,0,0,0,0,0,0,0,1,0,0
170,5.83741831525892,0.3943615381134055,CA,2024-06-03,0,1,1,1,0,1,0,0,0,0,0,0,1,0
171,9.17986888911428,0.411458919828355,CA,2024-06-04,0,1,0,1,0,1,0,0,0,0,0,0,1,0
172,9.31517440567681,0.381221121727407,CA,2024-06-05,1,0,0,1,0,1,0,0,0,0,0,0,1,0
173,6.18881879933877,0.36455785758254,CA,2024-06-06,1,1,0,1,1,1,1,0,0,0,0,1,0,1
174,9.999917074376,0.3705685223040165,CA,2024-06-07,0,0,1,1,0,1,1,0,0,1,1,0,0,1
175,4.3341556438231,0.4068901445108405,CA,2024-06-08,1,0,1,1,1,0,1,0,0,0,0,0,0,1
176,4.64951007406095,0.395023850711192,CA,2024-06-09,1,0,0,1,0,1,1,1,0,0,0,0,0,0
177,5.61069926706446,0.37200294927836153,CA,2024-06-10,1,1,0,1,0,0,0,0,0,0,1,0,0,0
178,9.16602508751335,0.3999475817463985,CA,2024-06-11,1,0,0,1,0,1,1,0,0,0,1,0,0,0
179,5.35466893408458,0.38124341468486,CA,2024-06-12,1,0,1,1,0,1,1,0,0,1,0,0,1,1
180,6.19324880441135,0.3683456107268475,CA,2024-06-13,1,0,0,1,0,0,0,0,0,0,0,0,0,0
181,5.4348238609505,0.4192330154242535,CA,2024-06-14,1,0,1,1,0,0,0,0,0,0,0,0,0,1
182,3.23885317624833,0.4182383498745845,CA,2024-06-15,1,1,1,1,0,1,0,0,0,0,1,0,0,0
183,3.74772607467447,0.35039686704846,CA,2024-06-16,1,0,0,1,1,1,1,0,0,1,0,1,1,1
184,4.49550121720844,0.3928272515702055,CA,2024-06-17,1,0,0,1,0,1,0,0,1,0,1,0,0,0
185,7.90966983835273,0.384834092799519,CA,2024-06-18,1,1,0,1,1,0,1,0,0,0,0,0,0,1
186,7.10412538428678,0.389775543923047,CA,2024-06-19,1,0,1,1,0,1,1,1,0,0,0,0,0,0
187,4.99025545859462,0.393001418517763,CA,2024-06-20,1,1,1,1,1,1,0,0,0,0,1,0,0,0
188,4.70192349373838,0.3573710854793535,CA,2024-06-21,1,1,1,1,0,0,1,0,0,0,1,0,0,1
189,4.43747866084285,0.4112269085447075,CA,2024-06-22,1,1,0,1,0,0,1,0,0,0,0,0,0,1
190,4.7896995641378,0.411162057407364,CA,2024-06-23,1,1,0,1,0,1,1,0,0,0,1,0,0,1
191,8.65265375073054,0.4563672591051175,CA,2024-06-24,0,0,0,1,0,1,1,0,0,0,0,0,1,1
192,10.1395792893192,0.413876052023357,CA,2024-06-25,1,0,0,1,0,1,0,0,0,0,0,0,0,0
193,24.9691171344193,0.416479622703867,CA,2024-06-26,0,1,0,0,0,1,0,0,0,0,0,0,0,0
194,18.0512655305497,0.411682515750541,CA,2024-06-27,1,1,0,1,0,1,0,0,0,0,0,0,0,0
195,16.0544188985771,0.4237983994862215,CA,2024-06-28,1,1,0,1,0,1,0,0,0,0,0,0,0,0
196,13.6576845738959,0.420744147233635,CA,2024-06-29,1,1,0,1,0,1,0,0,0,0,0,0,0,0
197,6.39092989226962,0.3826156042899435,CA,2024-06-30,1,1,1,1,0,1,1,0,0,0,0,0,0,1
198,17.1484290672619,0.4069884061014365,CA,2024-07-01,1,1,0,1,0,0,1,0,0,0,0,0,0,1
199,12.2123684949717,0.4322464252399375,CA,2024-07-02,1,1,0,1,0,1,0,0,0,0,1,0,0,0
200,14.5433947222689,0.435696216990264,CA,2024-07-03,1,0,0,1,0,1,0,0,0,1,1,0,0,0
201,4.53093461345553,0.428678106533364,CA,2024-07-04,1,1,0,1,0,1,1,0,0,0,0,0,1,1
202,7.62503467368737,0.406676183300096,CA,2024-07-05,1,0,0,1,0,1,0,0,0,0,1,0,0,0
203,5.65832726975054,0.4094899861554665,CA,2024-07-06,1,1,1,1,0,1,0,1,0,0,1,0,0,0
204,8.0657658249664,0.403282428362052,CA,2024-07-07,1,1,0,1,0,1,0,0,0,0,0,0,0,0
205,7.92146549700952,0.4032993895995755,CA,2024-07-08,1,1,1,1,0,1,0,0,0,0,0,0,0,0
206,7.3970940238505,0.3870656029012995,CA,2024-07-09,1,1,1,1,0,1,1,0,0,0,0,0,0,0
207,12.1946812111918,0.4610672748730825,CA,2024-07-10,1,1,1,1,0,0,1,0,1,0,0,0,0,1
208,10.4739503489391,0.429361316650085,CA,2024-07-11,1,0,1,1,0,1,1,0,0,0,0,0,0,1
209,14.838987041275,0.4396153224698155,CA,2024-07-12,1,1,0,1,0,1,0,0,0,0,0,0,0,0
210,5.1866759322517,0.4615884220391555,CA,2024-07-13,1,1,1,1,0,1,1,0,0,0,0,0,0,1
211,NA,NA,CO,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,NA,NA,CO,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,0.497001173318218,0.320138636884986,CO,2024-06-04,1,1,1,1,1,1,1,1,0,1,1,0,1,1
214,1.12044121196097,0.319840107336345,CO,2024-06-05,1,0,1,1,1,1,1,0,0,1,1,0,1,1
215,0.362691868816682,0.300572953683165,CO,2024-06-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
216,NA,NA,CO,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,NA,NA,CO,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,1.89536972550975,0.389909191963702,CO,2024-06-10,0,1,0,1,1,1,1,0,0,0,1,1,1,1
220,0.602455811898819,0.413130046258235,CO,2024-06-11,1,1,0,1,1,1,1,0,1,0,1,1,1,1
221,0.501771640986888,0.3189759835957585,CO,2024-06-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
222,0.379957917377344,0.30587062372605,CO,2024-06-13,1,1,1,1,1,1,1,0,1,1,1,0,1,1
223,0.39659509346231703,0.306335038504146,CO,2024-06-14,1,1,1,1,1,1,1,0,1,0,1,1,1,1
224,NA,NA,CO,2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,0.486434070680121,0.3193852898368675,CO,2024-06-17,1,1,1,1,1,1,1,1,0,0,1,1,1,1
227,NA,NA,CO,2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,0.389619937610412,0.3075817428759275,CO,2024-06-19,1,1,1,1,1,1,1,0,0,1,1,1,1,1
229,NA,NA,CO,2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,0.747933542784218,0.557040975611395,CO,2024-06-21,1,1,1,1,0,1,1,1,1,0,1,0,1,1
231,NA,NA,CO,2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,NA,NA,CO,2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
