...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,X23G_50_CI,other_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,X23G_95_CI,other_95_CI
19,NA,NA,AK,2023-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,NA,NA,AK,2023-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,NA,NA,AK,2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,AK,2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,NA,NA,AK,2023-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,NA,NA,AK,2023-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,NA,NA,AK,2023-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,NA,NA,AK,2023-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,0.74609391977172,0.529978037951285,AK,2023-08-18,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
28,NA,NA,AK,2023-08-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2023-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,AK,2023-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,AK,2023-08-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,0.408793024980953,0.335206297932062,AK,2023-08-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33,NA,NA,AK,2023-08-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,AK,2023-08-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2023-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2023-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2023-08-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,0.646966911146552,0.467087737997771,AK,2023-08-29,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1
39,NA,NA,AK,2023-08-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2023-08-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2023-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,0.692729037665174,0.4869639979635685,AL,2023-07-23,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1
44,0.530769227561151,0.3444549853813505,AL,2023-07-24,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
45,0.75173530740488,0.386757611593224,AL,2023-07-25,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
46,0.903917473769014,0.4743411856082635,AL,2023-07-26,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1
47,NA,NA,AL,2023-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2023-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.724460309189662,0.408377611718818,AL,2023-07-31,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1
52,0.918049971992318,0.4353644009376605,AL,2023-08-01,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1
53,0.67940382130433,0.3794847538028275,AL,2023-08-02,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
54,0.410855485744251,0.339532931237074,AL,2023-08-03,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
55,0.729518049879456,0.482811021702496,AL,2023-08-04,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
56,NA,NA,AL,2023-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2023-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,0.732230398363919,0.476254177315013,AL,2023-08-08,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
60,0.430404089121647,0.352003205631293,AL,2023-08-09,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
61,0.417815622651677,0.3540255341894985,AL,2023-08-10,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
62,NA,NA,AL,2023-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.517947062330333,0.325947447162688,AL,2023-08-14,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
66,NA,NA,AL,2023-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,0.923493825520074,0.4661033866136255,AL,2023-08-16,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1
68,0.550958060034975,0.3457840090551055,AL,2023-08-17,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1
69,1.2382044221696,0.3700857374139085,AL,2023-08-18,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1
70,1.17297972826672,0.322165102366783,AL,2023-08-19,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1
71,1.22895399935765,0.3705290549944525,AL,2023-08-20,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1
72,NA,NA,AL,2023-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,0.533475353512966,0.319865161595097,AL,2023-08-22,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
74,0.881743675956761,0.4670676176811955,AL,2023-08-23,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
75,1.10768708000897,0.4181263920080005,AL,2023-08-24,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1
76,0.918601732472568,0.4677077850160885,AL,2023-08-25,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1
77,0.660687568693784,0.47214090427447,AL,2023-08-26,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
78,NA,NA,AL,2023-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,1.23837445577473,0.3919942839614385,AL,2023-08-28,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1
80,0.674247430165546,0.4857608676934395,AL,2023-08-29,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1
81,0.916381894706838,0.4303408637957035,AL,2023-08-30,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1
82,NA,NA,AL,2023-08-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,0.810658838159945,0.3885138820306785,AL,2023-09-01,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0
84,0.532125331108464,0.310479776072618,AL,2023-09-02,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
85,NA,NA,AR,2023-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2023-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,AR,2023-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,0.785961156690053,0.4103997969605255,AR,2023-07-26,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1
89,NA,NA,AR,2023-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,1.12604632975053,0.4010622968751085,AR,2023-07-28,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1
91,NA,NA,AR,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,0.412579129186462,0.2932254345645475,AR,2023-07-31,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
94,1.53914810442022,0.4233772313200705,AR,2023-08-01,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
95,1.10888497637625,0.3364314074307435,AR,2023-08-02,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
96,NA,NA,AR,2023-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,0.669189735719872,0.486341132557777,AR,2023-08-04,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
98,NA,NA,AR,2023-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,0.666448480733808,0.4987437588914985,AR,2023-08-07,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
101,1.58381039079719,0.3607945518264245,AR,2023-08-08,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1
102,1.46098385615807,0.442581146086516,AR,2023-08-09,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0
103,0.495833528049657,0.352575893644167,AR,2023-08-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
104,0.495714001268278,0.315213831258361,AR,2023-08-11,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
105,NA,NA,AR,2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.515565695825374,0.3177275247913235,AR,2023-08-14,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
108,0.691554230020001,0.3804429426707245,AR,2023-08-15,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1
109,1.38207189539928,0.4350619681131365,AR,2023-08-16,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1
110,1.28081026178314,0.294177773396421,AR,2023-08-17,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1
111,1.03637153024731,0.3815271588723725,AR,2023-08-18,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1
112,0.733903639223431,0.508073806475805,AR,2023-08-19,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1
113,NA,NA,AR,2023-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,2.92348485159706,0.4278085586727825,AR,2023-08-21,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1
115,0.66741317239184506,0.485623639820987,AR,2023-08-22,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1
116,2.78011070962178,0.451316143300503,AR,2023-08-23,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1
117,2.09563886503864,0.496876478766129,AR,2023-08-24,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1
118,0.385003888079637,0.2625561065943585,AR,2023-08-25,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
119,NA,NA,AR,2023-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,0.375119242365873,0.261761010065893,AR,2023-08-27,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
121,2.3792522358938,0.38358395234349,AR,2023-08-28,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
122,2.57847840225085,0.352124126574131,AR,2023-08-29,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1
123,2.19553330626752,0.509815030913485,AR,2023-08-30,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1
124,0.950653597633097,0.4812210464983445,AR,2023-08-31,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
125,NA,NA,AR,2023-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,0.71764684900309,0.3920863097043775,AZ,2023-07-23,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
128,2.77431881489476,0.3969602058875465,AZ,2023-07-24,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1
129,3.49473171376021,0.4232842310492825,AZ,2023-07-25,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1
130,1.93925151453644,0.4184701247625265,AZ,2023-07-26,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1
131,1.55663467466341,0.444320175973422,AZ,2023-07-27,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1
132,0.913360631950393,0.366490482782085,AZ,2023-07-28,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1
133,0.649816791435738,0.3720569799576745,AZ,2023-07-29,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
134,6.234427551261,0.4109339825077875,AZ,2023-07-30,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
135,2.29086036889385,0.4150042230269045,AZ,2023-07-31,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1
136,1.68730909045803,0.384852677012807,AZ,2023-08-01,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1
137,2.31496194623927,0.3859574883223305,AZ,2023-08-02,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1
138,1.88100617312679,0.379838663618908,AZ,2023-08-03,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1
139,0.656695052124708,0.39520099789276403,AZ,2023-08-04,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
140,1.83688380536834,0.3745066490385815,AZ,2023-08-05,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1
141,0.80520163233552,0.3743208323376965,AZ,2023-08-06,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
142,2.3264039891789,0.384475656914229,AZ,2023-08-07,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1
143,6.90494763077034,0.420828198317725,AZ,2023-08-08,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
144,2.70578186314629,0.418324673648527,AZ,2023-08-09,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1
145,0.990528441349317,0.432967762710844,AZ,2023-08-10,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1
146,0.889331791922474,0.429038702749182,AZ,2023-08-11,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1
147,0.388968565064046,0.263833591005936,AZ,2023-08-12,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
148,1.57590690349218,0.378743626997457,AZ,2023-08-13,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
149,6.91222908488499,0.43774330977019,AZ,2023-08-14,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
150,3.0727895317526,0.376319392976639,AZ,2023-08-15,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1
151,3.66491722421153,0.384925422851343,AZ,2023-08-16,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1
152,1.69766067390484,0.4421028104495305,AZ,2023-08-17,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0
153,1.19353887970455,0.409435085601739,AZ,2023-08-18,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1
154,0.973079978084243,0.3878131687754565,AZ,2023-08-19,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1
155,2.88626075108685,0.4216389097314735,AZ,2023-08-20,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0
156,4.76311965026102,0.3845282232703855,AZ,2023-08-21,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0
157,3.78411680297903,0.419790701860393,AZ,2023-08-22,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1
158,3.47329255962684,0.442147211576609,AZ,2023-08-23,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1
159,1.93505341003799,0.3842613500521425,AZ,2023-08-24,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1
160,0.973369966173474,0.4545450943997755,AZ,2023-08-25,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
161,1.99631892383177,0.4815990960887985,AZ,2023-08-26,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1
162,5.93409657700626,0.453016068876731,AZ,2023-08-27,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
163,5.50802677322568,0.374718929366597,AZ,2023-08-28,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1
164,1.32092037158396,0.418203754277595,AZ,2023-08-29,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0
165,2.46854926556764,0.3903433275379975,AZ,2023-08-30,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1
166,1.18041829602317,0.474463901467128,AZ,2023-08-31,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0
167,0.578243994979019,0.441084233236627,AZ,2023-09-01,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1
168,NA,NA,AZ,2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,1.6313457827136,0.402022437649471,CA,2023-07-23,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
170,4.32185924846529,0.4557489367687995,CA,2023-07-24,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0
171,2.9713572477299,0.4091886580342915,CA,2023-07-25,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1
172,2.66267915790055,0.4003095851240925,CA,2023-07-26,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0
173,2.82826405438097,0.4108515080807335,CA,2023-07-27,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1
174,3.36729792351854,0.401122665144067,CA,2023-07-28,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0
175,2.36055442778323,0.394652018088381,CA,2023-07-29,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1
176,4.12006863035524,0.4282988043498085,CA,2023-07-30,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1
177,4.1910078138033,0.4117911268919175,CA,2023-07-31,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0
178,6.72275817245429,0.419585017349731,CA,2023-08-01,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
179,6.58534085520428,0.4163430593111345,CA,2023-08-02,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
180,4.52445823706925,0.413144358814516,CA,2023-08-03,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1
181,3.86436039480248,0.413184761917449,CA,2023-08-04,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1
182,4.07056458884312,0.4171414705071575,CA,2023-08-05,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0
183,0.900201290031771,0.4261682719619465,CA,2023-08-06,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1
184,2.48017360339264,0.409938189108321,CA,2023-08-07,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1
185,2.87414223721691,0.4125366446786835,CA,2023-08-08,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1
186,2.88431859485441,0.4131840366696725,CA,2023-08-09,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
187,4.55800527875005,0.4185978878535945,CA,2023-08-10,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
188,3.79705524107323,0.4025256904384665,CA,2023-08-11,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1
189,2.66577510890864,0.4035167830099845,CA,2023-08-12,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1
190,1.4814041539222,0.4146356608836725,CA,2023-08-13,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0
191,3.41468386102034,0.40770667144792,CA,2023-08-14,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1
192,3.91076572017381,0.4109948967628445,CA,2023-08-15,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
193,6.2373493479179,0.426225181311454,CA,2023-08-16,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1
194,5.77600546885112,0.423167088243487,CA,2023-08-17,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0
195,7.58611758348643,0.40746183892837,CA,2023-08-18,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
196,3.35189959293861,0.4174688818889855,CA,2023-08-19,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0
197,2.06319219523193,0.427588703151596,CA,2023-08-20,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0
198,5.13355641017877,0.39980956568762,CA,2023-08-21,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
199,4.83767598743485,0.4302026157409285,CA,2023-08-22,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
200,4.81059519936918,0.4038956668464395,CA,2023-08-23,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
201,6.76909943110898,0.4063177532115145,CA,2023-08-24,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
202,5.23316680793294,0.407790024210741,CA,2023-08-25,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1
203,2.77851807533001,0.4033510804683195,CA,2023-08-26,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1
204,3.99732791851416,0.3922111195105195,CA,2023-08-27,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1
205,6.68105406158001,0.411996474982679,CA,2023-08-28,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0
206,7.99139634636273,0.396534529654206,CA,2023-08-29,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
207,11.744426977471,0.400411732427301,CA,2023-08-30,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0
208,7.09632724245681,0.3994372318155945,CA,2023-08-31,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1
209,5.40658522936949,0.3940496586983895,CA,2023-09-01,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0
210,1.47724991951778,0.4031207708180215,CA,2023-09-02,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1
211,0.643275866603495,0.352486534133808,CO,2023-07-23,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
212,NA,NA,CO,2023-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,0.714303101737265,0.3981748700951115,CO,2023-07-25,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1
214,0.673573147319546,0.4742298626080315,CO,2023-07-26,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1
215,1.29383711345172,0.419368927374443,CO,2023-07-27,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1
216,0.79689131987655,0.4099729809570855,CO,2023-07-28,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1
217,NA,NA,CO,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
