...1,es_score,brier_score,location,target_date,X24A_50_CI,X24B_50_CI,X24C_50_CI,X24D_50_CI,X24E_50_CI,X24G_50_CI,other_50_CI,X24A_95_CI,X24B_95_CI,X24C_95_CI,X24D_95_CI,X24E_95_CI,X24G_95_CI,other_95_CI
22,NA,NA,AK,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,NA,NA,AK,2024-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,NA,NA,AK,2024-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,NA,NA,AK,2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,NA,NA,AK,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,NA,NA,AK,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,AK,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,AK,2024-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,AK,2024-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,AK,2024-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,AK,2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,AK,2024-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,0.52330063840391,0.355460264193659,AK,2024-07-22,1,1,0,1,1,1,1,0,1,0,1,1,1,1
38,NA,NA,AK,2024-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2024-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2024-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2024-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,AL,2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,0.564907112512324,0.3501646086202245,AL,2024-06-30,1,0,1,1,1,1,1,0,0,1,1,1,1,1
58,NA,NA,AL,2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2024-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,0.57620047048623,0.344483288974769,AL,2024-07-09,1,0,1,1,1,1,1,1,0,1,1,0,1,1
67,NA,NA,AL,2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2024-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,0.713490060383911,0.504989664066195,AL,2024-07-16,1,1,1,1,0,1,1,0,1,1,1,0,1,1
74,0.607284205764303,0.3421329981795275,AL,2024-07-17,1,0,1,1,1,1,1,1,0,0,1,1,1,1
75,NA,NA,AL,2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2024-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2024-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2024-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,0.713053124946717,0.495622992718767,AL,2024-07-24,1,1,1,1,0,1,1,1,1,1,0,0,1,1
82,NA,NA,AL,2024-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,0.577447014901748,0.3440237889678315,AL,2024-07-26,1,0,1,1,1,1,1,1,0,0,1,1,1,1
84,NA,NA,AL,2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,AR,2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,AR,2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,NA,NA,AR,2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,AR,2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,NA,NA,AR,2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,NA,NA,AR,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.312355341267052,0.133064517466596,AR,2024-07-08,1,1,1,1,1,1,1,0,1,0,1,1,1,1
108,0.612183211185639,0.602238552858215,AR,2024-07-09,1,0,1,1,1,1,1,1,0,0,1,1,1,1
109,0.622518906151893,0.60054752857504,AR,2024-07-10,1,0,1,1,1,1,1,1,0,0,1,1,1,1
110,NA,NA,AR,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2024-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2024-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,0.614882746893772,0.493295008214102,AR,2024-07-17,1,1,0,1,1,1,1,0,1,0,1,1,1,1
117,NA,NA,AR,2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,0.74052911652659,0.544906831577385,AR,2024-07-19,1,1,1,1,1,0,1,1,0,1,1,1,0,1
119,NA,NA,AR,2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,1.1223320356451,0.4678240772944005,AR,2024-07-22,1,1,1,1,1,1,1,0,0,1,1,0,0,1
122,0.635490087109775,0.4844150108149895,AR,2024-07-23,1,1,0,1,1,1,1,1,1,0,1,1,0,1
123,1.35104735006293,0.541050323647915,AR,2024-07-24,1,0,1,1,1,1,1,0,0,1,1,0,1,1
124,NA,NA,AR,2024-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,0.588837161590488,0.56983330488514,AR,2024-07-26,1,0,1,1,1,1,1,1,0,1,1,0,1,1
126,NA,NA,AR,2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.50809795192171,0.349917160635209,AZ,2024-06-16,1,1,1,1,1,1,1,0,0,0,1,0,0,1
128,4.1251276964205,0.35648076784724553,AZ,2024-06-17,0,1,0,1,1,1,1,0,0,0,0,0,0,1
129,3.00458205231993,0.3714938892578305,AZ,2024-06-18,1,1,1,1,1,1,1,1,0,0,1,0,0,0
130,1.2720822914588,0.3277474929185735,AZ,2024-06-19,1,1,1,1,1,1,1,0,0,0,1,0,1,1
131,1.46151848287811,0.374029581791129,AZ,2024-06-20,1,0,1,1,1,1,1,0,0,1,0,0,1,1
132,0.807101085287095,0.3170650707486665,AZ,2024-06-21,1,1,1,1,1,1,1,0,1,0,1,1,0,1
133,0.398660007096315,0.2944028645912625,AZ,2024-06-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
134,1.63796906837015,0.3410758398084855,AZ,2024-06-23,1,1,0,1,1,1,1,0,0,0,1,0,1,1
135,0.931743115506185,0.36311008598904,AZ,2024-06-24,1,1,1,1,1,1,1,0,0,0,1,1,1,1
136,2.40392838054107,0.350753859688712,AZ,2024-06-25,1,1,1,1,1,1,1,0,0,0,1,1,0,1
137,2.6809648511132,0.4249981146286915,AZ,2024-06-26,1,0,0,1,1,1,1,0,0,0,1,0,0,1
138,NA,NA,AZ,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,0.3939123148294,0.296831020440142,AZ,2024-06-28,1,1,1,1,1,1,1,0,1,1,1,1,0,1
140,1.02447182481568,0.2989136847713425,AZ,2024-06-29,0,1,1,1,1,1,1,1,1,1,1,1,1,1
141,2.75883260928089,0.398869853660919,AZ,2024-06-30,1,1,0,1,1,0,0,0,0,1,1,1,0,0
142,5.52017155945846,0.4005177276284325,AZ,2024-07-01,1,1,0,0,0,1,1,0,1,0,0,0,0,0
143,1.5943808559559,0.328641020387853,AZ,2024-07-02,1,1,1,1,1,1,1,0,1,1,1,1,1,0
144,NA,NA,AZ,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,0.970641110170114,0.2982366763953645,AZ,2024-07-04,1,1,0,1,1,1,1,1,1,0,1,0,1,1
146,0.71437068395432,0.389155385695467,AZ,2024-07-05,1,1,1,1,0,1,1,0,0,0,1,0,0,1
147,2.14712575990607,0.4606427932483235,AZ,2024-07-06,1,1,1,1,0,1,1,0,1,0,1,0,1,1
148,0.792275273831679,0.368097305838958,AZ,2024-07-07,1,1,1,1,1,1,1,0,0,0,1,1,0,0
149,5.47801306745901,0.385214077670301,AZ,2024-07-08,1,1,0,1,0,1,1,0,0,0,1,0,0,1
150,3.4453670274885,0.3675278103434185,AZ,2024-07-09,1,0,1,1,1,1,1,0,0,1,1,0,1,1
151,2.22273591936729,0.3845213194565415,AZ,2024-07-10,1,1,1,1,1,1,1,0,0,1,1,0,0,1
152,0.969234763885286,0.4131745361487155,AZ,2024-07-11,1,1,1,1,1,1,1,0,0,0,1,1,0,1
153,0.736324450283614,0.4033786911109255,AZ,2024-07-12,1,1,1,1,1,1,1,0,0,0,1,1,1,1
154,NA,NA,AZ,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,1.04541812459006,0.503318478548805,AZ,2024-07-14,1,1,1,1,1,0,1,1,1,0,1,1,0,1
156,1.40433156600655,0.3549869568572975,AZ,2024-07-15,1,0,1,1,1,1,1,0,0,0,1,0,0,1
157,2.53847243537349,0.413440685043476,AZ,2024-07-16,1,0,1,1,0,1,1,0,0,0,0,0,0,1
158,1.96992427427422,0.3736046881941865,AZ,2024-07-17,1,1,1,1,1,0,1,0,0,0,0,0,0,1
159,3.48827496398442,0.3982613128375675,AZ,2024-07-18,1,0,0,1,1,1,1,0,0,0,1,0,0,1
160,0.96149759956654,0.431035531165047,AZ,2024-07-19,1,1,1,1,0,1,1,0,0,0,1,0,1,1
161,0.960102605794518,0.376718514035538,AZ,2024-07-20,1,0,1,1,1,1,1,1,0,0,1,1,1,1
162,2.84540325043114,0.366145574490364,AZ,2024-07-21,0,1,0,1,1,0,1,0,0,1,1,0,0,1
163,2.05635926869131,0.359184031239463,AZ,2024-07-22,1,1,1,1,1,1,1,0,0,0,1,0,0,1
164,1.97894216386163,0.4179233638364625,AZ,2024-07-23,1,1,1,1,1,1,0,0,0,1,1,0,0,0
165,3.66138617923553,0.402139600507231,AZ,2024-07-24,1,0,0,1,1,1,1,0,0,0,0,0,0,1
166,1.21474000210417,0.417746212666396,AZ,2024-07-25,1,0,1,1,1,1,1,0,0,0,1,1,0,1
167,1.0546108660526201,0.395677644144402,AZ,2024-07-26,1,1,1,1,1,1,1,1,0,1,1,0,0,1
168,1.5809484617366,0.3304613964746605,AZ,2024-07-27,0,1,1,1,1,0,1,0,0,1,0,1,0,1
169,3.14923616607664,0.3394718699217035,CA,2024-06-16,0,1,1,1,1,0,1,0,0,0,1,1,0,1
170,2.89484841609233,0.3765603270626565,CA,2024-06-17,1,1,1,0,1,1,1,0,0,1,0,0,1,0
171,4.68626265921591,0.3660380380097595,CA,2024-06-18,1,1,1,1,1,1,0,0,0,0,1,0,0,0
172,5.81441786398279,0.3801607088390265,CA,2024-06-19,1,1,1,1,0,1,1,0,0,0,1,0,0,0
173,5.30590630543951,0.3858761425207165,CA,2024-06-20,1,0,1,0,1,1,1,0,0,0,0,0,0,1
174,4.67186189896157,0.3606325881806385,CA,2024-06-21,1,0,1,1,0,1,1,0,0,0,0,0,0,1
175,3.06804910803173,0.3658767181717365,CA,2024-06-22,1,1,0,1,1,1,1,0,0,0,1,0,0,1
176,2.59708246543939,0.3803864483377675,CA,2024-06-23,1,1,1,1,1,1,1,0,0,0,1,1,0,1
177,5.58289988393692,0.4058207014957905,CA,2024-06-24,0,1,1,1,1,0,1,0,0,0,1,0,0,0
178,5.79437407267587,0.380881694913957,CA,2024-06-25,1,1,0,1,1,1,0,0,0,0,0,0,0,0
179,16.8486720839629,0.3803975784214075,CA,2024-06-26,0,0,0,0,1,1,1,0,0,0,0,0,0,0
180,11.1808319121308,0.3875128966725315,CA,2024-06-27,1,0,1,1,1,1,1,0,0,1,0,0,0,0
181,8.31804484261336,0.3924811037787765,CA,2024-06-28,1,1,1,1,1,1,0,0,0,0,0,0,0,0
182,5.39117762228027,0.385050659009385,CA,2024-06-29,1,1,1,0,1,1,1,0,0,0,0,0,0,0
183,6.7622018541755,0.378882434319957,CA,2024-06-30,1,0,1,1,1,1,1,0,0,0,1,0,0,1
184,12.1747529753414,0.3745196077034885,CA,2024-07-01,1,0,1,1,1,0,1,0,0,0,1,0,0,1
185,5.74680808315885,0.390918010336832,CA,2024-07-02,1,1,1,1,1,1,1,1,0,0,0,0,0,0
186,6.5878628352506,0.389156563880462,CA,2024-07-03,1,1,1,1,1,1,1,0,0,0,1,0,0,1
187,2.24561991075346,0.3833025597451775,CA,2024-07-04,1,1,1,1,1,1,1,0,0,1,1,0,1,1
188,4.91146567101891,0.385890226129085,CA,2024-07-05,1,1,1,1,1,0,1,0,0,0,1,0,0,0
189,3.85712865738507,0.3868054251021345,CA,2024-07-06,1,1,1,1,1,1,1,0,0,0,0,0,0,1
190,4.82477804204223,0.3785503307703375,CA,2024-07-07,1,1,1,0,1,1,1,0,0,0,0,0,0,1
191,6.41680757873553,0.392121144814386,CA,2024-07-08,0,1,1,1,1,1,1,0,0,0,0,0,0,0
192,9.34309957751407,0.390296711219511,CA,2024-07-09,0,1,0,1,1,1,1,0,0,0,1,0,0,0
193,10.3260781320188,0.4142943427729125,CA,2024-07-10,1,1,1,1,0,0,1,0,0,0,1,0,0,0
194,8.23246998142673,0.4024015600407245,CA,2024-07-11,1,0,0,1,0,0,1,0,0,0,1,0,0,0
195,9.0293168313229,0.396886756525919,CA,2024-07-12,1,1,1,1,1,1,1,0,0,0,0,0,0,0
196,4.67933398179698,0.410833083753432,CA,2024-07-13,1,1,1,1,0,1,0,0,0,0,1,0,0,0
197,7.60603639501844,0.383043436912634,CA,2024-07-14,0,1,1,1,1,0,1,0,0,0,1,0,0,0
198,9.48825039363817,0.4079280848807875,CA,2024-07-15,1,1,1,0,1,1,1,0,0,0,0,0,0,0
199,9.63721490399867,0.4071032586037325,CA,2024-07-16,1,1,0,0,1,1,1,0,0,0,0,0,0,0
200,4.91354613144484,0.3984436675967245,CA,2024-07-17,1,1,1,1,1,1,1,0,0,0,0,0,0,1
201,7.00941572739841,0.390745033816543,CA,2024-07-18,1,0,1,1,1,0,1,0,0,0,0,0,0,0
202,3.05340027243369,0.3947701989332735,CA,2024-07-19,1,1,1,1,0,1,1,0,0,0,0,0,0,0
203,5.03993766059739,0.4031718768307345,CA,2024-07-20,1,1,1,1,0,1,1,0,1,0,0,0,0,0
204,9.27438523032807,0.415962731360037,CA,2024-07-21,1,0,0,1,1,1,1,0,0,0,1,0,0,0
205,15.5250306005129,0.413999862889189,CA,2024-07-22,1,0,0,1,0,1,1,0,0,0,1,0,0,1
206,6.56958697165303,0.392989783978628,CA,2024-07-23,1,1,1,1,1,1,1,0,0,0,1,0,0,1
207,13.1542061890899,0.4251767931699065,CA,2024-07-24,1,1,0,0,0,0,1,0,0,0,0,1,0,0
208,10.2729826535771,0.4222353443401125,CA,2024-07-25,1,1,0,0,0,1,1,0,0,0,0,0,0,1
209,8.81659483086147,0.417486386345033,CA,2024-07-26,1,0,0,1,1,1,0,0,0,0,1,0,0,0
210,7.57097489095583,0.411792006401778,CA,2024-07-27,1,1,0,1,0,1,1,0,0,0,1,0,0,0
211,NA,NA,CO,2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,0.631735760200366,0.4729009919570775,CO,2024-06-17,1,0,1,1,1,1,1,0,0,1,1,1,1,1
213,NA,NA,CO,2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,0.383964596563425,0.2559866511335865,CO,2024-06-19,1,1,1,1,1,1,1,0,1,1,1,0,1,1
215,NA,NA,CO,2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,0.723077820153039,0.505830869294565,CO,2024-06-21,1,1,1,1,1,0,1,1,0,1,1,1,0,1
217,NA,NA,CO,2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,NA,NA,CO,2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,1.00039613468698,0.508060409533155,CO,2024-06-25,1,1,1,1,0,1,1,1,0,1,1,1,0,1
221,0.89903389512799,0.447465973862141,CO,2024-06-26,1,1,1,1,1,1,1,0,0,1,1,1,0,1
222,0.510227195645184,0.36222617194912,CO,2024-06-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1
223,0.63197780288823,0.476044318186246,CO,2024-06-28,1,0,1,1,1,1,1,0,0,1,1,1,1,1
224,NA,NA,CO,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,0.641235343869754,0.477153812801092,CO,2024-07-01,1,0,1,1,1,1,1,0,0,1,1,1,1,1
227,NA,NA,CO,2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,NA,NA,CO,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,NA,NA,CO,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,0.495485065765587,0.3751436448313635,CO,2024-07-05,1,1,1,1,1,1,1,1,1,0,1,1,0,1
231,NA,NA,CO,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,0.504425865359678,0.3815099926358715,CO,2024-07-08,1,1,1,1,1,1,1,1,1,0,1,1,1,0
234,NA,NA,CO,2024-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
