...1,es_score,brier_score,location,target_date,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23C_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,other_50_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23C_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,other_95_CI
21,0.415103344817377,0.257781071547503,AK,2023-07-01,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
22,0.418979124370079,0.254979408604509,AK,2023-07-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23,0.804724484558241,0.551338898747975,AK,2023-07-03,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1
24,NA,NA,AK,2023-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,NA,NA,AK,2023-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,NA,NA,AK,2023-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,NA,NA,AK,2023-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,AK,2023-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2023-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,AK,2023-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,AK,2023-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,AK,2023-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,AK,2023-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,AK,2023-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,0.753267461449432,0.54379261533511,AK,2023-07-16,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1
37,NA,NA,AK,2023-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2023-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2023-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2023-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2023-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2023-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2023-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2023-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2023-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2023-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2023-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,AL,2023-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,0.106297410682845,0.062924690977044,AL,2023-06-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54,NA,NA,AL,2023-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2023-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,1.04428475241309,0.74547790625756,AL,2023-06-26,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0
59,0.999528513549271,0.716544083740665,AL,2023-06-27,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1
60,0.846900688627681,0.62222272674832,AL,2023-06-28,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
61,NA,NA,AL,2023-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2023-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,0.100240093580334,0.0598542845629035,AL,2023-07-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
65,NA,NA,AL,2023-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2023-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,1.32785798419496,0.514949666485905,AL,2023-07-05,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1
68,0.928483444630765,0.67029302766409,AL,2023-07-06,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1
69,0.84335088530388,0.62466470238064,AL,2023-07-07,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
70,NA,NA,AL,2023-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,0.991407717433583,0.7240558101272,AL,2023-07-09,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1
72,NA,NA,AL,2023-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2023-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,0.10531714855165,0.058164618824203,AL,2023-07-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75,0.828892121400601,0.62502161800375,AL,2023-07-13,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
76,0.983559553411187,0.72546968684408,AL,2023-07-14,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1
77,NA,NA,AL,2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,0.104146307002475,0.0580806137676345,AL,2023-07-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
79,0.972240173912297,0.72558526864351,AL,2023-07-17,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1
80,NA,NA,AL,2023-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,0.822194321117954,0.623489293690975,AL,2023-07-19,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
82,NA,NA,AL,2023-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2023-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,0.820816452838224,0.62177534121283,AL,2023-07-22,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
85,NA,NA,AR,2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,0.348635984376416,0.0911119432619345,AR,2023-06-12,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
87,0.753878288396035,0.52682082881191,AR,2023-06-13,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1
88,0.766585082104633,0.51906225867458,AR,2023-06-14,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1
89,NA,NA,AR,2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,0.741605332978571,0.503479735021935,AR,2023-06-16,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
91,NA,NA,AR,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,0.143178686164746,0.118348859575204,AR,2023-06-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
94,NA,NA,AR,2023-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,NA,NA,AR,2023-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,0.164623792334837,0.1317552155399,AR,2023-06-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
97,0.1656688113031,0.1364645509471165,AR,2023-06-23,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
98,NA,NA,AR,2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,1.51073869146767,0.1513191350855205,AR,2023-06-26,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1
101,0.635313451735327,0.417226701512949,AR,2023-06-27,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
102,NA,NA,AR,2023-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2023-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2023-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2023-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2023-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2023-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2023-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2023-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2023-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,1.98088536040154,0.57443503867776,AR,2023-07-10,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1
115,NA,NA,AR,2023-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2023-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,0.267289177414406,0.2515967545942455,AR,2023-07-13,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
118,NA,NA,AR,2023-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,0.275661208564436,0.276046296351634,AR,2023-07-17,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
122,NA,NA,AR,2023-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,0.832434322096308,0.4336550113231215,AR,2023-07-19,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1
124,NA,NA,AR,2023-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,0.506119470786698,0.261188820303181,AR,2023-07-21,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
126,NA,NA,AR,2023-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.23279900144969,0.232973575890407,AZ,2023-06-11,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1
128,1.19842981872546,0.348106524071342,AZ,2023-06-12,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
129,2.01607607643325,0.4382000425976335,AZ,2023-06-13,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0
130,2.31122786329605,0.2906505301368685,AZ,2023-06-14,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1
131,1.32592234864526,0.621510582771885,AZ,2023-06-15,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1
132,1.19085409676333,0.2606838752695555,AZ,2023-06-16,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
133,0.520973531471594,0.320274471737899,AZ,2023-06-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
134,6.10682769634276,0.422014516185543,AZ,2023-06-18,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1
135,3.13932887079037,0.400218180638842,AZ,2023-06-19,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0
136,3.02898135789028,0.441686685716712,AZ,2023-06-20,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1
137,2.13208495224408,0.3714812800438265,AZ,2023-06-21,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1
138,1.78080304414575,0.4088541459099615,AZ,2023-06-22,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0
139,0.325713380333535,0.2428648959208835,AZ,2023-06-23,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
140,1.19725519457522,0.399232749593568,AZ,2023-06-24,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1
141,1.31653150826009,0.3576576488470835,AZ,2023-06-25,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1
142,2.44339573237259,0.370603775940887,AZ,2023-06-26,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1
143,4.22761677717519,0.3651879195943995,AZ,2023-06-27,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1
144,2.14400992762625,0.3663109064691375,AZ,2023-06-28,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1
145,2.53662934849942,0.381703131935325,AZ,2023-06-29,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1
146,1.14676988041329,0.374079684758354,AZ,2023-06-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
147,1.39810001041733,0.343396254748669,AZ,2023-07-01,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
148,2.68321677904693,0.3674574723514865,AZ,2023-07-02,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0
149,4.64523693083517,0.365891102899302,AZ,2023-07-03,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
150,3.50732602077593,0.3849004151814295,AZ,2023-07-04,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1
151,1.58749796259678,0.398066411523986,AZ,2023-07-05,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1
152,0.994310445088269,0.414090736207847,AZ,2023-07-06,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1
153,0.507667030786686,0.391677377350933,AZ,2023-07-07,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
154,1.69116607911015,0.373214550517506,AZ,2023-07-08,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0
155,3.7361590694998,0.3851289400379725,AZ,2023-07-09,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
156,4.0498771590357,0.415183345677918,AZ,2023-07-10,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1
157,4.56602994031485,0.4283800916072405,AZ,2023-07-11,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1
158,4.41632427417956,0.429335566869049,AZ,2023-07-12,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0
159,4.1769953017258,0.448489535549063,AZ,2023-07-13,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0
160,1.289291867141,0.4089618911472405,AZ,2023-07-14,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1
161,2.58967082126231,0.4870734458678965,AZ,2023-07-15,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0
162,3.32093734509733,0.403085826055422,AZ,2023-07-16,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1
163,7.38894878923476,0.4515543001966415,AZ,2023-07-17,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1
164,3.77642439527982,0.4452554825568475,AZ,2023-07-18,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0
165,4.47472346805945,0.45947016331164803,AZ,2023-07-19,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1
166,1.07120917267902,0.3844096217319565,AZ,2023-07-20,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1
167,1.54048755536935,0.348535376803281,AZ,2023-07-21,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1
168,2.15458119238561,0.4830617369425985,AZ,2023-07-22,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1
169,0.814770731080759,0.3483488058046165,CA,2023-06-11,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
170,1.49860727332044,0.3676734104445995,CA,2023-06-12,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0
171,1.79889228478408,0.330097562295658,CA,2023-06-13,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
172,2.11021902337863,0.3835163152131295,CA,2023-06-14,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1
173,1.23827434535219,0.351322959993983,CA,2023-06-15,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1
174,1.46909256257264,0.3892031015013135,CA,2023-06-16,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0
175,1.280097946051,0.476405350377494,CA,2023-06-17,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1
176,0.562024987696301,0.401100603287096,CA,2023-06-18,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
177,2.158675612535,0.36632052560608,CA,2023-06-19,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0
178,2.84657711116529,0.3948498501494675,CA,2023-06-20,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1
179,3.0206257744584,0.435421956793147,CA,2023-06-21,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0
180,2.23412692772729,0.4135138427970595,CA,2023-06-22,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0
181,2.66711274147108,0.3971336864726965,CA,2023-06-23,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
182,1.56083872923818,0.4124301104312555,CA,2023-06-24,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1
183,1.12778419952801,0.354743467573402,CA,2023-06-25,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
184,1.99939842074352,0.4004047433726225,CA,2023-06-26,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,1
185,1.55759518654471,0.374653924361122,CA,2023-06-27,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0
186,2.67522676296221,0.4193554413218285,CA,2023-06-28,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1
187,3.0379629520704,0.4105372628730755,CA,2023-06-29,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1
188,1.73988031422325,0.38684042690593,CA,2023-06-30,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
189,1.1345737143546,0.3976511214541915,CA,2023-07-01,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
190,1.61280876296364,0.386783765416301,CA,2023-07-02,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1
191,2.24324491140684,0.38257034493028,CA,2023-07-03,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0
192,1.70618887451597,0.394677939950061,CA,2023-07-04,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1
193,5.55760630254879,0.4244862175163985,CA,2023-07-05,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1
194,3.23297948332966,0.3947106656425725,CA,2023-07-06,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
195,2.0031040029108,0.4402992694732915,CA,2023-07-07,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1
196,1.86652900585685,0.362207493226266,CA,2023-07-08,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1
197,0.701559948029903,0.3995044509173775,CA,2023-07-09,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1
198,3.8038036604747,0.438842491178996,CA,2023-07-10,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,1
199,2.22759079770856,0.429649510621704,CA,2023-07-11,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1
200,2.37476768134555,0.4285751578626895,CA,2023-07-12,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0
