...1,es_score,brier_score,location,target_date,X24A_50_CI,X24B_50_CI,recombinant_50_CI,X24C_50_CI,other_50_CI,X24A_95_CI,X24B_95_CI,recombinant_95_CI,X24C_95_CI,other_95_CI
30,NA,NA,AK,2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,AK,2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,AK,2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,AK,2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,AK,2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2024-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,0.0858599647577236,0.0323848984475173,AL,2024-03-18,1,1,1,1,1,1,1,1,1,1
45,NA,NA,AL,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,0.0276213303001465,0.03946350748139285,AL,2024-03-26,1,1,1,1,1,1,1,1,1,1
53,NA,NA,AL,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,0.0408554983743011,0.04691767438740175,AL,2024-04-01,1,1,1,1,1,1,1,1,1,1
59,NA,NA,AL,2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2024-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,AR,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,AR,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,0.0253861565189012,0.01248233960414255,AR,2024-03-21,1,1,1,1,1,1,1,1,1,1
90,NA,NA,AR,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,AR,2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,0.00928808796492414,0.0171398323123457,AR,2024-03-27,1,1,1,1,1,1,1,1,1,1
96,NA,NA,AR,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2024-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,NA,NA,AZ,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,0.00323536707495094,0.002228893301246425,AZ,2024-03-18,1,1,1,1,1,1,1,1,1,1
129,0.0622589612261394,0.002235121516346985,AZ,2024-03-19,1,1,1,1,1,1,1,1,1,1
130,1.00847197853054,0.094638352699805,AZ,2024-03-20,1,0,1,1,1,0,1,0,1,1
131,0.158107856161919,0.00225600528162195,AZ,2024-03-21,1,1,1,1,1,0,0,1,0,1
132,0.0446004282014715,0.002270821731784275,AZ,2024-03-22,1,1,1,1,1,1,1,1,1,1
133,0.0323312273302058,0.00228862490816719,AZ,2024-03-23,1,1,1,1,1,1,1,1,1,1
134,0.0115244613683503,0.00230943203146278,AZ,2024-03-24,1,1,1,1,1,1,1,1,1,1
135,0.0146209137910627,0.00233322775277143,AZ,2024-03-25,1,1,1,1,1,1,1,1,1,1
136,0.0127933496779477,0.002359963086480685,AZ,2024-03-26,1,1,1,1,1,1,1,1,1,1
137,0.0258742375473269,0.002389556807793055,AZ,2024-03-27,1,1,1,1,1,1,1,1,1,1
138,0.0344193404775562,0.00242189954742742,AZ,2024-03-28,1,1,1,1,1,1,1,1,1,1
139,1.08507325710714,0.3126655314676775,AZ,2024-03-29,0,0,1,1,1,1,1,1,1,1
140,2.04752907631705,0.3052560001906525,AZ,2024-03-30,0,1,0,1,1,0,1,0,0,1
141,NA,NA,AZ,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,0.720583299614218,0.1058304070606885,AZ,2024-04-01,1,0,1,1,1,0,0,1,1,0
143,0.897903851991415,0.105934904623183,AZ,2024-04-02,1,1,1,0,1,0,1,1,0,1
144,0.0669633738787228,0.002666233520621755,AZ,2024-04-03,1,1,1,1,1,1,1,1,1,1
145,1.02509998430074,0.188327417747243,AZ,2024-04-04,1,1,1,0,1,0,0,1,0,1
146,1.03410494411563,0.311902608564662,AZ,2024-04-05,0,0,1,1,1,0,0,1,1,1
147,0.0755445727802784,0.002817129355905605,AZ,2024-04-06,1,1,1,1,1,0,0,1,1,1
148,1.03660315237659,0.2342880540207335,AZ,2024-04-07,1,1,1,0,1,0,0,0,0,1
149,0.935384855877764,0.1872618216538175,AZ,2024-04-08,1,1,1,1,0,0,0,1,1,0
150,0.00681822055301838,0.002990728312912255,AZ,2024-04-09,1,1,1,1,1,1,1,1,1,1
151,NA,NA,AZ,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,NA,NA,AZ,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,0.0338039773330051,0.003197946678128735,AZ,2024-04-12,1,1,1,1,1,0,0,1,1,1
154,0.0574893224329286,0.003277393156147845,AZ,2024-04-13,1,1,1,1,1,0,0,1,1,1
155,NA,NA,AZ,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,1.79298147394233,0.2668366432099705,AZ,2024-04-15,0,0,1,1,1,0,0,1,1,1
157,0.770576030099307,0.1570712389999355,AZ,2024-04-16,1,0,1,1,1,0,0,1,1,1
158,1.21514774437854,0.1708660364103965,AZ,2024-04-17,1,1,1,0,1,0,0,0,0,1
159,0.0124977587738887,0.003790435368004025,AZ,2024-04-18,1,1,1,1,1,1,1,1,1,1
160,0.0144036236771275,0.00392318609098842,AZ,2024-04-19,1,1,1,1,1,0,0,1,1,1
161,NA,NA,AZ,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,1.00398525288837,0.309361449817855,AZ,2024-04-21,1,1,1,0,1,1,1,1,0,0
163,1.15459784132098,0.2277917343598725,AZ,2024-04-22,1,0,0,1,1,0,0,0,0,1
164,0.157863684145392,0.0045927422202484,AZ,2024-04-23,1,1,1,1,1,0,0,1,1,1
165,NA,NA,AZ,2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,0.0581758567124211,0.0050288372831662,AZ,2024-04-25,1,1,1,1,1,0,0,1,1,1
167,NA,NA,AZ,2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,1.03438207455731,0.459239387173134,AZ,2024-04-27,1,1,1,0,1,0,0,1,0,1
169,4.75061410610235,0.209456070460524,CA,2024-03-17,0,0,1,1,1,0,0,0,1,0
170,1.35970915422962,0.1161058164380605,CA,2024-03-18,1,1,1,0,1,0,0,0,1,1
171,0.739307114288913,0.0735223748367295,CA,2024-03-19,1,1,1,1,0,1,1,0,1,0
172,4.73141155355659,0.2595228123446165,CA,2024-03-20,0,1,0,0,0,0,0,0,0,0
173,0.847884139553799,0.0892788068459895,CA,2024-03-21,1,0,1,1,1,0,0,0,1,1
174,3.93745991781402,0.228544834611446,CA,2024-03-22,0,0,1,0,1,0,0,0,0,1
175,3.94528746277739,0.2673294268088505,CA,2024-03-23,0,0,1,1,1,0,0,1,1,0
176,0.426196807425961,0.00528501211789375,CA,2024-03-24,1,1,1,1,1,1,1,1,1,1
177,1.94089276331428,0.181537014982054,CA,2024-03-25,0,0,1,1,1,0,0,1,1,0
178,2.25199143198314,0.163173185077545,CA,2024-03-26,1,0,1,1,1,0,0,1,1,0
179,3.8211824587601,0.2661809636947095,CA,2024-03-27,0,0,1,1,1,0,0,1,0,1
180,3.6198161787143,0.228182232232639,CA,2024-03-28,0,0,1,1,1,0,0,0,1,0
181,0.772668040784596,0.104510027604733,CA,2024-03-29,1,1,1,1,0,1,1,0,1,0
182,1.28205205776064,0.2029041762176235,CA,2024-03-30,1,0,1,1,0,0,0,1,1,0
183,0.890756409740654,0.227867862334819,CA,2024-03-31,1,0,1,1,1,1,0,1,0,1
184,1.7021261323315,0.1937478865464845,CA,2024-04-01,1,0,1,1,1,0,0,0,1,1
185,0.786755941405974,0.132608828665453,CA,2024-04-02,1,1,1,1,0,0,1,1,1,0
186,2.71054974741246,0.2993387881878565,CA,2024-04-03,0,0,1,1,0,0,0,1,1,0
187,2.65231793783347,0.3549258084018915,CA,2024-04-04,0,0,1,1,0,0,0,1,0,1
188,3.13967047106533,0.210191466426881,CA,2024-04-05,1,0,0,1,1,0,0,0,1,1
189,0.893236667740156,0.096007508313427,CA,2024-04-06,1,1,1,1,0,0,1,0,1,0
190,1.79696308933299,0.171801214871327,CA,2024-04-07,1,0,1,1,0,0,0,0,1,0
191,0.949437279542056,0.178216860645327,CA,2024-04-08,1,1,1,1,0,1,1,1,0,0
192,1.18466754428162,0.2215020549623655,CA,2024-04-09,1,0,1,0,1,0,0,1,0,0
193,3.1466664490959,0.388133658780968,CA,2024-04-10,0,0,1,1,1,0,0,0,0,1
194,2.67461109959197,0.271986367607707,CA,2024-04-11,0,0,1,1,1,0,1,0,0,1
195,1.93482381997946,0.29166667704262,CA,2024-04-12,1,0,1,1,1,0,0,1,0,1
196,1.3087085162823,0.1441018781378375,CA,2024-04-13,1,0,1,1,0,0,1,1,1,0
197,0.83450425962837,0.155781335660618,CA,2024-04-14,1,0,1,1,1,0,0,1,1,1
198,2.66831437761211,0.2393884479976765,CA,2024-04-15,1,0,1,1,0,0,0,1,1,1
199,1.07157046838589,0.1457921579802125,CA,2024-04-16,1,1,1,1,1,0,1,0,1,1
200,2.73176970437708,0.229327328409754,CA,2024-04-17,1,1,0,1,1,0,1,0,1,0
201,3.44341396473851,0.2384130674583885,CA,2024-04-18,1,0,1,1,1,0,0,0,1,0
202,1.30244773785752,0.17533433903265,CA,2024-04-19,1,0,1,1,1,0,0,0,1,1
203,0.0544589741858604,0.0222944370764925,CA,2024-04-20,1,1,1,1,1,1,1,1,1,1
204,2.78065510625749,0.3175647952015635,CA,2024-04-21,1,0,1,1,0,0,0,1,1,0
205,5.80761491816193,0.4142611216133185,CA,2024-04-22,0,0,1,1,0,0,0,0,1,0
206,1.95575267121664,0.2923448361637555,CA,2024-04-23,1,0,1,1,0,0,0,1,1,0
207,5.73650080046361,0.4023979615200895,CA,2024-04-24,0,0,0,1,1,0,0,0,1,1
208,5.71282781129718,0.3238688204840975,CA,2024-04-25,1,0,1,1,0,0,0,0,1,0
209,2.43676707158429,0.292972576075918,CA,2024-04-26,1,0,1,1,1,0,0,1,1,1
210,7.4815939203906,0.4988609195802155,CA,2024-04-27,0,0,1,1,0,0,0,1,0,0
211,NA,NA,CO,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,0.00448451362536983,0.00122791340671902,CO,2024-03-18,1,1,1,1,1,1,1,1,1,1
213,NA,NA,CO,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,NA,NA,CO,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,NA,NA,CO,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,NA,NA,CO,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,NA,NA,CO,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,1.27305987432355,0.93437883826169,CO,2024-03-25,0,1,1,1,0,0,1,1,1,0
220,NA,NA,CO,2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,NA,NA,CO,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,0.0073874273678166,0.00184593019726951,CO,2024-03-28,1,1,1,1,1,0,1,1,1,0
223,NA,NA,CO,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,NA,NA,CO,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,NA,NA,CO,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,0.0271256939387836,0.00255947722089954,CO,2024-04-02,1,1,1,1,1,1,1,1,1,1
228,NA,NA,CO,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,1.14810228711862,0.4552820719486235,CO,2024-04-04,0,0,1,1,1,0,0,1,1,1
230,NA,NA,CO,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,0.00938105836328731,0.00341832396290206,CO,2024-04-06,1,1,1,1,1,1,1,1,1,1
232,NA,NA,CO,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,NA,NA,CO,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,NA,NA,CO,2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,NA,NA,CO,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,NA,NA,CO,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,NA,NA,CO,2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,NA,NA,CO,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,CO,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,1.08933716841559,0.4301766282463995,CO,2024-04-15,0,0,1,1,1,0,0,1,1,1
241,NA,NA,CO,2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,1.03535249741991,0.440136491880354,CO,2024-04-17,0,1,1,0,1,1,1,1,1,1
243,NA,NA,CO,2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,NA,NA,CO,2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,NA,NA,CO,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,NA,NA,CO,2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,0.0274908266731093,0.01349002082121975,CO,2024-04-22,1,1,1,1,1,1,1,1,1,1
248,0.0281230225608791,0.0149516742640563,CO,2024-04-23,1,1,1,1,1,0,1,1,0,1
249,NA,NA,CO,2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,NA,NA,CO,2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,NA,NA,CO,2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,NA,NA,CO,2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,NA,NA,CT,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,NA,NA,CT,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,NA,NA,CT,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,NA,NA,CT,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,0.00403294109413144,0.001782317405623205,CT,2024-03-21,1,1,1,1,1,1,1,1,1,1
258,0.00447758397830715,0.00187587024097435,CT,2024-03-22,1,1,1,1,1,1,1,1,1,1
259,0.00518982435214481,0.001980641501156415,CT,2024-03-23,1,1,1,1,1,1,1,1,1,1
260,0.00531764097341232,0.00209740324468371,CT,2024-03-24,1,1,1,1,1,1,1,1,1,1
261,NA,NA,CT,2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,0.02686092846344,0.00236970679398159,CT,2024-03-26,1,1,1,1,1,1,1,1,1,1
263,NA,NA,CT,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264,NA,NA,CT,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,NA,NA,CT,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,NA,NA,CT,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,NA,NA,CT,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,NA,NA,CT,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,NA,NA,CT,2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,NA,NA,CT,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271,NA,NA,CT,2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272,NA,NA,CT,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,NA,NA,CT,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,NA,NA,CT,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,NA,NA,CT,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,NA,NA,CT,2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,0.0208851765541938,0.00617353766531335,CT,2024-04-10,1,1,1,1,1,1,1,1,1,1
278,0.0238423536770397,0.00652195341488965,CT,2024-04-11,1,1,1,1,1,1,1,1,1,1
279,0.0268734941695561,0.0068801513668451,CT,2024-04-12,1,1,1,1,1,0,1,1,0,1
280,NA,NA,CT,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,NA,NA,CT,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,NA,NA,CT,2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,NA,NA,CT,2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
284,NA,NA,CT,2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
