...1,es_score,brier_score,location,target_date,X22F_50_CI,X24A_50_CI,recombinant_50_CI,X23H_50_CI,other_50_CI,X22F_95_CI,X24A_95_CI,recombinant_95_CI,X23H_95_CI,other_95_CI
36,NA,NA,AK,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,0.682443730942706,0.57461564821442,AL,2024-02-05,1,1,1,1,1,1,0,1,1,0
45,NA,NA,AL,2024-02-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,1.04337986787642,0.785205339832445,AL,2024-02-07,0,1,1,1,1,0,0,1,1,1
47,0.133074299996266,0.053624068653424,AL,2024-02-08,1,1,1,1,1,1,0,1,1,0
48,NA,NA,AL,2024-02-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2024-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,AL,2024-02-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,0.107998214648255,0.04249190046615475,AL,2024-02-15,1,1,1,1,1,1,1,1,1,1
55,NA,NA,AL,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,0.0951129896149873,0.0371385279270213,AL,2024-02-20,1,1,1,1,1,1,0,1,1,0
60,NA,NA,AL,2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.240923160830598,0.03274514922984285,AL,2024-02-26,1,1,1,1,1,1,1,1,1,1
66,NA,NA,AL,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,0.0881542527854364,0.0311997721979437,AL,2024-02-29,1,1,1,1,1,1,1,1,1,1
69,NA,NA,AL,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,0.0962361721664328,0.0297070027657486,AL,2024-03-04,1,1,1,1,1,1,1,1,1,1
73,0.22869315207467,0.0294291399534789,AL,2024-03-05,1,1,1,1,1,1,1,1,1,1
74,NA,NA,AL,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,0.52675683578863,0.256190874611612,AL,2024-03-13,1,1,1,1,1,1,0,1,1,0
82,NA,NA,AL,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,0.0277838375932954,0.0141715932463818,AR,2024-02-05,1,1,1,1,1,1,1,1,1,1
87,0.0228501697379784,0.01311789343846385,AR,2024-02-06,1,1,1,1,1,1,1,1,1,1
88,0.0190665262105534,0.0121438784265333,AR,2024-02-07,1,1,1,1,1,1,1,1,1,1
89,0.0684763768968621,0.01124345905419585,AR,2024-02-08,1,1,1,1,1,1,1,1,1,1
90,0.0698518558786237,0.01041100488803155,AR,2024-02-09,1,1,1,1,1,1,1,1,1,1
91,NA,NA,AR,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,0.0166646400423651,0.0082713743287322,AR,2024-02-12,1,1,1,1,1,1,1,1,1,1
94,0.93385193103889,0.4206932726955335,AR,2024-02-13,1,0,1,1,0,1,0,1,1,0
95,0.0448666527873669,0.00709949331946525,AR,2024-02-14,1,1,1,1,1,1,1,1,1,1
96,NA,NA,AR,2024-02-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,0.0338131644546563,0.004856195567545985,AR,2024-02-19,1,1,1,1,1,1,1,1,1,1
101,0.0313039854596347,0.00450279682590969,AR,2024-02-20,1,1,1,1,1,1,0,1,1,0
102,NA,NA,AR,2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.0244901114805985,0.00287109995540917,AR,2024-02-26,1,1,1,1,1,1,1,1,1,1
108,NA,NA,AR,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,1.21879266741855,0.906928400076885,AR,2024-02-29,1,0,1,1,0,1,1,0,1,0
111,0.00672150249409811,0.00213559717404413,AR,2024-03-01,1,1,1,1,1,1,0,0,1,1
112,NA,NA,AR,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.0487037946998682,0.001715461218983125,AR,2024-03-04,1,1,1,1,1,1,1,1,1,1
115,NA,NA,AR,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,0.00725375590822216,0.001287365386378475,AR,2024-03-08,1,1,1,1,1,1,1,1,1,1
119,NA,NA,AR,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,0.0876915108287633,0.0044388330122616,AZ,2024-02-04,1,1,1,1,1,1,1,1,1,1
128,2.03620421824883,0.1584349743442785,AZ,2024-02-05,1,0,1,1,0,1,0,1,1,0
129,1.15325060529544,0.04245834651745655,AZ,2024-02-06,0,1,1,1,1,0,0,1,1,0
130,0.644472324050074,0.003291059084251385,AZ,2024-02-07,1,1,1,1,1,1,0,0,0,0
131,0.00412230525235915,0.002984958492521585,AZ,2024-02-08,1,1,1,1,1,1,1,1,1,1
132,1.17442181646403,0.31517643787583,AZ,2024-02-09,1,0,1,0,1,1,0,1,0,1
133,0.018502760971139,0.002464095632448975,AZ,2024-02-10,1,1,1,1,1,1,1,1,1,1
134,0.6617382456968,0.1156119036416025,AZ,2024-02-11,1,1,1,1,1,1,0,1,1,0
135,0.1644830620528,0.002044329402225245,AZ,2024-02-12,1,1,1,1,1,1,1,1,1,1
136,0.82312369998974,0.06480985380569,AZ,2024-02-13,1,1,0,1,1,0,1,0,1,1
137,0.40626717189109,0.00170530729786771,AZ,2024-02-14,1,1,1,1,1,1,1,1,1,1
138,0.00305649734686397,0.00156088380511336,AZ,2024-02-15,1,1,1,1,1,1,1,1,1,1
139,0.0216356832600256,0.00143086129962335,AZ,2024-02-16,1,1,1,1,1,1,1,1,1,1
140,0.120701061725751,0.00131373311630869,AZ,2024-02-17,1,1,1,1,1,1,0,1,1,0
141,0.516766430730671,0.050269982199431,AZ,2024-02-18,1,1,1,1,1,1,0,1,1,0
142,0.317111025725277,0.001112937648021245,AZ,2024-02-19,1,1,1,1,1,1,1,1,1,1
143,0.936563869078587,0.066345825847342,AZ,2024-02-20,1,1,0,1,1,1,0,0,1,0
144,0.739835091485628,0.03516321767035875,AZ,2024-02-21,1,1,1,1,1,1,0,0,0,1
145,1.17642767636734,0.240696498063836,AZ,2024-02-22,1,0,0,1,1,1,0,0,1,1
146,0.0147945259415606,8.1599199281023e-4,AZ,2024-02-23,1,1,1,1,1,1,1,1,1,1
147,0.00652263794259232,7.58720786837875e-4,AZ,2024-02-24,1,1,1,1,1,1,1,1,1,1
148,1.64688476184214,0.2130753121487235,AZ,2024-02-25,1,0,0,1,0,1,0,0,1,0
149,0.0686317802537932,6.60070790163405e-4,AZ,2024-02-26,1,1,1,1,1,1,1,1,1,1
150,0.866186978757534,0.088299236937147,AZ,2024-02-27,1,1,0,1,1,1,0,0,1,0
151,0.0364931424210326,5.7934477230761e-4,AZ,2024-02-28,1,1,1,1,1,1,1,1,1,1
152,0.0163803355239583,5.4467445603362e-4,AZ,2024-02-29,1,1,1,1,1,1,1,1,1,1
153,0.00239239680221372,5.133399986398e-4,AZ,2024-03-01,1,1,1,1,1,1,1,1,1,1
154,0.0286854474328239,4.85044902540495e-4,AZ,2024-03-02,1,1,1,1,1,1,1,1,1,1
155,0.0284473491439072,4.59526479634965e-4,AZ,2024-03-03,1,1,1,1,1,1,1,1,1,1
156,0.0982277233198705,4.3655262493264e-4,AZ,2024-03-04,1,1,1,1,1,1,1,1,1,1
157,0.0557732589228179,4.15919029328705e-4,AZ,2024-03-05,1,1,1,1,1,1,0,0,1,1
158,0.0209343713333385,3.9744679751208e-4,AZ,2024-03-06,1,1,1,1,1,1,1,1,1,1
159,0.00224328212507319,3.8098044423453e-4,AZ,2024-03-07,1,1,1,1,1,1,1,1,1,1
160,NA,NA,AZ,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,0.0236745467517,3.53550960680275e-4,AZ,2024-03-09,1,1,1,1,1,1,1,1,1,1
162,1.09754282453806,0.323833279917351,AZ,2024-03-10,1,0,0,1,1,1,0,0,1,1
163,0.050425350998529,3.32801049073425e-4,AZ,2024-03-11,1,1,1,1,1,1,0,0,1,1
164,1.11469934242862,0.322748083399177,AZ,2024-03-12,1,0,1,1,0,1,0,1,1,0
165,0.163439280175778,3.18206611051055e-4,AZ,2024-03-13,1,1,1,1,1,1,0,0,1,1
166,0.0505654336366066,3.1313664585294e-4,AZ,2024-03-14,1,1,1,1,1,1,1,1,1,1
167,NA,NA,AZ,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,NA,NA,AZ,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,0.831341531538786,0.03651871838911095,CA,2024-02-04,1,1,1,1,1,1,1,0,1,0
170,1.19539831346906,0.0640806041456025,CA,2024-02-05,1,1,1,1,1,1,0,0,0,0
171,3.24470045553174,0.1041411389308175,CA,2024-02-06,1,0,1,1,0,1,0,0,0,0
172,1.96157726030161,0.0834581155715255,CA,2024-02-07,1,1,1,1,1,1,0,0,0,1
173,2.52139094640303,0.0354176486120466,CA,2024-02-08,1,0,1,1,1,1,0,0,1,0
174,3.96366884997218,0.113104448019069,CA,2024-02-09,1,0,0,1,1,1,0,0,0,0
175,2.77292502982238,0.1394526883750005,CA,2024-02-10,1,0,0,1,1,1,0,0,1,0
176,0.0743889477568354,0.0058339758825895,CA,2024-02-11,1,1,1,1,1,1,1,1,1,1
177,2.59874160584223,0.1044100717353865,CA,2024-02-12,1,1,0,1,1,1,0,0,1,0
178,1.62144533989206,0.0854651454346005,CA,2024-02-13,1,1,1,0,1,1,0,1,0,0
179,1.81918001528025,0.04043052157350795,CA,2024-02-14,1,1,1,1,1,1,0,0,1,0
180,3.01449439974761,0.1116865763172875,CA,2024-02-15,1,0,1,0,0,1,0,0,1,0
181,1.73931920863678,0.0386043211034036,CA,2024-02-16,1,1,1,1,0,1,0,0,1,1
182,0.923667623479886,0.0358033835731739,CA,2024-02-17,1,1,1,1,1,1,0,1,1,0
183,0.729997720706735,0.0553958348511475,CA,2024-02-18,1,1,1,1,1,1,1,0,1,0
184,1.1014727962932,0.0422651167943138,CA,2024-02-19,1,1,1,1,1,1,0,1,1,0
185,0.560970832849184,0.0106571329906792,CA,2024-02-20,1,1,1,1,1,1,1,1,1,1
186,1.85013497247214,0.085167226719872,CA,2024-02-21,1,1,1,0,1,1,0,0,0,1
187,1.76718664913917,0.0688074060112845,CA,2024-02-22,1,1,1,0,1,1,0,0,0,0
188,1.24288055677741,0.067459114234776,CA,2024-02-23,1,1,1,1,1,1,0,0,0,0
189,1.13248335136707,0.06125687728783,CA,2024-02-24,1,1,1,1,1,1,0,0,1,0
190,1.30836496827356,0.02043070854280215,CA,2024-02-25,1,0,1,1,1,1,0,1,1,0
191,2.00537200668111,0.085566130156464,CA,2024-02-26,1,1,1,1,0,1,0,1,1,0
192,3.21676129045047,0.115221433364895,CA,2024-02-27,1,1,1,1,0,1,0,0,1,0
193,1.94103609186702,0.084539684824857,CA,2024-02-28,1,1,1,1,1,1,0,0,1,1
194,0.159622440518439,0.0372774963885419,CA,2024-02-29,1,1,1,1,1,1,0,0,1,1
195,0.284416967807622,0.043371871239424,CA,2024-03-01,1,1,1,1,1,1,0,0,1,1
196,1.17601757544463,0.050364759929948,CA,2024-03-02,1,1,1,1,1,1,0,0,1,1
197,0.743527440024169,0.0819290589086145,CA,2024-03-03,1,1,1,1,1,1,1,1,1,1
198,1.49701832755726,0.1210762368480525,CA,2024-03-04,1,1,1,1,1,1,0,0,1,0
199,2.45898338756864,0.148276617885669,CA,2024-03-05,1,1,1,1,0,1,0,1,1,0
200,1.55015707972603,0.122985282750217,CA,2024-03-06,1,1,1,1,1,1,0,0,1,0
201,2.61168276704537,0.1740930456487175,CA,2024-03-07,1,1,1,1,0,1,0,0,1,0
202,1.63942911082335,0.1469556564150245,CA,2024-03-08,1,1,1,0,1,1,0,0,0,1
203,1.43569361583673,0.214332954564715,CA,2024-03-09,1,1,1,1,0,1,0,0,1,0
204,1.39426241748801,0.2119167265319375,CA,2024-03-10,1,1,1,1,0,1,1,0,1,0
205,1.62697539720689,0.2725359125860535,CA,2024-03-11,1,1,1,1,0,1,1,0,1,0
206,1.47794621618954,0.222794069076137,CA,2024-03-12,1,1,1,1,0,1,0,0,1,0
207,2.89722327662691,0.254741658426756,CA,2024-03-13,1,1,1,1,0,1,0,0,1,0
208,2.21087289510243,0.26200805168858,CA,2024-03-14,1,1,1,1,0,1,0,1,1,0
209,1.50053387427193,0.2346865953268685,CA,2024-03-15,1,1,1,1,1,1,0,0,1,0
210,1.02616083151473,0.2895202115023185,CA,2024-03-16,1,1,1,1,1,1,0,1,1,0
211,NA,NA,CO,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,0.00952206960324899,0.0108808601383998,CO,2024-02-05,1,1,1,1,1,1,1,1,1,1
213,0.00770855284665874,0.01049890510728865,CO,2024-02-06,1,1,1,1,1,1,1,1,1,1
214,0.00686548357435697,0.0101492731481095,CO,2024-02-07,1,1,1,1,1,1,1,1,1,1
215,0.0219767029779028,0.0098298622266618,CO,2024-02-08,1,1,1,1,1,1,1,1,1,1
216,0.0219235376711477,0.009538774762706,CO,2024-02-09,1,1,1,1,1,1,0,1,1,0
217,1.18757507253532,0.445288525002018,CO,2024-02-10,1,0,0,1,1,1,0,0,1,1
218,NA,NA,CO,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,0.0203037881825316,0.0088192235388255,CO,2024-02-12,1,1,1,1,1,1,1,1,1,1
220,1.18736804618098,0.445228064076553,CO,2024-02-13,1,0,0,1,1,1,0,0,1,1
221,NA,NA,CO,2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,0.00473748814942838,0.00830286630223665,CO,2024-02-15,1,1,1,1,1,1,1,1,1,1
223,NA,NA,CO,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,NA,NA,CO,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,NA,NA,CO,2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,0.0058518318637987,0.00782751300717605,CO,2024-02-20,1,1,1,1,1,1,0,0,1,1
228,0.0542884777986564,0.00778512724667015,CO,2024-02-21,1,1,1,1,1,1,1,1,1,1
229,NA,NA,CO,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,1.19984425702325,0.4416924539376565,CO,2024-02-23,1,0,0,1,1,1,0,0,1,1
231,NA,NA,CO,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,0.0400110514886591,0.00782337834688385,CO,2024-02-26,1,1,1,1,1,1,0,0,1,1
234,0.00510512710471837,0.0078810871717885,CO,2024-02-27,1,1,1,1,1,1,0,0,1,1
235,0.00527494586863986,0.0079558350261764,CO,2024-02-28,1,1,1,1,1,1,1,1,1,1
236,0.0190028187253073,0.0080479132599284,CO,2024-02-29,1,1,1,1,1,1,1,1,1,1
237,NA,NA,CO,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,NA,NA,CO,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,CO,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,0.0225929283839108,0.0085976532825539,CO,2024-03-04,1,1,1,1,1,1,1,1,1,1
241,NA,NA,CO,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,NA,NA,CO,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,NA,NA,CO,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,0.00819641409495499,0.0094645788496185,CO,2024-03-08,1,1,1,1,1,1,1,1,1,1
245,NA,NA,CO,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,NA,NA,CO,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,NA,NA,CO,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,0.0303968887633654,0.01069625042949615,CO,2024-03-12,1,1,1,1,1,1,1,1,1,1
249,0.0119624506608301,0.01106794392108205,CO,2024-03-13,1,1,1,1,1,1,1,1,1,1
250,NA,NA,CO,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,0.013226276750725,0.01189498624798165,CO,2024-03-15,1,1,1,1,1,1,0,0,1,1
252,NA,NA,CO,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,0.00219296440689861,0.00183798058856083,CT,2024-02-04,1,1,1,1,1,1,1,1,1,1
254,0.0149059151767149,0.001658517000913095,CT,2024-02-05,1,1,1,1,1,1,1,1,1,1
255,0.986502692118987,0.186127355619645,CT,2024-02-06,1,0,1,1,0,1,1,1,1,1
256,0.0236653955176079,0.001354438629998075,CT,2024-02-07,1,1,1,1,1,1,1,1,1,1
257,1.2280183789738,0.466480240025771,CT,2024-02-08,1,0,1,1,0,1,0,1,1,0
258,0.0137574264090648,0.00111067951319239,CT,2024-02-09,1,1,1,1,1,1,0,1,1,0
259,NA,NA,CT,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,0.0012670222176626,9.14751626084235e-4,CT,2024-02-11,1,1,1,1,1,1,1,1,1,1
261,0.0436002460449494,8.31565208122515e-4,CT,2024-02-12,1,1,1,1,1,1,1,1,1,1
262,NA,NA,CT,2024-02-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,0.00118931118241813,6.8962278455966e-4,CT,2024-02-14,1,1,1,1,1,1,1,1,1,1
264,0.0012235210084451,6.29153349913435e-4,CT,2024-02-15,1,1,1,1,1,1,1,1,1,1
265,NA,NA,CT,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,5.9114127051428e-4,5.25626943136105e-4,CT,2024-02-17,1,1,1,1,1,1,1,1,1,1
267,NA,NA,CT,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,0.00478265455249997,4.41417629231545e-4,CT,2024-02-19,1,1,1,1,1,1,0,0,1,1
269,NA,NA,CT,2024-02-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,0.00800478624914487,3.7270442089693e-4,CT,2024-02-21,1,1,1,1,1,1,1,1,1,1
271,1.26542056196982,0.4820369230918505,CT,2024-02-22,1,0,1,1,0,1,0,1,1,0
272,0.00525081137646455,3.16457573951965e-4,CT,2024-02-23,1,1,1,1,1,1,1,1,1,1
273,NA,NA,CT,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,0.00936661440893413,2.7026992752608e-4,CT,2024-02-25,1,1,1,1,1,1,1,1,1,1
275,0.0012881364262478,2.50333216304115e-4,CT,2024-02-26,1,1,1,1,1,1,1,1,1,1
276,0.00400956230335971,2.32224960263035e-4,CT,2024-02-27,1,1,1,1,1,1,1,1,1,1
277,9.7777311737547e-4,2.15765328504165e-4,CT,2024-02-28,1,1,1,1,1,1,0,0,1,1
278,0.00858487320816465,2.0079350768928e-4,CT,2024-02-29,1,1,1,1,1,1,1,1,1,1
279,NA,NA,CT,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280,NA,NA,CT,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,NA,NA,CT,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
