...1,es_score,brier_score,location,target_date,X21L_50_CI,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23F_50_CI,X23H_50_CI,X23I_50_CI,X24A_50_CI,other_50_CI,X21L_95_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23F_95_CI,X23H_95_CI,X23I_95_CI,X24A_95_CI,other_95_CI
27,NA,NA,AK,2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,AK,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,AK,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,AK,2024-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,AK,2024-01-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,0.573249063435078,0.4910617581653395,AK,2024-01-04,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1
34,1.37982498464561,0.496038941446856,AK,2024-01-05,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0
35,NA,NA,AK,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,0.554323590854825,0.484742360151112,AK,2024-01-08,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
38,1.85130463199747,0.482916302023634,AK,2024-01-09,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1
39,1.17298702631173,0.4809808892128055,AK,2024-01-10,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1
40,0.548465126326093,0.478930585211075,AK,2024-01-11,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1
41,NA,NA,AK,2024-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,0.6511823562374,0.50895597763616,AL,2023-12-03,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
44,NA,NA,AL,2023-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2023-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2023-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,0.660736966922709,0.51487225954733,AL,2023-12-07,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48,NA,NA,AL,2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.21200325590582,0.1406342661184065,AL,2023-12-11,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
52,NA,NA,AL,2023-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2023-12-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2023-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,0.762843770006384,0.3830783513150475,AL,2023-12-15,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1
56,NA,NA,AL,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,0.850316565901651,0.604217317213335,AL,2023-12-18,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
59,NA,NA,AL,2023-12-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2023-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2023-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2023-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2023-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2023-12-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,0.24296918725296,0.1491973834204625,AL,2023-12-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
69,NA,NA,AL,2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,0.759921986652535,0.53852049919093,AL,2024-01-02,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1
74,0.719398279627163,0.365737408672934,AL,2024-01-03,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
75,0.739231815998004,0.53411073227493,AL,2024-01-04,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1
76,NA,NA,AL,2024-01-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,1.73750085488712,0.533103970892075,AL,2024-01-07,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1
79,NA,NA,AL,2024-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2024-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2024-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2024-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2024-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2023-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,0.444821515503937,0.3474663338342615,AR,2023-12-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
88,NA,NA,AR,2023-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,1.59627702670152,0.56435468247657,AR,2023-12-07,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1
90,NA,NA,AR,2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,0.427046053102779,0.354677528493223,AR,2023-12-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
93,NA,NA,AR,2023-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,0.901852460345411,0.4348654956673625,AR,2023-12-12,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1
95,0.789609794292608,0.57022039876162,AR,2023-12-13,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0
96,1.81993466449745,0.3777313855294105,AR,2023-12-14,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0
97,0.473315217632126,0.2797004920979435,AR,2023-12-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
98,NA,NA,AR,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,1.69296690781068,0.4992945064583115,AR,2023-12-18,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1
101,1.01749725414032,0.3963358926148885,AR,2023-12-19,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1
102,NA,NA,AR,2023-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,1.59778529155428,0.419516126736599,AR,2023-12-21,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1
104,1.01964613962524,0.38304095978244,AR,2023-12-22,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1
105,NA,NA,AR,2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2023-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,0.855334145660443,0.4035902970709505,AR,2023-12-27,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
110,1.28896361934605,0.353519193331119,AR,2023-12-28,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1
111,NA,NA,AR,2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,0.394914597686244,0.195645666512582,AR,2024-01-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
116,1.43840645593953,0.1932169183602545,AR,2024-01-03,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
117,1.53263095324455,0.3447297778063915,AR,2024-01-04,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1
118,0.404524037427239,0.188714840214185,AR,2024-01-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
119,NA,NA,AR,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2024-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2024-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,0.785888107432603,0.5997192630487,AR,2024-01-10,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0
124,0.892399207076051,0.1756972258155915,AR,2024-01-11,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
125,0.823458809486921,0.3883242850839675,AR,2024-01-12,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
126,NA,NA,AR,2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,2.54391336615252,0.325388138143165,AZ,2023-12-03,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0
128,2.78644938559003,0.3703793012672,AZ,2023-12-04,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1
129,4.13571158357938,0.30027784242355,AZ,2023-12-05,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0
130,2.24018203945941,0.402874534965284,AZ,2023-12-06,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1
131,1.640136031218,0.2973221642949165,AZ,2023-12-07,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0
132,0.699882021945165,0.278981658438107,AZ,2023-12-08,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1
133,1.04256717833569,0.154207085477992,AZ,2023-12-09,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1
134,1.05989690451365,0.451189870519167,AZ,2023-12-10,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1
135,1.5719148372217,0.395302364800854,AZ,2023-12-11,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
136,3.31261663130443,0.470774442288707,AZ,2023-12-12,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1
137,2.43060979229009,0.410363839143793,AZ,2023-12-13,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0
138,1.84380967350123,0.349947469601894,AZ,2023-12-14,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0
139,0.980100472447689,0.356225088571056,AZ,2023-12-15,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0
140,2.91811820315208,0.432496263617732,AZ,2023-12-16,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1
141,1.85099046733988,0.2398674794643085,AZ,2023-12-17,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0
142,5.04067945037,0.4164323837557635,AZ,2023-12-18,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1
143,7.01875122698971,0.454084952229872,AZ,2023-12-19,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1
144,1.79343377139943,0.3925207502092505,AZ,2023-12-20,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1
145,1.44863794642728,0.38345239227361,AZ,2023-12-21,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1
146,1.23579429659258,0.4124279475991385,AZ,2023-12-22,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1
147,0.808712391406509,0.3020253042137225,AZ,2023-12-23,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1
148,4.05197645576147,0.4238492937262025,AZ,2023-12-24,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1
149,3.78460577236559,0.478502706050786,AZ,2023-12-25,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0
150,12.5780322756354,0.441454939243923,AZ,2023-12-26,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
151,5.24410753568503,0.4403097140649035,AZ,2023-12-27,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0
152,1.76372258595841,0.3691500520918135,AZ,2023-12-28,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0
153,1.12688323672974,0.422983563710816,AZ,2023-12-29,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1
154,1.22435168109197,0.469852243111968,AZ,2023-12-30,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1
155,2.95248015015342,0.416661037693619,AZ,2023-12-31,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1
156,10.890785144316,0.436352134833441,AZ,2024-01-01,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,0,0
157,15.3357033908707,0.42923768626428,AZ,2024-01-02,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0
158,2.32344104827266,0.419987146513625,AZ,2024-01-03,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0
159,1.93404811855354,0.487210888203293,AZ,2024-01-04,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1
160,0.884578646804269,0.361120273312541,AZ,2024-01-05,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0
161,4.13858444024753,0.4234902697039725,AZ,2024-01-06,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0
162,3.84182342968891,0.4601383217977395,AZ,2024-01-07,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1
163,7.74057525909802,0.429953996342814,AZ,2024-01-08,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0
164,10.2301528488137,0.4307274453734335,AZ,2024-01-09,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0
165,1.13275684056741,0.4565188146237775,AZ,2024-01-10,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1
166,2.04218431019066,0.3726992697371075,AZ,2024-01-11,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1
167,2.24768991468378,0.370466573409596,AZ,2024-01-12,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1
168,2.89613310024925,0.47649472040627,AZ,2024-01-13,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0
169,1.44890379770266,0.2872610765092275,CA,2023-12-03,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0
170,4.21724831302067,0.375877505548004,CA,2023-12-04,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
171,2.27859233915481,0.336181926016176,CA,2023-12-05,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0
172,2.84078935376378,0.409232745643438,CA,2023-12-06,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1
173,2.60745370169666,0.53945681139671,CA,2023-12-07,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0
174,1.02732830356415,0.3802556956364985,CA,2023-12-08,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0
175,1.09820434236427,0.389161455448642,CA,2023-12-09,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1
176,1.89494086930736,0.3880870266126005,CA,2023-12-10,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0
177,2.36478226576798,0.3371978717240035,CA,2023-12-11,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0
178,3.28681198138402,0.3524053757914535,CA,2023-12-12,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0
179,3.73385063041655,0.339595229350582,CA,2023-12-13,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1
180,4.31443604103038,0.38853866000229,CA,2023-12-14,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0
181,2.16785870321921,0.386163709681663,CA,2023-12-15,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0
182,3.80210918519678,0.343887024920473,CA,2023-12-16,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1
183,1.16042536321693,0.2982688992124555,CA,2023-12-17,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1
184,4.79562255181418,0.3454734675088515,CA,2023-12-18,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1
185,3.47892236392452,0.351504678016023,CA,2023-12-19,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1
186,3.54061858034254,0.373091542989799,CA,2023-12-20,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0
