...1,es_score,brier_score,location,target_date,X24A_50_CI,recombinant_50_CI,X24B_50_CI,X24C_50_CI,other_50_CI,X24A_95_CI,recombinant_95_CI,X24B_95_CI,X24C_95_CI,other_95_CI
100,NA,NA,AR,2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,0.0119423829681751,0.0135520217436651,AR,2024-03-27,1,1,1,1,1,1,1,1,1,1
103,NA,NA,AR,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.1251197600939,0.3117771054319995,AZ,2024-03-10,0,0,1,1,1,0,0,1,1,1
128,0.0373980733591949,0.001644473154966505,AZ,2024-03-11,1,1,1,1,1,1,1,1,1,1
129,1.18389120039055,0.31604433466778,AZ,2024-03-12,0,1,0,1,1,1,1,0,1,0
130,0.154235039331482,0.00170089835222683,AZ,2024-03-13,1,1,1,1,1,0,1,1,1,0
131,0.0412377604731214,0.001738108868877565,AZ,2024-03-14,1,1,1,1,1,1,1,1,1,1
132,NA,NA,AZ,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,NA,NA,AZ,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,NA,NA,AZ,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,0.0036437919505494,0.00195271590631326,AZ,2024-03-18,1,1,1,1,1,1,1,1,1,1
136,0.0617824653374388,0.002024283348578885,AZ,2024-03-19,1,1,1,1,1,1,1,1,1,1
137,1.03861188751308,0.0947780648636635,AZ,2024-03-20,1,1,0,1,1,0,0,0,1,1
138,0.162732660083428,0.00219136661740831,AZ,2024-03-21,1,1,1,1,1,1,1,1,1,1
139,0.0442819377776164,0.002287722283329415,AZ,2024-03-22,1,1,1,1,1,1,1,1,1,1
140,0.0289573753901866,0.00239325797586356,AZ,2024-03-23,1,1,1,1,1,1,1,1,1,1
141,0.0156333868538205,0.00250852271567793,AZ,2024-03-24,1,1,1,1,1,1,1,1,1,1
142,0.0149535987223973,0.00263413440872899,AZ,2024-03-25,1,1,1,1,1,1,1,1,1,1
143,0.0183027096954369,0.00277079115510886,AZ,2024-03-26,1,1,1,1,1,0,1,0,1,1
144,0.033469459776554,0.002919283425836695,AZ,2024-03-27,1,1,1,1,1,0,1,1,1,0
145,0.0388779906396026,0.003080506915282895,AZ,2024-03-28,1,1,1,1,1,1,1,1,1,1
146,1.14540721109123,0.311316823448229,AZ,2024-03-29,0,1,0,1,1,0,1,0,1,1
147,2.03828985788879,0.299870625953461,AZ,2024-03-30,0,0,1,1,1,0,0,1,1,1
148,NA,NA,AZ,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,0.800449771994233,0.105918812137468,AZ,2024-04-01,1,1,0,1,1,0,1,0,1,1
150,0.926766003148635,0.1061819329841305,AZ,2024-04-02,1,1,1,0,1,0,1,1,0,1
151,0.0614857709774761,0.004382033981494135,AZ,2024-04-03,1,1,1,1,1,1,1,1,1,1
152,1.03078795663622,0.1874825480173615,AZ,2024-04-04,1,1,1,0,1,0,1,1,0,1
153,1.04126132961969,0.3080466626944395,AZ,2024-04-05,0,1,0,1,1,0,1,0,1,1
154,0.0732326029672427,0.0053218209256508,AZ,2024-04-06,1,1,1,1,1,1,1,1,1,1
155,1.04387170311689,0.2323414915103365,AZ,2024-04-07,1,1,1,0,1,0,1,1,0,1
156,0.931670841577301,0.1846141384480245,AZ,2024-04-08,1,1,1,1,0,0,1,1,1,0
157,0.0105500755764182,0.0065375636344404,AZ,2024-04-09,1,1,1,1,1,1,1,1,1,1
158,NA,NA,AZ,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,NA,NA,AZ,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,0.0455769411358244,0.00811692172384295,AZ,2024-04-12,1,1,1,1,1,1,1,1,1,1
161,0.0851202676604736,0.00874274668272555,AZ,2024-04-13,1,1,1,1,1,1,1,1,1,1
162,NA,NA,AZ,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,1.65686065682135,0.2604043319142365,AZ,2024-04-15,0,1,0,1,1,0,1,0,1,1
164,0.745844051861613,0.15622078886542,AZ,2024-04-16,1,1,0,1,1,0,1,0,1,1
165,1.23033541363766,0.169981292226097,AZ,2024-04-17,1,1,1,0,1,0,1,0,0,1
166,0.0193024877329808,0.01284076705815215,AZ,2024-04-18,1,1,1,1,1,1,1,1,1,1
167,0.0245103433101971,0.01389512127622,AZ,2024-04-19,1,1,1,1,1,1,1,1,1,1
168,NA,NA,AZ,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,1.55994314747429,0.105738855594363,CA,2024-03-10,1,1,0,1,1,0,1,0,1,1
170,3.12568148019426,0.289103012083056,CA,2024-03-11,0,0,0,1,0,0,1,0,1,0
171,1.7272237858755,0.102037172822812,CA,2024-03-12,1,1,0,1,1,1,0,0,1,1
172,4.50840023192028,0.1388395428194935,CA,2024-03-13,0,1,0,1,1,0,0,0,1,1
173,2.36669889316235,0.105796707593087,CA,2024-03-14,0,1,0,1,1,0,0,0,1,0
174,0.850299888150133,0.032771580086507,CA,2024-03-15,1,1,1,1,1,0,0,1,1,0
175,1.33248434332086,0.145962497238718,CA,2024-03-16,0,0,0,1,1,0,0,0,1,1
176,2.67114986195329,0.149826566333548,CA,2024-03-17,0,1,0,1,1,0,1,0,1,1
177,1.96685036110912,0.119474292502702,CA,2024-03-18,0,0,1,0,1,0,0,1,0,1
178,0.711209362444333,0.0865339893812895,CA,2024-03-19,1,1,1,1,0,0,1,1,1,0
179,1.21492996632311,0.1120327393444485,CA,2024-03-20,1,0,0,1,1,0,0,0,1,0
180,1.34110388046241,0.158165123472542,CA,2024-03-21,0,0,0,1,1,0,0,0,1,1
181,1.92065515141869,0.1786637777151545,CA,2024-03-22,0,0,0,0,1,0,0,1,0,0
182,0.793782137197766,0.095428934460196,CA,2024-03-23,1,0,1,1,1,0,0,1,1,1
183,0.166856240448068,0.00132890242578619,CA,2024-03-24,1,1,1,1,1,1,1,1,1,1
184,1.8043205547455201,0.158181917960809,CA,2024-03-25,0,0,1,1,1,0,0,1,1,1
185,0.74415817640336,0.0737989601360165,CA,2024-03-26,1,1,0,1,1,0,1,0,1,1
186,1.33605806119504,0.158298336151208,CA,2024-03-27,0,0,0,1,1,0,0,0,1,1
187,0.816073094612226,0.135562493854012,CA,2024-03-28,1,1,1,1,0,0,1,1,1,0
188,0.135694582463015,0.001283708257697865,CA,2024-03-29,1,1,1,1,1,1,1,1,1,1
189,0.0936359773234222,0.00127831832437385,CA,2024-03-30,1,1,1,1,1,1,1,1,1,1
190,1.13233352959664,0.472898589038647,CA,2024-03-31,0,1,0,1,1,0,1,0,1,1
191,1.29499169279269,0.1583348787415425,CA,2024-04-01,0,0,0,1,1,0,0,0,1,1
192,0.129620957851628,0.0012703422505644,CA,2024-04-02,1,1,1,1,1,0,0,1,1,1
193,0.156826206360969,0.00127064239291458,CA,2024-04-03,1,1,1,1,1,1,1,1,1,1
194,3.37974261940559,0.4742540514735105,CA,2024-04-04,0,1,0,0,0,0,1,0,0,0
195,2.26933497018354,0.218584952727371,CA,2024-04-05,0,0,0,1,1,0,0,0,1,1
196,0.124679904290101,0.001281661160179865,CA,2024-04-06,1,1,1,1,1,1,1,1,1,1
197,0.0597082741916017,0.00128909115351356,CA,2024-04-07,1,1,1,1,1,1,1,1,1,1
198,0.207733783931557,0.00129863592679248,CA,2024-04-08,1,1,1,1,1,1,1,1,1,1
199,0.958099603763517,0.237053409949676,CA,2024-04-09,1,1,0,1,1,0,1,0,1,1
200,1.66297956048978,0.3808221812004395,CA,2024-04-10,0,1,0,0,1,0,1,0,0,0
201,3.59440586261354,0.4740568779411925,CA,2024-04-11,0,1,0,0,1,0,1,0,0,1
202,1.52689605313118,0.317366481534356,CA,2024-04-12,0,1,0,0,1,0,1,0,0,1
203,0.860278430370079,0.1897249341675765,CA,2024-04-13,1,1,0,1,1,0,1,0,1,1
204,0.935982127796104,0.3151525077244195,CA,2024-04-14,1,1,0,1,1,0,1,0,1,1
205,2.79365848199818,0.3149988262709355,CA,2024-04-15,0,1,0,1,1,0,1,0,1,0
206,0.340162310578549,0.001480333021656595,CA,2024-04-16,1,1,1,1,1,0,0,1,1,0
207,3.78843384787,0.2762345861479085,CA,2024-04-17,0,0,1,1,1,0,0,1,1,0
208,3.27955219376364,0.417942481046248,CA,2024-04-18,0,0,0,1,1,0,0,0,1,1
209,0.101885477360565,0.00162693156082021,CA,2024-04-19,1,1,1,1,1,1,1,1,1,1
210,0.0236385372182964,0.001692465318245925,CA,2024-04-20,1,1,1,1,1,1,1,1,1,1
211,NA,NA,CO,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,NA,NA,CO,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,0.0144044893661148,8.35160017207555e-4,CO,2024-03-12,1,1,1,1,1,1,1,1,1,1
214,0.00360688097644724,8.5501697640934e-4,CO,2024-03-13,1,1,1,1,1,1,1,1,1,1
215,NA,NA,CO,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,0.00416408111721688,9.0554458225258e-4,CO,2024-03-15,1,1,1,1,1,1,1,1,1,1
217,NA,NA,CO,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,0.0032584328975029,0.00101293473494038,CO,2024-03-18,1,1,1,1,1,1,1,1,1,1
220,NA,NA,CO,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,NA,NA,CO,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,NA,NA,CO,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,NA,NA,CO,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,NA,NA,CO,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,1.26452510961345,0.94477721124677,CO,2024-03-25,0,1,1,1,0,0,1,1,1,0
227,NA,NA,CO,2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,NA,NA,CO,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,0.00688512699591105,0.001841585251862675,CO,2024-03-28,1,1,1,1,1,1,1,1,1,1
230,NA,NA,CO,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,NA,NA,CO,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,NA,NA,CO,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,0.0238632985206915,0.00283247914583012,CO,2024-04-02,1,1,1,1,1,1,1,1,1,1
235,NA,NA,CO,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,1.15637014467887,0.461507962099377,CO,2024-04-04,0,1,0,1,1,0,1,0,1,1
237,NA,NA,CO,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,0.00865355862444586,0.004273117438807295,CO,2024-04-06,1,1,1,1,1,1,1,1,1,1
239,NA,NA,CO,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,NA,NA,CO,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,NA,NA,CO,2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,NA,NA,CO,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,NA,NA,CO,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,NA,NA,CO,2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,NA,NA,CO,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,NA,NA,CO,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,1.09183891053314,0.433284651614487,CO,2024-04-15,0,1,0,1,1,0,1,0,1,1
248,NA,NA,CO,2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,1.0540629124534,0.4393121631147935,CO,2024-04-17,0,1,1,0,1,0,1,1,0,1
250,NA,NA,CO,2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,NA,NA,CO,2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,NA,NA,CO,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,NA,NA,CT,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,NA,NA,CT,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,NA,NA,CT,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,0.00291530226408249,0.004339959428960715,CT,2024-03-13,1,1,1,1,1,0,1,1,1,0
257,NA,NA,CT,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,0.00336380595084544,0.004972999541676975,CT,2024-03-15,1,1,1,1,1,1,1,1,1,1
259,NA,NA,CT,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,NA,NA,CT,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,NA,NA,CT,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,NA,NA,CT,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,NA,NA,CT,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264,0.00445665361741107,0.0080221125475151,CT,2024-03-21,1,1,1,1,1,1,1,1,1,1
265,0.00628224775639971,0.0087644212417236,CT,2024-03-22,1,1,1,1,1,1,1,1,1,1
266,0.0063763212423306,0.00959515140882765,CT,2024-03-23,1,1,1,1,1,1,1,1,1,1
267,0.00749984320316431,0.01052422790028755,CT,2024-03-24,1,1,1,1,1,1,1,1,1,1
268,NA,NA,CT,2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,0.0254985316962102,0.0127219972704445,CT,2024-03-26,1,1,1,1,1,1,1,1,1,1
270,NA,NA,CT,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271,NA,NA,CT,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272,NA,NA,CT,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,NA,NA,CT,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,NA,NA,CT,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,NA,NA,CT,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,NA,NA,CT,2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,NA,NA,CT,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
278,NA,NA,CT,2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279,NA,NA,CT,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280,NA,NA,CT,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,NA,NA,CT,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,NA,NA,CT,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,NA,NA,CT,2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
