...1,es_score,brier_score,location,target_date,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,X23H_50_CI,X23G_50_CI,X24A_50_CI,X23I_50_CI,other_50_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,X23H_95_CI,X23G_95_CI,X24A_95_CI,X23I_95_CI,other_95_CI
55,NA,NA,AL,2023-10-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2023-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,0.774104201182041,0.53869456070561506,AL,2023-10-30,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
59,0.424659143423136,0.295474911613816,AL,2023-10-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
60,0.418257521890927,0.294145558533309,AL,2023-11-01,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
61,NA,NA,AL,2023-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,0.420628260678289,0.287964567529144,AL,2023-11-03,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1
63,NA,NA,AL,2023-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.419742827952824,0.2872947466694865,AL,2023-11-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
66,NA,NA,AL,2023-11-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2023-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,0.417793009291368,0.283033969701357,AL,2023-11-09,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
69,NA,NA,AL,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,0.41493632619075,0.277208759865327,AL,2023-11-13,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
73,NA,NA,AL,2023-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2023-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2023-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2023-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2023-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,0.760739006235967,0.525748476781005,AL,2023-11-21,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
81,NA,NA,AL,2023-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2023-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2023-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,2.20555284766178,0.2519301189276765,AR,2023-10-16,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1
87,0.787000145814583,0.553247364490155,AR,2023-10-17,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
88,NA,NA,AR,2023-10-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,1.57910730094387,0.197692991441188,AR,2023-10-19,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
90,0.275657347793341,0.19636339050949,AR,2023-10-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
91,0.252704859640569,0.195046565359991,AR,2023-10-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
92,NA,NA,AR,2023-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,2.43926657846277,0.406283192005877,AR,2023-10-23,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1
94,0.581981421810297,0.392433146008681,AR,2023-10-24,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
95,1.16270887974128,0.558699851625655,AR,2023-10-25,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1
96,NA,NA,AR,2023-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,0.40389935473042,0.2924176093938405,AR,2023-10-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
98,NA,NA,AR,2023-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,0.811145494774544,0.556825044605545,AR,2023-10-30,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
101,NA,NA,AR,2023-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,0.89568283989739494,0.63170178460858,AR,2023-11-01,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1
103,NA,NA,AR,2023-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,0.785198932704731,0.556946445853025,AR,2023-11-03,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
105,NA,NA,AR,2023-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,2.61701003402052,0.4883977069903325,AR,2023-11-06,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0
108,0.804902717704506,0.55652872756906,AR,2023-11-07,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
109,0.22056582405292,0.1758416599421015,AR,2023-11-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110,NA,NA,AR,2023-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2023-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2023-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,0.615239156882952,0.4234892233193375,AR,2023-11-15,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
117,NA,NA,AR,2023-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2023-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,0.604771586513969,0.427586964368542,AR,2023-11-20,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
122,0.869213643154402,0.401273170272296,AR,2023-11-21,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1
123,NA,NA,AR,2023-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2023-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.71197828664216,0.4074364542409055,AZ,2023-10-15,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0
128,3.88110349419023,0.3514629968624585,AZ,2023-10-16,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0
129,5.11521151390993,0.3618366348946785,AZ,2023-10-17,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0
130,4.42810189227886,0.348897958911076,AZ,2023-10-18,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1
131,2.19170998944854,0.3870439318274305,AZ,2023-10-19,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0
132,1.81464304241572,0.3377850413285535,AZ,2023-10-20,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1
133,2.45004804581598,0.3385306708656415,AZ,2023-10-21,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1
134,3.07861085026813,0.347377705451063,AZ,2023-10-22,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0
135,4.01135193316544,0.3785116974967395,AZ,2023-10-23,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0
136,3.31143416149476,0.319853954192752,AZ,2023-10-24,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1
137,1.55013175922282,0.3381913661927245,AZ,2023-10-25,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
138,0.367737118212043,0.2588806489752745,AZ,2023-10-26,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
139,1.40663145082136,0.332691542443109,AZ,2023-10-27,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
140,1.98822560897814,0.464737354296386,AZ,2023-10-28,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0
141,3.60950674078657,0.3554340878688695,AZ,2023-10-29,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1
142,4.70432418960071,0.3783340462565415,AZ,2023-10-30,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0
143,2.55249516840763,0.365613697559179,AZ,2023-10-31,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0
144,1.42446113072268,0.3317203069303415,AZ,2023-11-01,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0
145,3.33557023609205,0.3751804940163825,AZ,2023-11-02,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1
146,2.02007053614772,0.4086234672139325,AZ,2023-11-03,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0
147,0.752052725804014,0.3748154980516465,AZ,2023-11-04,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
148,3.53269660267932,0.3843076056359945,AZ,2023-11-05,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0
149,6.95475984604811,0.3699236214664775,AZ,2023-11-06,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0
150,3.71623908684457,0.345812500777416,AZ,2023-11-07,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1
151,3.03195899085198,0.3858476208274575,AZ,2023-11-08,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,1
152,2.16525686646799,0.39064195719619,AZ,2023-11-09,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0
153,1.1627363353018,0.362836587060969,AZ,2023-11-10,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0
154,1.47890901820418,0.3560198644440505,AZ,2023-11-11,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
155,5.89116202244048,0.3477992116623505,AZ,2023-11-12,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0
156,8.25408705115284,0.3501014507652725,AZ,2023-11-13,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0
157,3.12765385270216,0.389001245832107,AZ,2023-11-14,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0
158,4.11629478504,0.356222295365658,AZ,2023-11-15,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
159,1.91954681670774,0.268325873058559,AZ,2023-11-16,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1
160,0.513605073059263,0.368738437782718,AZ,2023-11-17,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
161,0.883045652851365,0.356839753853513,AZ,2023-11-18,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0
162,2.05305389608712,0.3888950809088445,AZ,2023-11-19,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1
163,6.56711597372508,0.3784407787324585,AZ,2023-11-20,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1
164,2.83270106097512,0.3872854114613715,AZ,2023-11-21,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0
165,1.47649456536623,0.379082748904602,AZ,2023-11-22,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1
166,1.16421139665411,0.4829416275783245,AZ,2023-11-23,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1
167,1.97330992624255,0.317162241359049,AZ,2023-11-24,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0
168,2.19532190382856,0.398499427127079,AZ,2023-11-25,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
169,1.7716476941106,0.4136311348192745,CA,2023-10-15,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0
170,3.7590975221365,0.351634415303112,CA,2023-10-16,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0
171,1.95702391687366,0.35141960561545,CA,2023-10-17,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1
172,4.58686420689229,0.402026264831323,CA,2023-10-18,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0
173,2.14056417086311,0.377631657211264,CA,2023-10-19,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0
174,1.4104696480642,0.3873734965503385,CA,2023-10-20,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1
175,0.596771691593927,0.442445723751208,CA,2023-10-21,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
176,0.667745736224835,0.3797503851741125,CA,2023-10-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
177,2.22336372482649,0.345654995589762,CA,2023-10-23,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0
178,1.66064600423884,0.3303609402816305,CA,2023-10-24,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0
179,2.03527112545897,0.418165952467474,CA,2023-10-25,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0
180,3.30972202798773,0.3613530145135905,CA,2023-10-26,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0
181,2.03814570996063,0.4115946615653,CA,2023-10-27,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1
182,1.35385537557172,0.3922327337117105,CA,2023-10-28,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
183,1.53145545710615,0.1707319116931825,CA,2023-10-29,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
184,3.00637330304969,0.433133002365751,CA,2023-10-30,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0
185,1.35250969845713,0.337855379962108,CA,2023-10-31,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0
186,2.04536238714917,0.4722086422232325,CA,2023-11-01,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1
