...1,es_score,brier_score,location,target_date,X24A_50_CI,X24B_50_CI,X24C_50_CI,X24E_50_CI,recombinant_50_CI,X24G_50_CI,X24D_50_CI,other_50_CI,X24A_95_CI,X24B_95_CI,X24C_95_CI,X24E_95_CI,recombinant_95_CI,X24G_95_CI,X24D_95_CI,other_95_CI
41,0.611569626482073,0.4769169439002475,AK,2024-08-16,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
42,NA,NA,AK,2024-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2024-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,0.495896644409728,0.378293024850605,AL,2024-07-09,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
46,NA,NA,AL,2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2024-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,0.638496733510067,0.431431915067964,AL,2024-07-16,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
53,0.540127757504792,0.386298175649838,AL,2024-07-17,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
54,NA,NA,AL,2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2024-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2024-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2024-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,0.621671537766638,0.415260050396043,AL,2024-07-24,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
61,NA,NA,AL,2024-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,0.517524240709923,0.3926266889386695,AL,2024-07-26,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
63,NA,NA,AL,2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2024-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2024-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2024-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,0.552914440139467,0.4229160685826865,AL,2024-08-02,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
70,0.537945993672788,0.395948030932866,AL,2024-08-03,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
71,NA,NA,AL,2024-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2024-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2024-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2024-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,0.846439540064105,0.4447448927536575,AL,2024-08-08,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1
76,NA,NA,AL,2024-08-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2024-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2024-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2024-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,1.14334993067001,0.3241749720776965,AL,2024-08-13,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
81,NA,NA,AL,2024-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,0.545276569672936,0.4152292868506025,AL,2024-08-15,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
83,NA,NA,AL,2024-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2024-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,0.419222666093296,0.2410159890140445,AR,2024-07-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
87,0.546416637907698,0.4282574929737005,AR,2024-07-09,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
88,0.569429894801546,0.4286570363122725,AR,2024-07-10,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
89,NA,NA,AR,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2024-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,AR,2024-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,0.554173698303349,0.439452049104119,AR,2024-07-17,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
96,NA,NA,AR,2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,0.677911261472377,0.50123265139014,AR,2024-07-19,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1
98,NA,NA,AR,2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,0.996223042164342,0.412115926377051,AR,2024-07-22,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
101,0.546728146755995,0.44075347093778,AR,2024-07-23,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
102,1.24805331658166,0.453825009771212,AR,2024-07-24,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
103,NA,NA,AR,2024-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,0.570649159048549,0.436983247264702,AR,2024-07-26,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
105,NA,NA,AR,2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,2.60714959983413,0.4387585930901375,AR,2024-07-29,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1
108,0.575605327043907,0.4393626533654635,AR,2024-07-30,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
109,NA,NA,AR,2024-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2024-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2024-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.487357948210933,0.241031351222926,AR,2024-08-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
115,0.757222997244532,0.456238914891755,AR,2024-08-06,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
116,0.541932619283621,0.449899721997575,AR,2024-08-07,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
117,NA,NA,AR,2024-08-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,0.68261867544295,0.3534618884887135,AR,2024-08-09,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
119,NA,NA,AR,2024-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,1.36977730547236,0.513207579445985,AR,2024-08-12,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1
122,3.83949444625916,0.456898408718715,AR,2024-08-13,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
123,NA,NA,AR,2024-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,0.852121105275833,0.495158370505189,AR,2024-08-15,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1
125,NA,NA,AR,2024-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,0.825325162050509,0.3727285871274715,AZ,2024-07-07,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
128,4.40471956476246,0.3813790458647055,AZ,2024-07-08,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1
129,3.69304752311127,0.3692126185063805,AZ,2024-07-09,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1
130,2.04248621306145,0.381049621933222,AZ,2024-07-10,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1
131,0.895751000468882,0.405136825488426,AZ,2024-07-11,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1
132,0.659462765201887,0.390850475771095,AZ,2024-07-12,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
133,NA,NA,AZ,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,1.01594631918729,0.4947790203995265,AZ,2024-07-14,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1
135,1.44942986477929,0.3624401257907375,AZ,2024-07-15,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1
136,2.23638670940435,0.400581444897545,AZ,2024-07-16,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1
137,2.11166846762166,0.3789459965152175,AZ,2024-07-17,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1
138,3.53952852397107,0.4015669440569285,AZ,2024-07-18,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1
139,0.87069831714439,0.411890502869608,AZ,2024-07-19,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1
140,1.0229039991648,0.3775541467471495,AZ,2024-07-20,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
141,2.91593425218119,0.3942967988759595,AZ,2024-07-21,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1
142,2.17433573711713,0.369126454536144,AZ,2024-07-22,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1
143,1.77017100716449,0.406946445738744,AZ,2024-07-23,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1
144,3.97383029085003,0.40397949610864903,AZ,2024-07-24,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1
145,1.25722309049657,0.393402671480988,AZ,2024-07-25,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
146,0.967887846588392,0.398113530359822,AZ,2024-07-26,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1
147,1.71139061085565,0.383921728919956,AZ,2024-07-27,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1
148,2.62331242506616,0.427097800696905,AZ,2024-07-28,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0
149,1.79553490985235,0.390011216205913,AZ,2024-07-29,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1
150,1.86996631692812,0.4226403425388625,AZ,2024-07-30,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1
151,3.82097193046617,0.3972775884171965,AZ,2024-07-31,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1
152,1.07146589486714,0.36980944533867,AZ,2024-08-01,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
153,0.627661014980793,0.421233662904335,AZ,2024-08-02,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
154,2.29113232982353,0.4055228739845765,AZ,2024-08-03,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1
155,1.62740773169881,0.431143285037916,AZ,2024-08-04,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1
156,2.40691215258877,0.3858039671212155,AZ,2024-08-05,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1
157,2.68496453884027,0.3875310346231725,AZ,2024-08-06,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1
158,3.86400924488888,0.4090711669330895,AZ,2024-08-07,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
159,1.57805223740045,0.398584524632328,AZ,2024-08-08,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1
160,1.70462397943562,0.3796843572130905,AZ,2024-08-09,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1
161,1.44936147483088,0.4685066803565025,AZ,2024-08-10,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1
162,0.826781160906902,0.3657417037866605,AZ,2024-08-11,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1
163,1.15989018238243,0.3753498165168515,AZ,2024-08-12,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1
164,5.26725910615508,0.4115903272518875,AZ,2024-08-13,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
165,2.68714649032289,0.459976408282365,AZ,2024-08-14,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1
166,1.33743402151866,0.397359104864119,AZ,2024-08-15,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1
167,1.73807049274105,0.4433087960101,AZ,2024-08-16,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1
168,1.44555845365734,0.396989069770368,AZ,2024-08-17,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1
169,4.72864152130022,0.381229560693092,CA,2024-07-07,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0
170,5.58395483453044,0.3936906313604395,CA,2024-07-08,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
171,8.97614922152214,0.391830152741903,CA,2024-07-09,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1
172,7.90619970147661,0.409674592704046,CA,2024-07-10,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1
173,7.08363750889196,0.4030063134801355,CA,2024-07-11,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1
174,7.64913981972056,0.395857186679028,CA,2024-07-12,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
175,4.20963850874028,0.4063381627979665,CA,2024-07-13,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1
176,6.82273221428533,0.3834758168830615,CA,2024-07-14,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0
177,7.9547809765827,0.40505972407329,CA,2024-07-15,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
178,8.00902062852784,0.4049922168141525,CA,2024-07-16,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0
179,3.87265029178256,0.3975516798448,CA,2024-07-17,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1
180,6.80446701316431,0.3930758927964205,CA,2024-07-18,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1
181,2.27619061785908,0.3914959266604485,CA,2024-07-19,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
182,4.19643567689228,0.400665259833319,CA,2024-07-20,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
183,9.42397252965851,0.4112242561518615,CA,2024-07-21,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1
184,11.3991156536588,0.405094044998517,CA,2024-07-22,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1
185,5.8587808407393,0.39408674559497747,CA,2024-07-23,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1
186,10.6171045162889,0.4188557770738165,CA,2024-07-24,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1
187,7.06026227979426,0.4136670356750355,CA,2024-07-25,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
188,8.84241468025749,0.4105650455749725,CA,2024-07-26,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1
189,4.20817136766129,0.4018305219305435,CA,2024-07-27,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1
190,9.12619506143708,0.408540899420346,CA,2024-07-28,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1
191,5.65210865248004,0.4037013504279185,CA,2024-07-29,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1
192,11.3027123178227,0.4278992314764585,CA,2024-07-30,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1
193,8.22038990937403,0.416063635796308,CA,2024-07-31,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1
194,9.32966999092855,0.4080475848003525,CA,2024-08-01,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1
195,4.02233215733619,0.401111483614823,CA,2024-08-02,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1
196,3.84692843228213,0.4017206682945885,CA,2024-08-03,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1
197,7.84528151965604,0.3955127517780415,CA,2024-08-04,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1
198,8.70923439150489,0.403777081336936,CA,2024-08-05,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0
199,7.36393163950362,0.411855020729645,CA,2024-08-06,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
200,5.2042429817518,0.397637242441177,CA,2024-08-07,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0
201,4.26498057214391,0.4010227650060535,CA,2024-08-08,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1
202,12.25663569324,0.4157842705910845,CA,2024-08-09,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1
203,6.47513927061625,0.4053243954262165,CA,2024-08-10,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1
204,6.05426707928139,0.417002815162892,CA,2024-08-11,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1
205,9.14289135862725,0.4130972890308995,CA,2024-08-12,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0
206,6.23352951325821,0.4271057599395115,CA,2024-08-13,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
207,7.92200442819464,0.4190360876863325,CA,2024-08-14,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
208,8.02395075046344,0.4207101624542675,CA,2024-08-15,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
209,3.03683810095998,0.4085257991513485,CA,2024-08-16,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1
210,4.41904517050348,0.4133184254315165,CA,2024-08-17,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1
211,NA,NA,CO,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,0.511973777744347,0.35861391446186,CO,2024-07-08,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
213,NA,NA,CO,2024-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,0.518648964756603,0.3582213943423295,CO,2024-07-10,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
215,0.695668976757087,0.41322351575414,CO,2024-07-11,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
216,0.587540681386808,0.4586009302943135,CO,2024-07-12,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
