...1,es_score,brier_score,location,target_date,X24A_50_CI,X24B_50_CI,X24C_50_CI,recombinant_50_CI,X24D_50_CI,X24G_50_CI,other_50_CI,X24A_95_CI,X24B_95_CI,X24C_95_CI,recombinant_95_CI,X24D_95_CI,X24G_95_CI,other_95_CI
32,NA,NA,AK,2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,0.197436460249079,0.2392293265021325,AK,2024-06-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34,NA,NA,AK,2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,0.83201484633505,0.628622136780075,AK,2024-06-20,1,1,1,1,1,0,1,1,1,0,1,1,0,1
41,NA,NA,AK,2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,AL,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2024-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,AR,2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,AR,2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,NA,NA,AR,2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,AR,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,NA,NA,AR,2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,NA,NA,AR,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.144988172415867,0.1573332900584585,AR,2024-06-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
115,NA,NA,AR,2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,0.111861775368014,0.0848028629781345,AZ,2024-05-12,1,1,1,1,1,1,1,0,1,0,1,1,1,1
128,1.41073167084304,0.4336875837759055,AZ,2024-05-13,1,1,1,1,0,0,1,0,1,0,1,0,0,1
129,0.431728272323453,0.2400311690509205,AZ,2024-05-14,1,1,1,1,1,1,1,0,1,0,1,1,1,1
130,0.464593007612789,0.2397396505352265,AZ,2024-05-15,1,1,1,1,1,1,1,1,0,0,1,1,1,1
131,0.756195519741068,0.53742222137845,AZ,2024-05-16,1,1,0,1,1,1,1,0,1,0,1,1,1,1
132,0.857493176488644,0.61308244409868,AZ,2024-05-17,1,0,1,1,1,1,1,1,1,1,1,1,1,1
133,0.131451178784945,0.09276058580387,AZ,2024-05-18,1,1,1,1,1,1,1,0,1,0,1,1,1,1
134,0.125589051438829,0.093738750506376,AZ,2024-05-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
135,0.734017667092107,0.526649907635825,AZ,2024-05-20,1,1,0,1,1,1,1,1,1,1,1,1,1,1
136,0.393110264536602,0.095389236849555,AZ,2024-05-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
137,0.461651353925535,0.309428107234907,AZ,2024-05-22,1,1,1,1,1,1,1,1,0,0,1,1,1,1
138,NA,NA,AZ,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,0.150678769804048,0.097111116397655,AZ,2024-05-24,1,1,1,1,1,1,1,0,1,0,1,1,1,1
140,NA,NA,AZ,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,1.16170192572393,0.387235937578271,AZ,2024-05-26,1,0,1,1,1,1,1,0,0,0,1,1,1,1
142,1.66240522051204,0.4047905898282515,AZ,2024-05-27,1,1,1,1,0,1,1,0,1,1,1,0,0,1
143,1.35353423655111,0.3074171053817725,AZ,2024-05-28,1,1,0,1,1,1,1,0,1,0,1,1,1,1
144,1.29477347154754,0.486765849576874,AZ,2024-05-29,0,1,1,1,1,1,0,0,1,1,1,1,1,0
145,0.808112402693354,0.613201219037505,AZ,2024-05-30,1,0,1,1,1,1,1,0,0,1,1,1,1,1
146,NA,NA,AZ,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,0.604808446424503,0.356142444421894,AZ,2024-06-01,1,0,1,1,1,1,1,1,0,0,1,1,1,1
148,2.27496351145045,0.51712977202552,AZ,2024-06-02,0,1,0,1,1,1,1,0,1,0,1,1,1,1
149,2.86253061678413,0.4998145062703875,AZ,2024-06-03,0,0,0,1,1,1,1,0,0,0,1,1,1,1
150,1.61479760991436,0.39644183989588,AZ,2024-06-04,0,1,1,1,0,1,1,0,1,0,1,0,1,1
151,1.86868323388231,0.4276231453466765,AZ,2024-06-05,0,0,1,1,1,1,1,0,0,1,1,1,1,1
152,0.95611594471928,0.2853153301365515,AZ,2024-06-06,1,1,1,1,1,1,1,0,0,0,1,1,1,1
153,1.42932380417026,0.52117234156436,AZ,2024-06-07,0,1,0,1,1,1,1,0,1,0,1,1,1,1
154,0.977975884293108,0.2688365392975015,AZ,2024-06-08,1,1,1,0,1,1,1,0,0,1,0,1,0,1
155,2.46828309255015,0.60252701125542,AZ,2024-06-09,0,0,1,1,1,1,0,0,1,0,1,1,1,0
156,2.86671036648491,0.3427087475842225,AZ,2024-06-10,1,1,0,1,1,0,1,0,0,0,1,1,0,1
157,4.55472951619684,0.4178650506015565,AZ,2024-06-11,0,0,1,1,1,0,1,0,0,1,1,1,0,0
158,3.99753270615446,0.3786898171953035,AZ,2024-06-12,0,1,1,1,1,1,0,0,0,0,1,1,0,0
159,1.84755635864541,0.373657089434406,AZ,2024-06-13,1,1,1,1,1,0,1,0,0,0,1,1,0,1
160,2.43799271138264,0.442507487794439,AZ,2024-06-14,0,1,0,1,1,1,1,0,0,0,1,1,1,1
161,0.188342840776144,0.090612372053493,AZ,2024-06-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
162,1.62733344047444,0.3639439786685795,AZ,2024-06-16,1,1,1,1,1,1,1,0,0,0,1,1,0,1
163,8.87729190010273,0.456441011136001,AZ,2024-06-17,0,1,0,1,1,0,0,0,0,0,0,1,0,0
164,8.10592064759225,0.4570444396785435,AZ,2024-06-18,0,1,0,1,1,0,0,0,0,0,0,0,0,0
165,1.98690984865686,0.365079800560557,AZ,2024-06-19,1,1,0,1,1,1,1,0,0,0,1,1,1,1
166,1.76140060965791,0.4350812669281865,AZ,2024-06-20,1,0,1,1,1,1,1,0,0,0,1,1,1,1
167,1.20205194009779,0.3592129577962165,AZ,2024-06-21,1,1,0,1,1,1,1,0,0,0,1,1,1,1
168,0.45353590508652,0.314041576329399,AZ,2024-06-22,1,1,1,1,1,1,1,0,1,0,1,1,1,1
169,5.8806495940392,0.3918744911148465,CA,2024-05-12,0,0,0,1,1,1,1,0,0,0,1,1,0,1
170,2.89036657528108,0.4050594952839275,CA,2024-05-13,0,1,1,0,1,0,1,0,0,0,1,1,0,1
171,7.04915872585638,0.3807698869748755,CA,2024-05-14,0,0,0,1,1,0,1,0,0,0,0,0,0,1
172,3.9861673183142,0.3445181586585745,CA,2024-05-15,0,0,1,0,1,1,1,0,0,1,0,1,1,1
173,2.09582696457352,0.2901013492789925,CA,2024-05-16,1,1,1,1,1,1,1,0,0,0,1,0,1,1
174,1.85536622120896,0.283723714715653,CA,2024-05-17,1,1,1,1,1,0,1,0,0,0,1,1,0,1
175,2.60724407136286,0.2141335802192905,CA,2024-05-18,0,0,1,1,1,1,1,0,0,0,1,1,1,1
176,5.40895626396656,0.402792274023615,CA,2024-05-19,0,1,0,1,1,0,1,0,0,0,1,1,0,1
177,4.39310035240323,0.267788761860062,CA,2024-05-20,1,0,0,1,1,1,1,0,0,0,0,0,1,1
178,3.1062739981048,0.3033094311823795,CA,2024-05-21,1,1,1,0,1,1,1,0,0,0,0,1,1,1
179,3.19646735735798,0.310531412762146,CA,2024-05-22,1,1,1,1,1,0,1,0,0,0,0,1,0,1
180,4.89446595341652,0.321387971687243,CA,2024-05-23,1,0,1,1,1,1,1,0,0,0,0,1,0,1
181,3.53938827767532,0.3653534834445235,CA,2024-05-24,1,1,1,0,1,0,1,0,0,0,0,0,0,0
182,2.88912549043938,0.333783346564622,CA,2024-05-25,1,0,1,1,1,1,0,1,0,0,0,1,1,0
183,7.86322660112997,0.413454583669165,CA,2024-05-26,0,1,1,1,1,0,0,0,0,0,0,0,0,0
184,3.26967494317008,0.3485611238607915,CA,2024-05-27,1,1,1,1,1,0,1,0,0,0,0,0,0,1
185,5.96481119124466,0.3530148155318025,CA,2024-05-28,0,0,1,1,1,1,1,0,0,0,0,0,0,1
186,5.03064439945535,0.3537116623768905,CA,2024-05-29,0,1,0,1,1,0,1,0,0,0,1,1,0,1
187,13.6564498177736,0.423839624261979,CA,2024-05-30,0,0,0,1,1,0,0,0,0,0,0,1,0,0
188,7.96308628768161,0.3684198857611285,CA,2024-05-31,1,0,1,1,1,0,0,0,0,0,1,0,0,0
189,7.39066678184847,0.4163190551609,CA,2024-06-01,0,0,0,1,1,0,1,0,0,0,1,1,0,1
190,11.8027417891051,0.420268486541259,CA,2024-06-02,0,1,0,1,1,0,0,0,0,0,0,0,0,0
191,8.97993212825547,0.393472116929392,CA,2024-06-03,0,1,0,1,1,0,1,0,1,0,0,0,0,1
192,14.1605941091745,0.410258885569884,CA,2024-06-04,0,1,0,1,1,0,0,0,0,0,0,0,0,0
193,11.5777267081908,0.38535854834982203,CA,2024-06-05,1,0,0,1,1,0,0,0,0,0,0,0,0,0
194,10.2734781125565,0.3665356600981055,CA,2024-06-06,1,1,0,1,1,0,0,0,0,0,0,1,0,0
195,13.961175633225,0.360435451328505,CA,2024-06-07,0,0,0,1,1,0,1,0,0,0,1,1,0,1
196,5.9439433235891,0.415522775225058,CA,2024-06-08,0,0,0,1,1,0,0,0,0,0,0,1,1,0
197,7.35408536527323,0.400648082206282,CA,2024-06-09,0,1,0,1,1,0,0,0,0,0,0,1,0,0
198,8.09727124111738,0.3704703997333875,CA,2024-06-10,0,1,0,1,1,0,1,0,0,0,1,0,0,1
199,12.5025233712605,0.4059213200885815,CA,2024-06-11,0,1,0,1,1,0,0,0,0,0,1,1,0,0
200,7.70395187452567,0.39259356537544,CA,2024-06-12,1,0,0,1,1,0,0,0,0,0,0,1,0,0
201,6.346355242137,0.381195751367351,CA,2024-06-13,1,0,0,1,1,0,1,0,0,0,0,0,0,1
202,7.07258334091618,0.435722966702685,CA,2024-06-14,1,0,1,1,1,0,0,0,0,0,0,0,0,0
203,4.35508518510833,0.414008531738746,CA,2024-06-15,0,1,0,1,0,0,0,0,0,1,1,0,0,0
204,4.23027372760762,0.3662751691049435,CA,2024-06-16,1,1,0,1,1,1,0,0,0,0,0,1,1,0
205,5.5298469302677,0.401641374315008,CA,2024-06-17,1,1,0,1,1,0,0,0,0,0,0,0,0,0
206,10.0815959351076,0.3818141533361705,CA,2024-06-18,0,1,0,1,1,0,0,0,0,0,0,1,0,0
207,12.7407696445451,0.4072040515970325,CA,2024-06-19,1,1,0,1,1,0,0,0,0,0,0,1,0,0
208,9.03993239919205,0.381687651871293,CA,2024-06-20,0,1,0,1,1,0,0,0,0,0,0,0,0,0
209,5.42103284290837,0.3589179052389995,CA,2024-06-21,1,1,0,1,1,0,0,0,0,0,0,1,0,0
210,5.8433205327226,0.39298129364032103,CA,2024-06-22,0,1,0,1,1,0,1,0,1,0,0,1,0,1
211,NA,NA,CO,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,0.135051328104556,0.1556730677276355,CO,2024-05-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
213,NA,NA,CO,2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,0.166106623538239,0.161638104634888,CO,2024-05-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
215,NA,NA,CO,2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,NA,NA,CO,2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,NA,NA,CO,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,0.927437520542838,0.612292594943445,CO,2024-05-20,1,1,1,1,1,0,1,0,1,1,1,1,0,1
220,NA,NA,CO,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,0.633495010049993,0.332605360562528,CO,2024-05-22,1,1,0,1,1,1,1,0,1,0,1,1,1,1
222,NA,NA,CO,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,0.192116895938686,0.1858742857379655,CO,2024-05-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
224,NA,NA,CO,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,NA,NA,CO,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,NA,NA,CO,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,0.186059140429916,0.197474340022803,CO,2024-05-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1
229,NA,NA,CO,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,NA,NA,CO,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,NA,NA,CO,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,NA,NA,CO,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
