...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,recombinant_50_CI,X23E_50_CI,X23F_50_CI,X23G_50_CI,other_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,recombinant_95_CI,X23E_95_CI,X23F_95_CI,X23G_95_CI,other_95_CI
85,NA,NA,AR,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,0.561710753261355,0.107324183055236,AR,2023-05-23,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
88,NA,NA,AR,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,NA,NA,AR,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,0.121540568128027,0.1233201430598645,AR,2023-05-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
91,NA,NA,AR,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,0.780989681622474,0.447289395919469,AR,2023-05-29,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
94,0.74640862448109,0.438333249413962,AR,2023-05-30,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
95,0.137024551997816,0.1539299167570745,AR,2023-05-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
96,NA,NA,AR,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2023-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,0.193602583847055,0.204488162654887,AR,2023-06-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
103,0.208989354680595,0.2123278977205345,AR,2023-06-08,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
104,0.203441536298509,0.2202916886295655,AR,2023-06-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
105,NA,NA,AR,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.607204969829674,0.2448023448944075,AR,2023-06-12,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
108,0.58731190385316,0.329340890145205,AR,2023-06-13,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
109,0.569462690215999,0.32321156892373,AR,2023-06-14,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
110,NA,NA,AR,2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,0.540773260940311,0.311777308989058,AR,2023-06-16,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
112,NA,NA,AR,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.302924686385974,0.303780054906692,AR,2023-06-19,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
115,NA,NA,AR,2023-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2023-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,0.334084478119155,0.3288084150868995,AR,2023-06-22,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
118,0.356201689320037,0.3369992321329235,AR,2023-06-23,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
119,NA,NA,AR,2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,2.40297923345931,0.3608958272674895,AR,2023-06-26,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1
122,0.45682506319706,0.2701578450403825,AR,2023-06-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
123,NA,NA,AR,2023-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2023-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2023-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.06740309239307,0.1948440945777115,AZ,2023-05-21,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1
128,1.3085858763283,0.2018291250016295,AZ,2023-05-22,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1
129,0.955446468807581,0.1648929177383215,AZ,2023-05-23,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
130,1.29945520693205,0.280059822087189,AZ,2023-05-24,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
131,0.424767473214181,0.04616221303730315,AZ,2023-05-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
132,0.991859226464043,0.2887802959996255,AZ,2023-05-26,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1
133,0.461250340954993,0.0498385375371641,AZ,2023-05-27,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
134,2.0338431664642602,0.3018678367111365,AZ,2023-05-28,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
135,1.28861306490736,0.293792483646585,AZ,2023-05-29,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1
136,1.87427563629323,0.3692273777793445,AZ,2023-05-30,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1
137,1.38848512943439,0.210145119095671,AZ,2023-05-31,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0
138,2.29540416202713,0.4754473890547015,AZ,2023-06-01,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1
139,0.782734037441145,0.28254910589315,AZ,2023-06-02,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1
140,0.861115764133481,0.218593792330235,AZ,2023-06-03,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
141,0.82756739192501,0.1879260623503945,AZ,2023-06-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
142,0.684040814006153,0.2291764040666935,AZ,2023-06-05,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1
143,1.33552480660663,0.402504865911834,AZ,2023-06-06,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1
144,1.04422603079412,0.2789316472605125,AZ,2023-06-07,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1
145,1.72794522358617,0.376804958241263,AZ,2023-06-08,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1
146,1.17648509218504,0.402413994678864,AZ,2023-06-09,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1
147,0.989220235905729,0.4455397581772315,AZ,2023-06-10,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0
148,1.01669225676432,0.215229084468143,AZ,2023-06-11,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
149,1.44419559842144,0.362539776027998,AZ,2023-06-12,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1
150,2.3838322943018,0.471681833656921,AZ,2023-06-13,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1
151,2.56770228680877,0.3063604509028385,AZ,2023-06-14,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0
152,1.34302565646049,0.66687317224914,AZ,2023-06-15,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0
153,0.976403632317046,0.23908847740035,AZ,2023-06-16,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
154,0.623359256192522,0.355298105932445,AZ,2023-06-17,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
155,7.17301121610431,0.5020063523971,AZ,2023-06-18,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1
156,3.48598032045037,0.416690162469101,AZ,2023-06-19,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1
157,3.82614351829933,0.50137317388916,AZ,2023-06-20,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0
158,2.34361794483166,0.3736611637866925,AZ,2023-06-21,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1
159,2.14718600054004,0.4215238819477595,AZ,2023-06-22,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1
160,0.271794791161908,0.154516546618993,AZ,2023-06-23,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
161,1.53031326993841,0.4701884979870415,AZ,2023-06-24,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1
162,1.91271661638024,0.408214192984093,AZ,2023-06-25,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
163,3.78145650841227,0.3795019517031595,AZ,2023-06-26,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0
164,2.96001890593821,0.3244199729940715,AZ,2023-06-27,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1
165,2.14744767187656,0.3378548405246445,AZ,2023-06-28,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1
166,3.68827423685663,0.40634796412387,AZ,2023-06-29,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0
167,1.5109720000807,0.410206640593285,AZ,2023-06-30,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1
168,1.30659657030478,0.2630235103516875,AZ,2023-07-01,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
169,0.998461147453039,0.4444439872467565,CA,2023-05-21,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1
170,1.62369270748997,0.2882883178521365,CA,2023-05-22,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0
171,1.41655407158509,0.281332016306974,CA,2023-05-23,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1
172,1.43184406853151,0.2733244555446055,CA,2023-05-24,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0
173,1.90768428634568,0.2714522389144665,CA,2023-05-25,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1
174,1.54810840455569,0.3239519837011365,CA,2023-05-26,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0
175,1.16205399524177,0.3140497467798335,CA,2023-05-27,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1
176,1.55965821755971,0.422192257646597,CA,2023-05-28,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1
177,1.83944106590815,0.4832047520085985,CA,2023-05-29,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0
178,1.87570760435595,0.284550266918703,CA,2023-05-30,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0
179,1.66816543956005,0.318702234171962,CA,2023-05-31,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0
180,1.90968494349792,0.3157898050753905,CA,2023-06-01,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
181,1.44901265625723,0.372540992627164,CA,2023-06-02,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1
182,1.42111849684416,0.2993944102617495,CA,2023-06-03,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1
183,2.40818492671066,0.4446564072745635,CA,2023-06-04,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1
184,1.42454124452951,0.291010425790728,CA,2023-06-05,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
185,2.03233762350493,0.408146704837609,CA,2023-06-06,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1
186,2.34921782930283,0.409257652191067,CA,2023-06-07,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0
187,1.15701968239205,0.359210310235279,CA,2023-06-08,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0
188,3.35744937507362,0.4750661836431945,CA,2023-06-09,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0
189,1.25563400127933,0.60132855329355,CA,2023-06-10,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1
190,0.853739898473343,0.344311047981886,CA,2023-06-11,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1
191,1.41057174824305,0.36612073840101,CA,2023-06-12,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0
192,1.68856970061089,0.3236666483964285,CA,2023-06-13,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1
193,2.0210994760196,0.3809797873869735,CA,2023-06-14,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0
194,1.22511200528546,0.34727523875628,CA,2023-06-15,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1
195,1.41558384913803,0.386020734870892,CA,2023-06-16,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0
196,1.36743527476573,0.4922033033781125,CA,2023-06-17,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1
197,0.589747688859273,0.4022052706052745,CA,2023-06-18,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
198,2.03156900534131,0.3570173140243025,CA,2023-06-19,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0
199,2.75919978751306,0.3998419033794535,CA,2023-06-20,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1
