...1,es_score,brier_score,location,target_date,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,other_50_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,other_95_CI
16,NA,NA,AK,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,NA,NA,AK,2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,NA,NA,AK,2023-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,NA,NA,AK,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,NA,NA,AK,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,NA,NA,AK,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,AK,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,NA,NA,AK,2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,1.7588132549691,0.552521555913875,AK,2023-06-06,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1
25,NA,NA,AK,2023-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,0.840967143477268,0.548026848657625,AK,2023-06-08,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
27,NA,NA,AK,2023-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,AK,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,AK,2023-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,AK,2023-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,AK,2023-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,AK,2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,AK,2023-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,0.8813878985199,0.587799870937865,AK,2023-06-19,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
38,NA,NA,AK,2023-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,0.869745993476398,0.578887348289965,AK,2023-06-21,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
40,NA,NA,AK,2023-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2023-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,0.629700143897909,0.3196197753896805,AL,2023-05-19,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
49,NA,NA,AL,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,0.133559120657098,0.095013880981642,AL,2023-05-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
53,NA,NA,AL,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,0.387862556539002,0.099882931055671,AL,2023-05-31,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
61,NA,NA,AL,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2023-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,0.761034548410504,0.52522527327228,AL,2023-06-07,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
68,0.168098104924365,0.1022394527611755,AL,2023-06-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
69,NA,NA,AL,2023-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2023-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2023-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2023-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2023-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2023-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2023-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,0.177066297799867,0.105718113670502,AL,2023-06-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
82,NA,NA,AL,2023-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2023-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,AR,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,AR,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,NA,NA,AR,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,0.240780003307588,0.0289236129642686,AR,2023-05-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
95,NA,NA,AR,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,NA,NA,AR,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,0.052742118914812,0.03451086753284275,AR,2023-05-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
98,NA,NA,AR,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,0.976755248726451,0.67308183497777,AR,2023-05-29,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
101,0.950426834828869,0.66351881545903,AR,2023-05-30,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
102,0.0663770751167647,0.0472512148281877,AR,2023-05-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
103,NA,NA,AR,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2023-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,0.106890729834439,0.075253362097018,AR,2023-06-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110,0.111114321063326,0.0804535658867465,AR,2023-06-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
111,0.114232181133387,0.085980474750587,AR,2023-06-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
112,NA,NA,AR,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.360043818622681,0.104527697755358,AR,2023-06-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
115,0.783079012434784,0.50301974658071,AR,2023-06-13,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
116,0.785939047233706,0.4909648176903725,AR,2023-06-14,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
117,NA,NA,AR,2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,0.772801144652221,0.4674661608202285,AR,2023-06-16,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
119,NA,NA,AR,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,0.20618071239645,0.1576905353038715,AR,2023-06-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
122,NA,NA,AR,2023-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2023-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,0.225095111698937,0.1828133812102865,AR,2023-06-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
125,0.241899744806236,0.191172516283671,AR,2023-06-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
126,NA,NA,AR,2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.65952029216066,0.385794001586616,AZ,2023-05-14,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
128,1.84300504000111,0.210639574318687,AZ,2023-05-15,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1
129,1.4280433526302,0.1942422506263145,AZ,2023-05-16,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1
130,1.06857771255037,0.1807365436014435,AZ,2023-05-17,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0
131,1.33243015423724,0.268229936274657,AZ,2023-05-18,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
132,0.949320000594433,0.637946991943305,AZ,2023-05-19,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1
133,1.86774644359798,0.630828573586125,AZ,2023-05-20,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
134,1.06777736660714,0.1976601631283795,AZ,2023-05-21,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1
135,1.30915332672338,0.2048912506948545,AZ,2023-05-22,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
136,1.04818980911134,0.172214346234799,AZ,2023-05-23,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1
137,1.24904414587969,0.274449989937206,AZ,2023-05-24,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0
138,0.451473200892161,0.0685693379321545,AZ,2023-05-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
139,1.04809023593413,0.2776295457853005,AZ,2023-05-26,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1
140,0.468485414031078,0.07531761981151,AZ,2023-05-27,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
141,1.85697320055466,0.2953918763893165,AZ,2023-05-28,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1
142,1.32511143158802,0.2956374270286435,AZ,2023-05-29,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1
143,1.84698103272326,0.3554316886066185,AZ,2023-05-30,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1
144,1.52462126979529,0.2281024356978305,AZ,2023-05-31,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1
145,2.24172124536948,0.428263845287703,AZ,2023-06-01,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1
146,0.790012997973538,0.2927196343552415,AZ,2023-06-02,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1
147,0.89129861297698,0.223964631147707,AZ,2023-06-03,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1
148,0.798042863601142,0.204145990662974,AZ,2023-06-04,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
149,0.649736948367141,0.236401338680967,AZ,2023-06-05,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
150,1.34718545260737,0.379425307598749,AZ,2023-06-06,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1
151,1.04509677341795,0.289207626070545,AZ,2023-06-07,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1
152,1.71493939736354,0.3685752551551605,AZ,2023-06-08,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1
153,1.20095184847336,0.3862972850331785,AZ,2023-06-09,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0
154,1.01080432388178,0.4201216912358965,AZ,2023-06-10,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
155,0.91889917111854,0.2354840590668635,AZ,2023-06-11,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
156,1.38033791898641,0.344556603246942,AZ,2023-06-12,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1
157,2.32523182001631,0.4443257292340305,AZ,2023-06-13,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1
158,2.47812041265153,0.304184429442473,AZ,2023-06-14,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1
159,1.3890568571869,0.63244569777519,AZ,2023-06-15,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1
160,0.920357301440951,0.2621938295245645,AZ,2023-06-16,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1
161,0.605411330635981,0.3376085970136235,AZ,2023-06-17,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
162,7.07640595465032,0.4436654155734025,AZ,2023-06-18,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1
163,3.74844839211898,0.395591828401618,AZ,2023-06-19,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0
164,3.87376622789138,0.4520211649243065,AZ,2023-06-20,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1
165,2.31596888642365,0.3777864511976295,AZ,2023-06-21,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0
166,2.16475373860623,0.41680082626084,AZ,2023-06-22,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0
167,0.250796378433893,0.243008215162309,AZ,2023-06-23,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
168,1.46682931877205,0.4254554430333405,AZ,2023-06-24,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1
169,4.57656210186537,0.530002190632475,CA,2023-05-14,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0
170,4.61750461114361,0.351129366784198,CA,2023-05-15,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1
171,1.75325757558314,0.2384667577743215,CA,2023-05-16,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
172,1.62180471365813,0.3168818162182475,CA,2023-05-17,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1
173,1.83727668709631,0.3226587258721015,CA,2023-05-18,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1
174,2.07762758236482,0.241683540764052,CA,2023-05-19,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1
175,1.12947915331312,0.12041685057499,CA,2023-05-20,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0
176,0.981324101191697,0.431256645852343,CA,2023-05-21,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1
177,1.73380287822236,0.289614454543774,CA,2023-05-22,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0
178,1.53133272258771,0.283897418428833,CA,2023-05-23,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
179,1.47193663167706,0.278514168813304,CA,2023-05-24,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0
180,1.97256253627187,0.2784189924119765,CA,2023-05-25,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
181,1.51279849322274,0.324595302055311,CA,2023-05-26,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0
182,1.21419290331021,0.3145966405566185,CA,2023-05-27,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
183,1.36491958944665,0.408119949311076,CA,2023-05-28,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1
184,1.61710585766303,0.465588932447587,CA,2023-05-29,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1
185,2.21509110754353,0.291517461727847,CA,2023-05-30,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1
186,1.75898432193091,0.321192606988232,CA,2023-05-31,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1
187,1.97366811132986,0.3192537273255855,CA,2023-06-01,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1
188,1.55723325494629,0.372043580894022,CA,2023-06-02,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1
189,1.45202658112687,0.304814452088841,CA,2023-06-03,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1
190,2.36636866889973,0.432429614038063,CA,2023-06-04,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1
191,1.52948225788773,0.3008662548095695,CA,2023-06-05,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
192,2.14593875851424,0.407431109542061,CA,2023-06-06,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1
193,2.18877858379242,0.3979977437867775,CA,2023-06-07,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1
194,1.13867771876398,0.358813756331183,CA,2023-06-08,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
195,2.9728227651064,0.4593820596695695,CA,2023-06-09,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0
196,1.21491944355666,0.57714096035329,CA,2023-06-10,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0
197,0.856987287384132,0.346578484438952,CA,2023-06-11,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1
198,1.47474060662439,0.3678699674583005,CA,2023-06-12,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0
199,1.95345887368846,0.3302845750784115,CA,2023-06-13,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
200,2.19968282820539,0.38707127513892,CA,2023-06-14,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0
201,1.24561360602661,0.352840490591005,CA,2023-06-15,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1
202,1.64685761471364,0.388238163364092,CA,2023-06-16,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0
203,1.27677226456691,0.4780747514473835,CA,2023-06-17,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1
204,0.569278644616061,0.4109588061909805,CA,2023-06-18,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1
205,2.22888932737397,0.369024117276536,CA,2023-06-19,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,0
206,3.09290223049566,0.3972217548286655,CA,2023-06-20,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1
207,3.06140394387219,0.439063585144334,CA,2023-06-21,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0
208,2.27206789238409,0.421310151011422,CA,2023-06-22,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1
209,2.30159157314157,0.4035896044109115,CA,2023-06-23,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1
210,1.40889929791112,0.4079131559539775,CA,2023-06-24,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1
211,0.0968424172143292,0.075951985362264,CO,2023-05-14,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
212,0.904888932422572,0.1718373465057315,CO,2023-05-15,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
213,0.669409821451457,0.354280876757146,CO,2023-05-16,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
214,0.122227522363523,0.0874658016336955,CO,2023-05-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
215,1.03398776717792,0.43570157156126,CO,2023-05-18,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1
216,0.959591546793009,0.669549400389465,CO,2023-05-19,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
