...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,recombinant_50_CI,X23H_50_CI,X23G_50_CI,other_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,recombinant_95_CI,X23H_95_CI,X23G_95_CI,other_95_CI
33,NA,NA,AK,2023-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,AK,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2023-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2023-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2023-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2023-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2023-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2023-10-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2023-10-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2023-10-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2023-10-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2023-10-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2023-10-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2023-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2023-10-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,1.86747031303418,0.3003569124855725,AL,2023-10-17,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
53,1.05027452945542,0.3018146403119375,AL,2023-10-18,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
54,1.42096389481301,0.3815922625970445,AL,2023-10-19,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1
55,2.34086441954219,0.324599228371829,AL,2023-10-20,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1
56,0.447461555138171,0.2966508521593085,AL,2023-10-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
57,1.14357402732203,0.359383858465675,AL,2023-10-22,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
58,1.40010521866654,0.3224912619062565,AL,2023-10-23,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1
59,0.78700451583703,0.544053817707475,AL,2023-10-24,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
60,1.63794668796643,0.289822331178927,AL,2023-10-25,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
61,0.834380615211084,0.438096289217377,AL,2023-10-26,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
62,NA,NA,AL,2023-10-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2023-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.7956654849485,0.541440821656125,AL,2023-10-30,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
66,0.457830342718665,0.279918979055543,AL,2023-10-31,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
67,0.446037894638738,0.278335344575604,AL,2023-11-01,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
68,NA,NA,AL,2023-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,0.391072859045575,0.300591179047685,AL,2023-11-03,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1
70,NA,NA,AL,2023-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,0.432676772589201,0.2708614577032125,AL,2023-11-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
73,NA,NA,AL,2023-11-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2023-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,0.462896989085624,0.2668415341744035,AL,2023-11-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
76,NA,NA,AL,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0.43329861645552,0.2622066997557905,AL,2023-11-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
80,NA,NA,AL,2023-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2023-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2023-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2023-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,0.30001371160088,0.1888641584407035,AR,2023-10-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
86,1.20628841163207,0.1874689687055675,AR,2023-10-09,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1
87,1.15827975364818,0.186083940025109,AR,2023-10-10,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1
88,1.18017888322435,0.2296959690841535,AR,2023-10-11,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
89,1.49382869333761,0.3911008992991475,AR,2023-10-12,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1
90,1.48782432077718,0.253502703756845,AR,2023-10-13,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1
91,NA,NA,AR,2023-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2023-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,2.31121255934811,0.230024252706749,AR,2023-10-16,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1
94,0.803689223478103,0.565781051863165,AR,2023-10-17,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
95,NA,NA,AR,2023-10-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,1.54401889989505,0.1742884038611615,AR,2023-10-19,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1
97,0.261545108617707,0.1730768182301225,AR,2023-10-20,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
98,0.244010698914849,0.171890147821845,AR,2023-10-21,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
99,NA,NA,AR,2023-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,2.49051449686621,0.400864512144717,AR,2023-10-23,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1
101,0.550593588189481,0.4294144260797305,AR,2023-10-24,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
102,1.16180640680885,0.560994059845735,AR,2023-10-25,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
103,NA,NA,AR,2023-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,0.396797791628069,0.299568860176093,AR,2023-10-27,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
105,NA,NA,AR,2023-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.815251338586467,0.579067357640185,AR,2023-10-30,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
108,NA,NA,AR,2023-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,0.912440605931016,0.650076631730755,AR,2023-11-01,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0
110,NA,NA,AR,2023-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,0.813325533265621,0.58248521289326,AR,2023-11-03,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
112,NA,NA,AR,2023-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,2.72709270928641,0.527064736069,AR,2023-11-06,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1
115,0.825263433207623,0.5854739265075,AR,2023-11-07,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
116,0.232626506014473,0.1564961034131945,AR,2023-11-08,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
117,NA,NA,AR,2023-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2023-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2023-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,0.609385005700718,0.453603840273218,AR,2023-11-15,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
124,NA,NA,AR,2023-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2023-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,2.47250073562524,0.3564378829242545,AZ,2023-10-08,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1
128,3.42451023198308,0.360384223766244,AZ,2023-10-09,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1
129,3.04572707489551,0.3685278801649405,AZ,2023-10-10,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1
130,1.1751211830341,0.3513208261360475,AZ,2023-10-11,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1
131,0.513020125999637,0.352025133775843,AZ,2023-10-12,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
132,1.21355730067037,0.575080919819045,AZ,2023-10-13,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1
133,1.24971981820379,0.393058641701007,AZ,2023-10-14,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
134,1.8025173725191,0.4053098456635605,AZ,2023-10-15,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1
135,3.8381347447618,0.358096306058652,AZ,2023-10-16,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0
136,4.85388887683087,0.3673288260869805,AZ,2023-10-17,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1
137,4.33572954303996,0.3592501906037135,AZ,2023-10-18,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1
138,2.29703708802469,0.3780551536032035,AZ,2023-10-19,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1
139,1.6627770460540101,0.3357218658831055,AZ,2023-10-20,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1
140,2.40982254662458,0.3419295909873945,AZ,2023-10-21,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1
141,3.08400607993765,0.350290082286161,AZ,2023-10-22,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1
142,3.97558939084468,0.3830620707948375,AZ,2023-10-23,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0
143,3.33267523408781,0.319021102480709,AZ,2023-10-24,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1
144,1.67233508556222,0.3467801703281955,AZ,2023-10-25,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1
145,0.361799966821976,0.279989002618841,AZ,2023-10-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
146,1.36310612944905,0.3158890313184055,AZ,2023-10-27,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1
147,2.00057086992075,0.476034688824311,AZ,2023-10-28,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1
148,3.61721442456784,0.3627795550062535,AZ,2023-10-29,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1
149,4.93260122287564,0.3830455925020105,AZ,2023-10-30,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1
150,2.54488716126332,0.3722593168925035,AZ,2023-10-31,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1
151,1.46740229141842,0.337187212746399,AZ,2023-11-01,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1
152,3.48745127449086,0.387495741091421,AZ,2023-11-02,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1
153,2.00753878810204,0.420950375796189,AZ,2023-11-03,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1
154,0.730783305078466,0.3790050469666585,AZ,2023-11-04,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
155,3.72357870491693,0.391971395658753,AZ,2023-11-05,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0
156,6.90322477807201,0.375508964060692,AZ,2023-11-06,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1
157,3.79503984561031,0.3551820697309955,AZ,2023-11-07,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0
158,3.03002021088224,0.398279314780972,AZ,2023-11-08,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1
159,2.25741349978344,0.405054950482193,AZ,2023-11-09,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0
160,1.13860957961679,0.3565829136665185,AZ,2023-11-10,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1
161,1.52365310026156,0.3640182063521635,AZ,2023-11-11,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1
162,6.57495985498738,0.3590846744801835,AZ,2023-11-12,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1
163,8.49038847175005,0.3655625632367305,AZ,2023-11-13,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1
164,3.18647098883797,0.403693458513158,AZ,2023-11-14,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0
165,4.48038557613168,0.376493880156703,AZ,2023-11-15,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
166,2.05158734104876,0.3078692778025055,AZ,2023-11-16,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1
167,0.485830837907235,0.3044680625230265,AZ,2023-11-17,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
168,0.800923923409694,0.336046990716413,AZ,2023-11-18,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
169,0.758655034328181,0.305838171859375,CA,2023-10-08,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
170,1.98027764439859,0.3440175294309845,CA,2023-10-09,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
171,2.93993108607319,0.384758338092543,CA,2023-10-10,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0
172,3.15787190074623,0.378572034620128,CA,2023-10-11,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0
173,1.76303276042734,0.3346319189287465,CA,2023-10-12,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1
174,2.43965839693851,0.379834756271521,CA,2023-10-13,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1
175,1.61251094418545,0.3722091747994105,CA,2023-10-14,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1
176,1.78162603980006,0.4071428521226865,CA,2023-10-15,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1
177,3.78782702404962,0.3587214912472325,CA,2023-10-16,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0
178,1.80484131819915,0.3511105244845085,CA,2023-10-17,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0
179,4.4966312181014,0.4070477188926065,CA,2023-10-18,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
180,2.25319802118176,0.383567897473393,CA,2023-10-19,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1
181,1.40683750274224,0.3906047565803955,CA,2023-10-20,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0
182,0.601367192669729,0.4190215229614745,CA,2023-10-21,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
183,0.622024985133682,0.3732608234406165,CA,2023-10-22,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
184,2.21808400828181,0.3456809490525975,CA,2023-10-23,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1
185,1.57947374181996,0.3300890833027525,CA,2023-10-24,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1
186,1.94432065009397,0.4198063887859685,CA,2023-10-25,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0
