...1,es_score,brier_score,location,target_date,X24A_50_CI,X24B_50_CI,recombinant_50_CI,X24D_50_CI,other_50_CI,X24A_95_CI,X24B_95_CI,recombinant_95_CI,X24D_95_CI,other_95_CI
43,NA,NA,AL,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,AL,2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2024-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,2.01130265075889,0.57019983172203,AL,2024-05-06,0,1,1,1,0,0,1,1,1,0
73,NA,NA,AL,2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,AR,2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,AR,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,NA,NA,AR,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,AR,2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,NA,NA,AR,2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,NA,NA,AR,2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2024-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,0.0229790894378056,0.0518942687785605,AR,2024-05-08,1,1,1,1,1,0,1,0,1,1
117,NA,NA,AR,2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,0.982559961852641,0.226940057719436,AZ,2024-04-07,1,1,1,1,0,0,1,1,1,0
128,0.901794989524514,0.1823783394096935,AZ,2024-04-08,1,1,1,1,0,0,1,1,1,0
129,0.00488999693637282,0.00453957908401028,AZ,2024-04-09,1,1,1,1,1,1,1,1,1,1
130,NA,NA,AZ,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,NA,NA,AZ,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,0.0218363046317818,0.004799832339732555,AZ,2024-04-12,1,1,1,1,1,1,1,1,1,1
133,0.0492662721905156,0.00489310017145754,AZ,2024-04-13,1,1,1,1,1,1,1,1,1,1
134,NA,NA,AZ,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,1.87443240473373,0.2583122639494185,AZ,2024-04-15,0,0,1,1,1,0,0,1,1,1
136,0.765512089513271,0.152694143951547,AZ,2024-04-16,1,0,1,1,1,1,0,1,1,0
137,1.08934025059273,0.1658762902916875,AZ,2024-04-17,0,1,1,1,1,1,1,1,1,1
138,0.00680281976814229,0.005418250648956,AZ,2024-04-18,1,1,1,1,1,1,1,1,1,1
139,0.00704431087543268,0.0055369313536763,AZ,2024-04-19,1,1,1,1,1,1,1,1,1,1
140,NA,NA,AZ,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,1.02081947157461,0.298682161797663,AZ,2024-04-21,0,1,1,1,0,0,1,1,1,0
142,1.28682708909136,0.224162420134432,AZ,2024-04-22,0,1,0,1,1,0,0,1,1,1
143,0.104835487428038,0.0060681934788271,AZ,2024-04-23,1,1,1,1,1,0,1,0,1,1
144,NA,NA,AZ,2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,0.034374031213794,0.00637346851179265,AZ,2024-04-25,1,1,1,1,1,1,1,1,1,1
146,NA,NA,AZ,2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,1.10573326618823,0.4424505122911915,AZ,2024-04-27,0,1,1,1,0,0,1,1,1,0
148,0.076189705202312,0.0068918886504014,AZ,2024-04-28,1,1,1,1,1,1,1,1,1,1
149,1.53053687681012,0.3534965485232175,AZ,2024-04-29,0,0,1,1,0,0,0,1,1,0
150,2.00134103578419,0.354160023699515,AZ,2024-04-30,0,1,1,1,0,0,1,1,1,0
151,0.0417603731873118,0.0074973044771901,AZ,2024-05-01,1,1,1,1,1,0,1,0,1,1
152,0.0426227453173248,0.00772171375183745,AZ,2024-05-02,1,1,1,1,1,0,1,0,1,1
153,0.0928547068083932,0.0079587671047942,AZ,2024-05-03,1,1,1,1,1,1,1,1,1,1
154,NA,NA,AZ,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,NA,NA,AZ,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,0.235497248184656,0.00875506046331525,AZ,2024-05-06,1,1,1,1,1,0,1,0,1,1
157,0.180451919839903,0.00905230276529105,AZ,2024-05-07,1,1,1,1,1,1,1,1,1,1
158,0.537100245612821,0.102678514598744,AZ,2024-05-08,1,1,1,1,1,0,0,0,1,0
159,0.821749643758061,0.2885492561770555,AZ,2024-05-09,1,0,1,1,1,0,0,1,1,1
160,3.53313033176281,0.56804115261464,AZ,2024-05-10,0,0,1,1,0,0,0,1,1,0
161,1.8778837307917,0.848313257483805,AZ,2024-05-11,0,0,1,1,0,0,0,1,1,0
162,0.0190236896732186,0.01083238883340105,AZ,2024-05-12,1,1,1,1,1,1,1,1,1,1
163,2.58939941853382,0.52170848710228,AZ,2024-05-13,0,1,1,0,0,0,0,0,0,1
164,0.884897108535807,0.291269312833463,AZ,2024-05-14,1,1,1,1,0,0,0,0,1,0
165,0.882440156042938,0.2908485823030645,AZ,2024-05-15,1,1,1,1,0,0,1,1,1,0
166,1.16923586644057,0.845867913858715,AZ,2024-05-16,0,1,1,1,0,0,1,1,1,0
167,1.0702286982629,0.81772965240692,AZ,2024-05-17,0,0,1,1,1,0,0,1,1,1
168,0.0294689154672909,0.01382476303800615,AZ,2024-05-18,1,1,1,1,1,0,0,1,1,1
169,1.5098241633123,0.1676208941438745,CA,2024-04-07,1,1,1,1,0,0,1,0,1,0
170,1.15854006819519,0.1812144359379675,CA,2024-04-08,1,1,1,0,1,0,1,0,0,1
171,1.04622161046112,0.2164524846899455,CA,2024-04-09,1,1,1,1,0,0,0,1,1,0
172,3.04298191402212,0.3667134541503045,CA,2024-04-10,0,0,1,1,0,0,0,1,1,0
173,2.4018532292793,0.2574365563617935,CA,2024-04-11,0,0,1,1,0,0,0,0,1,0
174,1.79417903862873,0.278100307337616,CA,2024-04-12,0,0,1,1,0,0,1,1,1,0
175,0.756845325061545,0.138627862766506,CA,2024-04-13,1,1,1,1,1,0,1,0,1,0
176,0.494003884015579,0.143459015088324,CA,2024-04-14,1,1,1,1,1,0,0,1,1,1
177,2.0714585112336,0.2237531692545575,CA,2024-04-15,0,0,1,0,1,0,0,1,0,1
178,1.26398285516238,0.1504894606992645,CA,2024-04-16,1,1,0,1,1,1,0,0,1,0
179,4.00931958827975,0.2261010852325945,CA,2024-04-17,0,0,0,0,1,0,0,0,0,1
180,2.40241281193457,0.2239190194357945,CA,2024-04-18,0,0,1,1,1,0,1,0,1,1
181,1.11797715263418,0.17339052726012,CA,2024-04-19,1,1,0,1,1,0,0,0,1,0
182,0.0261711815770717,0.02473988654851815,CA,2024-04-20,1,1,1,1,1,1,1,1,1,1
183,2.0931034069448202,0.266011423960642,CA,2024-04-21,0,0,1,1,0,0,0,1,1,1
184,6.19632211669722,0.3913901146187605,CA,2024-04-22,0,0,0,0,1,0,0,0,0,0
185,1.81715414940245,0.273376306953933,CA,2024-04-23,0,1,1,0,0,0,0,1,0,0
186,7.22477793579212,0.4024769116890165,CA,2024-04-24,0,0,0,1,1,0,0,0,1,0
187,4.32825739309584,0.292647183873515,CA,2024-04-25,0,1,1,0,0,0,0,1,0,0
188,1.72458605889065,0.251353330117806,CA,2024-04-26,0,0,1,1,1,0,0,1,1,1
189,8.1068114474735,0.470957605409312,CA,2024-04-27,0,0,1,0,1,0,0,0,0,1
190,6.53698327907269,0.56096332869086,CA,2024-04-28,0,1,1,0,0,0,0,1,0,0
191,0.663194253580607,0.205718243963851,CA,2024-04-29,1,1,1,1,1,0,1,0,1,1
192,3.84402662831623,0.330329621074662,CA,2024-04-30,0,1,1,0,0,0,0,0,0,0
193,2.32005381945229,0.3441631865320065,CA,2024-05-01,0,1,1,0,1,0,0,1,0,1
194,2.74461721023832,0.2855221173103075,CA,2024-05-02,0,1,1,0,0,0,0,0,0,1
195,1.88630935661988,0.217100165983324,CA,2024-05-03,1,1,1,0,1,0,0,0,0,1
196,0.897304631384944,0.1711892567940825,CA,2024-05-04,1,1,1,1,0,1,1,1,1,1
197,0.612514638625835,0.125448151403769,CA,2024-05-05,1,1,1,1,1,1,0,1,1,0
198,1.98370880962638,0.236958907394144,CA,2024-05-06,1,1,1,0,1,0,0,1,0,0
199,15.9560443028657,0.5370762274717,CA,2024-05-07,0,0,1,1,0,0,0,0,1,0
200,2.07278009098904,0.266177615848896,CA,2024-05-08,1,1,1,0,1,0,0,0,0,1
201,6.56406148593441,0.323126884666742,CA,2024-05-09,0,1,0,1,0,0,0,0,1,0
202,4.72198774073093,0.365443360965388,CA,2024-05-10,0,0,1,1,0,0,0,1,0,0
203,6.8951606137409,0.4460362608578315,CA,2024-05-11,0,1,1,0,0,0,0,0,0,0
204,9.48083704694467,0.4639507295559215,CA,2024-05-12,0,0,1,1,0,0,0,0,1,0
205,5.17948982599079,0.430973948897714,CA,2024-05-13,0,1,0,1,0,0,0,0,1,0
206,11.4711540567851,0.4165722538817105,CA,2024-05-14,0,0,1,0,0,0,0,0,0,0
207,7.4684585444563,0.3718384259032315,CA,2024-05-15,0,0,1,1,0,0,0,0,1,0
208,4.1337484284132,0.299013676203378,CA,2024-05-16,1,1,1,1,0,0,0,0,0,0
209,1.92664233062354,0.270214617688457,CA,2024-05-17,1,1,1,1,0,0,0,0,1,1
210,1.81570898335156,0.183376036732491,CA,2024-05-18,1,0,1,1,0,0,0,1,1,0
211,NA,NA,CO,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,NA,NA,CO,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,NA,NA,CO,2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,NA,NA,CO,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,NA,NA,CO,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,NA,NA,CO,2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,NA,NA,CO,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,1.09179854895297,0.4191399158620495,CO,2024-04-15,0,0,1,1,1,0,0,1,1,1
220,NA,NA,CO,2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,1.13211370297203,0.4226830099954325,CO,2024-04-17,0,1,1,1,0,0,1,1,1,0
222,NA,NA,CO,2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,NA,NA,CO,2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,NA,NA,CO,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,0.0101857317384546,0.0177596648043289,CO,2024-04-22,1,1,1,1,1,1,1,1,1,1
227,0.0104735666242571,0.01849431138494395,CO,2024-04-23,1,1,1,1,1,1,1,1,1,1
228,NA,NA,CO,2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,NA,NA,CO,2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,NA,NA,CO,2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,NA,NA,CO,2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,0.0134342934219375,0.024282194674451,CO,2024-04-29,1,1,1,1,1,1,1,1,1,1
234,NA,NA,CO,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,NA,NA,CO,2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,NA,NA,CO,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,NA,NA,CO,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,NA,NA,CO,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,CO,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,1.12403424930783,0.70827061322081,CO,2024-05-06,0,0,1,1,1,1,0,0,1,1
241,NA,NA,CO,2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,NA,NA,CO,2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,NA,NA,CO,2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,0.025247007157705,0.0452550783464835,CO,2024-05-10,1,1,1,1,1,1,1,1,1,1
245,NA,NA,CO,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,NA,NA,CO,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,0.0293356541246299,0.054594425696165,CO,2024-05-13,1,1,1,1,1,1,1,1,1,1
248,NA,NA,CO,2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,0.0344838581769459,0.061921684629725,CO,2024-05-15,1,1,1,1,1,1,1,1,1,1
250,NA,NA,CO,2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,NA,NA,CO,2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,NA,NA,CO,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,NA,NA,CT,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,NA,NA,CT,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,NA,NA,CT,2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,0.00215734036652473,9.013634160276e-4,CT,2024-04-10,1,1,1,1,1,1,1,1,1,1
257,0.00238596212984311,9.19973577004235e-4,CT,2024-04-11,1,1,1,1,1,1,1,1,1,1
258,0.00251854465048802,9.39687660971425e-4,CT,2024-04-12,1,1,1,1,1,1,1,1,1,1
259,NA,NA,CT,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,NA,NA,CT,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,NA,NA,CT,2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,NA,NA,CT,2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,NA,NA,CT,2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264,0.00296491287493579,0.00108669371726239,CT,2024-04-18,1,1,1,1,1,1,1,1,1,1
265,0.0025930029941913,0.00111720328619941,CT,2024-04-19,1,1,1,1,1,1,1,1,1,1
266,NA,NA,CT,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,NA,NA,CT,2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,1.12561023316197,0.316510520214193,CT,2024-04-22,0,0,1,1,1,0,0,1,1,1
269,1.30069372047992,0.94597853428842,CT,2024-04-23,0,0,1,1,1,1,1,1,1,1
270,NA,NA,CT,2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271,1.32938412557753,0.95665249630311,CT,2024-04-25,0,1,1,0,1,0,1,1,0,1
272,NA,NA,CT,2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,NA,NA,CT,2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,NA,NA,CT,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,NA,NA,CT,2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,NA,NA,CT,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,1.29863140112522,0.934130103519685,CT,2024-05-01,0,0,1,1,1,0,0,1,1,1
278,NA,NA,CT,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279,NA,NA,CT,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280,0.00362430408721279,0.002044756145176345,CT,2024-05-04,1,1,1,1,1,1,1,1,1,1
281,NA,NA,CT,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,1.29588344274836,0.92978526831018,CT,2024-05-06,0,1,0,1,1,0,1,0,1,1
283,2.17376950702245,0.930107437137245,CT,2024-05-07,0,1,1,0,0,0,1,1,0,0
284,NA,NA,CT,2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
