...1,es_score,brier_score,location,target_date,X21L_50_CI,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23F_50_CI,X23H_50_CI,X23I_50_CI,X24A_50_CI,other_50_CI,X21L_95_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23F_95_CI,X23H_95_CI,X23I_95_CI,X24A_95_CI,other_95_CI
27,NA,NA,AK,2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,AK,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,AK,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,AK,2024-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,AK,2024-01-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,0.642148770390892,0.472140060043071,AK,2024-01-04,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1
34,1.50481211374344,0.4979109623366595,AK,2024-01-05,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1
35,NA,NA,AK,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,0.65012343581661,0.4718984646263575,AK,2024-01-08,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1
38,2.08926522309124,0.471965058948076,AK,2024-01-09,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1
39,1.33964026030567,0.4720697325132505,AK,2024-01-10,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1
40,0.643901970950472,0.472206031683467,AK,2024-01-11,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1
41,NA,NA,AK,2024-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,0.666628566481325,0.4868990114073425,AL,2023-12-03,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
44,NA,NA,AL,2023-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2023-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2023-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,0.677653407717352,0.495363977033645,AL,2023-12-07,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
48,NA,NA,AL,2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.196471924164131,0.1214367957261455,AL,2023-12-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
52,NA,NA,AL,2023-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2023-12-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2023-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,0.773928641313807,0.3844423779132475,AL,2023-12-15,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
56,NA,NA,AL,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,0.871417919162358,0.639917419544655,AL,2023-12-18,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
59,NA,NA,AL,2023-12-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2023-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2023-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2023-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2023-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2023-12-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,0.217629647995688,0.123048530308055,AL,2023-12-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
69,NA,NA,AL,2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,0.7973120537038,0.616356891111015,AL,2024-01-02,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1
74,0.720809540497542,0.372077002798912,AL,2024-01-03,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75,0.79054805409765,0.613814932181825,AL,2024-01-04,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1
76,NA,NA,AL,2024-01-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,1.81496038381897,0.593383572221595,AL,2024-01-07,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1
79,NA,NA,AL,2024-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2024-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2024-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2024-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2024-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2023-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,0.515138264408719,0.3578173289753565,AR,2023-12-05,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
88,NA,NA,AR,2023-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,1.61854057534742,0.578070256029845,AR,2023-12-07,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1
90,NA,NA,AR,2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,0.505288224555721,0.3465570299017715,AR,2023-12-10,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
93,NA,NA,AR,2023-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,1.01674506200179,0.51101584226885,AR,2023-12-12,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1
95,0.793844939662884,0.57083470811949,AR,2023-12-13,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1
96,2.12047753558931,0.3808621105768225,AR,2023-12-14,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1
97,0.608545641901109,0.437771116195281,AR,2023-12-15,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
98,NA,NA,AR,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,1.55551934021217,0.449930972417962,AR,2023-12-18,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0
101,0.916189235284531,0.325815720220293,AR,2023-12-19,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1
102,NA,NA,AR,2023-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,1.59781129908557,0.361005173332347,AR,2023-12-21,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1
104,1.05761875630462,0.3154466803014335,AR,2023-12-22,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
105,NA,NA,AR,2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2023-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,0.935056779769739,0.4859890128112725,AR,2023-12-27,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0
110,1.4113669534861,0.324386133710121,AR,2023-12-28,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0
111,NA,NA,AR,2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,0.551140917370588,0.4081418019255045,AR,2024-01-02,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1
116,1.90255770104021,0.4086598602285675,AR,2024-01-03,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0
117,1.87933160770543,0.4550771887266915,AR,2024-01-04,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0
118,0.549708983716843,0.4102897432823225,AR,2024-01-05,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1
119,NA,NA,AR,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2024-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2024-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,0.750794412085535,0.54184316219323,AR,2024-01-10,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0
124,1.19662494108025,0.419395228030661,AR,2024-01-11,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0
125,0.912024378293372,0.4831626654151325,AR,2024-01-12,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0
126,NA,NA,AR,2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,2.90410525026218,0.330291781862726,AZ,2023-12-03,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0
128,3.87105205538112,0.3804405731373085,AZ,2023-12-04,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0
129,4.82068999027934,0.3067825696511105,AZ,2023-12-05,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1
130,2.6701447089020802,0.4043836727321075,AZ,2023-12-06,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
131,1.87092860139816,0.305448179054366,AZ,2023-12-07,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0
132,0.606488414708892,0.2706810949936205,AZ,2023-12-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
133,1.002526104301,0.1528067702971215,AZ,2023-12-09,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1
134,1.0368771919437,0.446228130891997,AZ,2023-12-10,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0
135,1.71842366042567,0.3966677667308865,AZ,2023-12-11,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1
136,3.19861225965856,0.4613074188177885,AZ,2023-12-12,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0
137,2.02720397833274,0.4043011746555185,AZ,2023-12-13,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1
138,1.7130943642213,0.3456773266751605,AZ,2023-12-14,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1
139,1.00315315788239,0.359514020853465,AZ,2023-12-15,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1
140,3.66706307264593,0.449019609944785,AZ,2023-12-16,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0
141,1.92694151973587,0.2523624604399585,AZ,2023-12-17,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0
142,7.06873796911103,0.4221763830501315,AZ,2023-12-18,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
143,9.05854235834887,0.4737813271118175,AZ,2023-12-19,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0
144,2.49268751512785,0.40981359114311,AZ,2023-12-20,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1
145,1.58407401297191,0.3852741658067545,AZ,2023-12-21,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0
146,1.52020721230741,0.425502933220886,AZ,2023-12-22,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0
147,0.799992983588308,0.306048534640307,AZ,2023-12-23,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
148,5.1994835573992,0.439965647796971,AZ,2023-12-24,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1
149,4.86342201509961,0.4977010292921425,AZ,2023-12-25,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0
150,15.9706681101647,0.4611768837010775,AZ,2023-12-26,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
151,6.90257555198406,0.4567704492407165,AZ,2023-12-27,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0
152,2.36865402030793,0.3855842125041095,AZ,2023-12-28,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0
153,1.38676273131411,0.4346722513631095,AZ,2023-12-29,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1
154,1.4614356695395,0.50036829059403,AZ,2023-12-30,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1
155,3.57619000674428,0.4417852262003285,AZ,2023-12-31,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1
156,14.471565156072,0.4481527464431,AZ,2024-01-01,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0
157,21.8548655410003,0.4416041839622785,AZ,2024-01-02,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
158,3.1377756997999,0.4282360219464975,AZ,2024-01-03,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1
159,2.29185857915969,0.4961493208089735,AZ,2024-01-04,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0
160,1.1112192824901,0.377299832452429,AZ,2024-01-05,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1
161,5.06880955131726,0.4385601277903295,AZ,2024-01-06,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1
162,4.607123046374,0.472917237740003,AZ,2024-01-07,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0
163,9.62945793794488,0.438916788930948,AZ,2024-01-08,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0
164,13.4233513678209,0.437644834929873,AZ,2024-01-09,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
165,1.34316902453695,0.4621969566145655,AZ,2024-01-10,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1
166,2.63663026691312,0.3783879983556305,AZ,2024-01-11,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1
167,2.88227382687457,0.377349868382138,AZ,2024-01-12,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1
168,3.60430391933489,0.468528136111981,AZ,2024-01-13,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1
169,1.3121512434048,0.2840045368466945,CA,2023-12-03,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1
170,3.50814645310498,0.3702463567226155,CA,2023-12-04,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1
171,3.30635786987525,0.344993935868387,CA,2023-12-05,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1
172,4.5196417557223,0.4232558994434605,CA,2023-12-06,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0
173,2.98506211312678,0.571226582187485,CA,2023-12-07,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0
174,0.86196206712604,0.3569161965268185,CA,2023-12-08,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
175,1.08317198408993,0.3882629958294355,CA,2023-12-09,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0
176,1.89352255120776,0.385920219168868,CA,2023-12-10,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1
177,2.88908986873641,0.341927203880091,CA,2023-12-11,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
178,5.57563670073838,0.3756296930258395,CA,2023-12-12,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
179,2.39339475636344,0.3337772778620125,CA,2023-12-13,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1
180,8.07222185566931,0.426909515044699,CA,2023-12-14,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0
181,3.98056224649793,0.4087426617743565,CA,2023-12-15,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1
182,6.02281383300692,0.399271572833749,CA,2023-12-16,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0
183,1.68401623461014,0.355287236904753,CA,2023-12-17,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1
184,8.26450602778266,0.3947747170286885,CA,2023-12-18,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0
185,5.79950427390009,0.403469523713508,CA,2023-12-19,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0
