...1,es_score,brier_score,location,target_date,X21L_50_CI,X22A_50_CI,X22B_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,other_50_CI,X21L_95_CI,X22A_95_CI,X22B_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,other_95_CI
30,0.849218754376211,0.558331521789315,AK,2022-12-12,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
31,0.834638198403032,0.55389912977204,AK,2022-12-13,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
32,NA,NA,AK,2022-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,0.835388933672745,0.544922093481965,AK,2022-12-15,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
34,0.792666272750527,0.397472910783664,AK,2022-12-16,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
35,NA,NA,AK,2022-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2022-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,0.0967354602511935,0.0829262902838155,AK,2022-12-19,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
38,NA,NA,AK,2022-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,0.107143577089774,0.0867299763056025,AK,2022-12-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40,NA,NA,AK,2022-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2022-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2022-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,0.445086140284725,0.298508497162714,AL,2022-11-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
44,1.51970126208001,0.474843591669426,AL,2022-11-14,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
45,NA,NA,AL,2022-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,0.743559681199118,0.2845401962635525,AL,2022-11-16,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
47,1.33568547746516,0.4117491450541985,AL,2022-11-17,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1
48,2.11737255083309,0.404001670233697,AL,2022-11-18,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
49,NA,NA,AL,2022-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2022-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,1.15198173504435,0.522070479247165,AL,2022-11-21,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0
52,1.00823326480959,0.4725889640462815,AL,2022-11-22,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1
53,0.477184618899715,0.3177769734651725,AL,2022-11-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54,NA,NA,AL,2022-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,0.746400519363304,0.3865293973378555,AL,2022-11-25,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
56,NA,NA,AL,2022-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2022-11-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,1.4196193076784,0.24759846942048,AL,2022-11-28,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1
59,0.521243356217456,0.2708169678306475,AL,2022-11-29,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
60,1.75557342996512,0.2868124489561715,AL,2022-11-30,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1
61,0.65680822451404,0.2620339092442895,AL,2022-12-01,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1
62,0.478314754239568,0.2638552964478325,AL,2022-12-02,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
63,NA,NA,AL,2022-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,0.691081274537193,0.253587796454101,AL,2022-12-04,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
65,0.816482004428597,0.2714792142445785,AL,2022-12-05,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1
66,1.07420404144288,0.343523138933475,AL,2022-12-06,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1
67,0.322578428426663,0.229706954059102,AL,2022-12-07,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
68,0.978056913601765,0.2818629658501435,AL,2022-12-08,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
69,1.10686872016919,0.267289726080086,AL,2022-12-09,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1
70,1.08775697811928,0.1593093010255955,AL,2022-12-10,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1
71,1.39385894242148,0.488185031046859,AL,2022-12-11,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1
72,1.2971590836124,0.4222512895937765,AL,2022-12-12,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1
73,0.123061597251194,0.0856976817015295,AL,2022-12-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
74,0.938889830208767,0.3081724895845135,AL,2022-12-14,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1
75,1.27549095725367,0.278798667860685,AL,2022-12-15,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1
76,0.898652432061305,0.2986135516696205,AL,2022-12-16,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
77,0.26067596021231,0.0633277892301495,AL,2022-12-17,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
78,0.237908209170614,0.0586904781238425,AL,2022-12-18,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
79,0.413261851508858,0.1934855501602535,AL,2022-12-19,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
80,1.28698285475217,0.2256618550928695,AL,2022-12-20,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1
81,3.0059216098699,0.4701572268858435,AL,2022-12-21,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0
82,NA,NA,AL,2022-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2022-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,0.0499383981105178,0.0374176951204785,AL,2022-12-24,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
85,NA,NA,AR,2022-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,4.73227437706451,0.4874028187033585,AR,2022-11-14,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1
87,1.06804332475348,0.4584200558444145,AR,2022-11-15,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
88,0.0789591917595089,0.0542888404789225,AR,2022-11-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
89,2.86945362586449,0.28410361062549,AR,2022-11-17,1,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1
90,0.537633713218377,0.205500153637591,AR,2022-11-18,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
91,0.889834541717861,0.407047846591991,AR,2022-11-19,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
92,1.38603187034829,0.4263233682823465,AR,2022-11-20,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
93,0.727303048906079,0.217628511920551,AR,2022-11-21,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1
94,6.25885578469789,0.534318896826455,AR,2022-11-22,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1
95,4.07700876797877,0.47778364569261,AR,2022-11-23,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0
96,1.08328404115143,0.4509434640908385,AR,2022-11-24,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0
97,4.22773737647348,0.522438607841585,AR,2022-11-25,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1
98,2.06002526867653,0.70542905388856,AR,2022-11-26,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
99,0.778096070039555,0.399614075178324,AR,2022-11-27,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1
100,2.40908994966886,0.2572760058849965,AR,2022-11-28,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1
101,1.40151257895166,0.235899386593852,AR,2022-11-29,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0
102,3.56807520799012,0.363723159866825,AR,2022-11-30,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
103,2.04121069287196,0.32350998615689,AR,2022-12-01,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1
104,4.65192262499069,0.390235463149689,AR,2022-12-02,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1
105,0.826761943828492,0.4000754131790815,AR,2022-12-03,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1
106,0.307229402428255,0.267274185494256,AR,2022-12-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
107,1.72076209842116,0.312836746271167,AR,2022-12-05,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0
108,6.58975200121642,0.3955643897738045,AR,2022-12-06,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1
109,2.75728963100211,0.285468567583101,AR,2022-12-07,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1
110,2.97090777084787,0.3527955712096925,AR,2022-12-08,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1
111,3.50439093031628,0.314768459043812,AR,2022-12-09,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1
112,0.699877467629589,0.25221294347075,AR,2022-12-10,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
113,1.42903252472742,0.297536165987579,AR,2022-12-11,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1
114,3.97329984970432,0.3264633905741935,AR,2022-12-12,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1
115,2.50251225796728,0.2928426052230885,AR,2022-12-13,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1
116,3.62729154642001,0.2945035439843195,AR,2022-12-14,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1
117,3.047190750165,0.2089233716831795,AR,2022-12-15,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1
118,2.18442304365403,0.4265289372081655,AR,2022-12-16,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0
119,1.04876919818059,0.269804634465862,AR,2022-12-17,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0
120,0.882427235445845,0.2644814581166995,AR,2022-12-18,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0
121,2.71837729221562,0.2352123938855285,AR,2022-12-19,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0
122,2.18105933553842,0.325259982035573,AR,2022-12-20,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0
123,2.6302122412939,0.241744969144548,AR,2022-12-21,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0
124,1.06302045148784,0.2909070241801215,AR,2022-12-22,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
125,1.59874787861284,0.39857602916484,AR,2022-12-23,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
126,1.69809494673696,0.03872751071999375,AR,2022-12-24,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1
127,12.0243949265208,0.376687583211019,AZ,2022-11-13,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0
128,17.0969463744631,0.3124936643748845,AZ,2022-11-14,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1
129,10.8350803177509,0.3025567241821145,AZ,2022-11-15,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1
130,13.5648972294719,0.3291195933723885,AZ,2022-11-16,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1
131,10.9360257681132,0.294795949834096,AZ,2022-11-17,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0
132,8.59378854933516,0.300297350950762,AZ,2022-11-18,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1
133,6.47470014871592,0.2972176391570545,AZ,2022-11-19,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1
134,2.64303485352597,0.294458801303592,AZ,2022-11-20,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1
135,27.6757871251757,0.311516434921103,AZ,2022-11-21,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1
136,6.40486649369179,0.300963445681411,AZ,2022-11-22,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1
137,3.58384249121968,0.272709866234401,AZ,2022-11-23,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1
138,1.47579711288595,0.324817313527216,AZ,2022-11-24,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1
139,14.0425343513489,0.2944926145545595,AZ,2022-11-25,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1
140,6.19565511181165,0.31135872397243,AZ,2022-11-26,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0
141,10.7966236443115,0.2941532453869065,AZ,2022-11-27,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1
142,31.7885068650861,0.3081033440776795,AZ,2022-11-28,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1
143,6.37350022857884,0.3084633211140595,AZ,2022-11-29,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
144,4.08796540968748,0.2892623393229915,AZ,2022-11-30,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1
145,3.10871327382002,0.317317350880341,AZ,2022-12-01,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
146,5.32164550434813,0.3248848231705645,AZ,2022-12-02,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
147,7.38874225456414,0.314721001617922,AZ,2022-12-03,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1
148,5.67658211589349,0.3036481350667805,AZ,2022-12-04,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1
149,8.91245367619746,0.3089261755001835,AZ,2022-12-05,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0
150,11.2988495862027,0.3121417992783,AZ,2022-12-06,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1
151,11.6328344680105,0.277553181729467,AZ,2022-12-07,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1
152,8.74114876066572,0.30184517968363,AZ,2022-12-08,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
153,5.516044235276,0.2808642593880115,AZ,2022-12-09,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1
154,4.13088362802137,0.315316721480032,AZ,2022-12-10,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0
155,12.8105680526748,0.26840302381318,AZ,2022-12-11,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0
156,8.56613937321815,0.3025665267426485,AZ,2022-12-12,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1
157,9.7314326545759,0.2920986723094345,AZ,2022-12-13,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0
158,11.5542215404383,0.267617881304922,AZ,2022-12-14,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1
159,7.66101800688772,0.2780124802262105,AZ,2022-12-15,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
160,5.15530615521857,0.257259709772825,AZ,2022-12-16,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1
161,2.68358724789281,0.3061419046055925,AZ,2022-12-17,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1
162,4.26484557592062,0.2413386310538885,AZ,2022-12-18,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1
163,13.4979515967523,0.262219534964064,AZ,2022-12-19,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0
164,1.86091065877839,0.2793148038289465,AZ,2022-12-20,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1
165,2.76311390188339,0.262941508585924,AZ,2022-12-21,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
166,6.19386809143214,0.2528542115867025,AZ,2022-12-22,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
167,3.20298763884242,0.262632270830634,AZ,2022-12-23,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
168,1.07560066297433,0.2513934988431765,AZ,2022-12-24,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
169,38.5805018821398,0.326564017717555,CA,2022-11-13,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0
170,78.6602442434846,0.351362394276488,CA,2022-11-14,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
171,51.1579531151461,0.3365225363088815,CA,2022-11-15,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0
172,81.1610511864391,0.337676453642611,CA,2022-11-16,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
173,52.8824502310039,0.327524246402535,CA,2022-11-17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
174,19.3906200529161,0.3078396399351865,CA,2022-11-18,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
175,9.4384324707825,0.3021594828660895,CA,2022-11-19,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0
176,33.5855772319573,0.3075503493966815,CA,2022-11-20,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
177,61.2509633528781,0.3368815957191705,CA,2022-11-21,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
178,67.4117405871968,0.323189295604301,CA,2022-11-22,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1
179,50.9746304519719,0.3235674979565465,CA,2022-11-23,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1
180,4.49538922924262,0.306082236725462,CA,2022-11-24,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1
181,120.635203225815,0.322482058753522,CA,2022-11-25,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
182,119.628266115902,0.3092928381030325,CA,2022-11-26,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
183,76.4601732036347,0.317815937129036,CA,2022-11-27,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
184,104.480714716044,0.3047415907214015,CA,2022-11-28,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
185,85.3012254111211,0.303160416527011,CA,2022-11-29,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
186,49.8466590147674,0.2880558028649225,CA,2022-11-30,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
187,63.7369186836215,0.293334344670554,CA,2022-12-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
188,78.040754134119,0.304325800896255,CA,2022-12-02,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
189,56.6432200187093,0.296279398020506,CA,2022-12-03,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
190,42.54368440677,0.29064724792466,CA,2022-12-04,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0
191,95.0126865414252,0.2780261044590985,CA,2022-12-05,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
192,62.5101394819744,0.2731529717294525,CA,2022-12-06,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
193,76.7069053342306,0.278130174565897,CA,2022-12-07,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
194,87.0834926403957,0.2579590731136895,CA,2022-12-08,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1
195,81.3806851455384,0.24876905215313,CA,2022-12-09,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0
196,38.2277152411668,0.275681119352377,CA,2022-12-10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
197,46.3050116128906,0.2541491797410455,CA,2022-12-11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
198,57.3361593649482,0.2506807723534455,CA,2022-12-12,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
199,54.25805984503,0.2583204304902875,CA,2022-12-13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
200,26.6155479205938,0.282161119790282,CA,2022-12-14,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
201,65.1032625196362,0.2418442663508925,CA,2022-12-15,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
202,28.8566066604421,0.2450122454166925,CA,2022-12-16,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
203,12.7329453871598,0.253014410033136,CA,2022-12-17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
204,37.8872168676953,0.212590819351459,CA,2022-12-18,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
205,43.2186398498079,0.232148293947005,CA,2022-12-19,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
206,47.7325169965398,0.1984710934967405,CA,2022-12-20,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0
207,37.7923695469133,0.2306819833277855,CA,2022-12-21,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
208,35.6379683802881,0.2478460715704785,CA,2022-12-22,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
209,67.6087618986183,0.2242961818957605,CA,2022-12-23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
210,26.9878761607245,0.251432244560982,CA,2022-12-24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
211,0.789012463280515,0.3003794285419725,CO,2022-11-13,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
212,5.82186690120061,0.3456459966176055,CO,2022-11-14,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1
213,4.57254519235297,0.3707255468028065,CO,2022-11-15,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0
214,2.81128437776937,0.3367106828475605,CO,2022-11-16,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0
215,3.0282120082191,0.2743009390029335,CO,2022-11-17,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1
216,1.25009713984454,0.25582078217896,CO,2022-11-18,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
217,2.23868622926717,0.293310566757421,CO,2022-11-19,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1
218,2.43068536021023,0.337527458589394,CO,2022-11-20,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
219,1.73898054162287,0.2971160713400785,CO,2022-11-21,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1
220,4.09126192272198,0.319730038123138,CO,2022-11-22,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1
221,14.0889877576866,0.2837438890392055,CO,2022-11-23,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1
222,0.397703723662405,0.282842488020221,CO,2022-11-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
