...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,recombinant_50_CI,X23G_50_CI,other_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,recombinant_95_CI,X23G_95_CI,other_95_CI
35,NA,NA,AK,2023-09-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2023-09-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,0.558007221239007,0.458354699740249,AK,2023-09-25,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
38,NA,NA,AK,2023-09-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2023-09-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2023-09-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2023-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,1.02648612019545,0.360088207646733,AL,2023-08-20,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1
44,NA,NA,AL,2023-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,0.417683280549979,0.3106487587766015,AL,2023-08-22,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
46,0.858906151732983,0.4335789974540535,AL,2023-08-23,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1
47,1.34386506421975,0.4322548310108915,AL,2023-08-24,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1
48,0.856201358918835,0.432249469361744,AL,2023-08-25,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49,0.666282975365213,0.4577922552372275,AL,2023-08-26,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1
50,NA,NA,AL,2023-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.914338684110957,0.369134660307618,AL,2023-08-28,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
52,0.715840525834718,0.494609443062404,AL,2023-08-29,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1
53,0.99346770246607,0.4415529624063245,AL,2023-08-30,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1
54,NA,NA,AL,2023-08-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,0.601497510157995,0.3519119891726655,AL,2023-09-01,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
56,0.430307554906722,0.305655844648022,AL,2023-09-02,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
57,NA,NA,AL,2023-09-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,0.410577338225288,0.304762240601606,AL,2023-09-04,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
59,0.399986250428715,0.304317968655764,AL,2023-09-05,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
60,1.06118257610593,0.3695770858837265,AL,2023-09-06,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
61,NA,NA,AL,2023-09-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2023-09-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2023-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,0.404127817271388,0.302138096624229,AL,2023-09-10,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
65,0.581787929356508,0.3869356249509485,AL,2023-09-11,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1
66,NA,NA,AL,2023-09-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,0.400332464045194,0.3008839955841335,AL,2023-09-13,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
68,0.403184508540849,0.3004793175397435,AL,2023-09-14,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
69,NA,NA,AL,2023-09-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2023-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-09-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2023-09-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2023-09-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,0.401381400383332,0.298259851591064,AL,2023-09-20,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
75,NA,NA,AL,2023-09-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2023-09-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-09-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-09-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2023-09-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,0.556242805909887,0.37376829295374,AL,2023-09-26,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1
81,0.397496400158235,0.2963912060310705,AL,2023-09-27,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
82,NA,NA,AL,2023-09-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2023-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,2.39361600669988,0.3972352621677045,AR,2023-08-21,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1
87,0.597047477527328,0.397338841548923,AR,2023-08-22,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1
88,2.42809862239427,0.3939111620935065,AR,2023-08-23,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1
89,2.13226908693987,0.4766909923590605,AR,2023-08-24,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1
90,0.409086544992281,0.298153077520388,AR,2023-08-25,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
91,NA,NA,AR,2023-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,0.408630941953139,0.298752802920539,AR,2023-08-27,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
93,2.35347800158364,0.381776025906864,AR,2023-08-28,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0
94,2.85130867038618,0.3584830806773485,AR,2023-08-29,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
95,1.95478967403192,0.459034677397981,AR,2023-08-30,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1
96,0.951843490012261,0.472398192422497,AR,2023-08-31,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1
97,NA,NA,AR,2023-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-09-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2023-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,2.75250046038908,0.3845927624940845,AR,2023-09-05,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1
102,0.819911865392978,0.4227066829673955,AR,2023-09-06,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
103,0.699428562583589,0.380728557569486,AR,2023-09-07,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1
104,1.83594274505376,0.4341493375353135,AR,2023-09-08,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1
105,NA,NA,AR,2023-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-09-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,2.96213498089532,0.468080347022539,AR,2023-09-11,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1
108,0.877763920142432,0.3342181787018965,AR,2023-09-12,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
109,0.865072829240583,0.4435475017484075,AR,2023-09-13,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
110,0.645234584372075,0.4413815225031405,AR,2023-09-14,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1
111,1.20717447324121,0.3864212812160285,AR,2023-09-15,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1
112,NA,NA,AR,2023-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-09-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.42021250250689,0.3146653729343735,AR,2023-09-18,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
115,1.44598980446414,0.4475190261141505,AR,2023-09-19,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1
116,1.73041826595885,0.4392822267300745,AR,2023-09-20,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1
117,1.44581577800473,0.4454031472558145,AR,2023-09-21,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1
118,NA,NA,AR,2023-09-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2023-09-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-09-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2023-09-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,0.453400799704367,0.326073694558114,AR,2023-09-26,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
123,0.521201337439476,0.394088225250864,AR,2023-09-27,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
124,0.81622548268493,0.4274834940742695,AR,2023-09-28,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1
125,1.98794406882045,0.344374896441419,AR,2023-09-29,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0
126,NA,NA,AR,2023-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,2.59966398568981,0.4183591909630655,AZ,2023-08-20,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1
128,4.47117700026661,0.383864812025955,AZ,2023-08-21,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1
129,3.2999965906845,0.37894559579496,AZ,2023-08-22,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1
130,3.08056038164192,0.386423826246928,AZ,2023-08-23,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1
131,1.99031974096417,0.3663256327205695,AZ,2023-08-24,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1
132,0.825362964511155,0.4181833313297195,AZ,2023-08-25,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
133,1.76031575005477,0.4530325510070495,AZ,2023-08-26,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1
134,4.32773933414218,0.4397379919201825,AZ,2023-08-27,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0
135,4.88472888925394,0.3713792146900115,AZ,2023-08-28,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0
136,1.19872497201052,0.4125191907356505,AZ,2023-08-29,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1
137,2.41856662128672,0.3952224359585315,AZ,2023-08-30,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1
138,1.21081609659689,0.490438316644806,AZ,2023-08-31,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0
139,0.500799779432704,0.355761696642166,AZ,2023-09-01,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1
140,NA,NA,AZ,2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,3.30837532490948,0.4024176793768225,AZ,2023-09-03,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1
142,5.19901398129099,0.404260115589858,AZ,2023-09-04,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
143,3.2440978246999,0.391675095206044,AZ,2023-09-05,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0
144,NA,NA,AZ,2023-09-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,NA,NA,AZ,2023-09-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,NA,NA,AZ,2023-09-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,1.83709594200875,0.492053281420041,AZ,2023-09-09,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1
148,2.5600229902608,0.39857144025404,AZ,2023-09-10,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0
149,6.19290071971948,0.3888987426477355,AZ,2023-09-11,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1
150,2.37960531824875,0.3776282286144045,AZ,2023-09-12,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1
151,1.61865450384295,0.402358027492324,AZ,2023-09-13,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1
152,1.2887390088537,0.4125091708465235,AZ,2023-09-14,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
153,1.36466712752995,0.394634775576019,AZ,2023-09-15,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1
154,1.45445476124664,0.3962422070590755,AZ,2023-09-16,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1
155,5.65818462509504,0.3723210911769575,AZ,2023-09-17,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
156,2.708225445127,0.385941679654109,AZ,2023-09-18,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1
157,2.4074992772672,0.405271847829704,AZ,2023-09-19,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0
158,1.55236303379726,0.3788311786025065,AZ,2023-09-20,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0
159,1.85585706464707,0.431350839836642,AZ,2023-09-21,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1
160,1.97785870964991,0.333953851964037,AZ,2023-09-22,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1
161,1.46208888796613,0.454483364043163,AZ,2023-09-23,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0
162,2.4614039229406,0.3772730058823705,AZ,2023-09-24,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1
163,3.80063236135466,0.404585767749469,AZ,2023-09-25,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
164,2.83684663719223,0.385256125206089,AZ,2023-09-26,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1
165,2.68728326367182,0.363669666859495,AZ,2023-09-27,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1
166,1.0940922190558,0.365521459830023,AZ,2023-09-28,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1
167,0.724463211310477,0.392028870749703,AZ,2023-09-29,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
168,1.41094165474988,0.373763652721174,AZ,2023-09-30,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1
169,2.00485745476549,0.4240683429705355,CA,2023-08-20,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0
170,4.72313699128759,0.397992562074773,CA,2023-08-21,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0
171,4.77418665957342,0.427930164231308,CA,2023-08-22,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
172,4.2686428843558,0.4060461008681605,CA,2023-08-23,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1
173,6.58724856448458,0.4104449097868845,CA,2023-08-24,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0
174,4.59861245590865,0.4102337586039485,CA,2023-08-25,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1
175,3.13245919211219,0.406973851217509,CA,2023-08-26,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1
176,3.88257542127809,0.40324532083873,CA,2023-08-27,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0
177,6.39539094313166,0.4148885017400175,CA,2023-08-28,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1
178,7.78251327634148,0.400451992658216,CA,2023-08-29,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
179,12.3845330192002,0.3958839168198475,CA,2023-08-30,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0
180,7.31744649447783,0.406696662189804,CA,2023-08-31,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0
181,5.3283420006222,0.400403193674042,CA,2023-09-01,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0
182,1.29966728682644,0.40455145078293703,CA,2023-09-02,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1
183,1.4969178635577,0.4261236369005255,CA,2023-09-03,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1
184,1.76804492723547,0.3990151801292095,CA,2023-09-04,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,1
185,2.69280327133181,0.4143375726307915,CA,2023-09-05,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1
186,5.87040799050026,0.3841465338903325,CA,2023-09-06,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0
187,3.56618399127591,0.3948601188615455,CA,2023-09-07,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1
188,9.33252691000855,0.374168326844554,CA,2023-09-08,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1
189,4.10530379453752,0.394491792021522,CA,2023-09-09,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
190,2.83157020660876,0.3803006236672775,CA,2023-09-10,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1
191,3.33113851536532,0.420192078824359,CA,2023-09-11,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1
192,4.52059920192926,0.40449182083052,CA,2023-09-12,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1
193,5.0044076381137,0.391387235009125,CA,2023-09-13,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0
194,4.15630993668326,0.400934979188335,CA,2023-09-14,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0
195,3.28519222060136,0.386492967647951,CA,2023-09-15,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1
196,1.62751996508214,0.389738258532856,CA,2023-09-16,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1
197,2.66548163151981,0.36503899972427,CA,2023-09-17,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1
198,3.93962594907869,0.4095646174528305,CA,2023-09-18,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0
199,3.6336136094746,0.3854491760639745,CA,2023-09-19,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0
200,5.42417780428528,0.3807032386648245,CA,2023-09-20,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
201,4.36807039131521,0.389143431103879,CA,2023-09-21,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0
