...1,es_score,brier_score,location,target_date,X24A_50_CI,X24B_50_CI,X24C_50_CI,recombinant_50_CI,X24D_50_CI,X24G_50_CI,other_50_CI,X24A_95_CI,X24B_95_CI,X24C_95_CI,recombinant_95_CI,X24D_95_CI,X24G_95_CI,other_95_CI
32,NA,NA,AK,2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,0.132136492528642,0.04981888625074745,AK,2024-06-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34,NA,NA,AK,2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,0.913581268192707,0.779967462659025,AK,2024-06-20,1,1,1,1,1,0,1,1,1,1,1,1,0,0
41,NA,NA,AK,2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,AL,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2024-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,AR,2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,AR,2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,NA,NA,AR,2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,AR,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,NA,NA,AR,2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,NA,NA,AR,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.0974592830306485,0.050392729093342,AR,2024-06-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
115,NA,NA,AR,2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,0.0607227664639415,0.03278616345821115,AZ,2024-05-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
128,1.72295787493473,0.4770886734519775,AZ,2024-05-13,0,1,1,1,0,0,1,0,1,0,1,1,0,1
129,0.528511903812236,0.258542419948524,AZ,2024-05-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
130,0.522600066887362,0.2576410690863995,AZ,2024-05-15,1,1,1,1,1,1,1,0,1,0,1,1,1,1
131,0.914027268764412,0.69498930513142,AZ,2024-05-16,1,1,0,1,1,1,1,1,1,0,1,1,0,1
132,0.952833670753968,0.70897569301344,AZ,2024-05-17,1,0,1,1,1,1,1,1,0,0,1,1,1,1
133,0.0787592785308038,0.0401323035841762,AZ,2024-05-18,1,1,1,1,1,1,1,0,1,1,1,0,1,1
134,0.0821720021297778,0.04136046042087005,AZ,2024-05-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
135,0.879382727576572,0.67595649513582,AZ,2024-05-20,1,1,0,1,1,1,1,1,1,1,1,1,1,1
136,0.268079244106154,0.04380538085345895,AZ,2024-05-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
137,0.594149201471226,0.356094186334725,AZ,2024-05-22,1,1,1,1,1,1,1,0,1,0,1,1,1,1
138,NA,NA,AZ,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,0.0966650465570163,0.04742586332295065,AZ,2024-05-24,1,1,1,1,1,1,1,0,0,1,1,1,1,1
140,NA,NA,AZ,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,1.42932135136764,0.4224970026408475,AZ,2024-05-26,0,0,1,1,1,1,1,0,1,0,1,1,1,1
142,1.72199939245765,0.410290661829014,AZ,2024-05-27,1,1,1,1,0,1,1,1,1,0,1,0,1,1
143,1.62967560663024,0.3479580652104105,AZ,2024-05-28,1,1,0,1,1,1,1,0,0,0,0,1,1,1
144,1.50786883961603,0.53372201276688,AZ,2024-05-29,0,1,1,1,1,1,0,0,0,1,1,1,1,0
145,0.882553182239392,0.669461598306785,AZ,2024-05-30,1,0,1,1,1,1,1,0,0,1,1,1,1,1
146,NA,NA,AZ,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,0.641845413870804,0.3602748133382755,AZ,2024-06-01,1,0,1,1,1,1,1,1,0,0,1,1,1,1
148,2.52105011915666,0.627495336408315,AZ,2024-06-02,0,1,0,1,1,1,1,0,1,0,1,1,1,1
149,3.40442090586148,0.558195315303725,AZ,2024-06-03,0,0,0,1,1,1,1,0,0,0,1,1,1,1
150,1.92786202838803,0.4319368802754665,AZ,2024-06-04,0,1,0,1,0,1,1,1,0,1,1,0,1,1
151,2.10995019186341,0.449866424861137,AZ,2024-06-05,0,0,1,1,1,1,1,0,0,1,1,1,1,1
152,0.859033125110411,0.290571180168048,AZ,2024-06-06,1,1,1,1,1,1,1,1,0,0,1,1,0,1
153,1.5741627881305,0.613562945434625,AZ,2024-06-07,0,1,0,1,1,1,1,0,1,0,1,1,1,1
154,0.90575766185536,0.268790425740588,AZ,2024-06-08,1,1,1,0,1,1,1,1,1,1,0,1,1,0
155,2.80916512462917,0.64997571509006,AZ,2024-06-09,0,0,1,1,1,1,0,0,0,0,1,1,1,0
156,3.41518078581092,0.3627309221161455,AZ,2024-06-10,0,1,0,1,1,0,1,0,1,0,0,0,0,1
157,5.35845970967535,0.4333731267440735,AZ,2024-06-11,0,0,1,1,1,0,1,0,0,1,1,0,0,1
158,4.40181027429609,0.3918154094958345,AZ,2024-06-12,0,1,1,1,1,0,0,0,0,0,0,0,0,0
159,2.01894786043558,0.3945168198183495,AZ,2024-06-13,1,1,1,1,1,0,1,0,1,0,1,0,0,1
160,2.69972176005628,0.4914148005558275,AZ,2024-06-14,0,1,0,1,1,1,1,0,1,0,1,0,1,1
161,0.15752622216564,0.072840683767809,AZ,2024-06-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
162,1.65373912096329,0.3698783636572655,AZ,2024-06-16,1,1,1,1,1,0,1,0,0,0,0,1,0,1
163,10.5997721442381,0.4778762949551765,AZ,2024-06-17,0,1,0,1,1,0,0,0,0,0,0,0,0,0
164,9.26626641805727,0.4731505369544,AZ,2024-06-18,0,1,0,1,1,0,0,0,0,0,1,0,0,0
165,2.08605585442966,0.3726545824246505,AZ,2024-06-19,1,1,0,1,1,1,1,0,0,0,1,0,1,1
166,1.87584520443918,0.426048190995666,AZ,2024-06-20,1,0,1,1,1,1,1,0,0,1,1,1,1,1
167,1.18453776278756,0.3689298028513755,AZ,2024-06-21,1,1,0,1,1,1,1,0,0,0,1,1,1,1
168,0.42851335891835,0.3297015681451905,AZ,2024-06-22,1,1,1,1,1,1,1,1,1,0,1,1,0,1
169,7.87223475202643,0.437329137560961,CA,2024-05-12,0,0,0,1,1,1,1,0,0,0,1,1,1,1
170,3.39811517232943,0.4199687504848205,CA,2024-05-13,0,1,0,0,1,0,1,0,0,0,0,1,0,1
171,8.21901518620443,0.3890773196352305,CA,2024-05-14,0,0,0,1,0,0,1,0,0,0,0,0,0,1
172,5.76446794952995,0.3660098059092875,CA,2024-05-15,0,0,0,1,1,1,1,0,0,0,0,1,1,1
173,2.06100048596673,0.289155646320509,CA,2024-05-16,1,1,0,1,1,1,1,0,0,1,1,1,1,1
174,1.36448539243418,0.271632843181829,CA,2024-05-17,1,1,1,1,1,0,1,0,1,0,0,1,0,0
175,2.17097494728104,0.167568792876789,CA,2024-05-18,0,0,1,1,1,1,1,0,0,1,1,1,1,1
176,6.36097071967882,0.4193244412359355,CA,2024-05-19,0,1,0,1,1,0,1,0,1,0,0,1,0,1
177,4.57330963130634,0.267017252164718,CA,2024-05-20,1,0,0,1,1,1,1,0,0,0,1,1,1,1
178,2.32570986263049,0.29084726501271,CA,2024-05-21,1,1,1,0,1,1,1,0,0,0,0,1,1,1
179,2.47168508978411,0.3022840703890105,CA,2024-05-22,1,1,1,1,1,0,1,0,0,0,1,0,0,1
180,6.21008365884193,0.3382769898248185,CA,2024-05-23,0,0,0,1,1,1,1,0,0,0,1,0,0,1
181,3.95542868318111,0.3694260867762815,CA,2024-05-24,0,1,1,0,1,0,1,0,0,0,0,0,0,1
182,3.59467765728353,0.3504723806602305,CA,2024-05-25,0,0,1,1,1,1,0,0,1,0,0,0,1,0
183,9.50931813827399,0.422601866308911,CA,2024-05-26,0,1,1,1,0,0,0,0,0,0,0,0,0,0
184,3.75493289011104,0.3553267333380715,CA,2024-05-27,0,1,1,1,1,0,1,0,0,0,0,1,0,1
185,6.81657026221322,0.365599117654938,CA,2024-05-28,0,0,0,1,1,1,1,0,0,0,0,0,1,1
186,5.32025925708117,0.3685215401673285,CA,2024-05-29,0,1,0,1,1,0,1,0,0,0,1,1,0,1
187,15.625255372395,0.4534274470148785,CA,2024-05-30,0,0,0,1,1,0,0,0,0,0,1,1,0,0
188,8.85176231021303,0.363762073142149,CA,2024-05-31,0,0,0,1,1,0,0,0,0,0,0,0,0,0
189,8.16137709583221,0.456446804324057,CA,2024-06-01,0,0,0,1,1,0,1,0,1,0,1,0,0,1
190,13.5304489689788,0.4462672172368885,CA,2024-06-02,0,0,0,1,1,0,0,0,0,0,1,0,0,0
191,9.90668918147818,0.4034727893225415,CA,2024-06-03,0,1,0,1,1,0,1,0,0,0,0,0,0,1
192,15.7698548010927,0.4244002003511195,CA,2024-06-04,0,1,0,1,1,0,0,0,0,0,0,0,0,0
193,13.338685126567,0.3842877232682355,CA,2024-06-05,0,0,0,1,1,0,1,0,0,0,0,0,0,0
194,11.5823895898657,0.3704982016276565,CA,2024-06-06,0,1,0,1,0,0,1,0,0,0,0,0,0,0
195,14.9506744964766,0.3845636107660575,CA,2024-06-07,0,0,0,0,0,0,1,0,0,0,0,0,0,0
196,6.06985066355575,0.4133215907522895,CA,2024-06-08,0,0,0,1,1,0,0,0,0,0,0,0,0,0
197,7.87720042468371,0.40002835337093,CA,2024-06-09,0,0,0,1,1,0,0,0,0,0,0,1,0,0
198,8.00339200927596,0.374212076610664,CA,2024-06-10,0,1,0,0,1,0,1,0,0,0,0,0,0,1
199,14.095761940636,0.404703232021629,CA,2024-06-11,0,0,0,1,0,0,0,0,0,0,0,0,0,0
200,7.82676745649831,0.385111798752278,CA,2024-06-12,1,0,0,1,1,0,0,0,0,0,0,1,0,0
201,7.26610683779795,0.36933339629764,CA,2024-06-13,1,0,0,1,1,0,1,0,0,0,0,0,0,1
202,7.66067984223602,0.425516936566298,CA,2024-06-14,1,0,0,1,1,0,0,0,0,0,0,1,0,0
203,4.33980589605824,0.4154712040887965,CA,2024-06-15,0,1,0,1,0,0,0,0,0,0,0,0,0,0
204,4.43544030187685,0.355343579725014,CA,2024-06-16,1,0,0,1,1,1,0,0,0,0,1,0,0,0
205,6.0598719099899,0.393703147793327,CA,2024-06-17,1,0,0,1,1,0,0,0,0,0,1,0,0,0
206,10.3014956714191,0.379445285656118,CA,2024-06-18,0,0,0,1,1,0,1,0,0,0,0,1,0,1
207,13.2699826420528,0.3984508272838715,CA,2024-06-19,1,0,0,0,0,0,0,0,0,0,1,1,0,0
208,7.12588617953309,0.384883583091949,CA,2024-06-20,0,1,0,0,1,0,0,0,0,0,0,0,0,0
209,4.31981475424786,0.3556003833133155,CA,2024-06-21,1,1,0,1,1,0,0,0,0,0,1,1,0,1
210,5.3862408485042,0.3905455605424785,CA,2024-06-22,0,0,0,1,1,0,1,0,0,0,0,1,0,1
211,NA,NA,CO,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,0.111295142419484,0.0775195791327535,CO,2024-05-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
213,NA,NA,CO,2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,0.10577942668544,0.0825510513328555,CO,2024-05-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
215,NA,NA,CO,2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,NA,NA,CO,2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,NA,NA,CO,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,0.989700535384249,0.688966291237655,CO,2024-05-20,1,1,1,1,1,0,1,0,1,1,1,1,0,1
220,NA,NA,CO,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,0.668414306354705,0.360721935889582,CO,2024-05-22,1,1,0,1,1,1,1,0,1,0,1,1,1,1
222,NA,NA,CO,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,0.133706510001386,0.1046548156131495,CO,2024-05-24,1,1,1,1,1,1,1,0,1,1,1,1,0,1
224,NA,NA,CO,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,NA,NA,CO,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,NA,NA,CO,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,0.136553109769206,0.1160974647671535,CO,2024-05-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1
229,NA,NA,CO,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,NA,NA,CO,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,NA,NA,CO,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,NA,NA,CO,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
