...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,X23H_50_CI,X23I_50_CI,X24A_50_CI,other_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,X23H_95_CI,X23I_95_CI,X24A_95_CI,other_95_CI
48,NA,NA,AL,2023-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.177538022877399,0.1462783965002055,AL,2023-11-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
52,NA,NA,AL,2023-11-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2023-11-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2023-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,0.177927666996497,0.143609855575796,AL,2023-12-01,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
56,NA,NA,AL,2023-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,0.700459850015806,0.463947965476574,AL,2023-12-03,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
58,NA,NA,AL,2023-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2023-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2023-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,0.707284788100666,0.4730900779607965,AL,2023-12-07,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
62,NA,NA,AL,2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.162552294723119,0.139445414627332,AL,2023-12-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
66,NA,NA,AL,2023-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2023-12-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2023-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,0.793227977884067,0.386377163567389,AL,2023-12-15,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
70,NA,NA,AL,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,0.929312442448336,0.62452868447945,AL,2023-12-18,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
73,NA,NA,AL,2023-12-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2023-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2023-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2023-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2023-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2023-12-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,0.162861059968828,0.1419864792291195,AL,2023-12-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
83,NA,NA,AL,2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2023-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,0.564621483662568,0.411198673360427,AR,2023-11-20,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
87,0.764429064307984,0.3941913714578345,AR,2023-11-21,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
88,NA,NA,AR,2023-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,NA,NA,AR,2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2023-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2023-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,0.297838424887478,0.194980498425538,AR,2023-11-27,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
94,1.25080520382845,0.50988665789935,AR,2023-11-28,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0
95,0.76223525829149,0.2012836451111535,AR,2023-11-29,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
96,NA,NA,AR,2023-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,0.777844795981757,0.553025695588015,AR,2023-12-01,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1
98,NA,NA,AR,2023-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2023-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,0.488064277063104,0.366293752079886,AR,2023-12-05,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
102,NA,NA,AR,2023-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,1.66847409224549,0.60322308613899,AR,2023-12-07,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0
104,NA,NA,AR,2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,0.459725261634831,0.345405328904753,AR,2023-12-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
107,NA,NA,AR,2023-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,1.12556889342312,0.55693641244492,AR,2023-12-12,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1
109,0.833436710941302,0.596800801516505,AR,2023-12-13,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1
110,2.02206602384648,0.3883942409410035,AR,2023-12-14,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0
111,0.708749729655175,0.50885362194025,AR,2023-12-15,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1
112,NA,NA,AR,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,1.49394016161324,0.445182259142929,AR,2023-12-18,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1
115,0.709856483640551,0.300598700339395,AR,2023-12-19,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1
116,NA,NA,AR,2023-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,1.39179764921629,0.3429727445502225,AR,2023-12-21,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
118,0.872752145956931,0.2854635019722265,AR,2023-12-22,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
119,NA,NA,AR,2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2023-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,1.10101437542862,0.54259396311731,AR,2023-12-27,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1
124,1.19572254039693,0.3133814917199165,AR,2023-12-28,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
125,NA,NA,AR,2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.78804540233126,0.3897750249283195,AZ,2023-11-19,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0
128,4.97443103869717,0.3237446267250805,AZ,2023-11-20,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0
129,1.67929424177294,0.378467571460585,AZ,2023-11-21,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0
130,1.62236117822329,0.385437332331629,AZ,2023-11-22,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1
131,1.07154384754203,0.4525077911051835,AZ,2023-11-23,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1
132,2.06748204560306,0.3187831629781675,AZ,2023-11-24,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
133,1.80921858246783,0.382396645717917,AZ,2023-11-25,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0
134,4.30477053744726,0.471175728757304,AZ,2023-11-26,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0
135,2.24526176079107,0.325864141838535,AZ,2023-11-27,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0
136,5.54902669939317,0.3590299380383495,AZ,2023-11-28,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
137,2.48779736224535,0.3359321111073215,AZ,2023-11-29,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0
138,0.761973090241825,0.3453395343345955,AZ,2023-11-30,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1
139,1.0618958229334,0.3277421782710625,AZ,2023-12-01,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1
140,1.65615592731919,0.3436383465807125,AZ,2023-12-02,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0
141,2.7707894591033,0.3332633611174535,AZ,2023-12-03,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0
142,3.78486913918524,0.3798353166512095,AZ,2023-12-04,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0
143,4.68654119904748,0.306256744150713,AZ,2023-12-05,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1
144,2.61802933480809,0.4054655851108065,AZ,2023-12-06,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
145,1.88849785498508,0.3052249308062055,AZ,2023-12-07,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0
146,0.617872971176484,0.27036895886108,AZ,2023-12-08,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
147,0.988787394474415,0.1493086816832905,AZ,2023-12-09,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
148,1.03836245280729,0.4474161025241455,AZ,2023-12-10,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1
149,1.78059267487529,0.398276619899582,AZ,2023-12-11,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1
150,3.33083198665872,0.4670467598556365,AZ,2023-12-12,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0
151,2.24957835875443,0.407966157713453,AZ,2023-12-13,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0
152,1.70525046495896,0.345440970332618,AZ,2023-12-14,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1
153,0.975659005125366,0.357332029752682,AZ,2023-12-15,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
154,3.63280097227576,0.447753440598924,AZ,2023-12-16,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0
155,1.78243685596366,0.243025244162892,AZ,2023-12-17,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0
156,6.59234066049811,0.4214642474498285,AZ,2023-12-18,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
157,8.71103109873882,0.468920704035969,AZ,2023-12-19,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0
158,2.32091668759319,0.4025447016951645,AZ,2023-12-20,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1
159,1.50799743498124,0.383568243920122,AZ,2023-12-21,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1
160,1.41337831100534,0.4186693482959125,AZ,2023-12-22,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1
161,0.766392491426709,0.300814330941281,AZ,2023-12-23,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0
162,4.89975912574661,0.430701081826907,AZ,2023-12-24,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0
163,4.63996414182817,0.4901111568191135,AZ,2023-12-25,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1
164,14.7972408023835,0.4467314566666105,AZ,2023-12-26,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
165,6.19348472033641,0.440873789262026,AZ,2023-12-27,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1
166,2.02914913527725,0.3679733362166475,AZ,2023-12-28,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1
167,1.23229299736716,0.4185440169310115,AZ,2023-12-29,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1
168,1.33676422102398,0.458566610889354,AZ,2023-12-30,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1
169,0.644737255456079,0.3531759445605025,CA,2023-11-19,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
170,2.38556419656472,0.2939804937112575,CA,2023-11-20,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0
171,1.79903576524757,0.3467861449871245,CA,2023-11-21,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0
172,1.90734744024178,0.308816120336575,CA,2023-11-22,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0
173,0.91375350622687,0.422460297722223,CA,2023-11-23,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0
174,1.47970582196259,0.3434138135619615,CA,2023-11-24,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1
175,2.04354688362103,0.321536955295959,CA,2023-11-25,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1
176,1.2270888571772,0.2598139005268055,CA,2023-11-26,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1
177,3.14677104124928,0.376239207622198,CA,2023-11-27,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1
178,2.76676695681355,0.353520794998551,CA,2023-11-28,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0
179,2.88562323081531,0.330386381794888,CA,2023-11-29,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1
180,4.6892670847717,0.308524718008205,CA,2023-11-30,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
181,2.21033866709078,0.327135524015736,CA,2023-12-01,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0
182,1.46718922313487,0.4071290312110465,CA,2023-12-02,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0
183,1.24611435394963,0.2798913573213005,CA,2023-12-03,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0
184,3.509944712441,0.37374363640495,CA,2023-12-04,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0
185,3.76009917568014,0.3495177713009485,CA,2023-12-05,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0
