...1,es_score,brier_score,location,target_date,X24A_50_CI,X24B_50_CI,X24C_50_CI,recombinant_50_CI,X24D_50_CI,X24G_50_CI,X24E_50_CI,other_50_CI,X24A_95_CI,X24B_95_CI,X24C_95_CI,recombinant_95_CI,X24D_95_CI,X24G_95_CI,X24E_95_CI,other_95_CI
25,NA,NA,AK,2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,0.150980251844742,0.0608793065673885,AK,2024-06-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27,NA,NA,AK,2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,AK,2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,AK,2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,AK,2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,AK,2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,0.906196358103443,0.72486573128425,AK,2024-06-20,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1
34,NA,NA,AK,2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,AL,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2024-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,AR,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,AR,2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,NA,NA,AR,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,AR,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,NA,NA,AR,2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,NA,NA,AR,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.128080457324229,0.0231789984447445,AR,2024-06-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
108,NA,NA,AR,2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,0.100713049030426,0.069871045787196,AZ,2024-05-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
128,0.83663949443191,0.594485936787305,AZ,2024-05-20,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
129,0.330483969711228,0.0755085772460785,AZ,2024-05-21,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
130,0.540652626333573,0.3295210738209175,AZ,2024-05-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131,NA,NA,AZ,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,0.130429706472341,0.0842611206804635,AZ,2024-05-24,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
133,NA,NA,AZ,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,1.18009552283848,0.382992359569347,AZ,2024-05-26,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
135,1.69864210310864,0.404991984256278,AZ,2024-05-27,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1
136,1.47642929873736,0.3190549129409875,AZ,2024-05-28,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
137,1.30657153683258,0.483400579217816,AZ,2024-05-29,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1
138,0.79684047006663,0.57042669902644,AZ,2024-05-30,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
139,NA,NA,AZ,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,0.560618153160107,0.3350774251894575,AZ,2024-06-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
141,2.26936331970078,0.511684142626635,AZ,2024-06-02,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
142,2.80399822330865,0.4697157336933545,AZ,2024-06-03,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1
143,1.4693184626386,0.3875624017899515,AZ,2024-06-04,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
144,1.68734221629561,0.3944366823639715,AZ,2024-06-05,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
145,0.77269841687553,0.281132916591627,AZ,2024-06-06,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
146,1.37342130006682,0.483451998822447,AZ,2024-06-07,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
147,1.15133720019524,0.2838819960631275,AZ,2024-06-08,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
148,2.28769012003455,0.53768882631888,AZ,2024-06-09,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1
149,2.49431860957869,0.334678254655268,AZ,2024-06-10,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1
150,3.72201650753901,0.3930803041015525,AZ,2024-06-11,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1
151,2.44271653954385,0.3605446411370145,AZ,2024-06-12,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1
152,1.88132412669515,0.3693140260844215,AZ,2024-06-13,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1
153,2.30183585830111,0.387911825473469,AZ,2024-06-14,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1
154,0.264856235118357,0.161251629360053,AZ,2024-06-15,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
155,1.06618024167603,0.3422751227620905,AZ,2024-06-16,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1
156,7.18682687046119,0.40080836153674,AZ,2024-06-17,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1
157,5.69869364178538,0.4062696571713755,AZ,2024-06-18,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1
158,1.11341887291304,0.3290154887027795,AZ,2024-06-19,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
159,1.3330877147139,0.367602336799647,AZ,2024-06-20,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1
160,0.845734684256448,0.322946913383199,AZ,2024-06-21,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
161,0.401818149230728,0.298107132330457,AZ,2024-06-22,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
162,1.8436823268631,0.3873241687854275,AZ,2024-06-23,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1
163,1.03965374552671,0.3744158753945415,AZ,2024-06-24,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1
164,3.74130282941395,0.374661512073197,AZ,2024-06-25,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1
165,2.3962765245844,0.412812855077542,AZ,2024-06-26,1,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1
166,NA,NA,AZ,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,0.421806352538698,0.2978300230512545,AZ,2024-06-28,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
168,0.954624919176177,0.2330894855517675,AZ,2024-06-29,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
169,6.16815388111096,0.4211168347558135,CA,2024-05-19,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1
170,4.79686973354519,0.2690713446467185,CA,2024-05-20,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1
171,2.16240029227227,0.2894679371134685,CA,2024-05-21,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
172,2.3634079864164,0.3022527769335395,CA,2024-05-22,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0
173,6.20240602659315,0.3402496820975175,CA,2024-05-23,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1
174,3.48336172526531,0.3692275304474105,CA,2024-05-24,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0
175,3.60924230097683,0.352515333922325,CA,2024-05-25,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1
176,9.07953669112791,0.424104025914847,CA,2024-05-26,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1
177,3.35221339728482,0.3557478954017295,CA,2024-05-27,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1
178,6.16413260659964,0.365731739773703,CA,2024-05-28,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
179,4.92107117482082,0.3688091852766475,CA,2024-05-29,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1
180,14.8141018907079,0.453451541175806,CA,2024-05-30,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
181,8.00384479385276,0.3639358137755035,CA,2024-05-31,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
182,7.82927835328328,0.4563436693776335,CA,2024-06-01,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1
183,12.7311726839345,0.446477952298124,CA,2024-06-02,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
184,8.57630356996979,0.4029605801655325,CA,2024-06-03,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0
185,14.3280242660304,0.4242818606362025,CA,2024-06-04,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
186,11.4851227857703,0.3841557900167785,CA,2024-06-05,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0
187,8.9579296128353,0.369878126180627,CA,2024-06-06,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1
188,14.2383148554171,0.383422747730114,CA,2024-06-07,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1
189,5.42217274959709,0.413876858441359,CA,2024-06-08,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1
190,6.52565527422552,0.4002799499202935,CA,2024-06-09,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
191,6.55657510294796,0.375402645911498,CA,2024-06-10,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1
192,12.3084969181145,0.406272423657905,CA,2024-06-11,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
193,6.55548504056474,0.3865107652501155,CA,2024-06-12,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1
194,6.38046236170885,0.372295004212388,CA,2024-06-13,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1
195,6.85184308811717,0.428861899230593,CA,2024-06-14,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0
196,3.46076451142565,0.41884445704097,CA,2024-06-15,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
197,3.99566585702996,0.361345517947919,CA,2024-06-16,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0
198,5.23255471930052,0.399664912325894,CA,2024-06-17,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
199,7.91909971983286,0.383954452108243,CA,2024-06-18,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1
200,11.4297222340283,0.403317290793164,CA,2024-06-19,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
201,5.29374598255908,0.3872237880322015,CA,2024-06-20,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0
202,3.52959536081457,0.3591327087136575,CA,2024-06-21,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0
203,4.50047646555762,0.4031045238786675,CA,2024-06-22,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1
204,5.54525671087318,0.4082479051871075,CA,2024-06-23,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
205,11.232649487563,0.4544296914728025,CA,2024-06-24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
206,11.9848217240589,0.419584803296477,CA,2024-06-25,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
207,23.884163110682,0.400446622258603,CA,2024-06-26,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
208,16.122981913876,0.397601413560879,CA,2024-06-27,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
209,20.7146551205179,0.419724636417925,CA,2024-06-28,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
210,13.5648144677052,0.4166136342563685,CA,2024-06-29,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
211,NA,NA,CO,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,0.940570148101919,0.692037683720675,CO,2024-05-20,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1
213,NA,NA,CO,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
