...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,recombinant_50_CI,X23E_50_CI,X23F_50_CI,X23G_50_CI,other_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,recombinant_95_CI,X23E_95_CI,X23F_95_CI,X23G_95_CI,other_95_CI
85,NA,NA,AR,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,0.249700242255683,0.02887313514657575,AR,2023-05-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
88,NA,NA,AR,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,NA,NA,AR,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,0.0453397008754864,0.0341987648085851,AR,2023-05-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
91,NA,NA,AR,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,0.962184903389621,0.68262101144287,AR,2023-05-29,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
94,0.939214695161129,0.673449485551325,AR,2023-05-30,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
95,0.0606068433762103,0.0459781665811095,AR,2023-05-31,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
96,NA,NA,AR,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2023-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,0.0971357533966066,0.071144172231342,AR,2023-06-07,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
103,0.109118752600059,0.075821907607907,AR,2023-06-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
104,0.111430666504284,0.0808183219687935,AR,2023-06-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
105,NA,NA,AR,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.396687578859433,0.0978711138817215,AR,2023-06-12,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
108,0.689579018163345,0.51457786914132,AR,2023-06-13,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
109,0.674480916595063,0.501327953378955,AR,2023-06-14,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
110,NA,NA,AR,2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,0.622560568804192,0.474395089484179,AR,2023-06-16,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
112,NA,NA,AR,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.223103375745673,0.151043560334032,AR,2023-06-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
115,NA,NA,AR,2023-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2023-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,0.26772772504461,0.1796197044925185,AR,2023-06-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
118,0.289925829227818,0.1898252925042125,AR,2023-06-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
119,NA,NA,AR,2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,2.38455173652028,0.2220986581166195,AR,2023-06-26,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
122,0.404369110142153,0.3287514631745375,AR,2023-06-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
123,NA,NA,AR,2023-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2023-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2023-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.07489755907377,0.195233968608053,AZ,2023-05-21,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1
128,1.44235199470595,0.203271040867523,AZ,2023-05-22,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1
129,0.778890805757788,0.1612157999569845,AZ,2023-05-23,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
130,2.0802661011937,0.2903197852976245,AZ,2023-05-24,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0
131,0.231291233304169,0.02785910053250665,AZ,2023-05-25,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
132,1.28057148744734,0.302232577595139,AZ,2023-05-26,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1
133,0.263933017669732,0.02976694485250255,AZ,2023-05-27,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
134,3.22459312358063,0.3144926293406425,AZ,2023-05-28,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0
135,1.64421874362099,0.3013162087388125,AZ,2023-05-29,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1
136,2.67832886859759,0.3909202104075305,AZ,2023-05-30,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1
137,1.23142243546013,0.203356363073516,AZ,2023-05-31,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0
138,2.66328971017823,0.52297071149237,AZ,2023-06-01,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1
139,0.845218501303968,0.2863135015782335,AZ,2023-06-02,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1
140,0.860379338841253,0.2200022628511365,AZ,2023-06-03,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0
141,0.715409349098176,0.1805744511396825,AZ,2023-06-04,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
142,0.664428398328764,0.2302002506326675,AZ,2023-06-05,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
143,1.79693148820773,0.436135662345982,AZ,2023-06-06,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1
144,1.14375398872446,0.281382231727455,AZ,2023-06-07,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1
145,2.28815348185019,0.398489585001855,AZ,2023-06-08,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1
146,1.90699162918451,0.434152865368117,AZ,2023-06-09,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1
147,1.27701079824733,0.484710213981016,AZ,2023-06-10,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0
148,0.617787713127691,0.2065699572149055,AZ,2023-06-11,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
149,2.63527914082276,0.393962212559146,AZ,2023-06-12,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1
150,3.86539144811544,0.52109597332319,AZ,2023-06-13,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1
151,2.97318869253282,0.3163788984587655,AZ,2023-06-14,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1
152,1.63251710139806,0.744336373007665,AZ,2023-06-15,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0
153,0.609622964035873,0.228950901226549,AZ,2023-06-16,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0
154,0.763765211441305,0.378334470828219,AZ,2023-06-17,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
155,9.6829659438365,0.573041460718365,AZ,2023-06-18,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1
156,8.43588692216673,0.4646746726393275,AZ,2023-06-19,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0
157,5.98519511493629,0.574722778622885,AZ,2023-06-20,1,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1
158,3.01027281624689,0.3917342120187295,AZ,2023-06-21,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1
159,3.35358337860046,0.452094982266749,AZ,2023-06-22,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1
160,0.10562205299807,0.0763819778460345,AZ,2023-06-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
161,1.94133697593289,0.523924233958635,AZ,2023-06-24,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1
162,2.68483040001282,0.4631460219837935,AZ,2023-06-25,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1
163,4.79029344494257,0.397810276119883,AZ,2023-06-26,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0
164,1.92671808089315,0.3196195467419475,AZ,2023-06-27,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0
165,1.2506402223995,0.328767225480296,AZ,2023-06-28,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1
166,4.13598543790385,0.4234470615277885,AZ,2023-06-29,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0
167,1.53294802826456,0.422172780096896,AZ,2023-06-30,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0
168,0.597534054184568,0.2107843510505255,AZ,2023-07-01,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
169,1.29806707159161,0.495834954191957,CA,2023-05-21,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
170,2.29468800818078,0.2980334029644595,CA,2023-05-22,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
171,1.82153791683227,0.2876286292234915,CA,2023-05-23,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
172,1.38634818838611,0.270590447889846,CA,2023-05-24,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0
173,1.26743975701126,0.263424781997476,CA,2023-05-25,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1
174,2.34787070679234,0.335637708280794,CA,2023-05-26,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0
175,1.43102443790618,0.326587393474962,CA,2023-05-27,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1
176,2.48995949351077,0.4837798592080805,CA,2023-05-28,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1
177,2.62644822045728,0.55849241300284,CA,2023-05-29,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1
178,1.17388922699827,0.278620442668376,CA,2023-05-30,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0
179,2.6383386124844,0.329561546410296,CA,2023-05-31,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1
180,2.20519517356639,0.319781110397866,CA,2023-06-01,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
181,2.16347573885682,0.3932412345093895,CA,2023-06-02,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1
182,1.31852212720535,0.2927928314327865,CA,2023-06-03,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1
183,3.65036112340935,0.5091640618314,CA,2023-06-04,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1
184,1.16217168331968,0.2836870135867145,CA,2023-06-05,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0
185,2.94647254445541,0.4369528536359585,CA,2023-06-06,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1
186,4.47507102113631,0.465945387632565,CA,2023-06-07,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0
187,1.90912584552339,0.388899242049082,CA,2023-06-08,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1
188,5.79936846878302,0.54914803525583,CA,2023-06-09,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1
189,1.46725086712757,0.676509451515115,CA,2023-06-10,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,1,1,1
190,1.12365931415379,0.372466668888965,CA,2023-06-11,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1
191,1.79985558577785,0.374782539519265,CA,2023-06-12,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0
192,1.78407270456264,0.3273634584263155,CA,2023-06-13,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1
193,2.64036061645376,0.3899589173643755,CA,2023-06-14,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0
194,1.41427959204802,0.354897071505852,CA,2023-06-15,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
195,1.70216821035663,0.394073497225111,CA,2023-06-16,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0
196,1.97634727168913,0.59015036902459,CA,2023-06-17,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1
197,0.737448987580736,0.506198388844545,CA,2023-06-18,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1
198,1.25283000419945,0.3094974403714505,CA,2023-06-19,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0
199,3.30319592357492,0.410940097140372,CA,2023-06-20,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1
