...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,recombinant_50_CI,X23H_50_CI,X23G_50_CI,other_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,recombinant_95_CI,X23H_95_CI,X23G_95_CI,other_95_CI
33,NA,NA,AK,2023-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,AK,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2023-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2023-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2023-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2023-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2023-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2023-10-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2023-10-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2023-10-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2023-10-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2023-10-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2023-10-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2023-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2023-10-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,1.93895652443513,0.3103493752026465,AL,2023-10-17,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
53,1.07479274992548,0.3217786680160905,AL,2023-10-18,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1
54,1.34388204570048,0.3701991154390885,AL,2023-10-19,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
55,2.38817754875011,0.339083560090505,AL,2023-10-20,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1
56,0.47236826015857,0.3188543088083235,AL,2023-10-21,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
57,1.15892475879873,0.3646660250082605,AL,2023-10-22,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1
58,1.47074320222968,0.32984772132143,AL,2023-10-23,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1
59,0.779208168584753,0.55209380371598,AL,2023-10-24,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
60,1.69139647970872,0.3148289019518525,AL,2023-10-25,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1
61,0.8264004682923,0.422449900923692,AL,2023-10-26,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1
62,NA,NA,AL,2023-10-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2023-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.773846884970748,0.548812450330275,AL,2023-10-30,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
66,0.471326324149026,0.308390431541352,AL,2023-10-31,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
67,0.467969886268007,0.3072594082673475,AL,2023-11-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
68,NA,NA,AL,2023-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,0.392621263468202,0.289680618770069,AL,2023-11-03,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
70,NA,NA,AL,2023-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,0.470059146374214,0.3013155209219025,AL,2023-11-06,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
73,NA,NA,AL,2023-11-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2023-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,0.448012278186684,0.297503295380379,AL,2023-11-09,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
76,NA,NA,AL,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0.444045988972812,0.2921272674418675,AL,2023-11-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
80,NA,NA,AL,2023-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2023-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2023-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2023-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,0.275208349146016,0.2017387454007435,AR,2023-10-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
86,1.17991948870278,0.1993605121840415,AR,2023-10-09,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
87,1.16836897123742,0.196969188130809,AR,2023-10-10,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
88,1.21601210167275,0.23673810385159,AR,2023-10-11,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
89,1.58527391755671,0.388723633569373,AR,2023-10-12,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1
90,1.39762723639144,0.2575392526966955,AR,2023-10-13,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
91,NA,NA,AR,2023-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2023-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,2.17458802805396,0.232519484097909,AR,2023-10-16,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1
94,0.814543425701958,0.562503336756285,AR,2023-10-17,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
95,NA,NA,AR,2023-10-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,1.50646652611297,0.1751068304685415,AR,2023-10-19,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
97,0.231221781821535,0.1726680591838485,AR,2023-10-20,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
98,0.236738869344658,0.1702330635921995,AR,2023-10-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
99,NA,NA,AR,2023-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,2.42900884767175,0.396281107926303,AR,2023-10-23,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1
101,0.630680714358442,0.4432046257077605,AR,2023-10-24,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
102,1.18378203182659,0.562483028126355,AR,2023-10-25,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
103,NA,NA,AR,2023-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,0.453907951066544,0.3043665407605615,AR,2023-10-27,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
105,NA,NA,AR,2023-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.842680929874051,0.587184694685615,AR,2023-10-30,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
108,NA,NA,AR,2023-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,0.935651951718838,0.65633300528986,AR,2023-11-01,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0
110,NA,NA,AR,2023-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,0.848708788912496,0.59504110673425,AR,2023-11-03,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
112,NA,NA,AR,2023-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,3.09957616843585,0.55725963942201,AR,2023-11-06,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1
115,0.854257144699967,0.602887752603505,AR,2023-11-07,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
116,0.174048281205865,0.1287887726101145,AR,2023-11-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
117,NA,NA,AR,2023-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2023-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2023-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,0.755675258837057,0.51803434957837,AR,2023-11-15,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
124,NA,NA,AR,2023-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2023-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,2.50630775573102,0.3571819216376715,AZ,2023-10-08,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1
128,3.95081208995896,0.360295444011751,AZ,2023-10-09,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1
129,3.23120575719084,0.368088835321887,AZ,2023-10-10,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0
130,1.29836045760883,0.352304930018555,AZ,2023-10-11,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1
131,0.5046385630652,0.3580213725473805,AZ,2023-10-12,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
132,1.18181314840939,0.570210557378245,AZ,2023-10-13,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1
133,1.24970973188653,0.3890315742511365,AZ,2023-10-14,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
134,1.72446667640351,0.4062944317588825,AZ,2023-10-15,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0
135,4.46260385701915,0.357057444101444,AZ,2023-10-16,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1
136,5.54475638021092,0.364866765238236,AZ,2023-10-17,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1
137,4.60559905923249,0.3537980708131835,AZ,2023-10-18,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0
138,2.13623632480784,0.3823955221836145,AZ,2023-10-19,1,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1
139,1.73759707509501,0.3350504153219305,AZ,2023-10-20,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1
140,2.70717641296633,0.33944533995476,AZ,2023-10-21,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1
141,3.22478175992607,0.34819946732427,AZ,2023-10-22,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1
142,3.86740718442111,0.3806029728883145,AZ,2023-10-23,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
143,3.54452112551014,0.317317686483176,AZ,2023-10-24,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1
144,1.76384494422166,0.3430874700986775,AZ,2023-10-25,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1
145,0.372337470068861,0.2661550332141345,AZ,2023-10-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
146,1.37891879404007,0.3231916981409285,AZ,2023-10-27,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
147,2.11281143018092,0.4729895999591075,AZ,2023-10-28,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1
148,3.89982045515654,0.358901622409814,AZ,2023-10-29,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1
149,5.54226913362502,0.3806799382435615,AZ,2023-10-30,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1
150,2.53367746062105,0.366897978417755,AZ,2023-10-31,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1
151,1.39915171955817,0.331355551408482,AZ,2023-11-01,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1
152,3.66795697417738,0.3794900723529065,AZ,2023-11-02,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1
153,2.09443448959199,0.4140615517555525,AZ,2023-11-03,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1
154,0.748518089381986,0.3744305596042735,AZ,2023-11-04,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
155,3.67074009225495,0.385626626793068,AZ,2023-11-05,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
156,7.76973330418579,0.37147215166152,AZ,2023-11-06,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1
157,3.85604307158418,0.346702377346895,AZ,2023-11-07,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0
158,3.31904191200007,0.3898830008194945,AZ,2023-11-08,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1
159,2.33597389382568,0.3951129376981455,AZ,2023-11-09,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0
160,1.06976304761249,0.359689340955577,AZ,2023-11-10,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1
161,1.42220883003214,0.355673752127733,AZ,2023-11-11,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1
162,6.77483867253252,0.349053036193775,AZ,2023-11-12,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0
163,8.74574240335267,0.351875412546868,AZ,2023-11-13,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
164,3.22681279220611,0.3899172878562145,AZ,2023-11-14,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0
165,4.6421073877886,0.358607322094256,AZ,2023-11-15,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
166,2.04986709891194,0.269073764013413,AZ,2023-11-16,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1
167,0.518804768569669,0.3630166128943845,AZ,2023-11-17,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
168,0.7859607027765,0.3520053666934995,AZ,2023-11-18,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
169,0.842004008657718,0.311482543193425,CA,2023-10-08,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
170,2.29533682328384,0.346460648685546,CA,2023-10-09,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0
171,2.27316856259162,0.3841513716691305,CA,2023-10-10,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
172,3.39700818057602,0.381616819576103,CA,2023-10-11,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0
173,1.85441680405506,0.3362001508207575,CA,2023-10-12,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
174,2.3784351011213,0.3823041099634085,CA,2023-10-13,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1
175,1.69286805769149,0.3781049354457235,CA,2023-10-14,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1
176,1.7090651154229901,0.400142368034921,CA,2023-10-15,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1
177,4.20200210190002,0.359629869361728,CA,2023-10-16,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
178,1.78015659732764,0.3514598297212535,CA,2023-10-17,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0
179,4.46315426628722,0.4072269709772205,CA,2023-10-18,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
180,2.16930852108057,0.385297158899929,CA,2023-10-19,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1
181,1.41924927300606,0.391545899674661,CA,2023-10-20,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0
182,0.595870116269946,0.4166577328183715,CA,2023-10-21,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
183,0.634878834666151,0.3765702248250435,CA,2023-10-22,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
184,1.94219215840608,0.343143493176652,CA,2023-10-23,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0
185,1.49076730160948,0.327454304534017,CA,2023-10-24,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0
186,1.98841774010947,0.423015583149702,CA,2023-10-25,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0
