...1,es_score,brier_score,location,target_date,X24A_50_CI,X24B_50_CI,X24C_50_CI,X24E_50_CI,X24G_50_CI,other_50_CI,X24A_95_CI,X24B_95_CI,X24C_95_CI,X24E_95_CI,X24G_95_CI,other_95_CI
38,NA,NA,AK,2024-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2024-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,0.730500305960317,0.481422564624045,AK,2024-08-02,1,1,1,0,1,1,0,1,1,0,1,1
42,NA,NA,AK,2024-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,0.514652835529611,0.2638251380963705,AL,2024-06-30,1,1,1,1,1,1,1,0,1,1,0,1
51,NA,NA,AL,2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,AL,2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2024-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,0.50571902220202,0.253639497904017,AL,2024-07-09,1,1,1,1,1,1,1,1,1,1,1,1
60,NA,NA,AL,2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2024-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,0.770445489251747,0.567611814019645,AL,2024-07-16,1,1,1,0,1,1,1,0,1,0,1,1
67,0.492164902445306,0.246298245091702,AL,2024-07-17,1,1,1,1,1,1,1,0,0,1,1,1
68,NA,NA,AL,2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2024-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2024-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2024-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,0.768697210156847,0.57313765655442,AL,2024-07-24,1,1,1,0,1,1,1,0,1,0,1,1
75,NA,NA,AL,2024-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,0.478456053578277,0.241118740077186,AL,2024-07-26,1,1,1,1,1,1,0,0,1,1,1,1
77,NA,NA,AL,2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2024-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2024-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2024-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,0.463213942640108,0.354318962714208,AL,2024-08-02,1,1,1,1,1,1,1,1,1,1,1,1
84,0.460638532462409,0.2407050535775315,AL,2024-08-03,1,1,1,1,1,1,1,1,1,1,1,1
85,NA,NA,AR,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,AR,2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,AR,2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,NA,NA,AR,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,AR,2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,NA,NA,AR,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,NA,NA,AR,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,0.224850085047833,0.1657780307803635,AR,2024-07-08,1,1,1,1,1,1,1,1,1,1,1,1
101,0.695284068784137,0.462785303607996,AR,2024-07-09,1,0,1,1,1,1,1,0,1,1,1,0
102,0.697874879745933,0.464139656179598,AR,2024-07-10,1,0,1,1,1,1,1,1,1,1,1,1
103,NA,NA,AR,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2024-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2024-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,0.68540520722044,0.490203188076108,AR,2024-07-17,1,1,0,1,1,1,1,0,0,1,1,1
110,NA,NA,AR,2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,0.776108226488782,0.580600427505735,AR,2024-07-19,1,1,1,1,0,1,0,1,1,1,0,1
112,NA,NA,AR,2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,1.37466120229601,0.439028616842477,AR,2024-07-22,1,0,1,1,1,1,0,0,0,1,1,1
115,0.675062455324601,0.4856329290070675,AR,2024-07-23,1,1,0,1,1,1,0,1,0,1,1,1
116,1.7056669398064,0.50757396433258,AR,2024-07-24,0,0,1,1,1,1,0,0,0,1,1,1
117,NA,NA,AR,2024-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,0.688831408273577,0.485954251684479,AR,2024-07-26,1,0,1,1,1,1,0,0,1,1,1,1
119,NA,NA,AR,2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,2.98765666700316,0.4899181781645585,AR,2024-07-29,0,0,1,1,1,1,0,0,1,0,0,1
122,0.684464076375902,0.4912316811877675,AR,2024-07-30,1,0,1,1,1,1,0,0,1,1,1,1
123,NA,NA,AR,2024-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2024-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.81280275928127,0.363419311259163,AZ,2024-06-23,0,1,0,1,1,1,0,0,1,1,1,1
128,0.998971201936662,0.3685240635077355,AZ,2024-06-24,1,1,1,0,1,1,1,0,0,0,0,1
129,3.05468043423493,0.3581188936803525,AZ,2024-06-25,0,1,0,0,1,1,0,0,0,0,0,0
130,2.73637104948002,0.4348624832489245,AZ,2024-06-26,1,0,0,1,1,1,0,0,0,0,0,1
131,NA,NA,AZ,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,0.365017819152669,0.285002665612132,AZ,2024-06-28,1,1,1,1,1,1,1,1,1,1,1,1
133,0.899879506923349,0.251775249160483,AZ,2024-06-29,0,1,1,1,1,1,0,1,0,0,1,1
134,2.5048918511405,0.39612910323979,AZ,2024-06-30,1,1,0,1,0,1,0,0,0,0,0,0
135,6.01698636151345,0.400148770409485,AZ,2024-07-01,1,1,0,0,1,0,0,0,0,0,0,0
136,1.24321028692392,0.324996302335906,AZ,2024-07-02,1,1,1,1,1,1,0,0,0,0,1,1
137,NA,NA,AZ,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,1.00860957922587,0.314142533219755,AZ,2024-07-04,1,1,0,1,1,1,1,1,1,1,1,1
139,0.776111987428909,0.394026475785793,AZ,2024-07-05,1,1,1,0,1,1,1,1,1,1,1,1
140,2.36145365964835,0.476914358747968,AZ,2024-07-06,1,1,1,0,1,1,0,1,0,0,1,1
141,0.723717820337609,0.369585992375508,AZ,2024-07-07,1,1,1,1,1,1,0,0,1,0,0,0
142,5.36419226635054,0.3860950551944385,AZ,2024-07-08,1,1,0,0,1,1,0,0,0,0,1,0
143,3.35413386395939,0.3703531588090535,AZ,2024-07-09,0,0,1,1,1,1,0,0,1,0,0,0
144,2.23070745867943,0.3874521806361525,AZ,2024-07-10,1,1,1,0,1,1,1,0,0,0,1,1
145,1.06414656830495,0.4221181544990215,AZ,2024-07-11,1,1,1,1,1,1,1,1,0,0,1,1
146,0.769124814364168,0.4082375052397785,AZ,2024-07-12,1,1,1,0,1,1,1,1,0,1,0,1
147,NA,NA,AZ,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,1.04713126562943,0.51653264131357,AZ,2024-07-14,1,1,1,1,0,1,1,0,0,1,1,1
149,1.17497261470998,0.3521316708539655,AZ,2024-07-15,1,0,1,1,1,1,0,0,0,0,0,0
150,2.72662843250607,0.4161891350412465,AZ,2024-07-16,0,0,1,0,1,1,1,0,0,0,0,1
151,1.71608038925938,0.3753038259770215,AZ,2024-07-17,1,1,1,1,0,1,0,1,0,1,0,0
152,3.4110050751585,0.3978892480344235,AZ,2024-07-18,1,0,0,1,1,1,0,0,0,1,0,1
153,0.929063706142558,0.4322141554257495,AZ,2024-07-19,1,1,1,0,1,1,1,0,0,0,1,1
154,0.895708314693137,0.3704771572074295,AZ,2024-07-20,1,0,1,1,1,1,0,1,0,1,1,1
155,2.72681719106181,0.374138516013724,AZ,2024-07-21,0,1,0,1,0,1,0,0,0,1,0,1
156,1.56228769375715,0.360991028672007,AZ,2024-07-22,1,1,1,1,1,1,0,0,0,0,0,1
157,2.0342393423151,0.4157814409752115,AZ,2024-07-23,0,1,1,1,0,1,1,1,0,0,0,0
158,3.56932317065041,0.395595006397866,AZ,2024-07-24,1,0,0,1,0,1,0,0,0,0,0,0
159,1.17765746896639,0.3945309629606185,AZ,2024-07-25,1,0,1,1,1,1,0,0,1,1,0,1
160,1.11305911298127,0.4051300044382415,AZ,2024-07-26,1,1,1,1,0,1,1,0,0,0,0,1
161,1.64386325901598,0.354821743016157,AZ,2024-07-27,0,1,0,1,0,1,0,1,0,1,0,0
162,3.03401340737237,0.446891693082013,AZ,2024-07-28,0,1,1,0,1,0,0,0,0,0,0,1
163,1.47098724197703,0.3878940353121995,AZ,2024-07-29,1,1,1,1,1,1,0,0,0,0,0,0
164,1.98603906062618,0.430859579667178,AZ,2024-07-30,0,1,1,1,0,1,0,0,0,0,0,1
165,5.36119186792919,0.433982741874884,AZ,2024-07-31,0,1,0,0,1,1,0,0,0,0,0,1
166,1.24586713656362,0.413682242956201,AZ,2024-08-01,1,1,0,0,1,1,0,0,0,0,1,1
167,0.556553649922729,0.4064951407585475,AZ,2024-08-02,1,0,1,1,1,1,1,1,1,1,1,1
168,2.7593947939379,0.4400179900826325,AZ,2024-08-03,1,1,1,0,1,1,0,0,0,0,1,0
169,3.96133178388186,0.3896396028804455,CA,2024-06-23,0,1,0,0,1,0,0,0,0,0,0,0
170,8.36000313999607,0.421916031491366,CA,2024-06-24,0,0,0,0,0,0,0,0,0,0,0,0
171,7.2912540738032,0.387954290475163,CA,2024-06-25,0,0,0,0,1,1,0,0,0,0,0,0
172,22.2121669693088,0.3863664959653445,CA,2024-06-26,0,0,0,1,1,0,0,0,0,0,0,0
173,12.7334186098556,0.388384747451816,CA,2024-06-27,0,0,0,1,1,1,0,0,0,1,0,0
174,11.7062024479251,0.3975133665600795,CA,2024-06-28,0,1,0,0,1,1,0,0,0,0,0,0
175,7.13770128773583,0.3886357046309555,CA,2024-06-29,0,1,0,1,1,1,0,0,0,0,0,1
176,5.6256197526534,0.3752708372166245,CA,2024-06-30,1,0,1,0,1,0,0,0,0,0,0,0
177,13.5845080185675,0.3755744092077845,CA,2024-07-01,0,0,0,1,0,0,0,0,0,0,0,0
178,8.35469878845281,0.397002097113382,CA,2024-07-02,0,1,0,0,1,1,0,0,0,0,1,0
179,10.343993991342,0.3969066523664355,CA,2024-07-03,0,0,0,0,0,1,0,0,0,0,0,0
180,2.54058649397252,0.388692684722067,CA,2024-07-04,0,1,0,1,1,1,0,0,0,0,0,0
181,4.18578665556944,0.3847974022935125,CA,2024-07-05,1,0,1,1,0,1,1,0,1,0,0,1
182,2.12513219892056,0.3848456167958005,CA,2024-07-06,1,1,1,1,0,1,0,1,0,0,0,0
183,2.65915980186059,0.376901009455851,CA,2024-07-07,1,1,1,1,1,1,0,0,1,0,0,1
184,4.96295968207583,0.391542660906714,CA,2024-07-08,1,0,0,0,1,1,0,1,0,0,0,0
185,7.48665671377863,0.38621693562395,CA,2024-07-09,0,1,0,0,1,1,0,0,0,0,0,1
186,14.1851756233309,0.422530006565873,CA,2024-07-10,0,1,0,0,0,0,0,0,0,0,0,0
187,9.50251257410391,0.4068034452163825,CA,2024-07-11,1,0,0,0,0,1,0,0,0,0,0,0
188,9.32862479133557,0.3993195726173125,CA,2024-07-12,0,1,0,0,0,0,0,0,0,0,0,1
189,5.68425450329605,0.415589707965638,CA,2024-07-13,0,0,0,0,1,1,0,0,1,0,0,0
190,6.25416361364792,0.382574126782875,CA,2024-07-14,0,1,0,0,0,1,0,0,0,0,0,0
191,12.5338778513282,0.411240886151647,CA,2024-07-15,0,1,0,0,1,0,0,0,0,0,0,0
192,10.2907791323689,0.407059150641227,CA,2024-07-16,1,1,0,0,1,0,0,0,0,0,1,0
193,4.14716708454153,0.400600730160096,CA,2024-07-17,1,1,1,0,0,1,0,0,0,0,0,0
194,7.6183073478267,0.3943794520639465,CA,2024-07-18,1,0,1,0,0,1,0,0,0,0,0,0
195,2.90199108437641,0.397424461444267,CA,2024-07-19,1,1,0,0,1,1,0,0,0,0,0,1
196,6.40696761742097,0.4078116989098765,CA,2024-07-20,0,1,1,0,1,1,0,0,0,0,0,0
197,11.8234864720593,0.4201272649614285,CA,2024-07-21,0,0,0,0,0,0,0,0,0,0,0,0
198,20.4093148142731,0.420531248913087,CA,2024-07-22,0,0,0,0,1,0,0,0,0,0,0,0
199,5.49710170370526,0.3944440226342865,CA,2024-07-23,1,1,0,0,0,0,0,0,0,0,0,0
200,16.4435335230952,0.4314196908198185,CA,2024-07-24,1,0,0,0,0,1,0,0,0,0,0,0
201,12.6517446103207,0.4280947022649665,CA,2024-07-25,1,0,0,0,0,0,0,0,0,0,0,0
202,10.8248067519256,0.421588235830076,CA,2024-07-26,0,0,0,0,1,1,0,0,0,0,0,1
203,7.73093294071441,0.417476591981762,CA,2024-07-27,1,1,0,0,1,1,0,0,0,0,0,0
204,14.5844091809363,0.4315749819947885,CA,2024-07-28,0,0,1,0,1,1,0,0,0,0,1,0
205,6.97427429894698,0.410701685104324,CA,2024-07-29,0,1,0,0,0,1,0,0,0,0,0,1
206,17.4707718638461,0.4541011939656525,CA,2024-07-30,0,0,0,0,0,1,0,0,0,0,0,0
207,11.272503669413,0.425658725191028,CA,2024-07-31,0,0,1,0,0,0,0,0,0,0,0,0
208,14.2644421151333,0.437960771741178,CA,2024-08-01,0,0,0,0,1,1,0,0,0,0,0,0
209,7.82570205193436,0.4194227329224765,CA,2024-08-02,1,1,0,0,1,1,0,0,0,1,0,0
210,6.24824894141977,0.415906766618779,CA,2024-08-03,0,0,1,0,0,1,0,0,0,0,0,1
211,NA,NA,CO,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,NA,NA,CO,2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,0.944861848760606,0.487352930413496,CO,2024-06-25,1,1,1,0,1,1,0,1,1,0,1,1
214,0.859460482107232,0.4321764235486965,CO,2024-06-26,1,1,1,1,1,1,0,0,0,1,0,1
215,0.555067269064034,0.392226482340655,CO,2024-06-27,1,1,0,1,1,1,1,0,0,1,1,1
216,0.498924065446092,0.379814752842067,CO,2024-06-28,1,1,1,1,1,1,0,0,1,1,1,1
217,NA,NA,CO,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,0.495169809284381,0.377139359404257,CO,2024-07-01,1,1,1,1,1,1,1,1,1,1,1,1
220,NA,NA,CO,2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,NA,NA,CO,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,NA,NA,CO,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,0.540746461723468,0.3826937901144,CO,2024-07-05,1,1,0,1,1,1,1,1,1,1,1,1
224,NA,NA,CO,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,0.550347359615586,0.3802979369693115,CO,2024-07-08,1,1,0,1,1,1,0,1,0,1,1,1
227,NA,NA,CO,2024-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,0.537490871404222,0.3789929043319045,CO,2024-07-10,1,1,0,1,1,1,1,0,0,1,1,1
229,0.837409858316232,0.4598275517125675,CO,2024-07-11,1,1,1,0,1,1,0,1,1,0,1,1
230,0.751664719026197,0.54829789427946,CO,2024-07-12,1,1,1,0,1,1,1,1,0,0,1,1
231,NA,NA,CO,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,1.12102762461668,0.474214137637914,CO,2024-07-15,1,1,1,0,1,1,1,0,0,0,1,1
234,1.46341100991277,0.50201843026023,CO,2024-07-16,1,1,1,1,0,1,1,0,0,1,0,1
235,0.80918590423201,0.4071517436232975,CO,2024-07-17,1,1,1,1,0,1,0,1,1,1,0,1
236,1.08963867884671,0.38304188215189,CO,2024-07-18,1,1,1,1,1,1,1,0,0,0,1,1
237,0.512146340040095,0.315039772405082,CO,2024-07-19,1,1,1,1,1,1,0,1,1,1,1,0
238,NA,NA,CO,2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,CO,2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,NA,NA,CO,2024-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,1.35594142998176,0.428645167761664,CO,2024-07-23,1,1,0,0,1,1,0,0,0,1,1,1
242,0.791189895005513,0.447643273878487,CO,2024-07-24,1,1,1,0,1,1,1,0,1,0,1,1
243,0.976418203564267,0.4648843917145375,CO,2024-07-25,1,1,1,0,1,1,1,1,1,0,0,1
244,0.74437382586097,0.535140830668635,CO,2024-07-26,1,1,1,0,1,1,0,1,1,0,1,1
245,NA,NA,CO,2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,NA,NA,CO,2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,0.857706435183307,0.437933220625956,CO,2024-07-29,1,1,1,1,0,1,1,0,0,1,0,1
248,NA,NA,CO,2024-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,0.42032795882319,0.3528279574406265,CO,2024-07-31,1,1,1,1,1,1,0,0,1,1,1,1
250,NA,NA,CO,2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,0.745326298682855,0.53514856652923,CO,2024-08-02,1,1,1,0,1,1,1,1,1,0,0,1
252,NA,NA,CO,2024-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,NA,NA,CT,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,0.478828258018637,0.16972222839419,CT,2024-06-24,1,1,1,1,1,1,0,1,0,1,1,1
255,1.22612513604847,0.533886492252585,CT,2024-06-25,0,1,1,0,1,1,1,0,0,0,0,1
256,NA,NA,CT,2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,1.20571427477495,0.171201096188747,CT,2024-06-27,0,1,1,1,1,1,0,1,0,1,1,1
