...1,es_score,brier_score,location,target_date,X24A_50_CI,X24B_50_CI,X24C_50_CI,recombinant_50_CI,X24G_50_CI,X24E_50_CI,other_50_CI,X24A_95_CI,X24B_95_CI,X24C_95_CI,recombinant_95_CI,X24G_95_CI,X24E_95_CI,other_95_CI
28,NA,NA,AK,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,AK,2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,0.885032072308338,0.6515380656088,AK,2024-07-02,1,1,1,1,0,1,1,1,1,1,0,0,1,1
32,NA,NA,AK,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,AK,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,AK,2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2024-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2024-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2024-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,AL,2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,0.644508102607998,0.4753678313961495,AL,2024-06-30,1,0,1,1,1,1,1,0,0,1,1,1,1,1
72,NA,NA,AL,2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2024-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,0.629962011021746,0.4762077990983325,AL,2024-07-09,1,0,1,1,1,1,1,0,0,1,1,1,1,1
81,NA,NA,AL,2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,AR,2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,AR,2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,NA,NA,AR,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,0.142481818289865,0.084574615206067,AR,2024-06-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
94,NA,NA,AR,2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,NA,NA,AR,2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,NA,NA,AR,2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,0.19101740145777,0.0852955004726945,AR,2024-07-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
122,0.709899923535196,0.5157681833788,AR,2024-07-09,1,0,1,1,1,1,1,1,0,0,1,1,1,1
123,0.686310968588928,0.51616929966341,AR,2024-07-10,1,0,1,1,1,1,1,0,0,1,1,1,1,1
124,NA,NA,AR,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,2.30529510846459,0.507735770165935,AZ,2024-06-02,0,1,0,1,1,1,1,1,0,0,1,1,1,1
128,2.89086373101558,0.4634206425346155,AZ,2024-06-03,0,0,0,1,1,1,1,0,0,0,1,1,1,1
129,1.55538269809209,0.3858443453030255,AZ,2024-06-04,0,1,1,1,1,1,0,0,0,0,1,1,1,0
130,1.74292672787659,0.390415642314435,AZ,2024-06-05,0,0,1,1,1,1,1,0,0,1,1,1,1,1
131,0.736393961606188,0.2814896491912815,AZ,2024-06-06,1,1,1,1,1,1,1,0,1,0,1,1,1,1
132,1.40590877067266,0.4695337159027505,AZ,2024-06-07,0,1,0,1,1,1,1,0,0,0,1,1,1,1
133,1.08690808884098,0.2856673825843635,AZ,2024-06-08,1,1,1,0,1,1,1,1,1,0,1,0,1,1
134,2.36890073030692,0.5277565938265,AZ,2024-06-09,0,0,1,1,1,0,1,0,0,0,1,1,0,1
135,2.55835440392102,0.3315674323686845,AZ,2024-06-10,1,0,0,1,0,1,1,0,0,0,0,0,1,1
136,3.94801056749631,0.3901619995778855,AZ,2024-06-11,0,0,1,1,0,1,1,0,0,1,1,0,1,0
137,2.66349357528074,0.3586142281482635,AZ,2024-06-12,0,1,1,1,0,0,1,0,0,0,1,1,0,1
138,1.86247076602404,0.3641512769881915,AZ,2024-06-13,1,0,1,1,0,1,1,0,1,1,1,0,1,1
139,2.38969730887027,0.369684778741028,AZ,2024-06-14,0,1,0,1,1,1,1,1,0,0,1,1,1,1
140,0.244634904513244,0.175013345285259,AZ,2024-06-15,1,1,1,1,1,1,1,0,1,1,1,0,1,1
141,1.05739757015618,0.341868360394455,AZ,2024-06-16,1,1,1,1,1,1,1,0,1,0,1,0,1,0
142,8.15698216098967,0.39025503125683,AZ,2024-06-17,0,1,0,1,0,0,1,0,0,0,1,0,0,1
143,6.56814659331308,0.3975369431123685,AZ,2024-06-18,0,1,0,1,0,0,1,0,0,0,0,0,0,1
144,1.20110001323949,0.3257491797409395,AZ,2024-06-19,1,1,1,1,1,1,1,0,0,0,1,1,1,1
145,1.43689585855406,0.37167606659823,AZ,2024-06-20,1,0,1,1,1,1,1,1,0,1,0,0,1,1
146,0.857903437833081,0.3168796937917605,AZ,2024-06-21,1,1,1,1,1,1,1,0,0,0,1,1,1,1
147,0.398282704213848,0.289200509480806,AZ,2024-06-22,1,1,1,1,1,1,1,1,1,0,1,0,1,1
148,2.10798459375142,0.3730516604125375,AZ,2024-06-23,0,1,0,1,1,1,1,0,0,0,1,0,1,1
149,1.13568565095674,0.370096140264056,AZ,2024-06-24,1,1,1,1,1,0,1,0,0,0,1,1,0,1
150,4.31878283690968,0.3644453431965395,AZ,2024-06-25,0,1,0,1,1,0,1,0,0,0,0,0,1,1
151,2.51028820235188,0.425719628799673,AZ,2024-06-26,1,0,0,1,0,1,1,1,0,0,0,0,1,1
152,NA,NA,AZ,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,0.413206605961126,0.288192490900265,AZ,2024-06-28,1,1,1,1,1,1,1,0,0,1,1,1,1,1
154,0.84326342890722,0.250474645759242,AZ,2024-06-29,0,1,1,1,1,1,1,0,0,1,0,1,1,1
155,2.73807223970343,0.404598495191207,AZ,2024-06-30,1,1,1,0,0,1,1,0,0,0,0,0,1,1
156,6.19109500174758,0.4069514778217,AZ,2024-07-01,1,0,0,1,1,0,1,0,0,0,0,0,0,0
157,1.37127576417673,0.3219410674394445,AZ,2024-07-02,1,1,1,1,1,1,1,0,0,0,1,0,1,1
158,NA,NA,AZ,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,1.12113099425252,0.2986922366018745,AZ,2024-07-04,1,1,0,1,1,1,1,1,1,1,1,1,1,1
160,0.8854111239475,0.404699391320511,AZ,2024-07-05,1,1,1,1,1,0,1,1,0,1,1,1,0,1
161,2.54482758193671,0.495951396794737,AZ,2024-07-06,1,1,1,1,1,0,1,0,0,0,1,1,0,1
162,0.863336741860437,0.374143952910824,AZ,2024-07-07,1,1,1,1,0,1,1,0,0,0,1,0,0,1
163,6.43312939129986,0.3989795948111415,AZ,2024-07-08,1,0,1,1,0,0,1,0,0,0,1,0,0,1
164,3.40874076440867,0.3661030617751255,AZ,2024-07-09,1,1,1,1,1,0,1,0,0,0,0,0,0,1
165,2.435276642643,0.39168396537019,AZ,2024-07-10,1,1,1,1,1,0,1,0,0,0,1,1,0,1
166,1.28442804657382,0.425767941079393,AZ,2024-07-11,1,1,1,1,0,0,1,0,0,0,1,0,0,1
167,0.838916163378694,0.4146660612053075,AZ,2024-07-12,1,1,1,1,1,0,1,0,0,0,1,1,0,1
168,NA,NA,AZ,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,13.2449902700776,0.443212614370931,CA,2024-06-02,0,0,0,1,0,0,0,0,0,0,1,0,0,0
170,9.31971911646549,0.4027377022220715,CA,2024-06-03,0,1,0,1,0,1,0,0,0,0,1,0,1,0
171,15.2635599577984,0.4237103076492885,CA,2024-06-04,0,1,0,0,0,0,0,0,0,0,0,0,0,0
172,12.8043678091497,0.385319648864132,CA,2024-06-05,0,0,0,1,0,1,0,1,0,0,0,0,1,0
173,10.2190965079609,0.369557882180781,CA,2024-06-06,0,1,0,1,0,0,1,0,0,0,0,0,0,0
174,15.0184920988246,0.381367691198967,CA,2024-06-07,0,0,0,0,0,1,1,0,0,0,1,0,0,1
175,6.00924528889422,0.416520025043345,CA,2024-06-08,0,0,0,1,1,0,1,0,0,0,1,0,0,1
176,7.4350709017339,0.401860125184824,CA,2024-06-09,0,0,0,1,0,0,1,1,0,0,0,0,0,1
177,7.8103394907579,0.3764486836711385,CA,2024-06-10,0,1,0,0,0,1,0,0,0,0,0,0,0,0
178,13.6405468580397,0.406825819671004,CA,2024-06-11,0,0,0,1,0,0,1,0,0,0,1,0,0,1
179,7.22893421115074,0.3864282524437495,CA,2024-06-12,0,0,1,1,0,0,1,0,0,0,0,0,0,0
180,6.89157130639542,0.370868662091601,CA,2024-06-13,1,0,0,1,0,1,1,0,0,0,0,0,1,0
181,7.48050570424753,0.4299037621964715,CA,2024-06-14,0,0,1,1,0,0,0,0,0,0,0,0,0,0
182,4.48384554299031,0.423621509425169,CA,2024-06-15,0,0,0,1,0,0,0,0,0,0,1,0,0,0
183,4.24301748284208,0.355696854189263,CA,2024-06-16,1,0,0,1,1,0,1,0,0,0,0,0,0,0
184,5.78223750362168,0.3977518701295305,CA,2024-06-17,1,0,0,1,0,1,0,1,0,0,0,0,1,0
185,10.2343209621094,0.3858255554659565,CA,2024-06-18,0,0,0,1,0,1,1,0,0,0,0,0,0,1
186,12.3395750936141,0.399024099319646,CA,2024-06-19,0,0,0,0,0,0,1,0,0,0,0,0,0,0
187,7.26493339179973,0.392653167838196,CA,2024-06-20,0,1,0,0,0,0,0,0,0,0,0,0,0,0
188,3.33454083382978,0.3549830694031325,CA,2024-06-21,1,1,0,0,0,1,1,0,0,0,0,0,1,0
189,5.4875463281691,0.407613364706124,CA,2024-06-22,0,0,0,1,0,1,1,1,0,0,1,0,1,1
190,7.137192484508,0.4115564278086915,CA,2024-06-23,0,0,0,1,0,0,1,0,0,0,1,0,0,1
191,13.2221581033181,0.459825601488075,CA,2024-06-24,0,0,0,0,0,0,1,0,0,0,1,0,0,1
192,14.7869016487412,0.416629616114312,CA,2024-06-25,0,0,0,1,0,0,1,0,0,0,0,0,0,1
193,35.4861041489544,0.4078064026907965,CA,2024-06-26,0,0,0,0,0,1,0,0,0,0,0,0,0,0
194,23.9793531154845,0.402302194824621,CA,2024-06-27,0,1,0,0,0,1,0,0,0,0,0,0,0,0
195,27.3065608116506,0.420111657349967,CA,2024-06-28,0,0,0,1,0,0,1,0,0,0,1,0,0,0
196,17.9895739694704,0.414788837352028,CA,2024-06-29,0,0,0,1,0,1,0,0,0,0,0,0,0,0
197,5.39215505318066,0.375091179936952,CA,2024-06-30,1,1,0,0,0,0,1,0,0,0,0,0,0,1
198,21.037852599849,0.390137624990992,CA,2024-07-01,0,1,0,0,0,1,1,0,0,0,0,0,0,1
199,18.3579949117935,0.424883727664884,CA,2024-07-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,22.0040908176336,0.433781876454708,CA,2024-07-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,5.69726266832762,0.416813964630731,CA,2024-07-04,0,0,0,1,0,1,1,0,0,0,0,0,0,1
202,9.61552483023225,0.4094801225234315,CA,2024-07-05,1,0,0,0,0,1,1,0,0,0,0,0,1,0
203,6.27564742169311,0.399069628934872,CA,2024-07-06,1,0,0,0,0,1,1,0,0,0,0,0,0,1
204,9.9942399698955,0.3985805783513615,CA,2024-07-07,1,0,0,0,0,1,0,0,0,0,0,0,0,0
205,10.5174135850528,0.406389860455907,CA,2024-07-08,1,0,1,1,0,0,0,0,0,1,0,0,0,0
206,8.4690563196552,0.3859593819993335,CA,2024-07-09,1,0,1,1,0,0,1,0,0,0,0,0,0,0
207,18.9258058227475,0.4455627022198725,CA,2024-07-10,0,0,1,1,0,0,1,0,0,1,0,0,0,0
208,16.3607876209041,0.436453053244734,CA,2024-07-11,1,0,1,1,0,0,1,0,0,0,1,0,0,1
209,20.5854978758907,0.418696469177032,CA,2024-07-12,0,0,0,0,0,0,1,0,0,0,0,0,0,1
210,7.13358520245525,0.4310310424474445,CA,2024-07-13,0,1,1,1,0,0,1,0,0,0,0,0,0,1
211,NA,NA,CO,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,NA,NA,CO,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,0.592021913846565,0.437079676333479,CO,2024-06-04,1,1,1,1,1,1,1,1,0,1,1,0,1,1
214,1.26458269268703,0.4365954061881695,CO,2024-06-05,1,0,1,1,1,1,1,0,0,1,1,1,1,0
215,0.260894174400363,0.161012813456813,CO,2024-06-06,1,1,1,1,1,1,1,0,0,1,1,1,1,1
216,NA,NA,CO,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,NA,NA,CO,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,2.26121755489547,0.497880324238156,CO,2024-06-10,0,1,0,1,1,1,1,0,0,0,1,1,1,1
220,0.717438091936592,0.518480619055135,CO,2024-06-11,1,1,0,1,1,1,1,0,1,0,1,1,1,1
221,0.574049677771235,0.43584379091839,CO,2024-06-12,1,1,1,1,1,1,1,1,0,1,1,0,1,1
222,0.261563931800528,0.1619565783117295,CO,2024-06-13,1,1,1,1,1,1,1,0,1,1,1,0,1,1
223,0.262403352401728,0.1617631397115135,CO,2024-06-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
224,NA,NA,CO,2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,0.575534276740387,0.4376856930399385,CO,2024-06-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
227,NA,NA,CO,2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,0.273359590136598,0.159852707369367,CO,2024-06-19,1,1,1,1,1,1,1,0,1,0,1,1,1,1
229,NA,NA,CO,2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,0.846542623849944,0.609174223536095,CO,2024-06-21,1,1,1,1,0,1,1,0,1,1,1,0,1,1
231,NA,NA,CO,2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,NA,NA,CO,2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,1.07149165748784,0.55048657189749,CO,2024-06-25,1,1,1,1,1,0,1,0,0,1,1,0,0,1
