...1,es_score,brier_score,location,target_date,X22D_50_CI,X22F_50_CI,X23A_50_CI,X23D_50_CI,X23B_50_CI,X23E_50_CI,X23G_50_CI,other_50_CI,X22D_95_CI,X22F_95_CI,X23A_95_CI,X23D_95_CI,X23B_95_CI,X23E_95_CI,X23G_95_CI,other_95_CI
32,NA,NA,AK,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,AK,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,AK,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2023-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2023-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2023-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,0.0436194090721848,0.0283668617163146,AL,2023-04-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48,NA,NA,AL,2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,AL,2023-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,0.810041319574781,0.3877580662717045,AL,2023-05-03,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
54,NA,NA,AL,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2023-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2023-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2023-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,0.815862846092309,0.381065051030239,AL,2023-05-19,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1
70,NA,NA,AL,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,0.0853735270659775,0.0911747273858075,AL,2023-05-23,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
74,NA,NA,AL,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,0.343834019610247,0.1386176381748365,AL,2023-05-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
82,NA,NA,AL,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,0.00722032389706734,0.00415764876367966,AR,2023-04-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
86,0.00662547738965938,0.003991091723679675,AR,2023-04-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
87,NA,NA,AR,2023-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,AR,2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,NA,NA,AR,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,0.043388726020084,0.003167393124527995,AR,2023-04-30,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
93,NA,NA,AR,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,1.24679972452414,0.90020748437866,AR,2023-05-02,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0
95,0.00477981555922391,0.00284771245987579,AR,2023-05-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
96,NA,NA,AR,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,1.29373325830478,0.92798828705097,AR,2023-05-08,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
101,0.0182043926572896,0.002348647940924595,AR,2023-05-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
102,2.48307992758675,0.62937137968698,AR,2023-05-10,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1
103,NA,NA,AR,2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,0.0484183212408388,0.001747353963315445,AR,2023-05-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
116,NA,NA,AR,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,0.00717454580051945,0.00171899522359077,AR,2023-05-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
119,NA,NA,AR,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,1.25102645529875,0.9349787131536,AR,2023-05-29,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
122,1.23911355865167,0.9345474227633,AR,2023-05-30,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1
123,0.00906465636312931,0.0017816175128681,AR,2023-05-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
124,NA,NA,AR,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.69648969846485,0.0757388278122635,AZ,2023-04-23,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1
128,1.25725025631848,0.04636862657974605,AZ,2023-04-24,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0
129,1.67715092792206,0.134276670220068,AZ,2023-04-25,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1
130,1.44000608515023,0.0978953313744555,AZ,2023-04-26,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0
131,0.607758752485765,0.0740314231739255,AZ,2023-04-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
132,0.546326586107876,0.0115562857225394,AZ,2023-04-28,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
133,0.269728071499127,0.0118534916723112,AZ,2023-04-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
134,2.031082570479,0.2136728770178015,AZ,2023-04-30,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0
135,1.28508661730321,0.088907461471457,AZ,2023-05-01,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
136,4.84603114722085,0.2147030687822545,AZ,2023-05-02,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1
137,1.84986621862123,0.143159771189592,AZ,2023-05-03,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0
138,0.980545127575133,0.0726596228697505,AZ,2023-05-04,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
139,1.68238249490018,0.2556253190607655,AZ,2023-05-05,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1
140,0.519301846822521,0.01430010936357525,AZ,2023-05-06,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
141,4.78171054659734,0.319693151256052,AZ,2023-05-07,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1
142,8.2140453066319,0.32382955933458,AZ,2023-05-08,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0
143,1.37013504560309,0.097035916634821,AZ,2023-05-09,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
144,1.51998123453191,0.1420446180425265,AZ,2023-05-10,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
145,0.0785032646639411,0.01644809098680935,AZ,2023-05-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
146,0.823402805349782,0.1352418842048595,AZ,2023-05-12,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
147,NA,NA,AZ,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,1.94454533386296,0.4208425273147265,AZ,2023-05-14,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1
149,3.06156645039472,0.2165045262477995,AZ,2023-05-15,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1
150,1.38675729196115,0.194320393189919,AZ,2023-05-16,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1
151,1.31895792429908,0.181482801882793,AZ,2023-05-17,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1
152,1.68769436498176,0.285780593191376,AZ,2023-05-18,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
153,1.05017145884825,0.75121173940829,AZ,2023-05-19,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1
154,2.08613766328584,0.747259500274435,AZ,2023-05-20,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1
155,0.926569509306056,0.1940788547692255,AZ,2023-05-21,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
156,1.57157551936651,0.204978039495082,AZ,2023-05-22,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0
157,0.818015352679428,0.161144394296856,AZ,2023-05-23,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1
158,2.1822095367171,0.294226302476911,AZ,2023-05-24,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0
159,0.247477299776542,0.0245499940644831,AZ,2023-05-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
160,1.22204391811148,0.304195257291356,AZ,2023-05-26,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
161,0.258869479555764,0.02602970806741415,AZ,2023-05-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
162,3.46922800764732,0.320424671106321,AZ,2023-05-28,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1
163,1.70809345647184,0.3044567239856935,AZ,2023-05-29,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0
164,2.67982391373994,0.398509206434756,AZ,2023-05-30,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1
165,1.62419421927913,0.2017035094659695,AZ,2023-05-31,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
166,2.60178402344718,0.52948298589739,AZ,2023-06-01,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1
167,0.88080701074525,0.2913912885558045,AZ,2023-06-02,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1
168,0.750617918647267,0.219081050137042,AZ,2023-06-03,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
169,2.46228325489246,0.280338726148762,CA,2023-04-23,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1
170,1.99091831908357,0.155904973725954,CA,2023-04-24,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1
171,8.63581162515233,0.247403535289804,CA,2023-04-25,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0
172,2.55547794289142,0.13847812309671,CA,2023-04-26,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1
173,2.90997201556246,0.168799836323572,CA,2023-04-27,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0
174,2.2106957757152,0.177943742004869,CA,2023-04-28,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0
175,9.1143312969485,0.2904996951823825,CA,2023-04-29,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
176,1.74022287747384,0.1857627133719975,CA,2023-04-30,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0
177,10.578913641111,0.2587403570299645,CA,2023-05-01,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0
178,12.7162443499748,0.2897295953575725,CA,2023-05-02,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0
179,2.5281145456142,0.191577386320462,CA,2023-05-03,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0
180,3.2740483026928,0.2405551605189795,CA,2023-05-04,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1
181,4.51128269503623,0.2045828724398605,CA,2023-05-05,1,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0
182,1.3590838658367,0.1870103849572975,CA,2023-05-06,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0
183,2.14795668536391,0.2832300972597365,CA,2023-05-07,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0
184,12.7994337788252,0.3932547990416575,CA,2023-05-08,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0
185,2.39578668561614,0.187700909721537,CA,2023-05-09,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
186,7.81051671055316,0.298777474226332,CA,2023-05-10,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0
187,9.44751631701409,0.3020108437830345,CA,2023-05-11,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
188,1.01978570078141,0.2141591762407535,CA,2023-05-12,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1
189,1.91195752564783,0.4473521282175295,CA,2023-05-13,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1
190,6.17705445491162,0.614788935920175,CA,2023-05-14,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
191,7.38775047203095,0.399669740187327,CA,2023-05-15,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1
192,1.49580604601712,0.2337987835763835,CA,2023-05-16,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0
193,2.60811176499996,0.3296853173223645,CA,2023-05-17,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1
194,3.94292109356568,0.354812118198112,CA,2023-05-18,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1
195,1.05490205223013,0.2218418074880505,CA,2023-05-19,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1
196,0.581626808305519,0.04621942932888505,CA,2023-05-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
197,1.35852894367784,0.50302477797335,CA,2023-05-21,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1
198,2.54421033875136,0.300639249806177,CA,2023-05-22,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0
199,2.06906658199707,0.288691614737164,CA,2023-05-23,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1
200,1.488576419761,0.2738414713327425,CA,2023-05-24,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0
201,1.21114111358766,0.262708325330931,CA,2023-05-25,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
202,2.63987984069351,0.339080584895194,CA,2023-05-26,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1
203,1.52003545339812,0.331147062568181,CA,2023-05-27,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1
204,2.61196713417919,0.4883373918538055,CA,2023-05-28,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1
205,2.72192660332835,0.56184888828004,CA,2023-05-29,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1
206,1.35237245236453,0.279458436691941,CA,2023-05-30,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0
207,3.05975419162412,0.3315780163949685,CA,2023-05-31,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1
208,2.45444839717694,0.32200948771887,CA,2023-06-01,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1
209,2.24294047606965,0.395258669602029,CA,2023-06-02,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0
210,1.38103609515026,0.2965467390510025,CA,2023-06-03,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1
211,NA,NA,CO,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,0.837929068282355,0.183481561813132,CO,2023-04-24,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1
213,0.877265680180997,0.2892187176930485,CO,2023-04-25,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
214,0.124523271993301,0.01051564230274475,CO,2023-04-26,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
215,NA,NA,CO,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
