...1,es_score,brier_score,location,target_date,X24A_50_CI,X24B_50_CI,X24C_50_CI,X24E_50_CI,recombinant_50_CI,X24G_50_CI,X24D_50_CI,other_50_CI,X24A_95_CI,X24B_95_CI,X24C_95_CI,X24E_95_CI,recombinant_95_CI,X24G_95_CI,X24D_95_CI,other_95_CI
41,0.671057063304527,0.4126722353964395,AK,2024-08-16,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
42,NA,NA,AK,2024-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2024-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,0.444081245369814,0.3697600630926595,AL,2024-07-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
46,NA,NA,AL,2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2024-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,0.705196122116486,0.50753781895088,AL,2024-07-16,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1
53,0.448828816884462,0.3601172147751345,AL,2024-07-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54,NA,NA,AL,2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2024-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2024-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2024-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,0.688543898845265,0.4885260591337805,AL,2024-07-24,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
61,NA,NA,AL,2024-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,0.428222707045777,0.3451840390986885,AL,2024-07-26,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
63,NA,NA,AL,2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2024-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2024-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2024-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,0.54926796115044,0.401816256933037,AL,2024-08-02,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
70,0.434883879205175,0.328063463447946,AL,2024-08-03,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
71,NA,NA,AL,2024-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2024-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2024-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2024-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,0.749715060217318,0.4081644645381195,AL,2024-08-08,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1
76,NA,NA,AL,2024-08-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2024-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2024-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2024-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,1.25361738867811,0.3804399712512005,AL,2024-08-13,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
81,NA,NA,AL,2024-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,0.554190697127297,0.4086227698512045,AL,2024-08-15,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
83,NA,NA,AL,2024-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2024-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,0.371206410357449,0.235391974993322,AR,2024-07-08,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
87,0.572724248674879,0.38462491887989,AR,2024-07-09,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
88,0.579388192670344,0.383849057767412,AR,2024-07-10,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
89,NA,NA,AR,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2024-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,AR,2024-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,0.574464523331049,0.448743613404081,AR,2024-07-17,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1
96,NA,NA,AR,2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,0.690761668530927,0.53653116412522,AR,2024-07-19,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1
98,NA,NA,AR,2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,0.956959258047613,0.397968353343849,AR,2024-07-22,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1
101,0.579823841203717,0.446482887188838,AR,2024-07-23,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
102,1.27067900252351,0.4322623681813105,AR,2024-07-24,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1
103,NA,NA,AR,2024-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,0.557131540091722,0.3728896386210905,AR,2024-07-26,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
105,NA,NA,AR,2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,2.64537883515408,0.370805873405848,AR,2024-07-29,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1
108,0.550131805213187,0.370097376797142,AR,2024-07-30,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
109,NA,NA,AR,2024-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2024-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2024-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.414264702032219,0.267825199213562,AR,2024-08-05,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
115,0.852590529624776,0.4366968480175045,AR,2024-08-06,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1
116,0.570794653293307,0.4443658041816505,AR,2024-08-07,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
117,NA,NA,AR,2024-08-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,0.729599173280615,0.389764793000513,AR,2024-08-09,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
119,NA,NA,AR,2024-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,1.42363008093743,0.530555669604655,AR,2024-08-12,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1
122,4.22048031807979,0.410075949329386,AR,2024-08-13,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1
123,NA,NA,AR,2024-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,0.958057229776707,0.52129693716488,AR,2024-08-15,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
125,NA,NA,AR,2024-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,0.718190059383666,0.369752382315584,AZ,2024-07-07,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
128,4.58696007833383,0.382039406072526,AZ,2024-07-08,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1
129,3.53841026281599,0.368607400476056,AZ,2024-07-09,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
130,2.08993939134951,0.3826965319380755,AZ,2024-07-10,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1
131,0.991975548683596,0.4127531089051515,AZ,2024-07-11,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1
132,0.725014307584154,0.398241627881627,AZ,2024-07-12,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
133,NA,NA,AZ,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,1.039110195282,0.503647420479875,AZ,2024-07-14,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1
135,1.33672348203743,0.355812523578171,AZ,2024-07-15,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1
136,2.631061847499,0.4074561888855775,AZ,2024-07-16,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1
137,1.56615178727199,0.3756782270442875,AZ,2024-07-17,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0
138,3.54760740253736,0.3979550418312945,AZ,2024-07-18,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1
139,0.902342034715369,0.4202803161382475,AZ,2024-07-19,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
140,0.991059447796823,0.3743479486222445,AZ,2024-07-20,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1
141,2.7408952138644,0.3811624831186325,AZ,2024-07-21,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1
142,1.48096218197142,0.3631580254422455,AZ,2024-07-22,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1
143,1.86990261545002,0.411485906821726,AZ,2024-07-23,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1
144,4.02789765140473,0.401547665648049,AZ,2024-07-24,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1
145,1.25807130716152,0.39906778636488,AZ,2024-07-25,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1
146,0.969754357987344,0.3984422764550785,AZ,2024-07-26,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
147,1.61608542285665,0.3640688736263185,AZ,2024-07-27,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1
148,3.06596478768946,0.440417975716666,AZ,2024-07-28,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0
149,1.39862996173865,0.388065975518077,AZ,2024-07-29,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1
150,2.01511699874114,0.4312389966847755,AZ,2024-07-30,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1
151,4.86741644216896,0.4153084364305445,AZ,2024-07-31,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1
152,1.18080816178684,0.3877943632515505,AZ,2024-08-01,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1
153,0.631004809792109,0.433010859317273,AZ,2024-08-02,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
154,2.56372275126494,0.4223134992820535,AZ,2024-08-03,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1
155,1.65315211526402,0.4351347331466525,AZ,2024-08-04,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1
156,2.1639501967286,0.3784166955734845,AZ,2024-08-05,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1
157,2.80516578987227,0.390925404702912,AZ,2024-08-06,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1
158,4.40849470233942,0.414523446624617,AZ,2024-08-07,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
159,1.71977976152858,0.4097940974754625,AZ,2024-08-08,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1
160,1.81337580406504,0.3831976433141415,AZ,2024-08-09,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1
161,1.51651528898339,0.4894261315645905,AZ,2024-08-10,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1
162,0.788494605562836,0.3566287723962035,AZ,2024-08-11,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1
163,1.22987297250849,0.378411693040252,AZ,2024-08-12,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1
164,6.44361692724681,0.4224719261414275,AZ,2024-08-13,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0
165,2.85149299718836,0.479796211615041,AZ,2024-08-14,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1
166,1.21149736772051,0.3982636151535355,AZ,2024-08-15,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1
167,1.65491629911266,0.4406515355650395,AZ,2024-08-16,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1
168,1.46341227061914,0.3950415689115645,AZ,2024-08-17,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1
169,3.12124575384764,0.37775388026152,CA,2024-07-07,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1
170,5.37615919546007,0.3927652937955595,CA,2024-07-08,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
171,8.26023403465503,0.3882174382424175,CA,2024-07-09,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1
172,12.4020407221343,0.417544056563588,CA,2024-07-10,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
173,9.161268919573,0.405305938674748,CA,2024-07-11,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
174,7.05652977089189,0.396972566778492,CA,2024-07-12,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
175,4.90108161897487,0.4115680451322505,CA,2024-07-13,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1
176,6.11146777875758,0.3824200509861595,CA,2024-07-14,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0
177,9.65254154130534,0.4083453409780955,CA,2024-07-15,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0
178,8.30995526198454,0.4053755127187915,CA,2024-07-16,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1
179,3.03219655132094,0.3981787970420465,CA,2024-07-17,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1
180,7.34149914446631,0.393408787571953,CA,2024-07-18,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1
181,2.35195214892537,0.392991899716283,CA,2024-07-19,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1
182,5.05619310908639,0.4040452261279355,CA,2024-07-20,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1
183,10.400030091878,0.4137044317178415,CA,2024-07-21,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1
184,16.0108664632584,0.410813757304897,CA,2024-07-22,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
185,4.10425763290957,0.3926151290250415,CA,2024-07-23,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1
186,13.0950129532538,0.422506626164566,CA,2024-07-24,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
187,9.04684523378255,0.418197678871495,CA,2024-07-25,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1
188,9.42366072968406,0.4132359945632785,CA,2024-07-26,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1
189,5.06008178813251,0.405474828768029,CA,2024-07-27,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1
190,12.2695006648226,0.418133809453879,CA,2024-07-28,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1
191,4.64173557988183,0.4033289813476935,CA,2024-07-29,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1
192,13.6560213143939,0.43522141333103,CA,2024-07-30,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1
193,9.72835291340037,0.4200933587087675,CA,2024-07-31,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
194,10.5798752782973,0.413110491151116,CA,2024-08-01,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1
195,4.37534692959932,0.403737777458516,CA,2024-08-02,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1
196,4.58056849551092,0.405861888782236,CA,2024-08-03,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1
197,7.82759597569933,0.395873687769681,CA,2024-08-04,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1
198,6.04774144181693,0.404048330287854,CA,2024-08-05,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0
199,7.50213435749134,0.4147878288020075,CA,2024-08-06,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
200,3.3322446012369,0.39838498225776803,CA,2024-08-07,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0
201,3.53196767421601,0.4032047217045955,CA,2024-08-08,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1
202,12.1478082726768,0.420065645081409,CA,2024-08-09,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1
203,6.18750105437844,0.4050208521553925,CA,2024-08-10,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1
204,5.44731404839002,0.4173970002336835,CA,2024-08-11,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1
205,8.02889556624953,0.4140046571159555,CA,2024-08-12,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
206,5.69569084973316,0.42765859100427,CA,2024-08-13,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
207,7.11714413786427,0.420350886318159,CA,2024-08-14,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
208,6.52779557790443,0.421797651699563,CA,2024-08-15,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0
209,3.06636504130268,0.4102718384861355,CA,2024-08-16,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1
210,4.22920181547859,0.412457212162528,CA,2024-08-17,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1
211,NA,NA,CO,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,0.508882137178794,0.3828380538315525,CO,2024-07-08,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
213,NA,NA,CO,2024-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,0.519539961713648,0.380367808892845,CO,2024-07-10,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
215,0.769948052495339,0.398443485435212,CO,2024-07-11,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
216,0.650030437076047,0.4688272533633265,CO,2024-07-12,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1
