...1,es_score,brier_score,location,target_date,X24A_50_CI,X24B_50_CI,X24C_50_CI,X24D_50_CI,X24E_50_CI,X24G_50_CI,other_50_CI,X24A_95_CI,X24B_95_CI,X24C_95_CI,X24D_95_CI,X24E_95_CI,X24G_95_CI,other_95_CI
23,0.539872774720355,0.346132213474668,AK,2024-07-22,1,1,0,1,1,1,1,1,1,0,1,0,1,1
24,NA,NA,AK,2024-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,NA,NA,AK,2024-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,NA,NA,AK,2024-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,NA,NA,AK,2024-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,AK,2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,AK,2024-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,AK,2024-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,AK,2024-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,AK,2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,0.748173718683172,0.506926034925675,AK,2024-08-02,1,1,1,1,0,1,1,1,1,1,1,1,1,1
35,NA,NA,AK,2024-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2024-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,1.52146328784054,0.51021493800306,AK,2024-08-05,1,1,1,1,0,1,1,0,1,1,1,0,1,0
38,NA,NA,AK,2024-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,0.734816669582175,0.512507965272485,AK,2024-08-07,1,1,1,1,0,1,1,1,1,1,1,0,0,1
40,NA,NA,AK,2024-08-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,1.51857559047526,0.514800424448825,AK,2024-08-09,1,1,1,1,0,1,1,0,1,0,1,0,1,1
42,NA,NA,AK,2024-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,0.453573630603649,0.274139119555338,AL,2024-06-30,1,1,1,1,1,1,1,1,0,1,1,1,0,1
44,NA,NA,AL,2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2024-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,0.44276031331768,0.256826730646322,AL,2024-07-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
53,NA,NA,AL,2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2024-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,0.756266188107225,0.569945279948935,AL,2024-07-16,1,1,1,1,0,1,1,1,1,1,1,1,1,1
60,0.426203903015483,0.240702380194148,AL,2024-07-17,1,1,1,1,1,1,1,1,0,1,1,1,1,0
61,NA,NA,AL,2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2024-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2024-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2024-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,0.738466231534245,0.569395180422885,AL,2024-07-24,1,1,1,1,0,1,1,1,1,1,1,1,1,1
68,NA,NA,AL,2024-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,0.417421127676316,0.221551933162754,AL,2024-07-26,1,1,1,1,1,1,1,1,0,0,1,1,1,1
70,NA,NA,AL,2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2024-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2024-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2024-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,0.527303654714354,0.442892165217742,AL,2024-08-02,0,1,1,1,1,1,1,0,1,0,1,1,1,1
77,0.415394559646102,0.204164013149208,AL,2024-08-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
78,NA,NA,AL,2024-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2024-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2024-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2024-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,0.761518399862324,0.392340562754679,AL,2024-08-08,1,1,1,1,1,0,1,1,1,1,1,1,1,1
83,NA,NA,AL,2024-08-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2024-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,AR,2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,AR,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,NA,NA,AR,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,0.298780107247918,0.309142916744548,AR,2024-07-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
94,0.577327782428658,0.3635206130373955,AR,2024-07-09,1,0,1,1,1,1,1,1,0,1,1,0,1,1
95,0.573684782443503,0.363380607649858,AR,2024-07-10,1,0,1,1,1,1,1,1,1,1,1,1,1,1
96,NA,NA,AR,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2024-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2024-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,0.637964296126788,0.360258233716703,AR,2024-07-17,1,1,0,1,1,1,1,0,1,0,1,1,1,1
103,NA,NA,AR,2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,0.732114941801006,0.533030887522365,AR,2024-07-19,1,1,1,1,1,0,1,1,1,1,1,1,1,1
105,NA,NA,AR,2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.993677928949573,0.386710744199849,AR,2024-07-22,1,1,1,1,1,1,1,0,1,1,1,1,0,1
108,0.634672289819445,0.3551102066539285,AR,2024-07-23,1,1,0,1,1,1,1,1,1,0,1,1,0,1
109,1.32679536812785,0.402347603866358,AR,2024-07-24,0,1,1,1,1,1,1,0,0,0,1,1,0,1
110,NA,NA,AR,2024-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,0.540920282685791,0.3587727128273095,AR,2024-07-26,1,0,1,1,1,1,1,1,1,1,1,1,1,1
112,NA,NA,AR,2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,2.51588924968543,0.3574080470425265,AR,2024-07-29,0,0,1,1,1,1,1,0,0,1,1,1,0,1
115,0.52327529563743,0.356920402878873,AR,2024-07-30,1,1,1,1,1,1,1,0,0,1,1,1,1,1
116,NA,NA,AR,2024-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2024-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2024-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,0.382999537246379,0.3260034621172485,AR,2024-08-05,1,1,1,1,1,1,1,0,0,1,1,1,1,1
122,0.883677949229065,0.4570294814815085,AR,2024-08-06,1,1,1,1,0,1,1,1,0,1,1,0,1,1
123,0.622317861582093,0.3490423736430465,AR,2024-08-07,1,1,0,1,1,1,1,0,1,0,1,1,1,1
124,NA,NA,AR,2024-08-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,0.77451228592926,0.4457727810518805,AR,2024-08-09,1,1,1,1,0,1,1,0,1,1,1,0,0,1
126,NA,NA,AR,2024-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,2.51919896020933,0.3965511338398505,AZ,2024-06-30,1,1,0,1,1,0,0,0,0,1,1,0,1,0
128,5.87141649367256,0.4002470265388305,AZ,2024-07-01,1,1,0,0,0,1,1,0,0,0,1,0,1,0
129,1.25421323266728,0.3253743733429135,AZ,2024-07-02,1,1,1,1,1,1,1,0,0,0,1,1,1,1
130,NA,NA,AZ,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,1.04387560834194,0.3129451046388805,AZ,2024-07-04,1,1,0,1,1,1,1,1,1,0,1,1,1,0
132,0.756467187490725,0.3939610547700375,AZ,2024-07-05,1,1,1,1,0,1,1,1,1,1,1,0,0,1
133,2.32529834068829,0.473266817273175,AZ,2024-07-06,1,1,1,1,0,1,1,0,0,1,1,0,1,1
134,0.741202075064726,0.3692344441481205,AZ,2024-07-07,1,1,1,1,1,1,1,1,1,0,1,0,0,1
135,5.05945096047319,0.385772769537208,AZ,2024-07-08,1,1,0,1,0,0,1,0,0,0,1,0,0,0
136,3.43727750812908,0.3680138152227295,AZ,2024-07-09,0,0,1,1,1,1,1,0,0,0,0,0,0,1
137,2.17390351946774,0.3850761959339355,AZ,2024-07-10,1,1,1,1,0,1,1,0,0,0,1,0,1,1
138,1.06311665459104,0.4189335989188875,AZ,2024-07-11,1,1,1,1,1,1,1,0,0,0,1,0,1,1
139,0.760921986085162,0.404489837484119,AZ,2024-07-12,1,1,1,1,0,1,1,0,0,0,1,1,1,1
140,NA,NA,AZ,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,1.05462074881099,0.509407292195125,AZ,2024-07-14,1,1,1,1,1,0,1,1,0,0,1,1,0,1
142,1.22908102844481,0.3504306052244,AZ,2024-07-15,1,0,1,1,1,1,1,0,0,0,1,1,1,1
143,2.75808002375914,0.4115129063344115,AZ,2024-07-16,0,0,1,1,0,1,1,0,0,0,1,0,0,1
144,1.70494651239361,0.3763029315933195,AZ,2024-07-17,1,1,1,1,1,0,1,0,0,0,1,1,0,1
145,3.43015897833451,0.3968020888149255,AZ,2024-07-18,1,0,0,1,1,1,1,1,0,0,1,1,0,1
146,0.915417282606615,0.4286973160848565,AZ,2024-07-19,1,1,1,1,0,1,1,1,0,0,1,0,1,1
147,0.912639339397557,0.3655865774104315,AZ,2024-07-20,1,0,1,1,1,1,1,0,0,1,1,1,1,1
148,2.72639537005834,0.3827758138387825,AZ,2024-07-21,0,1,0,1,1,0,1,0,0,0,1,1,0,1
149,1.48743081946968,0.363040784010161,AZ,2024-07-22,1,1,1,1,1,1,1,0,0,1,1,0,0,1
150,2.10585581247475,0.414352091262223,AZ,2024-07-23,0,1,1,1,1,0,0,0,0,0,1,0,0,1
151,3.80713862474676,0.3936916328949525,AZ,2024-07-24,1,0,0,1,1,0,1,0,0,0,1,0,0,1
152,1.22216158988427,0.382588042493232,AZ,2024-07-25,1,0,1,1,1,1,1,0,0,0,1,0,1,1
153,1.07091506612107,0.410726462797477,AZ,2024-07-26,1,1,1,1,1,0,1,0,1,0,1,0,1,1
154,1.61971600892254,0.3712201105455325,AZ,2024-07-27,0,1,0,1,1,0,1,0,0,0,1,0,0,1
155,3.1395520955125,0.441614165209391,AZ,2024-07-28,0,1,1,1,0,1,0,0,0,0,1,0,0,0
156,1.515234156894,0.389194742919586,AZ,2024-07-29,1,1,1,1,1,1,0,0,0,0,1,0,0,0
157,2.06434150255997,0.4290444361148245,AZ,2024-07-30,0,1,1,1,1,0,1,0,0,0,1,0,0,1
158,5.31549330826948,0.4262197973241315,AZ,2024-07-31,0,1,0,1,0,1,1,0,0,0,1,0,0,1
159,1.23723886963961,0.400862723750409,AZ,2024-08-01,1,1,0,1,0,1,1,0,1,1,1,0,1,1
160,0.595527735199223,0.3926878327984495,AZ,2024-08-02,1,0,1,1,1,1,1,0,0,1,1,1,1,1
161,2.68179549761993,0.4383054376998485,AZ,2024-08-03,1,1,1,1,0,1,1,0,1,0,1,0,1,1
162,1.67681930456673,0.428891852930793,AZ,2024-08-04,1,1,1,1,1,0,1,0,0,1,1,0,0,1
163,2.14830374131322,0.3854985123089545,AZ,2024-08-05,0,1,0,1,1,1,1,0,0,0,1,1,1,1
164,3.00055579957727,0.395804798006299,AZ,2024-08-06,1,1,1,1,0,1,1,0,0,0,1,0,0,1
165,5.01391840751823,0.420559943008803,AZ,2024-08-07,1,1,0,1,0,1,0,0,0,0,1,0,0,0
166,1.98515383406109,0.421249267490085,AZ,2024-08-08,1,1,1,1,0,1,1,0,0,1,1,0,0,1
167,1.990180183543,0.4043611108273805,AZ,2024-08-09,1,0,1,1,0,1,1,1,0,1,1,0,0,1
168,1.60488824554224,0.4879724842253585,AZ,2024-08-10,0,1,1,1,1,0,0,0,1,0,1,0,0,0
169,5.30497638491952,0.3743681655719535,CA,2024-06-30,1,0,0,0,1,1,0,0,0,0,0,0,0,0
170,12.6160719787823,0.37257608223298,CA,2024-07-01,0,0,0,0,1,0,1,0,0,0,1,0,0,0
171,7.54674054138523,0.3955286092892255,CA,2024-07-02,0,1,0,1,0,1,1,0,0,0,0,0,0,0
172,9.86767725868116,0.3961791224001375,CA,2024-07-03,0,0,0,1,0,0,0,0,0,0,0,0,0,0
173,2.36039138718364,0.3865775108278475,CA,2024-07-04,0,1,0,1,1,1,1,0,0,0,1,1,0,0
174,4.30498204856334,0.3867824038429715,CA,2024-07-05,1,0,1,1,1,0,1,0,0,0,1,0,0,0
175,2.15365567873319,0.384889949825416,CA,2024-07-06,1,1,1,1,1,1,1,1,0,0,1,0,0,0
176,2.97020433340928,0.3779094551794015,CA,2024-07-07,1,0,1,1,1,1,1,0,1,0,0,0,1,1
177,4.92707073802029,0.3936625642071605,CA,2024-07-08,1,0,0,1,0,1,1,0,0,0,0,0,0,0
178,7.72237521612213,0.388032504314757,CA,2024-07-09,0,1,0,1,1,1,1,0,0,0,0,0,0,0
179,13.3198996521622,0.4209452357276625,CA,2024-07-10,0,1,0,1,0,0,1,0,0,0,1,0,0,1
180,9.38619892665433,0.4092183577083175,CA,2024-07-11,1,0,0,1,0,0,1,0,0,0,1,0,0,0
181,8.2471175199724,0.398247783695676,CA,2024-07-12,0,1,0,1,0,0,0,0,0,0,1,0,0,0
182,5.24781640347765,0.413247085020101,CA,2024-07-13,0,0,0,1,0,1,0,0,0,0,1,0,1,0
183,6.06061960115812,0.3837294284179505,CA,2024-07-14,0,1,0,1,0,0,1,0,0,0,0,0,0,0
184,11.1684273777583,0.410023757702255,CA,2024-07-15,0,1,0,0,0,1,1,0,0,0,0,0,0,1
185,9.56844506372896,0.4073064975079525,CA,2024-07-16,1,1,0,0,0,1,1,0,0,0,0,0,0,0
186,3.72296001668285,0.399669980958521,CA,2024-07-17,1,1,1,1,0,0,1,1,0,0,0,0,0,1
187,7.39509807091167,0.3954681379936995,CA,2024-07-18,1,0,0,1,1,0,1,0,0,0,0,0,0,0
188,2.69657350092242,0.3983937108447105,CA,2024-07-19,1,1,0,1,0,1,1,1,0,0,0,0,0,1
189,5.67546502964897,0.4053903182666775,CA,2024-07-20,0,1,1,1,0,1,1,0,0,0,1,1,0,0
190,11.2671058906972,0.4156162535714045,CA,2024-07-21,0,0,0,1,0,0,1,0,0,0,0,0,0,0
191,18.8320798557109,0.4165541529933765,CA,2024-07-22,0,0,0,1,0,0,0,0,0,0,1,0,0,0
192,5.20044102946438,0.395380114349546,CA,2024-07-23,1,1,0,1,1,0,1,0,0,0,1,0,0,0
193,15.9567636093935,0.432407044666743,CA,2024-07-24,1,0,0,0,0,0,1,0,0,0,0,0,0,1
194,11.8291969017717,0.429360450272041,CA,2024-07-25,1,0,0,0,0,0,1,0,0,0,0,0,0,1
195,10.4064990645301,0.415073320564653,CA,2024-07-26,0,0,0,1,0,1,0,0,0,0,1,0,0,0
196,7.0897165203167,0.41538029736473,CA,2024-07-27,1,1,0,1,0,1,1,0,0,0,1,0,0,1
197,13.7003724634713,0.428926154925082,CA,2024-07-28,0,0,1,0,0,1,1,0,0,0,0,0,0,0
198,6.64195153650868,0.41162122207801,CA,2024-07-29,0,1,0,1,0,0,1,0,0,0,0,0,0,0
199,16.7921157772456,0.4525017328931185,CA,2024-07-30,1,0,0,1,0,0,1,0,0,0,1,0,0,1
200,10.728281096434,0.42768185417507,CA,2024-07-31,0,0,1,0,0,0,1,0,0,1,0,0,0,1
201,13.7599895766326,0.4391012516841025,CA,2024-08-01,0,0,0,1,0,0,1,0,0,0,0,0,0,1
202,7.2315000756378,0.418118704308275,CA,2024-08-02,1,1,0,1,0,1,1,0,1,0,1,0,0,0
203,5.78873807848514,0.4168476567601015,CA,2024-08-03,1,0,1,1,0,0,1,0,0,0,1,0,0,1
204,12.6425719475488,0.412356345183709,CA,2024-08-04,0,0,0,1,0,1,1,1,0,0,0,0,0,0
205,12.2251116349522,0.4091106236048975,CA,2024-08-05,1,1,0,1,0,0,1,0,0,0,0,0,0,0
206,13.7478854605397,0.4264372095705135,CA,2024-08-06,1,1,0,1,0,0,0,0,0,0,1,0,0,0
207,7.53656179426864,0.4043134675610705,CA,2024-08-07,1,1,0,1,0,1,1,0,0,0,0,0,0,0
208,5.95233201131033,0.410021501408098,CA,2024-08-08,1,1,0,1,0,0,1,0,1,0,0,0,0,0
209,18.9526960469865,0.436739085744331,CA,2024-08-09,0,1,0,1,0,0,1,0,0,0,1,0,0,0
210,9.52408612995535,0.417229760329325,CA,2024-08-10,0,0,0,1,0,0,1,0,0,0,0,0,0,1
211,NA,NA,CO,2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,0.505766426673981,0.353867921058699,CO,2024-07-01,1,1,1,1,1,1,1,1,0,0,1,1,1,1
213,NA,NA,CO,2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,NA,NA,CO,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,NA,NA,CO,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,0.521279147383357,0.3512678537617815,CO,2024-07-05,1,1,0,1,1,1,1,0,1,0,1,1,1,1
217,NA,NA,CO,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,0.515479302016583,0.353779783841459,CO,2024-07-08,1,1,0,1,1,1,1,1,0,0,1,1,1,1
220,NA,NA,CO,2024-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,0.516388853468508,0.3560724162713935,CO,2024-07-10,1,1,0,1,1,1,1,0,1,0,1,1,1,1
222,0.803540171503797,0.404356162413592,CO,2024-07-11,1,1,1,1,0,1,1,1,0,1,1,0,1,1
223,0.697433786723776,0.447589688323383,CO,2024-07-12,1,1,1,1,0,1,1,1,1,0,1,0,1,1
224,NA,NA,CO,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,0.989696390231674,0.4294859037293035,CO,2024-07-15,1,1,1,1,1,1,1,1,0,1,1,0,0,1
227,1.45354467103346,0.493059641070395,CO,2024-07-16,1,1,1,1,1,0,1,0,1,0,1,1,0,1
228,0.815163608767065,0.442212492001596,CO,2024-07-17,1,1,1,1,1,0,1,0,1,1,1,0,1,1
229,1.05611997237038,0.3901979846585605,CO,2024-07-18,0,1,1,1,1,1,1,0,1,0,1,0,1,1
230,0.515547877248989,0.395493793914228,CO,2024-07-19,0,1,1,1,1,1,1,0,0,1,1,1,1,1
231,NA,NA,CO,2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,NA,NA,CO,2024-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,1.19484095013224,0.3846448922625425,CO,2024-07-23,1,1,0,1,1,1,1,0,1,0,1,0,1,1
235,0.751211685045187,0.3733470874514665,CO,2024-07-24,1,1,1,1,1,1,1,0,1,1,1,0,1,1
