...1,es_score,brier_score,location,target_date,X24A_50_CI,X24B_50_CI,X24C_50_CI,X24D_50_CI,X24G_50_CI,other_50_CI,X24A_95_CI,X24B_95_CI,X24C_95_CI,X24D_95_CI,X24G_95_CI,other_95_CI
43,NA,NA,AL,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,1.99567423422294,0.53978060244194,AL,2024-05-06,0,1,0,1,1,1,0,0,0,1,1,1
52,NA,NA,AL,2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,AR,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,AR,2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,NA,NA,AR,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,AR,2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,0.0207281564229067,0.0113139046292048,AR,2024-05-08,1,1,1,1,1,1,0,1,1,1,1,0
96,NA,NA,AR,2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,0.16743061031033,0.0165328855790831,AZ,2024-04-28,1,1,1,1,1,1,1,1,1,1,1,1
128,1.17924873237482,0.3295097099535,AZ,2024-04-29,0,1,1,1,1,1,1,0,0,1,1,1
129,1.60667077117986,0.323303880178956,AZ,2024-04-30,0,1,0,1,1,1,0,1,0,1,1,1
130,0.0876010312885823,0.0189948380583569,AZ,2024-05-01,1,1,1,1,1,1,0,1,0,1,1,1
131,0.0971295988405709,0.01985312786798655,AZ,2024-05-02,1,1,1,1,1,1,1,1,1,1,1,1
132,0.200172550856843,0.0207290943534991,AZ,2024-05-03,1,1,1,1,1,1,0,0,1,1,1,1
133,NA,NA,AZ,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,NA,NA,AZ,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,0.477236119320928,0.02345809645206665,AZ,2024-05-06,1,1,1,1,1,1,0,1,0,1,1,1
136,0.367234228691817,0.02440047791051345,AZ,2024-05-07,1,1,1,1,1,1,0,1,0,1,1,0
137,0.697438747256006,0.1090439858961245,AZ,2024-05-08,1,1,1,1,1,1,0,1,0,1,1,1
138,0.673171209654097,0.27600858357523,AZ,2024-05-09,1,0,1,1,1,1,0,0,1,1,1,1
139,3.06514331916161,0.516854178052655,AZ,2024-05-10,0,0,1,1,1,1,0,0,0,1,1,1
140,1.64145777404107,0.74697660312666,AZ,2024-05-11,0,0,0,1,1,1,0,0,1,1,1,1
141,0.0436185464062529,0.02936417083761115,AZ,2024-05-12,1,1,1,1,1,1,1,1,1,1,1,1
142,1.90490645146417,0.4787592031837945,AZ,2024-05-13,0,1,1,0,0,1,0,0,0,0,0,1
143,0.596232565517782,0.2576285745479195,AZ,2024-05-14,1,1,1,1,1,1,1,0,0,1,1,1
144,0.582247502674766,0.2567033983978745,AZ,2024-05-15,1,1,1,1,1,1,0,1,0,1,1,1
145,0.975888293396887,0.699988637379665,AZ,2024-05-16,0,1,0,1,1,1,0,1,0,1,1,1
146,1.00249331331976,0.751701923965485,AZ,2024-05-17,0,0,1,1,1,1,0,0,1,1,1,1
147,0.056239539769675,0.0360047220163611,AZ,2024-05-18,1,1,1,1,1,1,0,0,1,1,1,1
148,0.0627562641443641,0.0372095559999466,AZ,2024-05-19,1,1,1,1,1,1,1,1,1,1,1,1
149,0.932003167655666,0.679709964145445,AZ,2024-05-20,1,1,0,1,1,1,0,1,0,1,1,1
150,0.206429924473126,0.03972804143855325,AZ,2024-05-21,1,1,1,1,1,1,1,1,1,1,1,1
151,0.665501098704661,0.3551255907347555,AZ,2024-05-22,1,1,0,1,1,1,0,1,0,1,1,1
152,NA,NA,AZ,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,0.0765893375271494,0.0438297532817496,AZ,2024-05-24,1,1,1,1,1,1,0,1,0,1,1,1
154,NA,NA,AZ,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,1.58586754903852,0.439173343011411,AZ,2024-05-26,0,0,1,1,1,1,0,0,1,1,1,1
156,1.77051871257495,0.4119017492528975,AZ,2024-05-27,1,1,1,0,1,1,1,0,0,0,1,1
157,1.74740463784963,0.3426604074451765,AZ,2024-05-28,1,1,0,1,1,1,0,1,0,1,1,1
158,1.547019590749,0.531769576280915,AZ,2024-05-29,0,1,1,1,1,0,0,0,1,1,1,0
159,0.923980206819836,0.71728577726655,AZ,2024-05-30,1,0,1,1,1,1,0,0,1,1,1,1
160,NA,NA,AZ,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,0.675532207492319,0.3848060460265815,AZ,2024-06-01,1,0,1,1,1,1,0,0,0,1,1,1
162,2.54658783330351,0.603398198165095,AZ,2024-06-02,0,1,0,1,1,1,0,1,0,1,1,1
163,3.51060823602771,0.567569539911965,AZ,2024-06-03,0,0,0,1,1,1,0,0,0,1,1,1
164,2.03240616935379,0.4272212154598745,AZ,2024-06-04,0,1,0,0,1,1,0,0,0,0,1,1
165,2.1835017333951,0.470262633492384,AZ,2024-06-05,0,0,1,1,1,1,0,0,0,1,1,1
166,1.03829034279957,0.296138201014915,AZ,2024-06-06,1,1,1,1,1,1,0,0,1,1,1,1
167,1.56480331866493,0.56837854591379,AZ,2024-06-07,0,1,0,1,1,1,0,1,0,1,1,1
168,0.870742631800971,0.258379435393326,AZ,2024-06-08,1,1,1,1,1,0,0,1,0,1,1,0
169,6.29595033297443,0.57311557403055,CA,2024-04-28,0,1,0,0,1,1,0,1,0,0,1,0
170,0.672897305476447,0.2083713591805705,CA,2024-04-29,1,1,1,1,1,1,0,0,1,1,1,0
171,3.45608088314221,0.339981153450179,CA,2024-04-30,0,1,1,0,0,0,0,0,0,0,0,0
172,2.14402618025334,0.3507359849076765,CA,2024-05-01,0,1,1,0,1,1,1,0,1,0,1,0
173,2.27491332315459,0.291729404672057,CA,2024-05-02,0,1,1,0,0,1,0,0,0,0,0,1
174,1.56230378309575,0.2135161209280805,CA,2024-05-03,1,1,1,0,1,1,0,0,0,0,1,0
175,0.862417419657563,0.160191088261415,CA,2024-05-04,1,1,0,1,1,1,0,1,0,1,1,1
176,0.622759697490413,0.115651803297914,CA,2024-05-05,1,1,1,1,1,1,1,1,1,1,1,1
177,1.52035745166088,0.2260425592580145,CA,2024-05-06,1,1,1,0,1,1,1,0,1,0,1,1
178,15.4652785011627,0.585287121941455,CA,2024-05-07,0,0,0,1,0,1,0,0,0,1,0,1
179,1.72882069354802,0.2671815814378305,CA,2024-05-08,1,1,1,0,1,1,0,0,0,0,1,0
180,5.66379683532885,0.3361745534734485,CA,2024-05-09,0,0,0,1,0,1,0,0,0,1,0,0
181,5.40596334251432,0.401600949791633,CA,2024-05-10,0,0,1,1,0,1,0,0,1,1,0,0
182,7.25742659393346,0.475803935148506,CA,2024-05-11,0,1,0,1,1,1,0,1,0,0,1,0
183,10.3009857702522,0.511124303208775,CA,2024-05-12,0,0,0,1,1,1,0,0,0,1,1,1
184,4.73812550060503,0.4633362093217205,CA,2024-05-13,0,1,0,1,0,0,0,0,0,1,0,0
185,10.6906324815862,0.4276154839998915,CA,2024-05-14,0,0,0,0,0,1,0,0,0,0,0,1
186,9.2492614843069,0.413235529193117,CA,2024-05-15,0,0,0,1,1,1,0,0,0,0,1,0
187,4.24705513694097,0.3090403600287495,CA,2024-05-16,0,1,0,1,1,1,0,0,0,1,0,1
188,1.57470871429263,0.2763695641654645,CA,2024-05-17,1,1,1,1,0,1,0,0,0,1,0,0
189,1.57147650108927,0.130126402820499,CA,2024-05-18,0,0,1,1,1,1,0,1,0,1,1,1
190,8.77465608320075,0.472510808117672,CA,2024-05-19,0,1,0,1,0,1,0,0,0,0,0,0
191,5.2822250050168,0.279659595694009,CA,2024-05-20,0,0,1,1,1,1,1,0,1,1,1,0
192,3.89373821282346,0.3004122413983235,CA,2024-05-21,0,1,0,1,1,0,0,0,0,1,1,0
193,4.76811575715308,0.3156769265612085,CA,2024-05-22,0,1,0,1,0,1,0,0,0,1,0,0
194,10.0569910936893,0.382767009103484,CA,2024-05-23,0,0,0,1,1,1,0,0,0,0,1,0
195,7.57754483590262,0.406778213786517,CA,2024-05-24,0,1,0,1,0,0,0,0,0,0,0,0
196,5.77013063398659,0.394571213970489,CA,2024-05-25,0,0,0,1,1,1,0,0,0,1,1,0
197,13.5447188098256,0.4712876221016145,CA,2024-05-26,0,1,0,0,0,0,0,0,0,0,0,0
198,8.31513695579236,0.393813030246173,CA,2024-05-27,0,1,0,1,0,1,0,0,0,0,0,0
199,13.4889614851575,0.4145819376278845,CA,2024-05-28,0,0,0,1,1,1,0,0,0,1,1,0
200,9.65160345173341,0.42213008884753,CA,2024-05-29,0,0,0,1,0,1,0,0,0,0,0,0
201,22.0329239345238,0.540154742737845,CA,2024-05-30,0,0,0,1,0,0,0,0,0,1,0,0
202,15.2935952056017,0.3942648516676185,CA,2024-05-31,0,0,0,1,0,1,0,0,0,1,0,0
203,11.3081194461563,0.56127917387633,CA,2024-06-01,0,0,0,1,0,1,0,1,0,0,0,0
204,19.7764866540547,0.52850679684385,CA,2024-06-02,0,0,0,1,0,0,0,0,0,1,0,0
205,17.1831816368452,0.464193200820948,CA,2024-06-03,0,1,0,1,0,1,0,0,0,0,0,0
206,24.3264144921948,0.4964729459028245,CA,2024-06-04,0,1,0,1,0,1,0,0,0,0,0,0
207,22.5254862965405,0.4330727596502515,CA,2024-06-05,0,0,0,1,0,1,0,0,0,1,0,0
208,23.7750108423036,0.4202018403396795,CA,2024-06-06,0,1,0,1,0,0,0,0,0,0,0,0
209,22.3128042816866,0.4569647295424485,CA,2024-06-07,0,0,0,1,0,0,0,0,0,0,0,0
210,9.1408601004001,0.4656447780346275,CA,2024-06-08,0,0,0,1,0,0,0,0,0,1,0,0
211,NA,NA,CO,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,0.0677604022655849,0.02406121896207205,CO,2024-04-29,1,1,1,1,1,1,0,0,1,1,1,1
213,NA,NA,CO,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,NA,NA,CO,2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,NA,NA,CO,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,NA,NA,CO,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,NA,NA,CO,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,0.828663485513682,0.696965985585545,CO,2024-05-06,1,0,1,1,1,1,0,0,1,1,1,1
220,NA,NA,CO,2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,NA,NA,CO,2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,NA,NA,CO,2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,0.106257784427605,0.0363382574556277,CO,2024-05-10,1,1,1,1,1,1,1,1,1,1,1,1
224,NA,NA,CO,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,0.124145040399323,0.04008390248224735,CO,2024-05-13,1,1,1,1,1,1,1,1,1,1,1,1
227,NA,NA,CO,2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,0.126156009657908,0.0426740292381549,CO,2024-05-15,1,1,1,1,1,1,1,1,1,1,1,1
229,NA,NA,CO,2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,NA,NA,CO,2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,NA,NA,CO,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,0.981530878186231,0.776383844462865,CO,2024-05-20,1,1,1,1,0,1,0,1,1,1,0,1
234,NA,NA,CO,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,0.692137417141827,0.383133870202792,CO,2024-05-22,1,1,0,1,1,1,0,1,0,1,1,1
236,NA,NA,CO,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,0.172734688954211,0.055398983974379,CO,2024-05-24,1,1,1,1,1,1,1,1,1,1,1,1
238,NA,NA,CO,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,CO,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,NA,NA,CO,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,NA,NA,CO,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,0.207688546916143,0.063462086201778,CO,2024-05-29,1,1,1,1,1,1,0,1,0,1,1,1
243,NA,NA,CO,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,NA,NA,CO,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,NA,NA,CO,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,NA,NA,CO,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,NA,NA,CO,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,0.574297292431646,0.557660363636125,CO,2024-06-04,1,1,1,1,1,1,0,0,1,1,1,1
249,1.2187595167518,0.5527502264979,CO,2024-06-05,1,0,1,1,1,1,0,0,1,1,1,1
250,0.24522943989136,0.078631579870831,CO,2024-06-06,1,1,1,1,1,1,1,1,1,1,1,1
251,NA,NA,CO,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,NA,NA,CO,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,NA,NA,CT,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,NA,NA,CT,2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,NA,NA,CT,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,1.02557042196716,0.68233084791632,CT,2024-05-01,0,0,1,1,1,1,0,0,1,1,1,1
