...1,es_score,brier_score,location,target_date,X24A_50_CI,X24B_50_CI,recombinant_50_CI,X24C_50_CI,other_50_CI,X24A_95_CI,X24B_95_CI,recombinant_95_CI,X24C_95_CI,other_95_CI
30,NA,NA,AK,2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,AK,2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,AK,2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,AK,2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,AK,2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2024-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,0.084961120257498,0.00884972814868795,AL,2024-03-18,1,1,1,1,1,1,1,1,1,1
45,NA,NA,AL,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,0.0201635599464656,0.0061871830682678,AL,2024-03-26,1,1,1,1,1,1,1,1,1,1
53,NA,NA,AL,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,0.0199451770869805,0.0050832712907855,AL,2024-04-01,1,1,1,1,1,1,1,1,1,1
59,NA,NA,AL,2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2024-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,AR,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,AR,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,0.0185434635576666,0.0061464655076549,AR,2024-03-21,1,1,1,1,1,1,1,1,1,1
90,NA,NA,AR,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,AR,2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,0.00478623609000831,0.00818153595685295,AR,2024-03-27,1,1,1,1,1,1,1,1,1,1
96,NA,NA,AR,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2024-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,NA,NA,AZ,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,0.00189523002571486,0.001574584330450045,AZ,2024-03-18,1,1,1,1,1,1,1,1,1,1
129,0.0391524713398353,0.001568966010432115,AZ,2024-03-19,1,1,1,1,1,1,1,1,1,1
130,1.26585633663393,0.095512041804256,AZ,2024-03-20,0,0,1,1,1,1,0,0,1,1
131,0.0911902121778347,0.001569444083334835,AZ,2024-03-21,1,1,1,1,1,1,1,1,1,1
132,0.0258982997992241,0.001575603342944435,AZ,2024-03-22,1,1,1,1,1,1,1,1,1,1
133,0.0146211925775165,0.00158579404870478,AZ,2024-03-23,1,1,1,1,1,1,1,1,1,1
134,0.00655626952559656,0.00160010982447521,AZ,2024-03-24,1,1,1,1,1,1,1,1,1,1
135,0.00672900133933163,0.001618667464248205,AZ,2024-03-25,1,1,1,1,1,1,1,1,1,1
136,0.00651931727747823,0.00164160683718931,AZ,2024-03-26,1,1,1,1,1,1,1,1,1,1
137,0.0144734819692125,0.00166909162575358,AZ,2024-03-27,1,1,1,1,1,0,1,1,1,0
138,0.014577881190264,0.00170131113176841,AZ,2024-03-28,1,1,1,1,1,1,1,1,1,1
139,1.21381635009306,0.3135763280515295,AZ,2024-03-29,0,0,1,1,1,0,0,1,1,1
140,2.33832169405815,0.312149292264664,AZ,2024-03-30,0,1,0,1,1,0,1,0,1,1
141,NA,NA,AZ,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,0.920265488383499,0.1053991988292245,AZ,2024-04-01,1,0,1,1,1,0,0,1,1,1
143,1.0089213833277,0.1066935428112395,AZ,2024-04-02,1,1,1,0,1,0,1,1,0,1
144,0.0253289287977437,0.00200904345101523,AZ,2024-04-03,1,1,1,1,1,1,1,1,1,1
145,1.1358552287888,0.190129349895686,AZ,2024-04-04,0,1,1,0,1,0,1,1,0,1
146,1.18602393347646,0.3104512344914075,AZ,2024-04-05,0,0,1,1,1,1,0,0,1,1
147,0.0289760083298738,0.00225552384879056,AZ,2024-04-06,1,1,1,1,1,0,1,0,1,1
148,1.16702706295933,0.2363131976780225,AZ,2024-04-07,0,1,1,0,1,0,1,1,0,1
149,1.04374289668611,0.18632377721765,AZ,2024-04-08,0,1,1,1,0,0,1,1,1,0
150,0.00219764545224389,0.0025909735969752,AZ,2024-04-09,1,1,1,1,1,1,1,1,1,1
151,NA,NA,AZ,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,NA,NA,AZ,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,0.0105262485569352,0.00305530334082708,AZ,2024-04-12,1,1,1,1,1,1,1,1,1,1
154,0.0238368305819695,0.003249608129380205,AZ,2024-04-13,1,1,1,1,1,1,1,1,1,1
155,NA,NA,AZ,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,2.10499119198829,0.259238148354627,AZ,2024-04-15,0,0,1,1,1,0,0,1,1,1
157,0.890907651712734,0.152249886549842,AZ,2024-04-16,1,0,1,1,1,1,1,1,1,1
158,1.47028243590976,0.167727803439751,AZ,2024-04-17,0,0,1,0,1,1,0,1,0,1
159,0.00377587949644728,0.004705798363046395,AZ,2024-04-18,1,1,1,1,1,1,1,1,1,1
160,0.00397157836829554,0.005141237658203,AZ,2024-04-19,1,1,1,1,1,1,1,1,1,1
161,NA,NA,AZ,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,1.14684791081362,0.3054449752381125,AZ,2024-04-21,0,1,1,0,1,1,1,1,0,0
163,1.45887942188435,0.2225471429273285,AZ,2024-04-22,0,0,0,1,1,1,0,0,1,1
164,0.0715931350590694,0.00775787071774975,AZ,2024-04-23,1,1,1,1,1,0,0,1,1,1
165,NA,NA,AZ,2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,0.0274198273292925,0.0098894511664599,AZ,2024-04-25,1,1,1,1,1,1,1,1,1,1
167,NA,NA,AZ,2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,1.17683204564592,0.4422846875028835,AZ,2024-04-27,0,1,1,0,1,0,1,1,0,1
169,5.11420175752076,0.212734795957063,CA,2024-03-17,0,0,1,1,1,0,0,0,1,1
170,1.81714092609438,0.117448528173525,CA,2024-03-18,0,1,1,0,1,0,0,0,0,0
171,0.614799641776325,0.0730567664472095,CA,2024-03-19,1,1,1,1,1,0,1,1,1,0
172,5.74762567614582,0.264566659180014,CA,2024-03-20,0,1,0,0,0,0,0,0,0,0
173,0.868042605236876,0.089948240904006,CA,2024-03-21,1,0,1,1,1,0,0,0,1,0
174,4.89326313475806,0.233479493454909,CA,2024-03-22,0,0,1,0,1,0,0,0,0,0
175,4.63895367554813,0.273523457680927,CA,2024-03-23,0,0,1,1,1,0,0,0,1,1
176,0.267600598251845,0.00286359567781533,CA,2024-03-24,1,1,1,1,1,0,1,0,1,0
177,2.63064199107152,0.1857613259030155,CA,2024-03-25,0,0,0,1,1,0,0,0,1,1
178,2.75219597721393,0.1659935448178165,CA,2024-03-26,0,0,1,1,1,0,0,0,1,0
179,4.5599025255296,0.273615774030411,CA,2024-03-27,0,0,1,1,1,0,0,0,0,1
180,4.39228250256189,0.233484478359529,CA,2024-03-28,0,0,1,1,1,0,0,1,1,0
181,0.714913514698953,0.1044544672185015,CA,2024-03-29,1,1,1,1,0,0,1,1,1,0
182,1.44251225473671,0.207196534776294,CA,2024-03-30,0,0,1,1,0,0,0,1,1,0
183,1.00711425447448,0.2339747221713765,CA,2024-03-31,1,0,1,1,1,0,0,1,1,1
184,2.07729576415322,0.19954443961273,CA,2024-04-01,0,0,1,1,1,0,0,1,1,1
185,0.79123103197685,0.133486255167529,CA,2024-04-02,1,1,1,1,0,0,1,0,1,1
186,3.27556341381249,0.3092874500043975,CA,2024-04-03,0,0,1,1,0,0,0,0,0,0
187,3.27495001746773,0.3720585972309895,CA,2024-04-04,0,0,1,0,0,0,0,0,0,0
188,4.28628364152782,0.220718536934571,CA,2024-04-05,0,0,0,1,1,0,0,0,1,1
189,0.68335743836866,0.094252135999741,CA,2024-04-06,1,1,1,1,0,0,1,1,1,0
190,1.88185043558639,0.174779684557334,CA,2024-04-07,0,0,1,1,0,1,0,0,0,0
191,1.05972795006841,0.1845810959246275,CA,2024-04-08,1,1,1,1,0,1,1,1,0,0
192,1.44072373795113,0.2341038802093215,CA,2024-04-09,0,0,1,0,1,0,0,1,0,0
193,3.71399429664682,0.413340159478161,CA,2024-04-10,0,0,1,0,1,0,0,1,0,0
194,3.27347310596218,0.286970351272369,CA,2024-04-11,0,0,1,0,1,0,0,1,0,1
195,2.38594094062822,0.3105520445292485,CA,2024-04-12,0,0,1,0,1,0,0,0,0,1
196,1.10708742795785,0.1439573751531275,CA,2024-04-13,1,0,1,1,1,0,0,0,1,0
197,0.844581797309052,0.1566343291718625,CA,2024-04-14,1,0,1,1,1,0,0,1,1,1
198,2.96761144918989,0.2477885099938885,CA,2024-04-15,0,0,1,1,1,1,0,0,0,0
199,1.04895377011559,0.153232737759275,CA,2024-04-16,1,1,0,1,1,1,0,0,1,0
200,3.59016659843399,0.2488172969146295,CA,2024-04-17,0,1,0,1,1,0,1,0,1,0
201,3.80199194105511,0.2520016470725275,CA,2024-04-18,0,0,1,1,1,0,0,0,1,1
202,1.28689720989917,0.1842690552992845,CA,2024-04-19,1,0,1,1,1,0,0,0,1,1
203,0.018124023573689,0.00358385745093449,CA,2024-04-20,1,1,1,1,1,1,1,1,1,1
204,3.09874796924514,0.3351706661600925,CA,2024-04-21,0,0,1,1,1,0,0,0,1,0
205,7.07348600291566,0.456246264621346,CA,2024-04-22,0,0,0,1,0,0,0,0,0,0
206,2.08135734324786,0.306426910303583,CA,2024-04-23,0,0,1,1,0,0,0,1,1,0
207,7.20349566308503,0.4546294013523005,CA,2024-04-24,0,0,0,1,1,0,0,0,0,0
208,6.16398895068289,0.341767927970033,CA,2024-04-25,0,0,1,1,0,0,0,0,0,0
209,2.60354559170976,0.307224104965787,CA,2024-04-26,0,0,1,1,1,0,0,0,1,1
210,8.47982095856363,0.55294921390051,CA,2024-04-27,0,0,1,1,0,0,0,1,0,0
211,NA,NA,CO,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,0.00187538860924898,0.001489767881060655,CO,2024-03-18,1,1,1,1,1,1,1,1,1,1
213,NA,NA,CO,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,NA,NA,CO,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,NA,NA,CO,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,NA,NA,CO,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,NA,NA,CO,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,1.32713793018408,0.938086662481175,CO,2024-03-25,0,1,1,1,0,0,1,1,1,0
220,NA,NA,CO,2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,NA,NA,CO,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,0.00156294640655576,0.00134324769524926,CO,2024-03-28,1,1,1,1,1,1,1,1,1,1
223,NA,NA,CO,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,NA,NA,CO,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,NA,NA,CO,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,0.00628703365313417,0.001373576291544725,CO,2024-04-02,1,1,1,1,1,1,1,1,1,1
228,NA,NA,CO,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,1.28116633104288,0.4698973118572995,CO,2024-04-04,0,0,1,1,1,0,0,1,1,1
230,NA,NA,CO,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,0.00212361137299409,0.00144908054415641,CO,2024-04-06,1,1,1,1,1,1,1,1,1,1
232,NA,NA,CO,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,NA,NA,CO,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,NA,NA,CO,2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,NA,NA,CO,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,NA,NA,CO,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,NA,NA,CO,2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,NA,NA,CO,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,CO,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,1.25449926512476,0.4638829441960355,CO,2024-04-15,0,0,1,1,1,0,0,1,1,1
241,NA,NA,CO,2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,1.24738997671206,0.4739174735595345,CO,2024-04-17,0,1,1,0,1,0,1,1,0,1
243,NA,NA,CO,2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,NA,NA,CO,2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,NA,NA,CO,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,NA,NA,CO,2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,0.00351928458814005,0.0026576163002098702,CO,2024-04-22,1,1,1,1,1,0,0,1,1,1
248,0.00404834187950201,0.002834485080494675,CO,2024-04-23,1,1,1,1,1,1,1,1,1,1
249,NA,NA,CO,2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,NA,NA,CO,2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,NA,NA,CO,2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,NA,NA,CO,2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,NA,NA,CT,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,NA,NA,CT,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,NA,NA,CT,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,NA,NA,CT,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,0.00186742658659025,5.052765014841e-4,CT,2024-03-21,1,1,1,1,1,1,1,1,1,1
258,0.00159038214937406,5.14110836625795e-4,CT,2024-03-22,1,1,1,1,1,1,1,1,1,1
259,0.00175329955203173,5.2476995333297e-4,CT,2024-03-23,1,1,1,1,1,1,1,1,1,1
260,0.00201781405715881,5.37411801006745e-4,CT,2024-03-24,1,1,1,1,1,1,1,1,1,1
261,NA,NA,CT,2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,0.00777496750343896,5.694368173987e-4,CT,2024-03-26,1,1,1,1,1,1,1,1,1,1
263,NA,NA,CT,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264,NA,NA,CT,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,NA,NA,CT,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,NA,NA,CT,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,NA,NA,CT,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,NA,NA,CT,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,NA,NA,CT,2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,NA,NA,CT,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271,NA,NA,CT,2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272,NA,NA,CT,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,NA,NA,CT,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,NA,NA,CT,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,NA,NA,CT,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,NA,NA,CT,2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,0.00460927554578097,0.001502137243195135,CT,2024-04-10,1,1,1,1,1,1,1,1,1,1
278,0.00544419894548791,0.001667808895196495,CT,2024-04-11,1,1,1,1,1,1,1,1,1,1
279,0.00586730335759479,0.00186220618558131,CT,2024-04-12,1,1,1,1,1,1,1,1,1,1
280,NA,NA,CT,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,NA,NA,CT,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,NA,NA,CT,2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,NA,NA,CT,2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
284,NA,NA,CT,2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
